The time spent in the parallel computing activating process is 0.000262s.
-----
No.1	 toolpath -527.019689	[r = -600.000000] is calculated within 0.041731s.
No.4	 toolpath -493.045788	[r = -566.031712] is calculated within 7.963235s.
-----
initial linear search begins: 
No.	x	f(x)
0	-529.927237	4.005528
1	-530.649327	3.968567
2	-531.371416	3.605538
3	-532.093506	3.454753
4	-532.815595	3.359789
5	-533.537685	3.095641
6	-534.259774	2.918188
7	-534.981864	2.879830
8	-535.703953	2.746837
9	-536.426043	2.607231
10	-537.148132	2.424487
11	-537.870222	2.298661
12	-538.592311	2.120684
13	-539.314401	1.990192
14	-540.036490	1.852363
15	-540.758580	1.674516
16	-541.480669	1.557961
17	-542.202759	1.414348
18	-542.924848	1.351131
19	-543.646938	1.178816
20	-544.369027	1.066861
21	-545.091117	0.966702
22	-545.813206	0.814600
23	-546.535296	0.751950
24	-547.257385	0.628039
25	-547.979475	0.480190
26	-548.701564	0.440043
27	-549.423654	0.331937
28	-550.145743	0.249004
29	-550.867833	0.123266
30	-551.589922	-0.053621
bisection interval found by 1-dim search: [-551.589922,-550.867833]
No.5	 toolpath -478.304979	[r = -551.290932] is calculated within 8.077291s.
-----
initial linear search begins: 
No.	x	f(x)
0	-515.019807	4.446252
1	-515.745229	4.391425
2	-516.470652	4.020580
3	-517.196074	3.872067
4	-517.921497	3.775564
5	-518.646919	3.487785
6	-519.372342	3.302568
7	-520.097764	3.252546
8	-520.823187	3.119433
9	-521.548609	2.966927
10	-522.274032	2.781084
11	-522.999454	2.640074
12	-523.724877	2.457583
13	-524.450299	2.315124
14	-525.175722	2.167204
15	-525.901144	1.987697
16	-526.626567	1.858563
17	-527.351989	1.697823
18	-528.077412	1.633855
19	-528.802834	1.448111
20	-529.528257	1.332457
21	-530.253679	1.215580
22	-530.979102	1.059091
23	-531.704524	0.989587
24	-532.429947	0.856140
25	-533.155369	0.692156
26	-533.880792	0.649313
27	-534.606214	0.533025
28	-535.331637	0.439593
29	-536.057059	0.307909
30	-536.782482	0.115285
31	-537.507904	0.130213
32	-538.233327	0.126535
33	-538.958749	-0.191720
bisection interval found by 1-dim search: [-538.958749,-538.233327]
No.6	 toolpath -465.785748	[r = -538.760392] is calculated within 8.668964s.
-----
initial linear search begins: 
No.	x	f(x)
0	-502.351640	4.823709
1	-503.079815	4.748124
2	-503.807990	4.375860
3	-504.536165	4.231303
4	-505.264340	4.123760
5	-505.992515	3.820807
6	-506.720690	3.632375
7	-507.448865	3.568935
8	-508.177040	3.438759
9	-508.905215	3.274549
10	-509.633390	3.087734
11	-510.361565	2.931054
12	-511.089740	2.747764
13	-511.817915	2.593157
14	-512.546090	2.436717
15	-513.274265	2.257576
16	-514.002440	2.114951
17	-514.730615	1.939433
18	-515.458790	1.877382
19	-516.186965	1.678305
20	-516.915141	1.560939
21	-517.643316	1.426137
22	-518.371491	1.269484
23	-519.099666	1.194934
24	-519.827841	1.051641
25	-520.556016	0.871644
26	-521.284191	0.828466
27	-522.012366	0.705015
28	-522.740541	0.601950
29	-523.468716	0.468552
30	-524.196891	0.264454
31	-524.925066	0.257453
32	-525.653241	0.253777
33	-526.381416	-0.074404
bisection interval found by 1-dim search: [-526.381416,-525.653241]
No.7	 toolpath -453.275950	[r = -526.250572] is calculated within 8.375911s.
-----
initial linear search begins: 
No.	x	f(x)
0	-489.708077	5.200414
1	-490.438927	5.102796
2	-491.169776	4.733495
3	-491.900626	4.587903
4	-492.631476	4.464665
5	-493.362326	4.151887
6	-494.093176	3.961402
7	-494.824026	3.883346
8	-495.554876	3.754519
9	-496.285726	3.579014
10	-497.016576	3.390602
11	-497.747426	3.219900
12	-498.478276	3.035691
13	-499.209125	2.868338
14	-499.939975	2.704588
15	-500.670825	2.524490
16	-501.401675	2.367958
17	-502.132525	2.180170
18	-502.863375	2.116058
19	-503.594225	1.906830
20	-504.325075	1.785658
21	-505.055925	1.635646
22	-505.786775	1.478137
23	-506.517625	1.396887
24	-507.248474	1.244226
25	-507.979324	1.053065
26	-508.710174	1.005423
27	-509.441024	0.875198
28	-510.171874	0.763226
29	-510.902724	0.624912
30	-511.633574	0.412146
31	-512.364424	0.383977
32	-513.095274	0.380304
33	-513.826124	0.042393
34	-514.556974	0.145958
35	-515.287823	0.142868
36	-516.018673	-0.093011
bisection interval found by 1-dim search: [-516.018673,-515.287823]
No.8	 toolpath -442.867069	[r = -515.853090] is calculated within 8.614363s.
-----
initial linear search begins: 
No.	x	f(x)
0	-479.202185	5.511233
1	-479.935203	5.396949
2	-480.668221	5.031559
3	-481.401240	4.880449
4	-482.134258	4.744683
5	-482.867276	4.425402
6	-483.600294	4.233777
7	-484.333312	4.143632
8	-485.066330	4.013973
9	-485.799348	3.830490
10	-486.532366	3.639818
11	-487.265384	3.457936
12	-487.998402	3.271042
13	-488.731421	3.094579
14	-489.464439	2.924306
15	-490.197457	2.740963
16	-490.930475	2.575348
17	-491.663493	2.379700
18	-492.396511	2.311643
19	-493.129529	2.094760
20	-493.862547	1.968734
21	-494.595565	1.809310
22	-495.328583	1.648300
23	-496.061602	1.561058
24	-496.794620	1.401962
25	-497.527638	1.203923
26	-498.260656	1.150977
27	-498.993674	1.014285
28	-499.726692	0.895663
29	-500.459710	0.752312
30	-501.192728	0.532569
31	-501.925746	0.497810
32	-502.658764	0.485105
33	-503.391782	0.149129
34	-504.124801	0.234060
35	-504.857819	0.230971
36	-505.590837	-0.015384
bisection interval found by 1-dim search: [-505.590837,-504.857819]
No.9	 toolpath -432.553259	[r = -505.527843] is calculated within 8.656324s.
-----
initial linear search begins: 
No.	x	f(x)
0	-468.771730	5.828940
1	-469.506852	5.688934
2	-470.241974	5.347553
3	-470.977096	5.179273
4	-471.712219	5.023351
5	-472.447341	4.700102
6	-473.182463	4.511232
7	-473.917585	4.402820
8	-474.652708	4.277930
9	-475.387830	4.083642
10	-476.122952	3.894505
11	-476.858075	3.697273
12	-477.593197	3.512334
13	-478.328319	3.323679
14	-479.063441	3.147479
15	-479.798564	2.966162
16	-480.533686	2.784098
17	-481.268808	2.579074
18	-482.003930	2.510225
19	-482.739053	2.285171
20	-483.474175	2.156770
21	-484.209297	1.981135
22	-484.944419	1.824337
23	-485.679542	1.730225
24	-486.414664	1.561773
25	-487.149786	1.354870
26	-487.884909	1.298422
27	-488.620031	1.156617
28	-489.355153	1.029423
29	-490.090275	0.884286
30	-490.825398	0.656412
31	-491.560520	0.612266
32	-492.295642	0.588681
33	-493.030764	0.246370
34	-493.765887	0.321158
35	-494.501009	0.318070
36	-495.236131	0.061431
37	-495.971254	0.058706
38	-496.706376	-0.073800
bisection interval found by 1-dim search: [-496.706376,-495.971254]
No.10	 toolpath -423.484853	[r = -496.470907] is calculated within 8.744948s.
-----
initial linear search begins: 
No.	x	f(x)
0	-459.624500	6.018138
1	-460.361428	5.933786
2	-461.098356	5.529819
3	-461.835284	5.341505
4	-462.572213	5.208162
5	-463.309141	4.897771
6	-464.046069	4.748932
7	-464.782997	4.628347
8	-465.519925	4.502882
9	-466.256853	4.302087
10	-466.993781	4.109635
11	-467.730710	3.903687
12	-468.467638	3.717594
13	-469.204566	3.520363
14	-469.941494	3.338697
15	-470.678422	3.154579
16	-471.415350	2.963281
17	-472.152278	2.752388
18	-472.889207	2.679821
19	-473.626135	2.448523
20	-474.363063	2.315707
21	-475.099991	2.132138
22	-475.836919	1.973383
23	-476.573847	1.872662
24	-477.310775	1.698584
25	-478.047704	1.485553
26	-478.784632	1.424156
27	-479.521560	1.277251
28	-480.258488	1.144544
29	-480.995416	0.994827
30	-481.732344	0.760748
31	-482.469272	0.711386
32	-483.206200	0.679344
33	-483.943129	0.336846
34	-484.680057	0.397406
35	-485.416985	0.394319
36	-486.153913	0.128738
37	-486.890841	0.126011
38	-487.627769	-0.013510
bisection interval found by 1-dim search: [-487.627769,-486.890841]
No.11	 toolpath -414.612915	[r = -487.598983] is calculated within 8.728804s.
-----
initial linear search begins: 
No.	x	f(x)
0	-450.665918	6.284003
1	-451.404579	6.185209
2	-452.143241	5.778203
3	-452.881902	5.593986
4	-453.620563	5.458444
5	-454.359225	5.132507
6	-455.097886	4.908203
7	-455.836547	4.822750
8	-456.575209	4.645534
9	-457.313870	4.457972
10	-458.052531	4.227004
11	-458.791192	4.055350
12	-459.529854	3.826346
13	-460.268515	3.651037
14	-461.007176	3.467790
15	-461.745838	3.230759
16	-462.484499	3.068039
17	-463.223160	2.899288
18	-463.961822	2.847497
19	-464.700483	2.610785
20	-465.439144	2.474414
21	-466.177805	2.280077
22	-466.916467	2.122441
23	-467.655128	2.015099
24	-468.393789	1.834121
25	-469.132451	1.614703
26	-469.871112	1.549357
27	-470.609773	1.397943
28	-471.348435	1.258164
29	-472.087096	1.105867
30	-472.825757	0.864848
31	-473.564418	0.808818
32	-474.303080	0.767817
33	-475.041741	0.419253
34	-475.780402	0.471833
35	-476.519064	0.468747
36	-477.257725	0.194490
37	-477.996386	0.191762
38	-478.735047	0.051212
39	-479.473709	0.052103
40	-480.212370	0.050033
41	-480.951031	-0.047588
bisection interval found by 1-dim search: [-480.951031,-480.212370]
No.12	 toolpath -407.751430	[r = -480.737512] is calculated within 9.198213s.
-----
initial linear search begins: 
No.	x	f(x)
0	-443.738634	6.490749
1	-444.478612	6.378898
2	-445.218589	5.971389
3	-445.958567	5.788929
4	-446.698544	5.648810
5	-447.438522	5.313767
6	-448.178500	5.086713
7	-448.918477	4.995133
8	-449.658455	4.819275
9	-450.398432	4.625376
10	-451.138410	4.392959
11	-451.878387	4.213946
12	-452.618365	3.983038
13	-453.358342	3.801769
14	-454.098320	3.613678
15	-454.838298	3.376139
16	-455.578275	3.209397
17	-456.318253	3.030055
18	-457.058230	2.898293
19	-457.798208	2.689248
20	-458.538185	2.506678
21	-459.278163	2.384635
22	-460.018140	2.175940
23	-460.758118	2.041406
24	-461.498096	1.864490
25	-462.238073	1.695449
26	-462.978051	1.590115
27	-463.718028	1.490529
28	-464.458006	1.345889
29	-465.197983	1.191519
30	-465.937961	0.945808
31	-466.677938	0.884156
32	-467.417916	0.836063
33	-468.157894	0.486323
34	-468.897871	0.529248
35	-469.637849	0.526165
36	-470.377826	0.254958
37	-471.117804	0.242521
38	-471.857781	0.099613
39	-472.597759	0.090602
40	-473.337737	0.088532
41	-474.077714	-0.011524
bisection interval found by 1-dim search: [-474.077714,-473.337737]
No.13	 toolpath -401.039592	[r = -474.025684] is calculated within 8.986830s.
-----
initial linear search begins: 
No.	x	f(x)
0	-436.963442	6.693589
1	-437.704687	6.567864
2	-438.445932	6.162227
3	-439.187177	5.981401
4	-439.928421	5.833433
5	-440.669666	5.490905
6	-441.410911	5.262630
7	-442.152156	5.163170
8	-442.893401	4.989339
9	-443.634646	4.788400
10	-444.375890	4.555558
11	-445.117135	4.368968
12	-445.858380	4.136603
13	-446.599625	3.949952
14	-447.340870	3.756439
15	-448.082115	3.519922
16	-448.823360	3.347493
17	-449.564604	3.157916
18	-450.305849	3.028267
19	-451.047094	2.811237
20	-451.788339	2.628645
21	-452.529584	2.497221
22	-453.270829	2.285002
23	-454.012073	2.149081
24	-454.753318	1.970099
25	-455.494563	1.791867
26	-456.235808	1.685030
27	-456.977053	1.519296
28	-457.718298	1.394205
29	-458.459543	1.181181
30	-459.200787	0.975564
31	-459.942032	0.905580
32	-460.683277	0.901842
33	-461.424522	0.587469
34	-462.165767	0.584321
35	-462.907012	0.581162
36	-463.648257	0.312577
37	-464.389501	0.292096
38	-465.130746	0.148141
39	-465.871991	0.128206
40	-466.613236	0.126136
41	-467.354481	0.024431
42	-468.095726	-0.074886
bisection interval found by 1-dim search: [-468.095726,-467.354481]
No.14	 toolpath -394.501571	[r = -467.476091] is calculated within 8.947151s.
-----
initial linear search begins: 
No.	x	f(x)
0	-430.352977	6.895696
1	-431.095439	6.752461
2	-431.837901	6.353884
3	-432.580364	6.173842
4	-433.322826	6.013375
5	-434.065288	5.664792
6	-434.807751	5.437710
7	-435.550213	5.328510
8	-436.292675	5.158379
9	-437.035137	4.950425
10	-437.777600	4.719238
11	-438.520062	4.522106
12	-439.262524	4.290852
13	-440.004987	4.096840
14	-440.747449	3.898652
15	-441.489911	3.664432
16	-442.232373	3.486134
17	-442.974836	3.283327
18	-443.717298	3.158482
19	-444.459760	2.931288
20	-445.202223	2.752287
21	-445.944685	2.607411
22	-446.687147	2.392788
23	-447.429609	2.259409
24	-448.172072	2.076456
25	-448.914534	1.886291
26	-449.656996	1.779774
27	-450.399459	1.610680
28	-451.141921	1.480351
29	-451.884383	1.267712
30	-452.626845	1.052820
31	-453.369308	0.979817
32	-454.111770	0.967998
33	-454.854232	0.643350
34	-455.596695	0.640213
35	-456.339157	0.637054
36	-457.081619	0.343326
37	-457.824081	0.327126
38	-458.566544	0.166976
39	-459.309006	0.164828
40	-460.051468	0.158106
41	-460.793931	0.011662
42	-461.536393	-0.068490
bisection interval found by 1-dim search: [-461.536393,-460.793931]
No.15	 toolpath -388.166289	[r = -460.880938] is calculated within 9.000125s.
-----
initial linear search begins: 
No.	x	f(x)
0	-423.697482	7.092319
1	-424.441152	6.937819
2	-425.184821	6.544471
3	-425.928490	6.359129
4	-426.672159	6.189612
5	-427.415828	5.837612
6	-428.159497	5.607988
7	-428.903166	5.492153
8	-429.646835	5.322437
9	-430.390504	5.109144
10	-431.134174	4.875724
11	-431.877843	4.671458
12	-432.621512	4.439056
13	-433.365181	4.239152
14	-434.108850	4.036222
15	-434.852519	3.799922
16	-435.596188	3.617063
17	-436.339857	3.408231
18	-437.083526	3.282355
19	-437.827196	3.048983
20	-438.570865	2.867458
21	-439.314534	2.716714
22	-440.058203	2.498575
23	-440.801872	2.362064
24	-441.545541	2.175420
25	-442.289210	1.980354
26	-443.032879	1.870828
27	-443.776548	1.697234
28	-444.520218	1.563153
29	-445.263887	1.346758
30	-446.007556	1.127648
31	-446.751225	1.051343
32	-447.494894	1.034581
33	-448.238563	0.659605
34	-448.982232	0.696475
35	-449.725901	0.693318
36	-450.469570	0.393312
37	-451.213240	0.375597
38	-451.956909	0.194331
39	-452.700578	0.203086
40	-453.444247	0.195200
41	-454.187916	0.044548
42	-454.931585	-0.039021
bisection interval found by 1-dim search: [-454.931585,-454.187916]
No.16	 toolpath -381.839282	[r = -454.542321] is calculated within 8.898834s.
-----
initial linear search begins: 
No.	x	f(x)
0	-417.301769	7.290695
1	-418.046581	7.117072
2	-418.791392	6.742908
3	-419.536203	6.545865
4	-420.281014	6.361499
5	-421.025825	6.006887
6	-421.770636	5.780277
7	-422.515447	5.651598
8	-423.260258	5.487246
9	-424.005069	5.266316
10	-424.749880	5.036089
11	-425.494691	4.820236
12	-426.239502	4.590320
13	-426.984313	4.381334
14	-427.729124	4.174422
15	-428.473935	3.942005
16	-429.218746	3.750397
17	-429.963557	3.529803
18	-430.708368	3.409209
19	-431.453179	3.165891
20	-432.197990	2.987249
21	-432.942801	2.822887
22	-433.687612	2.603615
23	-434.432423	2.468126
24	-435.177234	2.278156
25	-435.922045	2.071795
26	-436.666856	1.962663
27	-437.411667	1.785858
28	-438.156478	1.645917
29	-438.901289	1.430735
30	-439.646100	1.202676
31	-440.390911	1.126693
32	-441.135722	1.098320
33	-441.880533	0.713715
34	-442.625344	0.750347
35	-443.370155	0.747191
36	-444.114966	0.441197
37	-444.859777	0.424941
38	-445.604588	0.232279
39	-446.349399	0.239741
40	-447.094211	0.233004
41	-447.839022	0.079680
42	-448.583833	-0.008733
bisection interval found by 1-dim search: [-448.583833,-447.839022]
No.17	 toolpath -375.793520	[r = -448.508188] is calculated within 9.165919s.
-----
initial linear search begins: 
No.	x	f(x)
0	-411.214098	7.472951
1	-411.959979	7.286865
2	-412.705861	6.926265
3	-413.451743	6.714252
4	-414.197625	6.522152
5	-414.943507	6.164680
6	-415.689388	5.937952
7	-416.435270	5.801169
8	-417.181152	5.636488
9	-417.927034	5.410162
10	-418.672916	5.178346
11	-419.418797	4.956763
12	-420.164679	4.725189
13	-420.910561	4.511498
14	-421.656443	4.301135
15	-422.402325	4.066146
16	-423.148206	3.869848
17	-423.894088	3.644004
18	-424.639970	3.521266
19	-425.385852	3.273458
20	-426.131734	3.092528
21	-426.877615	2.922804
22	-427.623497	2.700879
23	-428.369379	2.563015
24	-429.115261	2.368507
25	-429.861143	2.157821
26	-430.607024	2.045830
27	-431.352906	1.865655
28	-432.098788	1.722032
29	-432.844670	1.502846
30	-433.590552	1.271352
31	-434.336433	1.191943
32	-435.082315	1.158987
33	-435.828197	0.772074
34	-436.574079	0.801624
35	-437.319961	0.798469
36	-438.065842	0.486804
37	-438.811724	0.468616
38	-439.557606	0.270187
39	-440.303488	0.274657
40	-441.049370	0.266805
41	-441.795251	0.109513
42	-442.541133	0.018017
43	-443.287015	-0.057380
bisection interval found by 1-dim search: [-443.287015,-442.541133]
No.18	 toolpath -369.983792	[r = -442.698468] is calculated within 8.970086s.
-----
initial linear search begins: 
No.	x	f(x)
0	-405.353577	7.651479
1	-406.100475	7.451212
2	-406.847373	7.120299
3	-407.594271	6.882031
4	-408.341168	6.677534
5	-409.088066	6.318892
6	-409.834964	6.093551
7	-410.581862	5.946323
8	-411.328760	5.784266
9	-412.075657	5.552746
10	-412.822555	5.321686
11	-413.569453	5.090850
12	-414.316351	4.860804
13	-415.063249	4.639978
14	-415.810146	4.424727
15	-416.557044	4.191112
16	-417.303942	3.987315
17	-418.050840	3.754510
18	-418.797738	3.633432
19	-419.544636	3.379378
20	-420.291533	3.197237
21	-421.038431	3.019186
22	-421.785329	2.795700
23	-422.532227	2.656505
24	-423.279125	2.458632
25	-424.026022	2.241187
26	-424.772920	2.127320
27	-425.519818	1.944035
28	-426.266716	1.796343
29	-427.013614	1.575710
30	-427.760511	1.338948
31	-428.507409	1.257962
32	-429.254307	1.217222
33	-430.001205	0.824212
34	-430.748103	0.850857
35	-431.495001	0.847704
36	-432.241898	0.530613
37	-432.988796	0.512506
38	-433.735694	0.304933
39	-434.482592	0.308202
40	-435.229490	0.300093
41	-435.976387	0.139763
42	-436.723285	0.044783
43	-437.470183	-0.034027
bisection interval found by 1-dim search: [-437.470183,-436.723285]
No.19	 toolpath -364.399556	[r = -437.102569] is calculated within 9.148781s.
-----
initial linear search begins: 
No.	x	f(x)
0	-399.709438	7.829522
1	-400.457301	7.611476
2	-401.205163	7.331586
3	-401.953026	7.047654
4	-402.700888	6.828563
5	-403.448751	6.470438
6	-404.196614	6.249034
7	-404.944476	6.087009
8	-405.692339	5.929749
9	-406.440202	5.692056
10	-407.188064	5.462566
11	-407.935927	5.222121
12	-408.683789	4.995322
13	-409.431652	4.765402
14	-410.179515	4.548233
15	-410.927377	4.317282
16	-411.675240	4.103412
17	-412.423103	3.862557
18	-413.170965	3.744492
19	-413.918828	3.482842
20	-414.666690	3.303812
21	-415.414553	3.112631
22	-416.162416	2.890180
23	-416.910278	2.752249
24	-417.658141	2.549586
25	-418.406004	2.322015
26	-419.153866	2.209807
27	-419.901729	2.023003
28	-420.649591	1.869637
29	-421.397454	1.650806
30	-422.145317	1.405911
31	-422.893179	1.324675
32	-423.641042	1.273155
33	-424.388905	0.873269
34	-425.136767	0.898147
35	-425.884630	0.894995
36	-426.632492	0.572712
37	-427.380355	0.556204
38	-428.128218	0.337761
39	-428.876080	0.340443
40	-429.623943	0.333540
41	-430.371806	0.171244
42	-431.119668	0.072158
43	-431.867531	-0.010408
bisection interval found by 1-dim search: [-431.867531,-431.119668]
No.20	 toolpath -359.030144	[r = -431.744835] is calculated within 9.099280s.
-----
initial linear search begins: 
No.	x	f(x)
0	-394.306148	7.992521
1	-395.054922	7.763379
2	-395.803696	7.508347
3	-396.552469	7.196962
4	-397.301243	6.970620
5	-398.050017	6.611416
6	-398.798790	6.390199
7	-399.547564	6.219314
8	-400.296338	6.062321
9	-401.045112	5.819959
10	-401.793885	5.589088
11	-402.542659	5.343299
12	-403.291433	5.115403
13	-404.040207	4.880980
14	-404.788980	4.660135
15	-405.537754	4.427680
16	-406.286528	4.208974
17	-407.035302	3.963989
18	-407.784075	3.843701
19	-408.532849	3.578302
20	-409.281623	3.396013
21	-410.030396	3.200860
22	-410.779170	2.975967
23	-411.527944	2.835364
24	-412.276718	2.629572
25	-413.025491	2.398217
26	-413.774265	2.282690
27	-414.523039	2.092847
28	-415.271813	1.936448
29	-416.020586	1.714592
30	-416.769360	1.466040
31	-417.518134	1.381329
32	-418.266908	1.326721
33	-419.015681	0.924592
34	-419.764455	0.943441
35	-420.513229	0.940289
36	-421.262002	0.613055
37	-422.010776	0.595220
38	-422.759550	0.370460
39	-423.508324	0.371346
40	-424.257097	0.363070
41	-425.005871	0.197397
42	-425.754645	0.095653
43	-426.503419	0.010287
44	-427.252192	-0.158505
bisection interval found by 1-dim search: [-427.252192,-426.503419]
No.21	 toolpath -353.899866	[r = -426.602865] is calculated within 9.449397s.
-----
initial linear search begins: 
No.	x	f(x)
0	-389.121037	8.157479
1	-389.870674	7.911848
2	-390.620310	7.709183
3	-391.369947	7.347633
4	-392.119584	7.109533
5	-392.869220	6.752830
6	-393.618857	6.534990
7	-394.368493	6.349015
8	-395.118130	6.196503
9	-395.867766	5.949867
10	-396.617403	5.720709
11	-397.367039	5.464503
12	-398.116676	5.239004
13	-398.866313	4.996708
14	-399.615949	4.773774
15	-400.365586	4.544670
16	-401.115222	4.314515
17	-401.864859	4.063505
18	-402.614495	3.945728
19	-403.364132	3.674024
20	-404.113768	3.493318
21	-404.863405	3.286514
22	-405.613042	3.065159
23	-406.362678	2.922917
24	-407.112315	2.712265
25	-407.861951	2.473110
26	-408.611588	2.358196
27	-409.361224	2.165945
28	-410.110861	2.004619
29	-410.860497	1.783050
30	-411.610134	1.528071
31	-412.359771	1.443761
32	-413.109407	1.377923
33	-413.859044	0.975416
34	-414.608680	0.986749
35	-415.358317	0.983599
36	-416.107953	0.651644
37	-416.857590	0.635463
38	-417.607226	0.400243
39	-418.356863	0.400909
40	-419.106500	0.393877
41	-419.856136	0.226044
42	-420.605773	0.120622
43	-421.355409	0.031873
44	-422.105046	-0.138251
bisection interval found by 1-dim search: [-422.105046,-421.355409]
No.22	 toolpath -348.892535	[r = -421.607240] is calculated within 9.280274s.
-----
initial linear search begins: 
No.	x	f(x)
0	-384.084041	8.308389
1	-384.834505	8.053587
2	-385.584969	7.869105
3	-386.335433	7.486392
4	-387.085897	7.241654
5	-387.836361	6.885190
6	-388.586825	6.665832
7	-389.337289	6.471887
8	-390.087753	6.319074
9	-390.838217	6.069313
10	-391.588681	5.838752
11	-392.339145	5.576802
12	-393.089609	5.351138
13	-393.840073	5.104499
14	-394.590537	4.878212
15	-395.341001	4.647657
16	-396.091465	4.411968
17	-396.841929	4.157672
18	-397.592393	4.038047
19	-398.342857	3.763052
20	-399.093321	3.580284
21	-399.843785	3.368625
22	-400.594249	3.144241
23	-401.344713	2.999179
24	-402.095176	2.786714
25	-402.845640	2.543739
26	-403.596104	2.426002
27	-404.346568	2.230928
28	-405.097032	2.066167
29	-405.847496	1.842390
30	-406.597960	1.583910
31	-407.348424	1.496463
32	-408.098888	1.427706
33	-408.849352	1.023059
34	-409.599816	1.028852
35	-410.350280	1.025703
36	-411.100744	0.689177
37	-411.851208	0.671241
38	-412.601672	0.430167
39	-413.352136	0.429670
40	-414.102600	0.421590
41	-414.853064	0.250221
42	-415.603528	0.142366
43	-416.353992	0.051035
44	-417.104456	-0.123439
bisection interval found by 1-dim search: [-417.104456,-416.353992]
No.23	 toolpath -343.985198	[r = -416.688183] is calculated within 9.168036s.
-----
initial linear search begins: 
No.	x	f(x)
0	-379.124766	8.466223
1	-379.876035	8.197817
2	-380.627303	8.045814
3	-381.378571	7.630290
4	-382.129840	7.375414
5	-382.881108	7.025340
6	-383.632376	6.805232
7	-384.383645	6.596349
8	-385.134913	6.447362
9	-385.886181	6.193407
10	-386.637450	5.963590
11	-387.388718	5.693175
12	-388.139986	5.471094
13	-388.891255	5.215393
14	-389.642523	4.987537
15	-390.393791	4.759804
16	-391.145060	4.513248
17	-391.896328	4.253958
18	-392.647596	4.135279
19	-393.398865	3.855169
20	-394.150133	3.672328
21	-394.901401	3.450832
22	-395.652670	3.231048
23	-396.403938	3.084300
24	-397.155206	2.865714
25	-397.906475	2.615333
26	-398.657743	2.498473
27	-399.409011	2.301175
28	-400.160280	2.131533
29	-400.911548	1.909454
30	-401.662816	1.643638
31	-402.414085	1.555008
32	-403.165353	1.476527
