X                ,Y                    ,Slice
0.871159919717168,                     ,Slice 1
1.74231983943433 ,                     ,Slice 1
2.6134797591515  ,                     ,Slice 1
3.48463967886866 ,                     ,Slice 1
4.35579959858583 ,                     ,Slice 1
5.22695951830299 ,                     ,Slice 1
6.09811943802016 ,                     ,Slice 1
6.96927935773732 ,                     ,Slice 1
7.84043927745449 ,                     ,Slice 1
8.71159919717165 ,                     ,Slice 1
9.58275911688882 ,                     ,Slice 1
10.453919036606  ,                     ,Slice 1
11.3250789563231 ,                     ,Slice 1
12.1962388760403 ,                     ,Slice 1
13.0673987957575 ,                     ,Slice 1
13.9385587154746 ,                     ,Slice 1
14.8097186351918 ,                     ,Slice 1
15.680878554909  ,                     ,Slice 1
16.5520384746261 ,                     ,Slice 1
17.4231983943433 ,                     ,Slice 1
18.2943583140605 ,                     ,Slice 1
19.1655182337776 ,                     ,Slice 1
20.0366781534948 ,                     ,Slice 1
20.907838073212  ,                     ,Slice 1
21.7789979929291 ,                     ,Slice 1
22.6501579126463 ,                     ,Slice 1
23.5213178323635 ,                     ,Slice 1
24.3924777520806 ,                     ,Slice 1
25.2636376717978 ,                     ,Slice 1
26.134797591515  ,                     ,Slice 1
27.0059575112321 ,                     ,Slice 1
27.8771174309493 ,                     ,Slice 1
28.7482773506665 ,                     ,Slice 1
29.6194372703836 ,                     ,Slice 1
30.4905971901008 ,                     ,Slice 1
31.361757109818  ,                     ,Slice 1
32.2329170295351 ,                     ,Slice 1
33.1040769492523 ,                     ,Slice 1
33.9752368689695 ,                     ,Slice 1
34.8463967886866 ,                     ,Slice 1
35.7175567084038 ,                     ,Slice 1
36.588716628121  ,                     ,Slice 1
37.4598765478381 ,                     ,Slice 1
38.3310364675553 ,                     ,Slice 1
39.2021963872725 ,                     ,Slice 1
40.0733563069896 ,                     ,Slice 1
40.9445162267068 ,                     ,Slice 1
41.8156761464239 ,                     ,Slice 1
42.6868360661411 ,                     ,Slice 1
43.5579959858583 ,                     ,Slice 1
44.4291559055754 ,                     ,Slice 1
45.3003158252926 ,                     ,Slice 1
46.1714757450098 ,0.0498441046607887   ,Slice 1
47.0426356647269 ,0.0775518713846761   ,Slice 1
47.9137955844441 ,0.104264712608238    ,Slice 1
48.7849555041613 ,0.135889652288458    ,Slice 1
49.6561154238784 ,0.172924801296087    ,Slice 1
50.5272753435956 ,0.212869431376145    ,Slice 1
51.3984352633128 ,0.254845405019063    ,Slice 1
52.2695951830299 ,0.299928132014967    ,Slice 1
53.1407551027471 ,0.349094727700991    ,Slice 1
54.0119150224643 ,0.40086442826082     ,Slice 1
54.8830749421814 ,0.426332175531612    ,Slice 1
55.7542348618986 ,0.35512320476419     ,Slice 1
56.6253947816157 ,0.210884253813165    ,Slice 1
57.4965547013329 ,0.101991816594336    ,Slice 1
58.3677146210501 ,0.0338630255760341   ,Slice 1
59.2388745407672 ,-0.0273227697260803  ,Slice 1
60.1100344604844 ,-0.0831278247394227  ,Slice 1
60.9811943802016 ,-0.137048344862311   ,Slice 1
61.8523542999187 ,-0.185651860062843   ,Slice 1
62.7235142196359 ,-0.225970176351682   ,Slice 1
63.5946741393531 ,-0.26029748276208    ,Slice 1
64.4658340590702 ,-0.282815846419818   ,Slice 1
65.3369939787874 ,-0.281621298449343   ,Slice 1
66.2081538985045 ,-0.293210420244371   ,Slice 1
67.0793138182217 ,-0.336824850471144   ,Slice 1
67.9504737379389 ,-0.337037986274836   ,Slice 1
68.821633657656  ,-0.247749114355006   ,Slice 1
69.6927935773732 ,-0.143468142565855   ,Slice 1
