The time spent in the parallel computing activating process is 0.000986s.
-----
No.1	 toolpath -517.894901	[r = -600.000000] is calculated within 0.029967s.
30	-573.028001	0.967752
31	-573.664171	0.841061
32	-574.300342	0.722815
33	-574.936512	0.611783
34	-575.572683	0.506133
35	-576.208853	0.404130
36	-576.845024	0.304872
37	-577.481194	0.207496
38	-578.117365	0.112656
39	-578.753535	0.018026
40	-579.389706	-0.076449
bisection interval found by 1-dim search: [-579.389706,-578.753535]
No.4	 toolpath -497.108651	[r = -578.870953] is calculated within 8.440403s.
-----
initial linear search begins: 
No.	x	f(x)
0	-546.989989	2.722480
1	-547.627609	2.501231
2	-548.265228	2.280580
3	-548.902847	2.064619
4	-549.540467	1.855985
5	-550.178086	5.400006
6	-550.815705	5.178057
7	-551.453324	4.991486
8	-552.090944	4.831656
9	-552.728563	4.690784
10	-553.366182	4.560958
11	-554.003802	4.433009
12	-554.641421	4.300870
13	-555.279040	4.156677
14	-555.916659	3.995682
15	-556.554279	3.913781
16	-557.191898	3.733331
17	-557.829517	3.541654
18	-558.467136	3.342067
19	-559.104756	3.134957
20	-559.742375	2.923643
21	-560.379994	2.708880
22	-561.017614	2.494930
23	-561.655233	2.281585
24	-562.292852	2.073658
25	-562.930471	1.873112
26	-563.568091	1.681687
27	-564.205710	1.502997
28	-564.843329	1.336544
29	-565.480949	1.183272
30	-566.118568	1.041366
31	-566.756187	0.911055
32	-567.393806	0.789183
33	-568.031426	0.674542
34	-568.669045	0.565296
35	-569.306664	0.458893
36	-569.944283	0.356031
37	-570.581903	0.255820
38	-571.219522	0.156623
39	-571.857141	0.058391
40	-572.494761	-0.039689
bisection interval found by 1-dim search: [-572.494761,-571.857141]
No.5	 toolpath -490.469068	[r = -572.232614] is calculated within 8.507321s.
-----
initial linear search begins: 
No.	x	f(x)
0	-540.282724	2.901103
1	-540.921722	2.676211
2	-541.560720	2.451773
3	-542.199717	2.231970
4	-542.838715	2.019538
5	-543.477713	1.815273
6	-544.116711	1.623257
7	-544.755709	1.443152
8	-545.394707	1.276980
9	-546.033704	1.121886
10	-546.672702	0.978995
11	-547.311700	0.845615
12	-547.950698	0.718651
13	-548.589696	0.597991
14	-549.228693	0.480968
15	-549.867691	0.367525
16	-550.506689	3.757915
17	-551.145687	3.558343
18	-551.784685	3.351024
19	-552.423682	3.137772
20	-553.062680	2.920603
21	-553.701678	2.702013
22	-554.340676	2.482566
23	-554.979674	2.268070
24	-555.618671	2.059688
25	-556.257669	1.963004
26	-556.896667	1.767884
27	-557.535665	1.584581
28	-558.174663	1.414571
29	-558.813660	1.257775
30	-559.452658	1.112350
31	-560.091656	0.978561
32	-560.730654	0.853206
33	-561.369652	0.734259
34	-562.008649	0.621563
35	-562.647647	0.511674
36	-563.286645	0.405345
37	-563.925643	0.300874
38	-564.564641	0.198215
39	-565.203639	0.096524
40	-565.842636	-0.005020
bisection interval found by 1-dim search: [-565.842636,-565.203639]
No.6	 toolpath -484.048511	[r = -565.810811] is calculated within 8.643944s.
-----
initial linear search begins: 
No.	x	f(x)
0	-533.795138	2.947916
1	-534.435452	2.718568
2	-535.075765	2.618665
3	-535.716079	2.395036
4	-536.356392	2.177648
5	-536.996705	1.969728
6	-537.637019	1.774127
7	-538.277332	1.590480
8	-538.917646	1.419907
9	-539.557959	1.261398
10	-540.198273	1.115154
11	-540.838586	0.977547
12	-541.478900	0.847233
13	-542.119213	0.723246
14	-542.759527	0.602879
15	-543.399840	0.485232
16	-544.040154	0.371155
17	-544.680467	0.258034
18	-545.320780	0.145881
19	-545.961094	0.034705
20	-546.601407	-0.077164
bisection interval found by 1-dim search: [-546.601407,-545.961094]
No.7	 toolpath -477.672063	[r = -546.160567] is calculated within 7.433878s.
-----
initial linear search begins: 
No.	x	f(x)
0	-513.949016	3.343297
1	-514.593247	3.236996
2	-515.237478	2.998424
3	-515.881709	2.767265
4	-516.525940	2.543524
5	-517.170171	2.329833
6	-517.814402	2.128559
7	-518.458633	1.939971
8	-519.102864	1.764986
9	-519.747095	1.601651
10	-520.391326	1.449577
11	-521.035557	1.304808
12	-521.679788	1.167370
13	-522.324019	1.034434
14	-522.968250	0.905102
15	-523.612481	0.779422
16	-524.256712	0.654602
17	-524.900943	0.531654
18	-525.545174	0.409701
19	-526.189405	0.286967
20	-526.833636	0.164486
21	-527.477867	0.041148
22	-528.122098	-0.081144
bisection interval found by 1-dim search: [-528.122098,-527.477867]
No.8	 toolpath -459.562206	[r = -527.693659] is calculated within 7.729176s.
-----
initial linear search begins: 
No.	x	f(x)
0	-495.305362	3.840039
1	-495.953128	3.591077
2	-496.600894	3.343732
3	-497.248660	3.105666
4	-497.896426	2.874767
5	-498.544192	2.656690
6	-499.191958	2.451880
7	-499.839724	2.259218
8	-500.487490	2.079717
9	-501.135256	1.912640
10	-501.783022	1.754061
11	-502.430788	1.603800
12	-503.078554	1.457932
13	-503.726319	1.317654
14	-504.374085	1.180007
15	-505.021851	1.044095
16	-505.669617	0.911060
17	-506.317383	0.777971
18	-506.965149	0.645978
19	-507.612915	0.514215
20	-508.260681	0.381026
21	-508.908447	0.247923
22	-509.556213	0.117093
23	-510.203979	-0.010687
bisection interval found by 1-dim search: [-510.203979,-509.556213]
No.9	 toolpath -442.376044	[r = -510.147679] is calculated within 7.784040s.
-----
initial linear search begins: 
No.	x	f(x)
0	-477.597927	1.119943
1	-478.248922	0.973090
2	-478.899917	0.826429
3	-479.550912	0.679137
4	-480.201907	0.531198
5	-480.852902	0.384710
6	-481.503897	0.241132
7	-482.154892	2.552584
8	-482.805887	2.369415
9	-483.456882	2.197593
10	-484.107877	2.034006
11	-484.758872	1.876777
12	-485.409867	1.724001
13	-486.060862	1.575915
14	-486.711857	1.429424
15	-487.362852	1.285811
16	-488.013847	1.143069
17	-488.664842	1.001384
18	-489.315837	0.859871
19	-489.966833	0.717697
20	-490.617828	0.574736
21	-491.268823	0.433036
22	-491.919818	0.294049
23	-492.570813	0.160669
24	-493.221808	0.104859
25	-493.872803	-0.016686
bisection interval found by 1-dim search: [-493.872803,-493.221808]
No.10	 toolpath -426.008982	[r = -493.779349] is calculated within 7.956844s.
-----
initial linear search begins: 
No.	x	f(x)
0	-461.084585	1.446332
1	-461.738480	1.290585
2	-462.392375	1.134070
3	-463.046271	0.977431
4	-463.700166	0.821368
5	-464.354061	0.668225
6	-465.007956	0.518697
7	-465.661852	0.465731
8	-466.315747	0.326896
9	-466.969642	0.199410
10	-467.623538	0.088496
11	-468.277433	0.000755
12	-468.931328	-0.029892
bisection interval found by 1-dim search: [-468.931328,-468.277433]
No.11	 toolpath -411.367754	[r = -468.283180] is calculated within 6.632995s.
-----
initial linear search begins: 
No.	x	f(x)
0	-435.373145	2.003547
1	-436.031345	1.833123
2	-436.689546	1.663447
3	-437.347747	1.493401
4	-438.005947	1.324098
5	-438.664148	1.158303
6	-439.322349	0.999190
7	-439.980550	0.848586
8	-440.638750	0.710603
9	-441.296951	0.590807
10	-441.955152	0.495809
11	-442.613352	0.432697
12	-443.271553	0.403573
13	-443.929754	0.397748
14	-444.587955	0.391926
15	-445.246155	0.385951
16	-445.904356	0.372047
17	-446.562557	0.343788
18	-447.220757	0.302474
19	-447.878958	0.252114
20	-448.537159	0.194572
21	-449.195360	0.171546
22	-449.853560	0.106875
23	-450.511761	0.037890
24	-451.169962	-0.034426
bisection interval found by 1-dim search: [-451.169962,-450.511761]
No.12	 toolpath -394.361964	[r = -450.863358] is calculated within 7.958784s.
-----
initial linear search begins: 
No.	x	f(x)
0	-417.813560	2.347376
1	-418.474556	2.167757
2	-419.135552	1.986999
3	-419.796548	1.808452
4	-420.457544	1.630933
5	-421.118540	1.459905
6	-421.779536	1.295578
7	-422.440532	1.142605
8	-423.101528	1.004985
9	-423.762524	0.889053
10	-424.423520	0.803381
11	-425.084516	0.750014
12	-425.745512	0.723013
13	-426.406508	0.710857
14	-427.067504	0.700840
15	-427.728500	0.682985
16	-428.389496	0.651836
17	-429.050492	0.606265
18	-429.711488	0.550608
19	-430.372484	0.486567
20	-431.033479	0.416778
21	-431.694475	0.341860
22	-432.355471	0.262973
23	-433.016467	0.231460
24	-433.677463	0.147555
25	-434.338459	0.061207
26	-434.999455	-0.027967
bisection interval found by 1-dim search: [-434.999455,-434.338459]
No.13	 toolpath -378.703866	[r = -434.794831] is calculated within 8.168016s.
-----
initial linear search begins: 
No.	x	f(x)
0	-401.621303	2.651488
1	-402.284773	2.463672
2	-402.948244	2.274405
3	-403.611714	2.087521
4	-404.275185	1.904576
5	-404.938655	1.727814
6	-405.602126	1.560394
7	-406.265597	1.406676
8	-406.929067	1.272558
9	-407.592538	1.164469
10	-408.256008	1.089201
11	-408.919479	1.043980
12	-409.582949	1.018743
13	-410.246420	1.001015
14	-410.909890	0.979127
15	-411.573361	0.945914
16	-412.236832	0.897807
17	-412.900302	0.837653
18	-413.563773	0.768367
19	-414.227243	0.692790
20	-414.890714	0.611203
21	-415.554184	0.525509
22	-416.217655	0.491090
23	-416.881125	0.399997
24	-417.544596	0.306389
25	-418.208067	0.209672
26	-418.871537	0.111367
27	-419.535008	0.013585
28	-420.198478	-0.081609
bisection interval found by 1-dim search: [-420.198478,-419.535008]
No.14	 toolpath -363.945281	[r = -419.628956] is calculated within 8.661811s.
-----
initial linear search begins: 
No.	x	f(x)
0	-386.343168	2.929095
1	-387.008883	2.732678
2	-387.674599	2.536079
3	-388.340315	2.342106
4	-389.006031	2.153992
5	-389.671747	1.974325
6	-390.337462	1.805743
7	-391.003178	1.653633
8	-391.668894	1.524650
9	-392.334610	1.426772
10	-393.000325	1.361455
11	-393.666041	1.321179
12	-394.331757	1.294023
13	-394.997473	1.267420
14	-395.663188	1.231876
15	-396.328904	1.182382
16	-396.994620	1.119211
17	-397.660336	1.045924
18	-398.326052	0.965050
19	-398.991767	0.930718
20	-399.657483	0.841703
21	-400.323199	0.748560
22	-400.988915	0.651069
23	-401.654630	0.551022
24	-402.320346	0.447576
25	-402.986062	0.341668
26	-403.651778	0.235408
27	-404.317493	0.130563
28	-404.983209	0.031256
29	-405.648925	-0.058326
bisection interval found by 1-dim search: [-405.648925,-404.983209]
No.15	 toolpath -349.923228	[r = -405.204898] is calculated within 8.386777s.
-----
initial linear search begins: 
No.	x	f(x)
0	-371.816370	3.183472
1	-372.484140	2.978033
2	-373.151911	2.775297
3	-373.819681	2.576852
4	-374.487452	2.383808
5	-375.155223	2.201938
6	-375.822993	2.034464
7	-376.490764	1.886035
8	-377.158534	1.765968
9	-377.826305	1.679261
10	-378.494075	1.621458
11	-379.161846	1.582681
12	-379.829616	1.549881
13	-380.497387	1.511830
14	-381.165158	1.461406
15	-381.832928	1.396544
16	-382.500699	1.366463
17	-383.168469	1.285861
18	-383.836240	1.198087
19	-384.504010	1.103697
20	-385.171781	1.005013
21	-385.839552	0.901887
22	-386.507322	0.794665
23	-387.175093	0.685352
24	-387.842863	0.572524
25	-388.510634	0.459225
26	-389.178404	0.345534
27	-389.846175	0.236186
28	-390.513945	0.134189
29	-391.181716	0.044376
30	-391.849487	-0.029054
bisection interval found by 1-dim search: [-391.849487,-391.181716]
No.16	 toolpath -336.679994	[r = -391.563206] is calculated within 8.475127s.
-----
initial linear search begins: 
No.	x	f(x)
0	-358.081093	3.412745
1	-358.750735	3.200822
2	-359.420377	2.993173
3	-360.090020	2.789034
4	-360.759662	2.595202
5	-361.429304	2.411941
6	-362.098946	2.247060
7	-362.768589	2.105581
8	-363.438231	1.996611
9	-364.107873	1.919334
10	-364.777515	1.866620
11	-365.447158	1.825624
12	-366.116800	1.809128
13	-366.786442	1.764532
14	-367.456084	1.707990
15	-368.125727	1.636637
16	-368.795369	1.553298
17	-369.465011	1.461692
18	-370.134654	1.362865
19	-370.804296	1.258738
20	-371.473938	1.150012
21	-372.143580	1.037904
22	-372.813223	0.922004
23	-373.482865	0.803814
24	-374.152507	0.682730
25	-374.822149	0.561729
26	-375.491792	0.443224
27	-376.161434	0.330727
28	-376.831076	0.227977
29	-377.500718	0.139696
30	-378.170361	0.070093
31	-378.840003	0.020696
32	-379.509645	-0.012778
bisection interval found by 1-dim search: [-379.509645,-378.840003]
No.17	 toolpath -324.737321	[r = -379.226486] is calculated within 8.587446s.
-----
initial linear search begins: 
No.	x	f(x)
0	-345.662713	1.590042
1	-346.333989	1.472840
2	-347.005264	1.351402
3	-347.676540	1.226991
4	-348.347815	1.098255
5	-349.019091	0.966900
6	-349.690366	0.833875
7	-350.361641	0.701319
8	-351.032917	0.570979
9	-351.704192	0.447899
10	-352.375468	0.335073
11	-353.046743	0.238162
12	-353.718019	0.159729
13	-354.389294	0.101495
14	-355.060570	0.086624
15	-355.731845	0.046654
16	-356.403121	0.013471
17	-357.074396	-0.018317
bisection interval found by 1-dim search: [-357.074396,-356.403121]
No.18	 toolpath -313.956168	[r = -356.686970] is calculated within 7.544163s.
-----
initial linear search begins: 
No.	x	f(x)
0	-322.981228	2.071568
1	-323.655343	1.940150
2	-324.329458	1.804954
3	-325.003573	1.666343
4	-325.677688	1.524016
5	-326.351802	1.380048
6	-327.025917	1.234940
7	-327.700032	1.091126
8	-328.374147	0.952983
9	-329.048262	0.824771
10	-329.722377	0.709909
11	-330.396491	0.613497
12	-331.070606	0.537016
13	-331.744721	0.477651
14	-332.418836	0.428968
15	-333.092951	0.385232
16	-333.767066	0.341194
17	-334.441181	0.326777
18	-335.115295	0.276247
19	-335.789410	0.216430
20	-336.463525	0.143654
21	-337.137640	0.060177
22	-337.811755	-0.031539
bisection interval found by 1-dim search: [-337.811755,-337.137640]
No.19	 toolpath -295.314455	[r = -337.585953] is calculated within 7.990749s.
-----
initial linear search begins: 
No.	x	f(x)
0	-303.767135	2.459150
1	-304.443511	2.315142
2	-305.119888	2.166773
3	-305.796264	2.015635
4	-306.472640	1.862788
5	-307.149017	1.707058
6	-307.825393	1.552677
7	-308.501770	1.402185
8	-309.178146	1.259997
9	-309.854522	1.130275
10	-310.530899	1.016738
11	-311.207275	0.923720
12	-311.883651	0.849381
13	-312.560028	0.788230
14	-313.236404	0.733607
15	-313.912780	0.680557
16	-314.589157	0.624491
17	-315.265533	0.561081
18	-315.941909	0.487252
19	-316.618286	0.400132
20	-317.294662	0.371305
21	-317.971038	0.271892
22	-318.647415	0.167262
23	-319.323791	0.059608
24	-320.000167	-0.048368
bisection interval found by 1-dim search: [-320.000167,-319.323791]
No.20	 toolpath -277.886710	[r = -319.695666] is calculated within 8.189357s.
-----
initial linear search begins: 
No.	x	f(x)
0	-285.776899	2.701613
1	-286.455274	2.543106
2	-287.133649	2.381756
3	-287.812025	2.217747
4	-288.490400	2.052618
5	-289.168775	1.889699
6	-289.847151	1.840122
7	-290.525526	1.684754
8	-291.203902	1.541083
9	-291.882277	1.412172
10	-292.560652	1.302421
11	-293.239028	1.213228
12	-293.917403	1.139144
13	-294.595778	1.073560
14	-295.274154	1.011635
15	-295.952529	0.947846
16	-296.630904	0.878340
17	-297.309280	0.799053
18	-297.987655	0.707664
19	-298.666030	0.603899
20	-299.344406	0.493134
21	-300.022781	0.377044
22	-300.701156	0.259908
23	-301.379532	0.143688
24	-302.057907	0.108393
25	-302.736282	-0.002111
bisection interval found by 1-dim search: [-302.736282,-302.057907]
No.21	 toolpath -261.380635	[r = -302.722370] is calculated within 8.277367s.
-----
initial linear search begins: 
No.	x	f(x)
0	-268.714057	1.588153
1	-269.394223	1.500131
2	-270.074389	1.422278
3	-270.754556	1.348147
4	-271.434722	1.272817
5	-272.114888	1.192372
6	-272.795054	1.103151
7	-273.475221	1.000907
8	-274.155387	0.887605
9	-274.835553	0.765330
10	-275.515719	0.637888
11	-276.195886	0.508100
12	-276.876052	0.454748
13	-277.556218	0.327911
14	-278.236385	0.205085
15	-278.916551	1.135235
16	-279.596717	1.042926
17	-280.276883	1.012015
18	-280.957050	0.903669
19	-281.637216	0.786297
20	-282.317382	0.663071
21	-282.997548	0.536828
22	-283.677715	0.411126
23	-284.357881	0.287978
24	-285.038047	0.172021
25	-285.718214	0.065367
26	-286.398380	-0.027723
bisection interval found by 1-dim search: [-286.398380,-285.718214]
No.22	 toolpath -245.785827	[r = -286.186492] is calculated within 8.218433s.
-----
initial linear search begins: 
No.	x	f(x)
0	-252.095845	1.888840
1	-252.777658	1.802733
2	-253.459471	1.720534
3	-254.141284	1.636025
4	-254.823097	1.600601
5	-255.504910	1.506910
6	-256.186723	1.402539
7	-256.868535	1.285289
8	-257.550348	1.157842
9	-258.232161	1.024356
10	-258.913974	0.886904
11	-259.595787	0.748213
12	-260.277600	0.612835
13	-260.959413	0.482867
14	-261.641226	0.361783
15	-262.323039	0.253103
16	-263.004852	0.158687
17	-263.686665	0.078159
18	-264.368478	0.012062
19	-265.050291	-0.039747
bisection interval found by 1-dim search: [-265.050291,-264.368478]
No.23	 toolpath -231.443793	[r = -264.511632] is calculated within 7.666919s.
-----
initial linear search begins: 
No.	x	f(x)
0	-230.320336	2.367867
1	-231.004162	2.273426
2	-231.687988	2.179819
3	-232.371814	2.081971
4	-233.055640	1.976488
5	-233.739466	1.859342
6	-234.423292	1.729451
7	-235.107118	1.589865
8	-235.790944	1.443831
9	-236.474770	1.294238
10	-237.158595	1.144824
11	-237.842421	0.998408
12	-238.526247	0.858062
13	-239.210073	0.727373
14	-239.893899	0.610216
15	-240.577725	0.566218
16	-241.261551	0.468452
17	-241.945377	0.385230
18	-242.629203	0.316420
19	-243.313029	0.262042
20	-243.996855	0.221374
21	-244.680680	0.194244
22	-245.364506	0.177647
23	-246.048332	0.166432
24	-246.732158	0.154907
25	-247.415984	0.137574
26	-248.099810	0.109448
27	-248.783636	0.065441
28	-249.467462	0.002499
29	-250.151288	-0.076958
bisection interval found by 1-dim search: [-250.151288,-249.467462]
No.24	 toolpath -216.826340	[r = -249.489499] is calculated within 8.529133s.
-----
initial linear search begins: 
No.	x	f(x)
0	-215.233253	2.679605
1	-215.918378	2.578645
2	-216.603503	2.476005
3	-217.288628	2.366887
4	-217.973753	2.247535
5	-218.658878	2.115119
6	-219.344003	1.971773
7	-220.029128	1.820111
8	-220.714253	1.664134
9	-221.399378	1.506680
10	-222.084503	1.350541
11	-222.769628	1.198716
12	-223.454752	1.056369
13	-224.139877	1.001872
14	-224.825002	0.876228
15	-225.510127	0.765059
16	-226.195252	0.667846
17	-226.880377	0.585175
18	-227.565502	0.516839
19	-228.250627	0.462777
20	-228.935752	0.422518
21	-229.620877	0.394509
22	-230.306002	0.374145
23	-230.991127	0.355945
24	-231.676251	0.334177
25	-232.361376	0.303780
26	-233.046501	0.259450
27	-233.731626	0.197487
28	-234.416751	0.116449
29	-235.101876	0.022438
30	-235.787001	-0.078447
bisection interval found by 1-dim search: [-235.787001,-235.101876]
No.25	 toolpath -202.998325	[r = -235.256431] is calculated within 8.578665s.
-----
initial linear search begins: 
No.	x	f(x)
0	-200.942253	2.967493
1	-201.628536	2.858971
2	-202.314820	2.745743
3	-203.001103	2.623793
4	-203.687387	2.490470
5	-204.373671	2.343664
6	-205.059954	2.188490
7	-205.746238	2.026246
8	-206.432521	1.861879
9	-207.118805	1.697140
10	-207.805088	1.535960
11	-208.491372	1.473243
12	-209.177655	1.322736
13	-209.863939	1.184413
14	-210.550223	1.059703
15	-211.236506	0.948963
16	-211.922790	0.852887
17	-212.609073	0.771290
18	-213.295357	0.704201
19	-213.981640	0.650996
20	-214.667924	0.611031
21	-215.354207	0.580976
22	-216.040491	0.555393
23	-216.726775	0.528810
24	-217.413058	0.495422
25	-218.099342	0.450520
26	-218.785625	0.389208
27	-219.471909	0.307993
28	-220.158192	0.211578
29	-220.844476	0.105226
30	-221.530759	-0.004042
bisection interval found by 1-dim search: [-221.530759,-220.844476]
No.26	 toolpath -189.658396	[r = -221.504622] is calculated within 8.590258s.
-----
initial linear search begins: 
No.	x	f(x)
0	-187.137787	1.560054
1	-187.825124	1.416581
2	-188.512460	1.287816
3	-189.199797	1.173702
4	-189.887134	1.073588
5	-190.574471	0.988311
6	-191.261807	0.917255
7	-191.949144	0.859731
8	-192.636481	0.814547
9	-193.323817	0.776556
10	-194.011154	0.740394
11	-194.698491	0.725187
12	-195.385827	0.682223
13	-196.073164	0.628082
14	-196.760501	0.558301
15	-197.447837	0.468774
16	-198.135174	0.362787
17	-198.822511	0.246764
18	-199.509848	0.126568
19	-200.197184	0.006748
20	-200.884521	0.790816
21	-201.571858	0.757343
22	-202.259194	0.724831
23	-202.946531	0.688096
24	-203.633868	0.641814
25	-204.321204	0.580653
26	-205.008541	0.501282
27	-205.695878	0.403330
28	-206.383214	0.293416
29	-207.070551	0.177595
30	-207.757888	0.060609
31	-208.445225	0.015197
32	-209.132561	-0.094176
bisection interval found by 1-dim search: [-209.132561,-208.445225]
No.27	 toolpath -176.690958	[r = -208.537183] is calculated within 8.772498s.
-----
initial linear search begins: 
No.	x	f(x)
0	-174.123667	1.787159
1	-174.811937	1.645402
2	-175.500207	1.517735
3	-176.188478	1.405469
4	-176.876748	1.307125
5	-177.565018	1.273201
6	-178.253289	1.195461
7	-178.941559	1.131264
8	-179.629829	1.079309
9	-180.318100	1.035135
10	-181.006370	0.992536
11	-181.694640	0.946430
12	-182.382911	0.891125
13	-183.071181	0.821742
14	-183.759451	0.734149
15	-184.447722	0.627943
16	-185.135992	0.508379
17	-185.824262	0.382971
18	-186.512532	0.255787
19	-187.200803	0.131823
20	-187.889073	0.016398
21	-188.577343	-0.087079
bisection interval found by 1-dim search: [-188.577343,-187.889073]
No.28	 toolpath -164.747230	[r = -187.991910] is calculated within 8.238314s.
-----
initial linear search begins: 
No.	x	f(x)
0	-153.510311	2.197735
1	-154.199943	2.053107
2	-154.889575	1.923461
3	-155.579207	1.809151
4	-156.268839	1.709090
5	-156.958471	1.674961
6	-157.648103	1.594818
7	-158.337735	1.527596
8	-159.027367	1.470468
9	-159.716999	1.417661
10	-160.406631	1.363616
11	-161.096263	1.302669
12	-161.785895	1.229784
13	-162.475527	1.140044
14	-163.165159	1.031341
15	-163.854791	0.906515
16	-164.544423	0.771735
17	-165.234055	0.634438
18	-165.923687	0.497448
19	-166.613319	0.368036
20	-167.302951	0.248876
21	-167.992583	0.143961
22	-168.682215	0.056048
23	-169.371847	-0.018136
bisection interval found by 1-dim search: [-169.371847,-168.682215]
No.29	 toolpath -146.371322	[r = -169.194725] is calculated within 8.448895s.
-----
initial linear search begins: 
No.	x	f(x)
0	-134.657116	2.561308
1	-135.347868	2.415779
2	-136.038620	2.366975
3	-136.729372	2.241949
4	-137.420125	2.131929
5	-138.110877	2.035738
6	-138.801629	1.953966
7	-139.492381	1.883924
8	-140.183133	1.820406
9	-140.873885	1.758468
10	-141.564638	1.691673
11	-142.255390	1.615140
12	-142.946142	1.523752
13	-143.636894	1.413586
14	-144.327646	1.284619
15	-145.018398	1.143803
16	-145.709151	0.997298
17	-146.399903	0.849769
18	-147.090655	0.707141
19	-147.781407	0.573927
20	-148.472159	0.453391
21	-149.162912	0.348978
22	-149.853664	0.260613
23	-150.544416	0.183909
24	-151.235168	0.117007
25	-151.925920	0.056795
26	-152.616672	0.001124
27	-153.307425	-0.052582
bisection interval found by 1-dim search: [-153.307425,-152.616672]
No.30	 toolpath -130.241136	[r = -152.633536] is calculated within 8.591317s.
-----
initial linear search begins: 
No.	x	f(x)
0	-118.051530	2.970634
1	-118.743171	2.815977
2	-119.434811	2.676300
3	-120.126451	2.551279
4	-120.818091	2.441016
5	-121.509731	2.345169
6	-122.201371	2.261975
7	-122.893011	2.188495
8	-123.584651	2.118025
9	-124.276292	2.045742
10	-124.967932	1.965583
11	-125.659572	1.872593
12	-126.351212	1.761842
13	-127.042852	1.631481
14	-127.734492	1.485784
15	-128.426132	1.332853
16	-129.117772	1.176724
17	-129.809412	1.022632
18	-130.501053	0.876316
19	-131.192693	0.742037
20	-131.884333	0.622798
21	-132.575973	0.520534
22	-133.267613	0.431431
23	-133.959253	0.352562
24	-134.650893	0.281704
25	-135.342533	0.216631
26	-136.034174	0.193648
27	-136.725814	0.131936
28	-137.417454	0.069512
29	-138.109094	0.003399
30	-138.800734	-0.067665
bisection interval found by 1-dim search: [-138.800734,-138.109094]
No.31	 toolpath -115.749790	[r = -138.143541] is calculated within 8.835200s.
-----
initial linear search begins: 
No.	x	f(x)
0	-103.526478	3.226258
1	-104.218819	3.072299
2	-104.911161	2.934081
3	-105.603502	2.810897
4	-106.295843	2.701958
5	-106.988184	2.606369
