X                ,Y                    ,Slice
0.871050452310786,-0.0156344548055175  ,Slice 1
1.74210090462157 ,-8.64649943417467E-05,Slice 1
2.61315135693236 ,0.017325673874762    ,Slice 1
3.48420180924314 ,0.0313606929743394   ,Slice 1
4.35525226155393 ,0.0330400985599902   ,Slice 1
5.22630271386471 ,0.0203056983511022   ,Slice 1
6.0973531661755  ,0.00287052640368473  ,Slice 1
6.96840361848628 ,-0.0101189111145491  ,Slice 1
7.83945407079707 ,-0.0175506572154133  ,Slice 1
8.71050452310785 ,-0.0217034749537574  ,Slice 1
9.58155497541864 ,-0.0217916601271238  ,Slice 1
10.4526054277294 ,-0.0150123483749458  ,Slice 1
11.3236558800402 ,-0.00136691911460214 ,Slice 1
12.194706332351  ,0.0160222079089835   ,Slice 1
13.0657567846618 ,0.0320315063664953   ,Slice 1
13.9368072369726 ,0.0386126038621681   ,Slice 1
14.8078576892834 ,0.029976421477669    ,Slice 1
15.6789081415941 ,0.0117956386654566   ,Slice 1
16.5499585939049 ,-0.00480235807116212 ,Slice 1
17.4210090462157 ,-0.0151355037529374  ,Slice 1
18.2920594985265 ,-0.0214898814452574  ,Slice 1
19.1631099508373 ,-0.026385289237631   ,Slice 1
20.0341604031481 ,-0.0271713326392384  ,Slice 1
20.9052108554589 ,-0.0201982610796273  ,Slice 1
21.7762613077696 ,-0.00652514421736823 ,Slice 1
22.6473117600804 ,0.0103408625530503   ,Slice 1
23.5183622123912 ,0.0256317729942843   ,Slice 1
24.389412664702  ,0.0302107356066763   ,Slice 1
25.2604631170128 ,0.0194823241922413   ,Slice 1
26.1315135693236 ,0.00231350645634246  ,Slice 1
27.0025640216343 ,-0.0109655057811904  ,Slice 1
27.8736144739451 ,-0.0196273090801044  ,Slice 1
28.7446649262559 ,-0.0265010046441154  ,Slice 1
29.6157153785667 ,-0.0298497461304418  ,Slice 1
30.4867658308775 ,-0.0259911877855229  ,Slice 1
31.3578162831883 ,-0.0147975138966102  ,Slice 1
32.2288667354991 ,0.000890811668631524 ,Slice 1
33.0999171878098 ,0.0187994154727805   ,Slice 1
33.9709676401206 ,0.0328463144745396   ,Slice 1
34.8420180924314 ,0.0321134732519468   ,Slice 1
35.7130685447422 ,0.0166774542723796   ,Slice 1
36.584118997053  ,-0.00136543671546334 ,Slice 1
37.4551694493638 ,-0.0143153319790173  ,Slice 1
38.3262199016745 ,-0.0228501084061987  ,Slice 1
39.1972703539853 ,-0.02855736194707    ,Slice 1
40.0683208062961 ,-0.0289555993125558  ,Slice 1
40.9393712586069 ,-0.0211023152838496  ,Slice 1
41.8104217109177 ,-0.00597692747336711 ,Slice 1
42.6814721632285 ,0.013117920758327    ,Slice 1
43.5525226155393 ,0.0311392783480349   ,Slice 1
44.42357306785   ,0.0379000210384276   ,Slice 1
45.2946235201608 ,0.0272770450185412   ,Slice 1
46.1656739724716 ,0.00790725273371937  ,Slice 1
47.0367244247824 ,-0.00829365932492137 ,Slice 1
47.9077748770932 ,-0.0187591764152752  ,Slice 1
48.778825329404  ,-0.0262413345430546  ,Slice 1
49.6498757817148 ,-0.0300923858365969  ,Slice 1
50.5209262340255 ,-0.0274295079784163  ,Slice 1
51.3919766863363 ,-0.017839388024326   ,Slice 1
52.2630271386471 ,-0.00257375967175598 ,Slice 1
53.1340775909579 ,0.0161290219502763   ,Slice 1
54.0051280432687 ,0.0318490534768481   ,Slice 1
54.8761784955795 ,0.0336025408826868   ,Slice 1
55.7472289478902 ,0.0195138459759221   ,Slice 1
56.618279400201  ,0.000803822972310865 ,Slice 1
57.4893298525118 ,-0.0141306510602946  ,Slice 1
58.3603803048226 ,-0.0248880873239786  ,Slice 1
59.2314307571334 ,-0.0319727956073545  ,Slice 1
60.1024812094442 ,-0.0330152079642478  ,Slice 1
60.9735316617549 ,-0.0262182537396414  ,Slice 1
61.8445821140657 ,-0.013578778453559   ,Slice 1
62.7156325663765 ,0.0026098057822626   ,Slice 1
63.5866830186873 ,0.021054624094039    ,Slice 1
64.4577334709981 ,0.0341289880190289   ,Slice 1
65.3287839233089 ,0.0313362593950151   ,Slice 1
66.1998343756197 ,0.0144126372138946   ,Slice 1
67.0708848279304 ,-0.00532091122329464 ,Slice 1
67.9419352802412 ,-0.0213852828469272  ,Slice 1
68.812985732552  ,-0.0332478355915863  ,Slice 1
69.6840361848628 ,-0.0392583304636122  ,Slice 1
70.5550866371736 ,-0.0370610646379259  ,Slice 1
71.4261370894843 ,-0.0271940363216425  ,Slice 1
72.2971875417951 ,-0.0121040853844329  ,Slice 1
73.1682379941059 ,0.00656581140554381  ,Slice 1
74.0392884464167 ,0.0249104284690865   ,Slice 1
74.9103388987275 ,0.031645280557257    ,Slice 1
75.7813893510383 ,0.0203190196187526   ,Slice 1
76.652439803349  ,0.000791255376360162 ,Slice 1
77.5234902556598 ,-0.0150153818329484  ,Slice 1
78.3945407079706 ,-0.0250436285295718  ,Slice 1
79.2655911602814 ,-0.0311072498822464  ,Slice 1
80.1366416125922 ,-0.0321886807702877  ,Slice 1
81.0076920649029 ,-0.0263075182691301  ,Slice 1
81.8787425172137 ,-0.01441713011171    ,Slice 1
82.7497929695245 ,0.00152423250239884  ,Slice 1
83.6208434218353 ,0.0205054828643236   ,Slice 1
84.4918938741461 ,0.0360696292964086   ,Slice 1
85.3629443264569 ,0.0371587792953429   ,Slice 1
86.2339947787676 ,0.0235412750295868   ,Slice 1
87.1050452310784 ,0.00656588813082034  ,Slice 1
87.9760956833892 ,-0.00740297745151121 ,Slice 1
88.8471461357    ,-0.018893185218498   ,Slice 1
89.7181965880108 ,-0.0256823016917111  ,Slice 1
90.5892470403215 ,-0.0243870035280168  ,Slice 1
91.4602974926323 ,-0.0152891372698589  ,Slice 1
92.3313479449431 ,-0.000676982386473426,Slice 1
93.2023983972539 ,0.0176493921118125   ,Slice 1
94.0734488495647 ,0.0351160857197815   ,Slice 1
94.9444993018754 ,0.0407418412015578   ,Slice 1
