The time spent in the parallel computing activating process is 0.000223s.
-----
No.1	 toolpath -3218.237076	[r = -3300.000000] is calculated within 0.029801s.
18	-3274.591466	2.243403
19	-3275.096827	2.090528
20	-3275.602187	1.944143
21	-3276.107548	1.806292
22	-3276.612908	1.674766
23	-3277.118269	1.552837
24	-3277.623629	1.437280
25	-3278.128990	1.329457
26	-3278.634351	1.228249
27	-3279.139711	1.132954
28	-3279.645072	1.040905
29	-3280.150432	0.952833
30	-3280.655793	0.867834
31	-3281.161153	0.785030
32	-3281.666514	0.703568
33	-3282.171874	0.623413
34	-3282.677235	0.544530
35	-3283.182595	0.466099
36	-3283.687956	0.388100
37	-3284.193316	0.309733
38	-3284.698677	0.230989
39	-3285.204037	0.152642
40	-3285.709398	0.072779
41	-3286.214758	-0.006142
bisection interval found by 1-dim search: [-3286.214758,-3285.709398]
No.4	 toolpath -3204.410379	[r = -3286.172316] is calculated within 7.835007s.
-----
initial linear search begins: 
No.	x	f(x)
0	-3260.897783	4.820603
1	-3261.403274	4.724887
2	-3261.908764	4.627428
3	-3262.414255	4.525359
4	-3262.919746	4.414363
5	-3263.425236	4.294264
6	-3263.930727	4.163122
7	-3264.436218	4.023959
8	-3264.941708	3.877305
9	-3265.447199	3.724828
10	-3265.952690	3.568194
11	-3266.458180	3.406153
12	-3266.963671	3.243292
13	-3267.469162	3.075598
14	-3267.974652	2.908053
15	-3268.480143	2.741572
16	-3268.985633	2.575006
17	-3269.491124	2.413179
18	-3269.996615	2.253950
19	-3270.502105	2.100746
20	-3271.007596	1.955040
21	-3271.513087	1.815853
22	-3272.018577	1.684913
23	-3272.524068	1.561738
24	-3273.029559	1.446713
25	-3273.535049	1.338544
26	-3274.040540	1.236997
27	-3274.546031	1.140536
28	-3275.051521	1.048981
29	-3275.557012	0.960573
30	-3276.062503	0.874426
31	-3276.567993	0.791294
32	-3277.073484	0.709502
33	-3277.578975	0.629017
34	-3278.084465	0.549805
35	-3278.589956	0.471045
36	-3279.095447	0.392717
37	-3279.600937	0.314019
38	-3280.106428	0.234944
39	-3280.611919	0.156269
40	-3281.117409	0.076075
41	-3281.622900	-0.003174
bisection interval found by 1-dim search: [-3281.622900,-3281.117409]
No.5	 toolpath -3199.838256	[r = -3281.600192] is calculated within 7.865206s.
-----
initial linear search begins: 
No.	x	f(x)
0	-3256.319189	4.837822
1	-3256.824810	4.741783
2	-3257.330430	4.644034
3	-3257.836050	4.541709
4	-3258.341670	4.430486
5	-3258.847290	4.309031
6	-3259.352910	4.177560
7	-3259.858530	4.038069
8	-3260.364150	3.892457
9	-3260.869770	3.739697
10	-3261.375390	3.581320
11	-3261.881010	3.420413
12	-3262.386630	3.255763
13	-3262.892250	3.089184
14	-3263.397870	2.921276
15	-3263.903490	2.753059
16	-3264.409110	2.587444
17	-3264.914730	2.424009
18	-3265.420351	2.265585
19	-3265.925971	2.111987
20	-3266.431591	1.964886
21	-3266.937211	1.825371
22	-3267.442831	1.694103
23	-3267.948451	1.570600
24	-3268.454071	1.455247
25	-3268.959691	1.346750
26	-3269.465311	1.244875
27	-3269.970931	1.148085
28	-3270.476551	1.056202
29	-3270.982171	0.967467
30	-3271.487791	0.880990
31	-3271.993411	0.797530
32	-3272.499031	0.715410
33	-3273.004651	0.634596
34	-3273.510271	0.555058
35	-3274.015892	0.475969
36	-3274.521512	0.397313
37	-3275.027132	0.318286
38	-3275.532752	0.239663
39	-3276.038372	0.159881
40	-3276.543992	0.079357
41	-3277.049612	-0.000219
bisection interval found by 1-dim search: [-3277.049612,-3276.543992]
No.6	 toolpath -3195.284713	[r = -3277.046649] is calculated within 8.380577s.
-----
initial linear search begins: 
No.	x	f(x)
0	-3251.759213	4.854158
1	-3252.264962	4.757792
2	-3252.770711	4.660576
3	-3253.276459	4.557064
4	-3253.782208	4.446547
5	-3254.287957	4.324875
6	-3254.793706	4.193170
7	-3255.299454	4.053429
8	-3255.805203	3.906180
9	-3256.310952	3.753093
10	-3256.816700	3.595838
11	-3257.322449	3.433155
12	-3257.828198	3.268179
13	-3258.333947	3.101274
14	-3258.839695	2.933039
15	-3259.345444	2.765853
16	-3259.851193	2.598554
17	-3260.356942	2.436000
18	-3260.862690	2.276043
19	-3261.368439	2.122118
20	-3261.874188	1.974689
21	-3262.379936	1.835811
22	-3262.885685	1.703253
23	-3263.391434	1.580314
24	-3263.897183	1.463744
25	-3264.402931	1.354920
26	-3264.908680	1.252719
27	-3265.414429	1.155601
28	-3265.920177	1.063392
29	-3266.425926	0.974330
30	-3266.931675	0.888345
31	-3267.437424	0.803739
32	-3267.943172	0.721292
33	-3268.448921	0.640151
34	-3268.954670	0.560287
35	-3269.460418	0.480871
36	-3269.966167	0.401889
37	-3270.471916	0.322534
38	-3270.977665	0.243586
39	-3271.483413	0.163476
40	-3271.989162	0.082625
41	-3272.494911	0.002722
42	-3273.000660	-0.076681
bisection interval found by 1-dim search: [-3273.000660,-3272.494911]
No.7	 toolpath -3190.745816	[r = -3272.509728] is calculated within 8.056787s.
-----
initial linear search begins: 
No.	x	f(x)
0	-3247.215893	4.870431
1	-3247.721769	4.773740
2	-3248.227646	4.676201
3	-3248.733523	4.572362
4	-3249.239399	4.461521
5	-3249.745276	4.339523
6	-3250.251153	4.207493
7	-3250.757030	4.067426
8	-3251.262906	3.919851
9	-3251.768783	3.766438
10	-3252.274660	3.608860
11	-3252.780536	3.445849
12	-3253.286413	3.280548
13	-3253.792290	3.113318
14	-3254.298166	2.944757
15	-3254.804043	2.777248
16	-3255.309920	2.609622
17	-3255.815797	2.445534
18	-3256.321673	2.286460
19	-3256.827550	2.132210
20	-3257.333427	1.984455
21	-3257.839303	1.844287
22	-3258.345180	1.712369
23	-3258.851057	1.588212
24	-3259.356933	1.472209
25	-3259.862810	1.363059
26	-3260.368687	1.260533
27	-3260.874564	1.163089
28	-3261.380440	1.070555
29	-3261.886317	0.981168
30	-3262.392194	0.894034
31	-3262.898070	0.809925
32	-3263.403947	0.727152
33	-3263.909824	0.645686
34	-3264.415700	0.565496
35	-3264.921577	0.485756
36	-3265.427454	0.406448
37	-3265.933331	0.326766
38	-3266.439207	0.246706
39	-3266.945084	0.166275
40	-3267.450961	0.085880
41	-3267.956837	0.004902
42	-3268.462714	-0.074077
bisection interval found by 1-dim search: [-3268.462714,-3267.956837]
No.8	 toolpath -3186.227507	[r = -3267.989443] is calculated within 8.007414s.
-----
initial linear search begins: 
No.	x	f(x)
0	-3242.689243	4.888276
1	-3243.195247	4.791270
2	-3243.701251	4.692621
3	-3244.207255	4.589463
4	-3244.713259	4.477466
5	-3245.219263	4.355254
6	-3245.725267	4.222992
7	-3246.231271	4.082678
8	-3246.737275	3.934840
9	-3247.243279	3.781149
10	-3247.749283	3.623278
11	-3248.255287	3.459958
12	-3248.761291	3.294333
13	-3249.267295	3.126762
14	-3249.773299	2.957843
15	-3250.279303	2.789957
16	-3250.785307	2.621931
17	-3251.291311	2.457442
18	-3251.797315	2.297973
19	-3252.303319	2.143333
20	-3252.809323	1.995196
21	-3253.315327	1.854655
22	-3253.821331	1.722372
23	-3254.327335	1.597859
24	-3254.833339	1.481510
25	-3255.339343	1.372021
26	-3255.845347	1.268312
27	-3256.351351	1.171386
28	-3256.857355	1.077687
29	-3257.363359	0.987975
30	-3257.869363	0.901342
31	-3258.375367	0.816084
32	-3258.881371	0.732986
33	-3259.387375	0.652008
34	-3259.893379	0.570683
35	-3260.399383	0.490618
36	-3260.905387	0.410987
37	-3261.411391	0.330980
38	-3261.917395	0.251385
39	-3262.423399	0.170625
40	-3262.929403	0.089121
41	-3263.435407	0.008571
42	-3263.941411	-0.071485
bisection interval found by 1-dim search: [-3263.941411,-3263.435407]
No.9	 toolpath -3181.725850	[r = -3263.489763] is calculated within 8.104778s.
-----
initial linear search begins: 
No.	x	f(x)
0	-3238.183237	4.904409
1	-3238.689367	4.807081
2	-3239.195498	4.708109
3	-3239.701628	4.604629
4	-3240.207759	4.492309
5	-3240.713889	4.369775
6	-3241.220020	4.237189
7	-3241.726150	4.096554
8	-3242.232281	3.948392
9	-3242.738411	3.794378
10	-3243.244542	3.636186
11	-3243.750672	3.472542
12	-3244.256803	3.306594
13	-3244.762933	3.138702
14	-3245.269064	2.969460
15	-3245.775194	2.801253
16	-3246.281325	2.632903
17	-3246.787455	2.468091
18	-3247.293586	2.308301
19	-3247.799716	2.153338
20	-3248.305847	2.004878
21	-3248.811977	1.864014
22	-3249.318108	1.731409
23	-3249.824239	1.606573
24	-3250.330369	1.489026
25	-3250.836500	1.379229
26	-3251.342630	1.276057
27	-3251.848761	1.178810
28	-3252.354891	1.084786
29	-3252.861022	0.994752
30	-3253.367152	0.907798
31	-3253.873283	0.822215
32	-3254.379413	0.738794
33	-3254.885544	0.656680
34	-3255.391674	0.575846
35	-3255.897805	0.495459
36	-3256.403935	0.415506
37	-3256.910066	0.335175
38	-3257.416196	0.254464
39	-3257.922327	0.174176
40	-3258.428457	0.092347
41	-3258.934588	0.011477
42	-3259.440718	-0.068903
bisection interval found by 1-dim search: [-3259.440718,-3258.934588]
No.10	 toolpath -3177.244816	[r = -3259.006751] is calculated within 8.044012s.
-----
initial linear search begins: 
No.	x	f(x)
0	-3233.693933	4.921298
1	-3234.200189	4.823653
2	-3234.706446	4.724397
3	-3235.212702	4.620668
4	-3235.718958	4.508127
5	-3236.225215	4.385382
6	-3236.731471	4.252569
7	-3237.237727	4.111689
8	-3237.743984	3.963267
9	-3238.250240	3.808978
10	-3238.756497	3.650498
11	-3239.262753	3.486547
12	-3239.769009	3.320277
13	-3240.275266	3.152047
14	-3240.781522	2.982449
15	-3241.287778	2.812499
16	-3241.794035	2.645121
17	-3242.300291	2.479910
18	-3242.806547	2.319729
19	-3243.312804	2.164379
20	-3243.819060	2.015540
21	-3244.325316	1.874304
22	-3244.831573	1.741338
23	-3245.337829	1.616150
24	-3245.844086	1.498257
25	-3246.350342	1.388124
26	-3246.856598	1.284622
27	-3247.362855	1.186201
28	-3247.869111	1.092697
29	-3248.375367	1.002336
30	-3248.881624	0.914224
31	-3249.387880	0.829146
32	-3249.894136	0.745400
33	-3250.400393	0.662960
34	-3250.906649	0.580986
35	-3251.412906	0.500278
36	-3251.919162	0.420004
37	-3252.425418	0.340153
38	-3252.931675	0.259116
39	-3253.437931	0.177711
40	-3253.944187	0.095559
41	-3254.450444	0.014369
42	-3254.956700	-0.066334
bisection interval found by 1-dim search: [-3254.956700,-3254.450444]
No.11	 toolpath -3172.776510	[r = -3254.538445] is calculated within 8.051375s.
-----
initial linear search begins: 
No.	x	f(x)
0	-3229.219366	4.938137
1	-3229.725747	4.840177
2	-3230.232129	4.740638
3	-3230.738511	4.635717
4	-3231.244892	4.523900
5	-3231.751274	4.400945
6	-3232.257655	4.267905
7	-3232.764037	4.126783
8	-3233.270419	3.978102
9	-3233.776800	3.823539
10	-3234.283182	3.663306
11	-3234.789563	3.500514
12	-3235.295945	3.333924
13	-3235.802327	3.165358
14	-3236.308708	2.995405
15	-3236.815090	2.825079
16	-3237.321471	2.656009
17	-3237.827853	2.491699
18	-3238.334234	2.329977
19	-3238.840616	2.174307
20	-3239.346998	2.025148
21	-3239.853379	1.883592
22	-3240.359761	1.750306
23	-3240.866142	1.624798
24	-3241.372524	1.507464
25	-3241.878906	1.396130
26	-3242.385287	1.292309
27	-3242.891669	1.193567
28	-3243.398050	1.099744
29	-3243.904432	1.009063
30	-3244.410814	0.920629
31	-3244.917195	0.835232
32	-3245.423577	0.751166
33	-3245.929958	0.668405
34	-3246.436340	0.586927
35	-3246.942722	0.505894
36	-3247.449103	0.424487
37	-3247.955485	0.344318
38	-3248.461866	0.262959
39	-3248.968248	0.181234
40	-3249.474629	0.099545
41	-3249.981011	0.017251
42	-3250.487393	-0.063773
bisection interval found by 1-dim search: [-3250.487393,-3249.981011]
No.12	 toolpath -3168.326880	[r = -3250.088815] is calculated within 8.047408s.
-----
initial linear search begins: 
No.	x	f(x)
0	-3224.763510	4.954076
1	-3225.270016	4.855797
2	-3225.776523	4.755939
3	-3226.283029	4.651643
4	-3226.789535	4.538564
5	-3227.296041	4.415292
6	-3227.802547	4.281932
7	-3228.309053	4.140491
8	-3228.815559	3.991491
9	-3229.322065	3.836609
10	-3229.828571	3.677524
11	-3230.335077	3.512948
12	-3230.841583	3.346040
13	-3231.348090	3.177155
14	-3231.854596	3.006883
15	-3232.361102	2.836238
16	-3232.867608	2.668149
17	-3233.374114	2.502221
18	-3233.880620	2.341331
19	-3234.387126	2.185277
20	-3234.893632	2.035740
21	-3235.400138	1.893816
22	-3235.906644	1.759234
23	-3236.413150	1.633407
24	-3236.919657	1.515756
25	-3237.426163	1.404969
26	-3237.932669	1.299961
27	-3238.439175	1.201755
28	-3238.945681	1.106759
29	-3239.452187	1.015760
30	-3239.958693	0.927845
31	-3240.465199	0.841291
32	-3240.971705	0.756906
33	-3241.478211	0.673826
34	-3241.984717	0.592030
35	-3242.491224	0.510679
36	-3242.997730	0.428951
37	-3243.504236	0.348465
38	-3244.010742	0.266786
39	-3244.517248	0.184741
40	-3245.023754	0.102735
41	-3245.530260	0.020121
42	-3246.036766	-0.061223
bisection interval found by 1-dim search: [-3246.036766,-3245.530260]
No.13	 toolpath -3163.891984	[r = -3245.655897] is calculated within 8.143178s.
-----
initial linear search begins: 
No.	x	f(x)
0	-3220.324401	4.970788
1	-3220.831031	4.871356
2	-3221.337661	4.772058
3	-3221.844291	4.666568
4	-3222.350921	4.553171
5	-3222.857551	4.429582
6	-3223.364181	4.295904
7	-3223.870811	4.154147
8	-3224.377440	4.004829
9	-3224.884070	3.849629
10	-3225.390700	3.690228
11	-3225.897330	3.525333
12	-3226.403960	3.358108
13	-3226.910590	3.188906
14	-3227.417220	3.018317
15	-3227.923850	2.847353
16	-3228.430480	2.678948
17	-3228.937110	2.512702
18	-3229.443740	2.351497
19	-3229.950370	2.195124
20	-3230.457000	2.045270
21	-3230.963630	1.903029
22	-3231.470259	1.768127
23	-3231.976889	1.641983
24	-3232.483519	1.524015
25	-3232.990149	1.412040
26	-3233.496779	1.307584
27	-3234.003409	1.208204
28	-3234.510039	1.113748
29	-3235.016669	1.022431
30	-3235.523299	0.933357
31	-3236.029929	0.847327
32	-3236.536559	0.762624
33	-3237.043189	0.679226
34	-3237.549819	0.596290
35	-3238.056448	0.514625
36	-3238.563078	0.433396
37	-3239.069708	0.351784
38	-3239.576338	0.270597
39	-3240.082968	0.188235
40	-3240.589598	0.105122
41	-3241.096228	0.022979
42	-3241.602858	-0.058683
bisection interval found by 1-dim search: [-3241.602858,-3241.096228]
No.14	 toolpath -3159.473815	[r = -3241.235749] is calculated within 8.042444s.
-----
initial linear search begins: 
No.	x	f(x)
0	-3215.898089	4.987448
1	-3216.404842	4.888543
2	-3216.911595	4.788126
3	-3217.418348	4.682389
4	-3217.925102	4.568777
5	-3218.431855	4.444981
6	-3218.938608	4.311081
7	-3219.445361	4.169085
8	-3219.952115	4.019512
9	-3220.458868	3.864043
10	-3220.965621	3.704358
11	-3221.472374	3.539161
12	-3221.979127	3.371620
13	-3222.485881	3.202086
14	-3222.992634	3.031145
15	-3223.499387	2.859810
16	-3224.006140	2.691014
17	-3224.512893	2.524374
18	-3225.019647	2.361624
19	-3225.526400	2.204936
20	-3226.033153	2.055798
21	-3226.539906	1.912207
22	-3227.046659	1.777931
23	-3227.553413	1.651439
24	-3228.060166	1.532244
25	-3228.566919	1.420824
26	-3229.073672	1.316045
27	-3229.580425	1.216343
28	-3230.087179	1.120710
29	-3230.593932	1.029077
30	-3231.100685	0.940531
31	-3231.607438	0.853340
32	-3232.114191	0.768321
33	-3232.620945	0.684607
34	-3233.127698	0.602179
35	-3233.634451	0.520194
36	-3234.141204	0.438645
37	-3234.647957	0.356711
38	-3235.154711	0.274395
39	-3235.661464	0.191716
40	-3236.168217	0.109079
41	-3236.674970	0.025827
42	-3237.181724	-0.055411
bisection interval found by 1-dim search: [-3237.181724,-3236.674970]
No.15	 toolpath -3155.072386	[r = -3236.834320] is calculated within 7.983332s.
-----
initial linear search begins: 
No.	x	f(x)
0	-3211.490532	5.003202
1	-3211.997408	4.903983
2	-3212.504284	4.803251
3	-3213.011159	4.698149
4	-3213.518035	4.584323
5	-3214.024911	4.460324
6	-3214.531787	4.326202
7	-3215.038662	4.183969
8	-3215.545538	4.034143
9	-3216.052414	3.878405
10	-3216.559290	3.716963
11	-3217.066166	3.552941
12	-3217.573041	3.385085
13	-3218.079917	3.213745
14	-3218.586793	3.042490
15	-3219.093669	2.872224
16	-3219.600544	2.701730
17	-3220.107420	2.534774
18	-3220.614296	2.372867
19	-3221.121172	2.215798
20	-3221.628047	2.065254
21	-3222.134923	1.922332
22	-3222.641799	1.786756
23	-3223.148675	1.659948
24	-3223.655551	1.541329
25	-3224.162426	1.428703
26	-3224.669302	1.323609
27	-3225.176178	1.223592
28	-3225.683054	1.128501
29	-3226.189929	1.036548
30	-3226.696805	0.946835
31	-3227.203681	0.859327
32	-3227.710557	0.773993
33	-3228.217432	0.689964
34	-3228.724308	0.607222
35	-3229.231184	0.524922
36	-3229.738060	0.443059
37	-3230.244935	0.360808
38	-3230.751811	0.278176
39	-3231.258687	0.195181
40	-3231.765563	0.112232
41	-3232.272439	0.028663
42	-3232.779314	-0.052889
bisection interval found by 1-dim search: [-3232.779314,-3232.272439]
No.16	 toolpath -3150.689693	[r = -3232.451627] is calculated within 8.054027s.
-----
initial linear search begins: 
No.	x	f(x)
0	-3207.101746	5.019728
1	-3207.608744	4.920200
2	-3208.115742	4.819190
3	-3208.622739	4.713846
4	-3209.129737	4.599807
5	-3209.636735	4.474440
6	-3210.143732	4.340004
7	-3210.650730	4.197458
8	-3211.157727	4.047318
9	-3211.664725	3.891267
10	-3212.171723	3.730988
11	-3212.678720	3.565176
12	-3213.185718	3.397007
13	-3213.692715	3.226828
14	-3214.199713	3.055225
15	-3214.706711	2.883205
16	-3215.213708	2.713708
17	-3215.720706	2.546361
18	-3216.227703	2.382907
19	-3216.734701	2.225524
20	-3217.241699	2.074666
21	-3217.748696	1.931431
22	-3218.255694	1.796487
23	-3218.762692	1.669335
24	-3219.269689	1.549488
25	-3219.776687	1.437425
26	-3220.283684	1.331139
27	-3220.790682	1.230807
28	-3221.297680	1.135404
29	-3221.804677	1.043138
30	-3222.311675	0.953110
31	-3222.818672	0.866134
32	-3223.325670	0.780482
33	-3223.832668	0.696135
34	-3224.339665	0.612242
35	-3224.846663	0.529629
36	-3225.353660	0.447453
37	-3225.860658	0.364887
38	-3226.367656	0.281941
39	-3226.874653	0.198632
40	-3227.381651	0.115370
41	-3227.888649	0.031486
42	-3228.395646	-0.050378
bisection interval found by 1-dim search: [-3228.395646,-3227.888649]
No.17	 toolpath -3146.317829	[r = -3228.081743] is calculated within 8.027600s.
-----
initial linear search begins: 
No.	x	f(x)
0	-3202.725798	5.035365
1	-3203.232917	4.935524
2	-3203.740036	4.834202
3	-3204.247155	4.728546
4	-3204.754274	4.614194
5	-3205.261393	4.489681
6	-3205.768511	4.355027
7	-3206.275630	4.210906
8	-3206.782749	4.060453
9	-3207.289868	3.904090
10	-3207.796987	3.743500
11	-3208.304106	3.577374
12	-3208.811225	3.408892
13	-3209.318344	3.238402
14	-3209.825463	3.066486
15	-3210.332582	2.894152
16	-3210.839701	2.724344
17	-3211.346819	2.556684
18	-3211.853938	2.392917
19	-3212.361057	2.235221
20	-3212.868176	2.084050
21	-3213.375295	1.940503
22	-3213.882414	1.804297
23	-3214.389533	1.676864
24	-3214.896652	1.557621
25	-3215.403771	1.444365
26	-3215.910890	1.338646
27	-3216.418009	1.238002
28	-3216.925127	1.142287
29	-3217.432246	1.048850
30	-3217.939365	0.959366
31	-3218.446484	0.871230
32	-3218.953603	0.785269
33	-3219.460722	0.700613
34	-3219.967841	0.617247
35	-3220.474960	0.534321
36	-3220.982079	0.451833
37	-3221.489198	0.368954
38	-3221.996316	0.285693
39	-3222.503435	0.202071
40	-3223.010554	0.118498
41	-3223.517673	0.034300
42	-3224.024792	-0.048624
bisection interval found by 1-dim search: [-3224.024792,-3223.517673]
No.18	 toolpath -3141.966709	[r = -3223.728643] is calculated within 8.031975s.
-----
initial linear search begins: 
No.	x	f(x)
0	-3198.366665	5.051778
1	-3198.873905	4.951630
2	-3199.381145	4.850034
3	-3199.888384	4.744138
4	-3200.395624	4.629575
5	-3200.902863	4.504862
6	-3201.410103	4.369991
7	-3201.917342	4.225635
8	-3202.424582	4.074933
9	-3202.931821	3.918305
10	-3203.439061	3.757437
11	-3203.946300	3.591015
12	-3204.453540	3.422222
13	-3204.960779	3.251405
14	-3205.468019	3.079143
15	-3205.975259	2.906442
16	-3206.482498	2.734931
17	-3206.989738	2.568199
18	-3207.496977	2.404046
19	-3208.004217	2.245974
20	-3208.511456	2.094433
21	-3209.018696	1.950525
22	-3209.525935	1.813967
23	-3210.033175	1.686191
24	-3210.540414	1.565718
25	-3211.047654	1.453032
26	-3211.554894	1.346996
27	-3212.062133	1.246034
28	-3212.569373	1.149138
29	-3213.076612	1.056249
30	-3213.583852	0.965594
31	-3214.091091	0.877997
32	-3214.598331	0.791721
33	-3215.105570	0.706750
34	-3215.612810	0.622229
35	-3216.120049	0.538992
36	-3216.627289	0.456193
37	-3217.134529	0.373002
38	-3217.641768	0.290252
39	-3218.149008	0.206313
40	-3218.656247	0.121613
41	-3219.163487	0.037886
42	-3219.670726	-0.045382
bisection interval found by 1-dim search: [-3219.670726,-3219.163487]
No.19	 toolpath -3137.628424	[r = -3219.390358] is calculated within 8.038545s.
-----
initial linear search begins: 
No.	x	f(x)
0	-3194.022379	5.002227
1	-3194.529738	4.901558
2	-3195.037098	4.796986
3	-3195.544457	4.684865
4	-3196.051817	4.563045
5	-3196.559176	4.431521
6	-3197.066536	4.289910
7	-3197.573896	4.240322
8	-3198.081255	4.089372
9	-3198.588615	3.932481
10	-3199.095974	3.769849
11	-3199.603334	3.604618
12	-3200.110694	3.434014
13	-3200.618053	3.262887
14	-3201.125413	3.090315
15	-3201.632772	2.917303
16	-3202.140132	2.746801
17	-3202.647491	2.578440
18	-3203.154851	2.415146
19	-3203.662211	2.255594
20	-3204.169570	2.103744
21	-3204.676930	1.959525
22	-3205.184289	1.823610
23	-3205.691649	1.694571
24	-3206.199008	1.574687
25	-3206.706368	1.460790
26	-3207.213728	1.354445
27	-3207.721087	1.253173
28	-3208.228447	1.155966
29	-3208.735806	1.062766
30	-3209.243166	0.972660
31	-3209.750526	0.883895
32	-3210.257885	0.797308
33	-3210.765245	0.712027
34	-3211.272604	0.628037
35	-3211.779964	0.543647
36	-3212.287323	0.460539
37	-3212.794683	0.377036
38	-3213.302043	0.293978
39	-3213.809402	0.209728
40	-3214.316762	0.124716
41	-3214.824121	0.040681
42	-3215.331481	-0.042899
bisection interval found by 1-dim search: [-3215.331481,-3214.824121]
No.20	 toolpath -3133.308931	[r = -3215.070865] is calculated within 8.032328s.
-----
initial linear search begins: 
No.	x	f(x)
0	-3189.696919	5.018522
1	-3190.204398	4.916693
2	-3190.711877	4.811812
3	-3191.219356	4.700407
4	-3191.726835	4.578391
5	-3192.234314	4.445420
6	-3192.741793	4.304822
7	-3193.249272	4.156007
8	-3193.756750	4.000663
9	-3194.264229	3.838999
10	-3194.771708	3.674138
11	-3195.279187	3.506309
12	-3195.786666	3.334285
13	-3196.294145	3.161563
14	-3196.801624	2.988931
15	-3197.309103	2.929512
16	-3197.816582	2.757304
17	-3198.324061	2.589879
18	-3198.831540	2.425033
19	-3199.339018	2.266275
20	-3199.846497	2.114057
21	-3200.353976	1.969481
22	-3200.861455	1.832261
23	-3201.368934	1.703837
24	-3201.876413	1.582720
25	-3202.383892	1.469402
26	-3202.891371	1.361860
27	-3203.398850	1.260279
28	-3203.906329	1.163634
29	-3204.413808	1.069253
30	-3204.921286	0.978840
31	-3205.428765	0.889764
32	-3205.936244	0.802869
33	-3206.443723	0.717279
34	-3206.951202	0.632981
35	-3207.458681	0.548280
36	-3207.966160	0.464864
37	-3208.473639	0.381052
38	-3208.981118	0.297686
39	-3209.488597	0.213128
40	-3209.996075	0.127805
41	-3210.503554	0.043462
42	-3211.011033	-0.040427
bisection interval found by 1-dim search: [-3211.011033,-3210.503554]
No.21	 toolpath -3129.000317	[r = -3210.764232] is calculated within 8.138826s.
-----
initial linear search begins: 
No.	x	f(x)
0	-3185.384348	5.033919
