The time spent in the parallel computing activating process is 0.000325s.
-----
No.1	 toolpath -517.894901	[r = -600.000000] is calculated within 0.027570s.
26	-578.261254	1.092377
27	-578.763621	1.000554
28	-579.265988	0.912977
29	-579.768355	0.829494
30	-580.270722	0.748459
31	-580.773089	0.669784
32	-581.275456	0.593389
33	-581.777823	0.517724
34	-582.280190	0.444207
35	-582.782557	0.370593
36	-583.284924	0.297572
37	-583.787292	0.225102
38	-584.289659	0.151712
39	-584.792026	0.078809
40	-585.294393	0.005366
41	-585.796760	-0.067712
bisection interval found by 1-dim search: [-585.796760,-585.294393]
No.4	 toolpath -503.564829	[r = -585.328734] is calculated within 6.818410s.
-----
initial linear search begins: 
No.	x	f(x)
0	-560.168366	4.730007
1	-560.671573	4.632155
2	-561.174781	4.532865
3	-561.677988	4.426837
4	-562.181195	4.313475
5	-562.684403	4.189269
6	-563.187610	4.055733
7	-563.690818	3.913494
8	-564.194025	3.765572
9	-564.697232	3.612353
10	-565.200440	3.454025
11	-565.703647	3.292159
12	-566.206854	3.128420
13	-566.710062	2.961726
14	-567.213269	2.794144
15	-567.716476	2.628049
16	-568.219684	2.462345
17	-568.722891	2.301523
18	-569.226099	2.143444
19	-569.729306	1.992501
20	-570.232513	1.848008
21	-570.735721	1.711059
22	-571.238928	1.582328
23	-571.742135	1.461375
24	-572.245343	1.347759
25	-572.748550	1.241922
26	-573.251757	1.142787
27	-573.754965	1.048887
28	-574.258172	0.960019
29	-574.761380	0.873682
30	-575.264587	0.790571
31	-575.767794	0.709823
32	-576.271002	0.631366
33	-576.774209	0.553619
34	-577.277416	0.477300
35	-577.780624	0.401612
36	-578.283831	0.327263
37	-578.787039	0.251992
38	-579.290246	0.177252
39	-579.793453	0.101561
40	-580.296661	0.026055
41	-580.799868	-0.049087
bisection interval found by 1-dim search: [-580.799868,-580.296661]
No.5	 toolpath -498.708680	[r = -580.472587] is calculated within 6.792188s.
-----
initial linear search begins: 
No.	x	f(x)
0	-555.271734	4.768340
1	-555.775751	4.667705
2	-556.279768	4.632555
3	-556.783785	4.524821
4	-557.287802	4.409891
5	-557.791819	4.282958
6	-558.295836	4.147688
7	-558.799853	4.004974
8	-559.303870	3.855285
9	-559.807887	3.698828
10	-560.311905	3.538582
11	-560.815922	3.374755
12	-561.319939	3.207564
13	-561.823956	3.040263
14	-562.327973	2.870563
15	-562.831990	2.700965
16	-563.336007	2.534363
17	-563.840024	2.370132
18	-564.344041	2.211015
19	-564.848058	2.057884
20	-565.352075	1.910222
21	-565.856092	1.771172
22	-566.360109	1.640362
23	-566.864126	1.517339
24	-567.368143	1.401660
25	-567.872160	1.293786
26	-568.376177	1.191805
27	-568.880194	1.095891
28	-569.384211	1.005022
29	-569.888229	0.916661
30	-570.392246	0.831536
31	-570.896263	0.748775
32	-571.400280	0.667533
33	-571.904297	0.588547
34	-572.408314	0.510213
35	-572.912331	0.432508
36	-573.416348	0.355402
37	-573.920365	0.278867
38	-574.424382	0.201368
39	-574.928399	0.124408
40	-575.432416	0.046151
41	-575.936433	-0.030996
bisection interval found by 1-dim search: [-575.936433,-575.432416]
No.6	 toolpath -493.970721	[r = -575.734629] is calculated within 6.811426s.
-----
initial linear search begins: 
No.	x	f(x)
0	-550.494665	4.869294
1	-550.999464	4.766845
2	-551.504263	4.659972
3	-552.009063	4.545149
4	-552.513862	4.420564
5	-553.018661	4.286952
6	-553.523460	4.143936
7	-554.028260	3.994566
8	-554.533059	3.837823
9	-555.037858	3.676689
10	-555.542658	3.512837
11	-556.047457	3.455382
12	-556.552256	3.286229
13	-557.057055	3.115484
14	-557.561855	2.943757
15	-558.066654	2.773446
16	-558.571453	2.604673
17	-559.076253	2.438258
18	-559.581052	2.276980
19	-560.085851	2.120641
20	-560.590651	1.971914
21	-561.095450	1.829807
22	-561.600249	1.696970
23	-562.105048	1.571044
24	-562.609848	1.454248
25	-563.114647	1.343542
26	-563.619446	1.240429
27	-564.124246	1.142547
28	-564.629045	1.048898
29	-565.133844	0.958568
30	-565.638644	0.871482
31	-566.143443	0.786761
32	-566.648242	0.703551
33	-567.153041	0.622616
34	-567.657841	0.542322
35	-568.162640	0.462651
36	-568.667439	0.383583
37	-569.172239	0.304320
38	-569.677038	0.225623
39	-570.181837	0.145947
40	-570.686636	0.066475
41	-571.191436	-0.012647
bisection interval found by 1-dim search: [-571.191436,-570.686636]
No.7	 toolpath -489.343721	[r = -571.107631] is calculated within 6.833114s.
-----
initial linear search begins: 
No.	x	f(x)
0	-545.829837	1.240396
1	-546.335393	1.136251
2	-546.840949	1.036315
3	-547.346505	0.940533
4	-547.852061	0.846273
5	-548.357617	0.755230
6	-548.863173	0.665665
7	-549.368728	0.576722
8	-549.874284	0.490074
9	-550.379840	3.760673
10	-550.885396	3.593519
11	-551.390952	3.422290
12	-551.896508	3.250267
13	-552.402064	3.076462
14	-552.907620	2.903175
15	-553.413175	2.731707
16	-553.918731	2.562091
17	-554.424287	2.396401
18	-554.929843	2.235799
19	-555.435399	2.082045
20	-555.940955	1.935305
21	-556.446511	1.887057
22	-556.952067	1.752245
23	-557.457623	1.624342
24	-557.963178	1.504724
25	-558.468734	1.392954
26	-558.974290	1.287071
27	-559.479846	1.187280
28	-559.985402	1.091719
29	-560.490958	0.999470
30	-560.996514	0.910474
31	-561.502070	0.823843
32	-562.007625	0.738716
33	-562.513181	0.655066
34	-563.018737	0.572866
35	-563.524293	0.491285
36	-564.029849	0.410309
37	-564.535405	0.329924
38	-565.040961	0.248531
39	-565.546517	0.167727
40	-566.052072	0.085568
41	-566.557628	0.004543
42	-567.063184	-0.075804
bisection interval found by 1-dim search: [-567.063184,-566.557628]
No.8	 toolpath -484.820377	[r = -566.582314] is calculated within 6.868773s.
-----
initial linear search begins: 
No.	x	f(x)
0	-541.267871	1.335151
1	-541.774160	1.229141
2	-542.280449	1.127340
3	-542.786738	1.028827
4	-543.293027	0.933573
5	-543.799315	0.839804
6	-544.305604	0.748383
7	-544.811893	0.658428
8	-545.318182	0.569073
9	-545.824471	0.480325
10	-546.330760	0.392187
11	-546.837049	0.304661
12	-547.343337	0.216913
13	-547.849626	0.128164
14	-548.355915	0.039787
15	-548.862204	-0.048883
bisection interval found by 1-dim search: [-548.862204,-548.355915]
No.9	 toolpath -480.095471	[r = -548.582361] is calculated within 5.110044s.
-----
initial linear search begins: 
No.	x	f(x)
0	-523.125535	1.632307
1	-523.634671	1.521934
2	-524.143808	1.414830
3	-524.652944	1.310068
4	-525.162081	1.208621
5	-525.671217	1.108615
6	-526.180354	1.010077
7	-526.689490	0.913028
8	-527.198627	0.816562
9	-527.707764	0.720710
10	-528.216900	0.625502
11	-528.726037	0.529146
12	-529.235173	0.433520
13	-529.744310	0.337161
14	-530.253446	0.240990
15	-530.762583	0.146079
16	-531.271719	0.052816
17	-531.780856	-0.036601
bisection interval found by 1-dim search: [-531.780856,-531.271719]
No.10	 toolpath -463.441206	[r = -531.571036] is calculated within 5.350991s.
-----
initial linear search begins: 
No.	x	f(x)
0	-505.984566	1.904054
1	-506.496295	1.788829
2	-507.008025	1.675875
3	-507.519754	1.566280
4	-508.031484	1.458070
5	-508.543213	1.352316
6	-509.054942	1.247049
7	-509.566672	1.143332
8	-510.078401	1.040214
9	-510.590131	0.937753
10	-511.101860	0.834039
11	-511.613589	0.731119
12	-512.125319	0.627248
13	-512.637048	0.524195
14	-513.148778	0.421116
15	-513.660507	0.320158
16	-514.172236	0.221803
17	-514.683966	0.193995
18	-515.195695	0.101457
19	-515.707424	0.014885
20	-516.219154	-0.063332
bisection interval found by 1-dim search: [-516.219154,-515.707424]
No.11	 toolpath -447.670551	[r = -515.802374] is calculated within 5.703521s.
-----
initial linear search begins: 
No.	x	f(x)
0	-490.099936	2.144141
1	-490.613985	2.023544
2	-491.128034	1.906315
3	-491.642082	1.790395
4	-492.156131	1.676952
5	-492.670180	1.644389
6	-493.184229	1.532709
7	-493.698277	1.422611
8	-494.212326	1.313106
9	-494.726375	1.203221
10	-495.240424	1.094102
11	-495.754472	0.983754
12	-496.268521	0.873457
13	-496.782570	0.762996
14	-497.296619	0.653456
15	-497.810667	0.546036
16	-498.324716	0.441177
17	-498.838765	0.340515
18	-499.352814	0.245892
19	-499.866863	0.158084
20	-500.380911	0.080033
21	-500.894960	0.045567
22	-501.409009	0.043536
23	-501.923058	0.041506
24	-502.437106	0.039476
25	-502.951155	0.037448
26	-503.465204	0.035420
27	-503.979253	0.033393
28	-504.493301	0.031368
29	-505.007350	0.029343
30	-505.521399	0.027319
31	-506.035448	0.024398
32	-506.549496	0.015156
33	-507.063545	0.000100
34	-507.577594	-0.019652
bisection interval found by 1-dim search: [-507.577594,-507.063545]
No.12	 toolpath -439.293547	[r = -507.065051] is calculated within 6.716282s.
-----
initial linear search begins: 
No.	x	f(x)
0	-481.300077	0.076461
1	-481.815376	2.200985
2	-482.330676	2.079136
3	-482.845975	1.960785
4	-483.361275	1.843814
5	-483.876574	1.727217
6	-484.391874	1.613301
7	-484.907173	1.498847
8	-485.422473	1.386149
9	-485.937772	1.272031
10	-486.453072	1.158784
11	-486.968371	1.044408
12	-487.483671	0.930615
13	-487.998970	0.817373
14	-488.514270	0.704865
15	-489.029569	0.595447
16	-489.544869	0.489689
17	-490.060168	0.388589
18	-490.575468	0.295117
19	-491.090767	0.209766
20	-491.606066	0.136630
21	-492.121366	0.113496
22	-492.636665	0.111355
23	-493.151965	0.111339
24	-493.667264	0.109271
25	-494.182564	0.107205
26	-494.697863	0.105140
27	-495.213163	0.103075
28	-495.728462	0.101011
29	-496.243762	0.098948
30	-496.759061	0.096885
31	-497.274361	0.091676
32	-497.789660	0.078956
33	-498.304960	0.060426
34	-498.820259	0.037186
35	-499.335559	0.010066
36	-499.850858	-0.020361
bisection interval found by 1-dim search: [-499.850858,-499.335559]
No.13	 toolpath -431.740684	[r = -499.511183] is calculated within 7.562594s.
-----
initial linear search begins: 
No.	x	f(x)
0	-473.693123	0.229243
1	-474.209484	0.178204
2	-474.725846	0.173918
3	-475.242207	0.169632
4	-475.758568	0.165347
5	-476.274929	0.161062
6	-476.791290	0.156778
7	-477.307652	0.152494
8	-477.824013	0.148211
9	-478.340374	0.143266
10	-478.856735	0.130777
11	-479.373096	0.110830
12	-479.889458	0.084972
13	-480.405819	0.054388
14	-480.922180	0.019912
15	-481.438541	-0.017887
bisection interval found by 1-dim search: [-481.438541,-480.922180]
No.14	 toolpath -424.285475	[r = -481.201035] is calculated within 5.370797s.
-----
initial linear search begins: 
No.	x	f(x)
0	-455.258036	0.547315
1	-455.776896	0.496236
2	-456.295756	0.481005
3	-456.814616	0.476552
4	-457.333476	0.472100
5	-457.852336	0.467648
6	-458.371196	0.463198
7	-458.890056	0.458748
8	-459.408916	0.450094
9	-459.927776	0.432031
10	-460.446636	0.405946
11	-460.965496	0.373684
12	-461.484356	0.336700
13	-462.003216	0.295630
14	-462.522076	0.251058
15	-463.040936	0.203363
16	-463.559796	0.153259
17	-464.078656	0.101455
18	-464.597516	0.047210
19	-465.116376	-0.008774
bisection interval found by 1-dim search: [-465.116376,-464.597516]
No.15	 toolpath -408.531513	[r = -465.032771] is calculated within 5.685247s.
-----
initial linear search begins: 
No.	x	f(x)
0	-438.983799	0.828035
1	-439.504779	0.786076
2	-440.025758	0.762187
3	-440.546737	0.756736
4	-441.067717	0.752108
5	-441.588696	0.747482
6	-442.109676	0.741382
7	-442.630655	0.728170
8	-443.151635	0.705836
9	-443.672614	0.674764
10	-444.193593	0.637238
11	-444.714573	0.594635
12	-445.235552	0.547614
13	-445.756532	0.496796
14	-446.277511	0.443582
15	-446.798491	0.387331
16	-447.319470	0.328738
17	-447.840449	0.268537
18	-448.361429	0.206421
19	-448.882408	0.142189
20	-449.403388	0.128769
21	-449.924367	0.063459
22	-450.445347	-0.001780
bisection interval found by 1-dim search: [-450.445347,-449.924367]
No.16	 toolpath -393.929332	[r = -450.429575] is calculated within 5.993203s.
-----
initial linear search begins: 
No.	x	f(x)
0	-424.288353	1.084029
1	-424.811178	1.049820
2	-425.334002	1.030680
3	-425.856827	1.020572
4	-426.379651	1.013065
5	-426.902475	1.002669
6	-427.425300	0.985565
7	-427.948124	0.959515
8	-428.470949	0.924589
9	-428.993773	0.882687
10	-429.516598	0.834850
11	-430.039422	0.783063
12	-430.562246	0.727225
13	-431.085071	0.668295
14	-431.607895	0.607179
15	-432.130720	0.542966
16	-432.653544	0.528595
17	-433.176369	0.462029
18	-433.699193	0.394113
19	-434.222017	0.324017
20	-434.744842	0.252779
21	-435.267666	0.181388
22	-435.790491	0.111015
23	-436.313315	0.043054
24	-436.836140	-0.020441
bisection interval found by 1-dim search: [-436.836140,-436.313315]
No.17	 toolpath -380.573248	[r = -436.663056] is calculated within 6.208884s.
-----
initial linear search begins: 
No.	x	f(x)
0	-410.437849	1.328210
1	-410.962353	1.299907
2	-411.486857	1.282394
3	-412.011361	1.269181
4	-412.535865	1.254400
5	-413.060369	1.233672
6	-413.584874	1.204574
7	-414.109378	1.166288
8	-414.633882	1.120243
9	-415.158386	1.068526
10	-415.682890	1.055669
11	-416.207394	0.998117
12	-416.731898	0.936926
13	-417.256403	0.872622
14	-417.780907	0.805531
15	-418.305411	0.736503
16	-418.829915	0.664438
17	-419.354419	0.591484
18	-419.878923	0.516038
19	-420.403427	0.439220
20	-420.927932	0.362021
21	-421.452436	0.285560
22	-421.976940	0.211167
23	-422.501444	0.140402
24	-423.025948	0.075896
25	-423.550452	0.019661
26	-424.074957	-0.026441
bisection interval found by 1-dim search: [-424.074957,-423.550452]
No.18	 toolpath -368.074087	[r = -423.757898] is calculated within 6.357093s.
-----
initial linear search begins: 
No.	x	f(x)
0	-397.456559	1.558651
1	-397.982586	1.533570
2	-398.508613	1.514511
3	-399.034639	1.510050
4	-399.560666	1.490250
5	-400.086693	1.464717
6	-400.612720	1.430962
7	-401.138747	1.387692
8	-401.664773	1.336852
9	-402.190800	1.279797
10	-402.716827	1.218419
11	-403.242854	1.152524
12	-403.768880	1.083840
13	-404.294907	1.012129
14	-404.820934	0.938283
15	-405.346961	0.861796
16	-405.872988	0.783554
17	-406.399014	0.703171
18	-406.925041	0.621808
19	-407.451068	0.539146
20	-407.977095	0.456944
21	-408.503121	0.375899
22	-409.029148	0.299206
23	-409.555175	0.227344
24	-410.081202	0.163454
25	-410.607229	0.109393
26	-411.133255	0.066785
27	-411.659282	0.036981
28	-412.185309	0.018459
29	-412.711336	0.008067
30	-413.237362	0.002844
31	-413.763389	0.000026
32	-414.289416	-0.002839
bisection interval found by 1-dim search: [-414.289416,-413.763389]
No.19	 toolpath -358.486206	[r = -413.769040] is calculated within 6.646657s.
-----
initial linear search begins: 
No.	x	f(x)
0	-387.410487	1.756975
1	-387.937658	1.727556
2	-388.464829	1.704502
3	-388.992000	1.681485
4	-389.519171	1.653821
5	-390.046342	1.618312
6	-390.573513	1.573474
7	-391.100685	1.520221
8	-391.627856	1.460551
9	-392.155027	1.396107
10	-392.682198	1.327358
11	-393.209369	1.254900
12	-393.736540	1.179799
13	-394.263711	1.102340
14	-394.790882	1.021977
15	-395.318053	0.940352
16	-395.845224	0.856278
17	-396.372395	0.770946
18	-396.899566	0.684051
19	-397.426737	0.598004
20	-397.953908	0.512067
21	-398.481079	0.430178
22	-399.008250	0.410447
23	-399.535421	0.335056
24	-400.062592	0.267086
25	-400.589763	0.208583
26	-401.116935	0.161942
27	-401.644106	0.128112
28	-402.171277	0.105573
29	-402.698448	0.091174
30	-403.225619	0.081982
31	-403.752790	0.075205
32	-404.279961	0.068389
33	-404.807132	0.059294
34	-405.334303	0.046005
35	-405.861474	0.026693
36	-406.388645	-0.000221
bisection interval found by 1-dim search: [-406.388645,-405.861474]
No.20	 toolpath -351.105296	[r = -406.387101] is calculated within 6.857412s.
-----
initial linear search begins: 
No.	x	f(x)
0	-379.987220	1.878933
1	-380.515218	1.851626
2	-381.043215	1.826086
3	-381.571213	1.796968
4	-382.099211	1.760926
5	-382.627208	1.750296
6	-383.155206	1.702854
7	-383.683203	1.646947
8	-384.211201	1.584578
9	-384.739199	1.516793
10	-385.267196	1.445232
11	-385.795194	1.370633
12	-386.323191	1.291980
13	-386.851189	1.211662
14	-387.379187	1.128398
15	-387.907184	1.043881
16	-388.435182	0.956871
17	-388.963180	0.868597
18	-389.491177	0.778730
19	-390.019175	0.689055
20	-390.547172	0.600780
21	-391.075170	0.515315
22	-391.603168	0.435351
23	-392.131165	0.361901
24	-392.659163	0.297982
25	-393.187160	0.244904
26	-393.715158	0.204670
27	-394.243156	0.176616
28	-394.771153	0.157324
29	-395.299151	0.144017
30	-395.827148	0.133839
31	-396.355146	0.124208
32	-396.883144	0.112771
33	-397.411141	0.097732
34	-397.939139	0.076974
35	-398.467137	0.049172
36	-398.995134	0.040885
37	-399.523132	0.003318
38	-400.051129	-0.040572
bisection interval found by 1-dim search: [-400.051129,-399.523132]
No.21	 toolpath -344.283093	[r = -399.565928] is calculated within 6.992405s.
-----
initial linear search begins: 
No.	x	f(x)
0	-373.128577	2.013848
1	-373.657324	1.983774
2	-374.186071	1.955594
3	-374.714818	1.923944
4	-375.243565	1.885180
5	-375.772312	1.837226
6	-376.301059	1.780834
7	-376.829806	1.716774
8	-377.358553	1.647896
9	-377.887300	1.574240
10	-378.416047	1.497178
11	-378.944794	1.417205
12	-379.473541	1.334610
13	-380.002288	1.248784
14	-380.531035	1.161462
15	-381.059782	1.072897
16	-381.588529	0.981942
17	-382.117276	0.889111
18	-382.646023	0.866264
19	-383.174770	0.773836
20	-383.703518	0.682142
21	-384.232265	0.594545
22	-384.761012	0.511247
23	-385.289759	0.435038
24	-385.818506	0.368364
25	-386.347253	0.312505
26	-386.876000	0.269496
27	-387.404747	0.238525
28	-387.933494	0.216649
29	-388.462241	0.200622
30	-388.990988	0.187678
31	-389.519735	0.175363
32	-390.048482	0.161324
33	-390.577229	0.143504
34	-391.105976	0.120048
35	-391.634723	0.089565
36	-392.163470	0.050778
37	-392.692217	0.005505
38	-393.220964	-0.044265
bisection interval found by 1-dim search: [-393.220964,-392.692217]
No.22	 toolpath -337.871348	[r = -392.755729] is calculated within 7.121290s.
-----
initial linear search begins: 
No.	x	f(x)
0	-366.281651	2.148584
1	-366.811132	2.115725
2	-367.340614	2.084933
3	-367.870095	2.050816
4	-368.399577	2.009388
5	-368.929058	1.959063
6	-369.458540	1.899785
7	-369.988022	1.833775
8	-370.517503	1.761770
9	-371.046985	1.686238
10	-371.576466	1.605881
11	-372.105948	1.523303
12	-372.635429	1.438085
13	-373.164911	1.349590
14	-373.694392	1.259597
15	-374.223874	1.167556
16	-374.753356	1.073905
17	-375.282837	0.979114
18	-375.812319	0.883467
19	-376.341800	0.788906
20	-376.871282	0.697413
21	-377.400763	0.609791
22	-377.930245	0.528312
23	-378.459727	0.456096
24	-378.989208	0.394757
25	-379.518690	0.345331
26	-380.048171	0.308742
27	-380.577653	0.281906
28	-381.107134	0.261724
29	-381.636616	0.245441
30	-382.166097	0.230338
31	-382.695579	0.226449
32	-383.225061	0.209754
33	-383.754542	0.189290
34	-384.284024	0.163200
35	-384.813505	0.130117
36	-385.342987	0.088705
37	-385.872468	0.040801
38	-386.401950	-0.012052
bisection interval found by 1-dim search: [-386.401950,-385.872468]
No.23	 toolpath -331.403296	[r = -386.286643] is calculated within 6.990236s.
-----
initial linear search begins: 
No.	x	f(x)
0	-359.778309	2.251527
1	-360.308475	2.218074
2	-360.838642	2.182560
3	-361.368809	2.140902
4	-361.898975	2.090478
5	-362.429142	2.030884
6	-362.959309	1.963637
7	-363.489475	1.890973
8	-364.019642	1.812987
9	-364.549809	1.731916
10	-365.079976	1.646825
11	-365.610142	1.559570
12	-366.140309	1.536374
13	-366.670476	1.445349
14	-367.200642	1.352825
15	-367.730809	1.258225
16	-368.260976	1.161996
17	-368.791142	1.064618
18	-369.321309	0.966358
19	-369.851476	0.869175
20	-370.381642	0.774404
21	-370.911809	0.684185
22	-371.441976	0.600627
23	-371.972142	0.525729
24	-372.502309	0.461314
25	-373.032476	0.409252
26	-373.562642	0.370052
27	-374.092809	0.340618
28	-374.622976	0.317851
29	-375.153143	0.299014
30	-375.683309	0.281369
31	-376.213476	0.262571
32	-376.743643	0.240663
33	-377.273809	0.213411
34	-377.803976	0.179520
35	-378.334143	0.137585
36	-378.864309	0.088690
37	-379.394476	0.034390
38	-379.924643	-0.024042
bisection interval found by 1-dim search: [-379.924643,-379.394476]
No.24	 toolpath -325.219716	[r = -379.708745] is calculated within 7.019024s.
-----
initial linear search begins: 
No.	x	f(x)
0	-353.166206	0.579021
1	-353.697056	0.507601
2	-354.227907	0.448018
3	-354.758758	0.441061
4	-355.289609	0.396003
5	-355.820460	0.360533
6	-356.351310	0.331304
7	-356.882161	0.305534
8	-357.413012	1.922926
9	-357.943863	1.839382
10	-358.474713	1.751772
11	-359.005564	1.661157
12	-359.536415	1.568591
13	-360.067266	1.474265
14	-360.598117	1.377532
15	-361.128967	1.278782
16	-361.659818	1.178573
17	-362.190669	1.077203
18	-362.721520	0.977353
19	-363.252371	0.878781
20	-363.783221	0.784382
21	-364.314072	0.695660
22	-364.844923	0.615306
23	-365.375774	0.545572
24	-365.906624	0.528923
25	-366.437475	0.474188
26	-366.968326	0.432338
27	-367.499177	0.400267
28	-368.030028	0.374875
29	-368.560878	0.353446
30	-369.091729	0.333221
31	-369.622580	0.311853
32	-370.153431	0.287210
33	-370.684281	0.257611
34	-371.215132	0.221207
35	-371.745983	0.176762
36	-372.276834	0.124898
37	-372.807685	0.068019
38	-373.338535	0.006989
39	-373.869386	-0.056000
bisection interval found by 1-dim search: [-373.869386,-373.338535]
No.25	 toolpath -318.913270	[r = -373.402300] is calculated within 7.096702s.
-----
initial linear search begins: 
No.	x	f(x)
0	-346.827559	0.703666
1	-347.359054	0.629191
2	-347.890549	0.567403
3	-348.422044	0.517829
4	-348.953538	0.478642
5	-349.485033	0.445900
6	-350.016528	0.417201
7	-350.548023	0.389748
8	-351.079518	0.361195
9	-351.611012	0.329642
10	-352.142507	0.293027
11	-352.674002	0.249661
12	-353.205497	0.198274
13	-353.736992	0.139382
14	-354.268487	0.075444
15	-354.799981	0.066381
16	-355.331476	-0.001501
bisection interval found by 1-dim search: [-355.331476,-354.799981]
No.26	 toolpath -312.588599	[r = -355.320576] is calculated within 5.516852s.
-----
initial linear search begins: 
No.	x	f(x)
0	-328.656702	0.990098
1	-329.189980	0.918672
2	-329.723257	0.860031
3	-330.256535	0.812080
4	-330.789812	0.771282
5	-331.323089	0.734760
6	-331.856367	0.700104
7	-332.389644	0.664701
8	-332.922922	0.626400
9	-333.456199	0.583257
10	-333.989477	0.533927
11	-334.522754	0.526824
12	-335.056032	0.468605
13	-335.589309	0.402796
14	-336.122587	0.331941
15	-336.655864	0.256755
16	-337.189142	0.179570
17	-337.722419	0.101438
18	-338.255697	0.023374
19	-338.788974	-0.052294
bisection interval found by 1-dim search: [-338.788974,-338.255697]
No.27	 toolpath -296.144983	[r = -338.417659] is calculated within 5.783405s.
-----
initial linear search begins: 
No.	x	f(x)
0	-311.674712	1.255297
1	-312.209571	1.187577
2	-312.744430	1.131196
3	-313.279289	1.082799
4	-313.814148	1.039090
5	-314.349007	0.997411
6	-314.883865	0.955325
7	-315.418724	0.910949
8	-315.953583	0.862042
9	-316.488442	0.806842
10	-317.023301	0.799024
11	-317.558160	0.734963
12	-318.093019	0.663483
13	-318.627878	0.586717
14	-319.162737	0.505311
15	-319.697596	0.420978
16	-320.232455	0.336131
17	-320.767314	0.251068
18	-321.302173	0.168196
19	-321.837032	0.087972
20	-322.371891	0.013005
21	-322.906750	-0.055202
bisection interval found by 1-dim search: [-322.906750,-322.371891]
No.28	 toolpath -280.664926	[r = -322.472699] is calculated within 5.961734s.
-----
initial linear search begins: 
No.	x	f(x)
0	-295.658891	1.504884
1	-296.195167	1.440654
2	-296.731443	1.384231
3	-297.267720	1.333701
4	-297.803996	1.285269
5	-298.340272	1.237125
6	-298.876548	1.186708
7	-299.412824	1.132416
8	-299.949100	1.071645
9	-300.485377	1.003718
10	-301.021653	0.927360
11	-301.557929	0.845086
12	-302.094205	0.834158
13	-302.630481	0.746985
14	-303.166757	0.656594
15	-303.703033	0.565474
16	-304.239310	0.473835
17	-304.775586	0.383435
18	-305.311862	0.296801
19	-305.848138	0.214445
20	-306.384414	0.138556
21	-306.920690	0.070475
