//X Y Z Nx Ny Nz
2.94165254 -0.97497422 3.92098713 0.577828 -0.187527 0.794323
1.79110277 -2.41665435 3.99029207 0.364613 -0.489899 0.791869
1.91899002 -2.38296199 3.95195627 0.373669 -0.463477 0.803468
3.83754516 0.30819663 3.18915677 0.782539 0.073498 0.618249
3.20710826 -0.54050529 3.79579139 0.623352 -0.113471 0.773664
3.14450645 -0.70227265 3.82070184 0.616892 -0.135925 0.775222
2.21627998 -1.96324801 4.02698898 0.427649 -0.383135 0.818733
1.02879143 -3.39309406 3.52156901 0.196463 -0.672924 0.713145
0.94407183 -3.24809575 3.67927718 0.209403 -0.649923 0.730582
3.39709687 -0.30207503 3.65454626 0.668552 -0.044002 0.742362
2.27509570 -1.72363234 4.10326385 0.469352 -0.327124 0.820182
3.51098299 -0.05096243 3.55615163 0.705724 0.001381 0.708486
2.51264238 -1.18034935 4.15668726 0.520815 -0.245726 0.817540
0.54573131 -3.75323749 3.25456142 0.095354 -0.743761 0.661610
3.76092410 0.31069201 3.27667761 0.744925 0.058848 0.664548
1.94215691 -2.10349846 4.09626627 0.375262 -0.416430 0.828109
3.98390484 0.63751942 2.95053720 0.785941 0.125810 0.605367
3.07035184 -0.31406617 3.93073964 0.623799 -0.067399 0.778673
2.03796864 -1.84693003 4.17242241 0.416599 -0.360005 0.834771
0.98423815 -3.02863789 3.85099435 0.208388 -0.606641 0.767177
4.11293364 0.76355428 2.73474145 0.817737 0.150440 0.555584
3.21828842 -0.13427044 3.82247472 0.662216 -0.021001 0.749018
3.62471890 0.38041034 3.42185783 0.710057 0.061932 0.701415
2.62083578 -0.91191590 4.15619040 0.528659 -0.172226 0.831178
0.03955853 -3.60912108 3.45773458 0.020999 -0.706951 0.706951
0.49724773 -3.59169936 3.43954420 0.079898 -0.724890 0.684215
0.52530766 -3.45640159 3.57127333 0.095515 -0.703874 0.703874
2.90886927 -0.54650211 4.02711439 0.578378 -0.094222 0.810309
0.60016966 -3.38198614 3.63176298 0.136560 -0.658792 0.739828
3.95873976 0.71055925 2.96712303 0.782623 0.142159 0.606046
0.93064165 -2.94485688 3.92830014 0.194583 -0.586814 0.785994
3.39453030 0.18638371 3.66359067 0.668552 0.044002 0.742362
2.36863852 -0.99519259 4.28608942 0.478876 -0.202659 0.854171
1.17443502 -2.56648183 4.12429667 0.251845 -0.508325 0.823517
2.52686930 -0.74113601 4.24775696 0.519989 -0.148779 0.841116
0.63725817 -2.94865966 3.98522854 0.151492 -0.589469 0.793458
2.08534741 -1.21063483 4.37720394 0.426867 -0.235151 0.873206
4.17680264 1.05375099 2.53722143 0.820936 0.228634 0.523251
2.25147557 -0.90703773 4.36914015 0.468741 -0.178920 0.865026
2.73588824 -0.28154284 4.17429161 0.530413 -0.074965 0.844418
1.65139699 -1.88767397 4.32340002 0.309375 -0.376432 0.873262
0.01997189 -3.16919398 3.86504555 0.020898 -0.619961 0.784355
1.78160298 -1.43440235 4.44292259 0.363043 -0.293748 0.884258
3.03963852 0.22583874 3.96031284 0.616207 0.046747 0.786196
0.86925232 -2.35830188 4.32158613 0.196250 -0.489875 0.849417
1.31929994 -1.86900342 4.44254017 0.265145 -0.381989 0.885315
3.61765027 0.81564397 3.35223055 0.710394 0.182585 0.679708
0.37609524 -3.02368999 3.96068835 0.079252 -0.595111 0.799726
0.50964087 -2.92560196 4.01969862 0.094092 -0.571792 0.814985
3.71621418 1.14237511 3.14014864 0.748376 0.226544 0.623387
1.99328959 -0.72092277 4.52680731 0.417985 -0.156565 0.894861
2.23319960 -0.63667691 4.42583990 0.426785 -0.131864 0.894688
0.93692410 -2.18609190 4.39460230 0.196367 -0.441457 0.875532
1.12899411 -1.98227596 4.44723892 0.207883 -0.414293 0.886085
4.09254456 1.39888966 2.50759459 0.810529 0.277493 0.515791
4.05104065 1.50694263 2.51265574 0.807830 0.305110 0.504301
3.24708033 0.83061558 3.70799446 0.661518 0.152891 0.734179
1.27454007 -1.82353508 4.47437620 0.251685 -0.357658 0.899297
0.29344445 -2.75078869 4.16239214 0.081316 -0.549237 0.831701
2.86558533 0.50559050 4.06272078 0.578378 0.094222 0.810309
0.83193058 -2.30999684 4.35392809 0.151777 -0.443766 0.883196
2.23450637 -0.38773656 4.45392132 0.427597 -0.078370 0.900566
3.33182693 1.01014268 3.58529043 0.662255 0.192965 0.724004
2.40768552 0.02114104 4.37873125 0.478202 0.001325 0.878249
3.52591372 1.16032481 3.34628367 0.704880 0.241268 0.667034
3.62775970 1.19260216 3.22657919 0.709482 0.258715 0.655517
2.72179627 0.32380247 4.17942047 0.530413 0.074965 0.844418
1.67897403 -1.01016796 4.59772635 0.322091 -0.192692 0.926891
0.42508757 -2.33028054 4.39996958 0.094530 -0.472650 0.876166
0.35135496 -2.56864882 4.27267122 0.080207 -0.499533 0.862574
3.63973713 1.43239081 3.11284971 0.744883 0.282322 0.604520
2.97405314 0.65323573 3.96401215 0.577946 0.141144 0.803776
0.69172335 -1.93158174 4.55669308 0.151463 -0.392106 0.907365
3.14932418 0.90815419 3.77310133 0.616312 0.181988 0.766185
1.03076804 -1.70215285 4.58385468 0.194500 -0.336470 0.921389
0.91060865 -1.53670251 4.66858768 0.210520 -0.306597 0.928267
1.71186650 -0.50573963 4.66947746 0.362979 -0.081704 0.928208
0.58093458 -1.80128157 4.62580585 0.137834 -0.366165 0.920285
0.80627304 -1.61477137 4.66024399 0.150986 -0.336602 0.929464
3.02862477 1.25076890 3.77461123 0.624520 0.246977 0.740930
2.00368333 0.08798648 4.57845211 0.418483 0.001296 0.908224
1.02118814 -1.45446897 4.67055893 0.195132 -0.280935 0.939680
3.25024652 1.34104455 3.55242658 0.661887 0.275919 0.696975
3.55410361 1.59702682 3.12948418 0.704815 0.319192 0.633524
1.52982783 -0.37514520 4.74286127 0.319873 -0.082930 0.943824
0.49363452 -1.96242988 4.56959629 0.080009 -0.394620 0.915355
0.43009380 -1.81618321 4.63528538 0.093492 -0.367193 0.925434
3.80132437 1.77820075 2.71472120 0.749290 0.362455 0.554247
2.92007303 1.16901362 3.88326573 0.576982 0.234836 0.782269
1.86654925 -0.14113179 4.63332844 0.362999 -0.027128 0.931395
1.96791732 -0.02460832 4.59418678 0.375114 0.001272 0.926978
0.68080521 -1.43828928 4.73727703 0.152668 -0.282368 0.947080
0.64013553 -1.64528894 4.67558956 0.137077 -0.310799 0.940539
3.16381359 1.32546926 3.63538599 0.618078 0.268522 0.738834
2.08367205 0.40985546 4.52367544 0.427597 0.078370 0.900566
2.08131099 0.30435207 4.53279829 0.417886 0.052404 0.906987
2.33111262 0.68526524 4.36673212 0.469191 0.127700 0.873815
0.57051873 -1.60258770 4.69948101 0.093842 -0.313246 0.945024
3.75354981 1.86400461 2.72277808 0.743533 0.384022 0.547436
3.79854035 2.00539851 2.55504251 0.750486 0.397316 0.528120
0.60905677 -1.26436639 4.79629898 0.138509 -0.257231 0.956372
2.06063032 0.69201225 4.50031424 0.426785 0.131864 0.894688
0.87434250 -0.76935357 4.86099291 0.196251 -0.170258 0.965659
2.25949168 0.94185293 4.35759830 0.468741 0.178920 0.865026
3.46711779 2.07246017 2.94449711 0.709244 0.405046 0.576984
2.58501005 1.15371346 4.11862612 0.520815 0.245726 0.817540
2.94724941 1.62130892 3.69631338 0.578200 0.323728 0.748922
1.77526224 0.46770185 4.64799166 0.362979 0.081704 0.928208
3.05827808 1.89125168 3.47102213 0.623218 0.369984 0.688993
2.11994004 0.79640704 4.45447636 0.417985 0.156565 0.894861
0.37007314 -1.02896261 4.87669849 0.095601 -0.202376 0.974631
1.71610618 0.63076079 4.65183210 0.362027 0.134546 0.922406
0.76090455 -0.65002400 4.89609718 0.152408 -0.115830 0.981507
2.06640983 1.05631351 4.42534733 0.417561 0.210994 0.883813
3.36399412 2.24428821 2.93648767 0.668762 0.445285 0.595381
3.55507970 2.30961490 2.64601326 0.710048 0.470594 0.523806
2.69189095 1.79701376 3.80769801 0.529493 0.357853 0.769141
0.14789177 -0.92270559 4.90897512 0.036105 -0.173539 0.984165
2.77147388 1.91540301 3.69238591 0.569650 0.389069 0.723964
3.17621994 2.27038217 3.12085581 0.623245 0.449472 0.639954
0.90971774 0.02357738 4.91369486 0.196558 0.001149 0.980491
1.11084235 0.18576312 4.86884975 0.210181 0.027312 0.977281
3.46524811 2.55115891 2.54527426 0.699006 0.492141 0.518833
0.54849648 -0.38606215 4.95231724 0.095161 -0.085989 0.991741
0.09208073 -0.58630425 4.96213818 0.036931 -0.115268 0.992648
1.86111856 1.15269446 4.49232340 0.362607 0.242228 0.899912
3.16497397 2.35113955 3.07159209 0.623211 0.485466 0.613132
0.99565268 0.23854341 4.89098358 0.195803 0.056459 0.979017
3.30344796 2.51785684 2.77869034 0.660951 0.499497 0.560042
3.38544774 2.48880434 2.70625114 0.666345 0.511927 0.542139
2.25695682 1.86978459 4.04848671 0.469694 0.373511 0.799923
1.36541808 0.68728113 4.75845861 0.251564 0.140929 0.957525
1.53534353 1.07902980 4.63107872 0.307647 0.219748 0.925777
0.07915644 -0.29702139 4.98829079 0.037342 -0.058681 0.997578
1.67161930 1.61271763 4.42687416 0.318711 0.297958 0.899803
1.71734118 1.54676962 4.43208504 0.363043 0.293748 0.884258
1.76577771 1.57717860 4.40198946 0.374094 0.316071 0.871868
0.58580744 0.10280053 4.96245670 0.138836 0.028219 0.989913
3.20013738 2.58328676 2.84093976 0.621904 0.520782 0.584826
3.05930758 2.51953483 3.04396462 0.615842 0.507859 0.602344
2.00746417 1.72195208 4.24157906 0.416599 0.360005 0.834771
2.65175414 2.40050745 3.48966432 0.530255 0.486764 0.694183
0.30081171 0.07493067 4.98861980 0.081042 0.001052 0.996710
0.55602568 0.04062906 4.96732616 0.095026 0.029491 0.995038
2.97512174 2.56360769 3.09200335 0.578117 0.524182 0.625311
2.91911936 2.51483941 3.18327928 0.570236 0.509680 0.644249
1.77309132 1.69377959 4.35419512 0.364457 0.342928 0.865778
1.69715953 1.79882932 4.34395552 0.342929 0.345977 0.873326
0.84359300 0.68172604 4.87959480 0.152408 0.115830 0.981507
2.08820248 2.08651352 4.03212404 0.417830 0.408225 0.811647
0.95219874 0.98708040 4.80596066 0.205704 0.192432 0.959508
2.35852456 2.32331467 3.74294114 0.469149 0.462565 0.752285
0.02905403 0.37512323 4.98472404 0.027088 0.087767 0.995773
0.33731085 0.44845483 4.96694279 0.095161 0.085989 0.991741
2.06074953 2.38476324 3.87854123 0.429082 0.474764 0.768432
2.34541345 2.61981487 3.55096149 0.477986 0.524619 0.704488
2.72526431 2.72388554 3.18429184 0.528449 0.565592 0.633125
0.01335907 0.55322289 4.96840572 0.032433 0.121904 0.992012
2.79374266 2.95715380 2.90287542 0.570558 0.580716 0.580716
2.00620627 2.41610122 3.88949370 0.417854 0.499786 0.758691
2.51958561 2.98208714 3.12071705 0.520782 0.584826 0.621904
2.93357849 3.03596830 2.67577624 0.569905 0.613874 0.546230
2.17268348 2.83568454 3.49463415 0.429093 0.561632 0.707424
2.38612652 2.97164798 3.23250842 0.478154 0.602306 0.639216
2.44172263 2.87747145 3.27725077 0.470553 0.587773 0.658105
2.28000355 3.18588185 3.10330081 0.467540 0.625063 0.625063
2.69041920 3.33146739 2.57645035 0.528831 0.666495 0.525473
1.81947279 2.96080637 3.59124970 0.375612 0.595403 0.710219
2.42286825 3.33504343 2.82464170 0.480515 0.671381 0.564228
2.32307744 3.29286408 2.95483851 0.470553 0.658105 0.587773
1.58306408 3.18338847 3.51144767 0.322020 0.629477 0.707150
1.86643493 3.48891664 3.05237937 0.362541 0.697195 0.618453
1.58663583 3.47259331 3.22422242 0.308006 0.691803 0.653101
1.69383895 3.67002797 2.93945384 0.320573 0.742634 0.587986
1.71792591 3.91062188 2.59778881 0.361844 0.764253 0.533841
1.66200221 3.94677973 2.57841682 0.310427 0.791190 0.526929
1.05439627 3.92951632 2.90194750 0.194583 0.785994 0.586814
0.71516037 3.84920239 3.10522294 0.138789 0.777516 0.613357
0.85667562 4.02722311 2.83576965 0.151492 0.793458 0.589469
0.74784333 4.04998922 2.83003020 0.137941 0.811331 0.568080
0.63788581 4.20081854 2.63023114 0.133129 0.844128 0.519351
0.23143610 4.03629732 2.93720508 0.035021 0.802692 0.595365
0.50503725 4.19292259 2.67197680 0.092889 0.844573 0.527322
0.27717465 4.09744549 2.85082865 0.037516 0.835081 0.548847
0.02638723 4.22244787 2.67547321 0.028870 0.842743 0.537541
-2.56541419 -3.47702885 2.50000000 0.000978 0.000978 0.999999
-2.53907108 -3.48013020 2.50000000 0.000978 0.000978 0.999999
-3.21647501 -2.52201557 2.50000000 0.000978 0.000978 0.999999
-2.94007993 -3.10054779 2.50000000 0.000978 0.000978 0.999999
-2.71736670 -3.13065910 2.50000000 0.000978 0.000978 0.999999
-1.78527141 -3.91766477 2.50000000 0.000978 0.000978 0.999999
-1.46188128 -3.91118383 2.50000000 0.000978 0.000978 0.999999
-2.56360221 -3.10826755 2.50000000 0.000978 0.000978 0.999999
-2.68347001 -3.12125301 2.50000000 0.000978 0.000978 0.999999
-1.29693532 -4.01500273 2.50000000 0.000978 0.000978 0.999999
-0.88525522 -4.14318895 2.50000000 0.000978 0.000978 0.999999
-2.09297657 -3.34625125 2.50000000 0.000978 0.000978 0.999999
-1.47839940 -3.63975835 2.50000000 0.000978 0.000978 0.999999
-1.97415662 -3.27060938 2.50000000 0.000978 0.000978 0.999999
-3.63600039 2.34679961 2.50000000 0.000978 0.000978 0.999999
-4.00495529 1.16798651 2.50000000 0.000978 0.000978 0.999999
-3.57332110 2.08050489 2.50000000 0.000978 0.000978 0.999999
2.59043384 -3.41771555 2.50000000 0.000978 0.000978 0.999999
3.19163966 -2.91444492 2.50000000 0.000978 0.000978 0.999999
-0.11384571 -4.20935154 2.50000000 0.000978 0.000978 0.999999
0.91589236 -3.99144030 2.50000000 0.000978 0.000978 0.999999
0.37138510 -4.13067245 2.50000000 0.000978 0.000978 0.999999
1.26127887 -3.66692924 2.50000000 0.000978 0.000978 0.999999
1.54508138 -3.74810505 2.50000000 0.000978 0.000978 0.999999
2.49105453 -3.29483891 2.50000000 0.000978 0.000978 0.999999
1.90097702 -3.67506719 2.50000000 0.000978 0.000978 0.999999
1.55240190 -3.98972416 2.50000000 0.000978 0.000978 0.999999
2.23646474 -3.24320889 2.50000000 0.000978 0.000978 0.999999
1.73856115 -3.35816860 2.50000000 0.000978 0.000978 0.999999
0.57054722 -3.82685399 2.50000000 0.000978 0.000978 0.999999
3.16131520 -2.62890506 2.50000000 0.000978 0.000978 0.999999
2.31171441 -3.00323439 2.50000000 0.000978 0.000978 0.999999
3.20037079 -2.51186180 2.50000000 0.000978 0.000978 0.999999
-2.41387653 3.48859978 2.50000000 0.000978 0.000978 0.999999
-3.65400434 1.03383493 2.50000000 0.000978 0.000978 0.999999
-3.23059464 1.13056397 2.50000000 0.000978 0.000978 0.999999
-3.83585930 -0.16326070 2.50000000 0.000978 0.000978 0.999999
-2.49675059 2.59044361 2.50000000 0.000978 0.000978 0.999999
-3.66248322 0.54027510 2.50000000 0.000978 0.000978 0.999999
-2.59022021 2.20555258 2.50000000 0.000978 0.000978 0.999999
-3.84788418 -0.00621605 2.50000000 0.000978 0.000978 0.999999
-3.98171711 0.68990827 2.50000000 0.000978 0.000978 0.999999
-4.17899704 -0.52769446 2.50000000 0.000978 0.000978 0.999999
-3.47344542 0.88051128 2.50000000 0.000978 0.000978 0.999999
-3.90347624 0.79440200 2.50000000 0.000978 0.000978 0.999999
-3.40419865 0.65703416 2.50000000 0.000978 0.000978 0.999999
-2.95522380 1.90175068 2.50000000 0.000978 0.000978 0.999999
-4.16849899 0.33789188 2.50000000 0.000978 0.000978 0.999999
-3.36809444 2.08098602 2.50000000 0.000978 0.000978 0.999999
-3.65767956 1.58615899 2.50000000 0.000978 0.000978 0.999999
-2.98586130 3.03702736 2.50000000 0.000978 0.000978 0.999999
-3.20734787 1.87094617 2.50000000 0.000978 0.000978 0.999999
-3.17136574 1.94086981 2.50000000 0.000978 0.000978 0.999999
-2.63205504 2.61288166 2.50000000 0.000978 0.000978 0.999999
-3.05133057 2.91595221 2.50000000 0.000978 0.000978 0.999999
-3.36716270 2.57385445 2.50000000 0.000978 0.000978 0.999999
-3.76467133 1.51386476 2.50000000 0.000978 0.000978 0.999999
-3.67772269 1.82386899 2.50000000 0.000978 0.000978 0.999999
-1.99608302 3.67524433 2.50000000 0.000978 0.000978 0.999999
2.89085412 -1.22169471 2.50000000 0.000978 0.000978 0.999999
-3.90459275 -1.79549146 2.50000000 0.000978 0.000978 0.999999
-4.03184891 -1.32223737 2.50000000 0.000978 0.000978 0.999999
-3.84924531 -1.43336880 2.50000000 0.000978 0.000978 0.999999
-0.30164289 -1.24184132 2.50000000 0.000978 0.000978 0.999999
-3.01495743 -1.05108821 2.50000000 0.000978 0.000978 0.999999
-1.39583600 -1.08796227 2.50000000 0.000978 0.000978 0.999999
-3.25576973 -1.62872255 2.50000000 0.000978 0.000978 0.999999
-0.83321369 -1.21255553 2.50000000 0.000978 0.000978 0.999999
-3.12216783 -1.28056669 2.50000000 0.000978 0.000978 0.999999
-3.06057620 -1.68018413 2.50000000 0.000978 0.000978 0.999999
-2.41803670 -1.46297860 2.50000000 0.000978 0.000978 0.999999
-2.47601414 -1.71036649 2.50000000 0.000978 0.000978 0.999999
-3.72330117 -1.40078413 2.50000000 0.000978 0.000978 0.999999
-4.03848076 -1.04883385 2.50000000 0.000978 0.000978 0.999999
-3.37663770 -1.24896324 2.50000000 0.000978 0.000978 0.999999
-2.14086437 -1.37800133 2.50000000 0.000978 0.000978 0.999999
1.75549638 -1.21197736 2.50000000 0.000978 0.000978 0.999999
-3.83008790 -1.50933695 2.50000000 0.000978 0.000978 0.999999
-2.50208187 -1.04163468 2.50000000 0.000978 0.000978 0.999999
-0.86186981 -1.59580755 2.50000000 0.000978 0.000978 0.999999
-1.70278025 -1.32090473 2.50000000 0.000978 0.000978 0.999999
-2.51511097 -1.33791995 2.50000000 0.000978 0.000978 0.999999
1.02566147 -1.44753802 2.50000000 0.000978 0.000978 0.999999
-3.22332287 -1.57234406 2.50000000 0.000978 0.000978 0.999999
-2.71308160 -1.71860826 2.50000000 0.000978 0.000978 0.999999
-1.07412887 -1.08261502 2.50000000 0.000978 0.000978 0.999999
-0.36325932 -3.72072458 2.50000000 0.000978 0.000978 0.999999
2.38931274 -2.12950397 2.50000000 0.000978 0.000978 0.999999
-0.89373422 -3.65248394 2.50000000 0.000978 0.000978 0.999999
0.79369545 -3.29797792 2.50000000 0.000978 0.000978 0.999999
1.01605725 -3.03706670 2.50000000 0.000978 0.000978 0.999999
-0.27252263 -1.97402692 2.50000000 0.000978 0.000978 0.999999
-2.99779081 -2.38712740 2.50000000 0.000978 0.000978 0.999999
2.51623821 -2.25877094 2.50000000 0.000978 0.000978 0.999999
0.07357526 -3.18265176 2.50000000 0.000978 0.000978 0.999999
-1.39663482 -2.17072821 2.50000000 0.000978 0.000978 0.999999
-0.86228287 -2.01584530 2.50000000 0.000978 0.000978 0.999999
2.14326596 -1.97260904 2.50000000 0.000978 0.000978 0.999999
0.34094143 -3.41771078 2.50000000 0.000978 0.000978 0.999999
0.80604035 -1.84095955 2.50000000 0.000978 0.000978 0.999999
1.76217139 -2.50481510 2.50000000 0.000978 0.000978 0.999999
-2.06097794 -3.09503126 2.50000000 0.000978 0.000978 0.999999
-0.99272871 -3.87272048 2.50000000 0.000978 0.000978 0.999999
0.15798020 -2.67627740 2.50000000 0.000978 0.000978 0.999999
1.61330652 -1.79112768 2.50000000 0.000978 0.000978 0.999999
1.40564859 -2.07460642 2.50000000 0.000978 0.000978 0.999999
-2.33989501 -1.81774092 2.50000000 0.000978 0.000978 0.999999
-1.28314495 -1.66881871 2.50000000 0.000978 0.000978 0.999999
1.86738837 -1.91085958 2.50000000 0.000978 0.000978 0.999999
0.36898565 -3.53501797 2.50000000 0.000978 0.000978 0.999999
-3.24597454 -2.12468576 2.50000000 0.000978 0.000978 0.999999
1.45179653 -2.11761904 2.50000000 0.000978 0.000978 0.999999
2.55884504 -2.09276438 2.50000000 0.000978 0.000978 0.999999
-0.93343759 -2.30970168 2.50000000 0.000978 0.000978 0.999999
2.78460574 -1.72730863 2.50000000 0.000978 0.000978 0.999999
-1.73374724 -2.45564222 2.50000000 0.000978 0.000978 0.999999
-0.53342283 -2.00936842 2.50000000 0.000978 0.000978 0.999999
0.56809521 -2.47697043 2.50000000 0.000978 0.000978 0.999999
0.81322163 -2.01470041 2.50000000 0.000978 0.000978 0.999999
0.63627148 -3.11667633 2.50000000 0.000978 0.000978 0.999999
0.12446594 -2.65828323 2.50000000 0.000978 0.000978 0.999999
-1.09970129 -1.80453467 2.50000000 0.000978 0.000978 0.999999
-0.54605418 -2.08492208 2.50000000 0.000978 0.000978 0.999999
-1.05552316 -3.80156922 2.50000000 0.000978 0.000978 0.999999
1.73886812 -2.13220763 2.50000000 0.000978 0.000978 0.999999
0.84850955 -2.16881967 2.50000000 0.000978 0.000978 0.999999
2.44101524 -1.43485403 2.50000000 0.000978 0.000978 0.999999
-2.76825333 -1.99668384 2.50000000 0.000978 0.000978 0.999999
-1.22723830 -1.89002573 2.50000000 0.000978 0.000978 0.999999
-2.38059473 -2.15711451 2.50000000 0.000978 0.000978 0.999999
-2.36870813 -1.84778869 2.50000000 0.000978 0.000978 0.999999
0.83897495 -2.67909145 2.50000000 0.000978 0.000978 0.999999
-0.90025043 -3.51765990 2.50000000 0.000978 0.000978 0.999999
-0.96407509 -3.96023989 2.50000000 0.000978 0.000978 0.999999
-1.95804977 -1.93726778 2.50000000 0.000978 0.000978 0.999999
-1.63908315 -2.75584793 2.50000000 0.000978 0.000978 0.999999
-1.66305339 -1.93447781 2.50000000 0.000978 0.000978 0.999999
-0.43900806 -2.13367653 2.50000000 0.000978 0.000978 0.999999
-1.78269601 -3.34558821 2.50000000 0.000978 0.000978 0.999999
-0.16471672 -2.44440985 2.50000000 0.000978 0.000978 0.999999
-0.55973446 -1.73956752 2.50000000 0.000978 0.000978 0.999999
-0.97332859 -2.50617790 2.50000000 0.000978 0.000978 0.999999
-0.75041294 -4.00183582 2.50000000 0.000978 0.000978 0.999999
-1.41946363 -2.58869863 2.50000000 0.000978 0.000978 0.999999
-1.27235723 -2.56072545 2.50000000 0.000978 0.000978 0.999999
1.95409501 -1.86537147 2.50000000 0.000978 0.000978 0.999999
-2.32145405 -2.89210534 2.50000000 0.000978 0.000978 0.999999
-3.07736349 -1.92441094 2.50000000 0.000978 0.000978 0.999999
2.07062483 -2.57091188 2.50000000 0.000978 0.000978 0.999999
-0.03676970 -1.63091743 2.50000000 0.000978 0.000978 0.999999
-0.01295811 -1.61349583 2.50000000 0.000978 0.000978 0.999999
-1.40055752 -3.44629645 2.50000000 0.000978 0.000978 0.999999
-1.72311974 -3.24203920 2.50000000 0.000978 0.000978 0.999999
1.09358358 -2.62550640 2.50000000 0.000978 0.000978 0.999999
1.96861029 -1.56733286 2.50000000 0.000978 0.000978 0.999999
-0.65261638 -1.97236741 2.50000000 0.000978 0.000978 0.999999
-1.16058874 -3.44779372 2.50000000 0.000978 0.000978 0.999999
0.76222998 -1.57783926 2.50000000 0.000978 0.000978 0.999999
-0.73732758 -3.14322877 2.50000000 0.000978 0.000978 0.999999
-1.83897185 -1.88329756 2.50000000 0.000978 0.000978 0.999999
0.29596090 -1.94155705 2.50000000 0.000978 0.000978 0.999999
1.68257523 -1.84622526 2.50000000 0.000978 0.000978 0.999999
-0.13775218 -2.05805731 2.50000000 0.000978 0.000978 0.999999
0.61188555 -3.35797691 2.50000000 0.000978 0.000978 0.999999
-2.37286258 -1.77709162 2.50000000 0.000978 0.000978 0.999999
0.49522603 -3.62114143 2.50000000 0.000978 0.000978 0.999999
3.73667383 -1.64655447 2.50000000 0.000978 0.000978 0.999999
1.43365097 -3.24408603 2.50000000 0.000978 0.000978 0.999999
4.03276634 -1.46183491 2.50000000 0.000978 0.000978 0.999999
1.67827582 -2.87178731 2.50000000 0.000978 0.000978 0.999999
1.93763542 -3.05553675 2.50000000 0.000978 0.000978 0.999999
2.93139720 -2.16132188 2.50000000 0.000978 0.000978 0.999999
3.28562951 -2.08876801 2.50000000 0.000978 0.000978 0.999999
3.41834354 -2.31133127 2.50000000 0.000978 0.000978 0.999999
2.32248116 -2.66607308 2.50000000 0.000978 0.000978 0.999999
2.74335837 -2.49131632 2.50000000 0.000978 0.000978 0.999999
3.50124931 -1.90404880 2.50000000 0.000978 0.000978 0.999999
-1.93456590 -1.01358604 2.50000000 0.000978 0.000978 0.999999
3.54501057 -1.15510905 2.50000000 0.000978 0.000978 0.999999
1.60033631 -1.08538115 2.50000000 0.000978 0.000978 0.999999
3.86556697 -1.12422431 2.50000000 0.000978 0.000978 0.999999
4.25049686 -0.32837474 2.50000000 0.000978 0.000978 0.999999
-2.53204918 2.16281104 2.50000000 0.000978 0.000978 0.999999
-2.11416912 2.80950904 2.50000000 0.000978 0.000978 0.999999
-1.77556252 2.93200636 2.50000000 0.000978 0.000978 0.999999
-2.22170401 1.50982523 2.50000000 0.000978 0.000978 0.999999
-3.36284351 -0.19162178 2.50000000 0.000978 0.000978 0.999999
-0.13471091 3.74453425 2.50000000 0.000978 0.000978 0.999999
-3.15018892 0.60318470 2.50000000 0.000978 0.000978 0.999999
-0.82594293 2.55900764 2.50000000 0.000978 0.000978 0.999999
-3.34739161 0.58749056 2.50000000 0.000978 0.000978 0.999999
-1.14007008 3.15502453 2.50000000 0.000978 0.000978 0.999999
-1.62879145 3.38260627 2.50000000 0.000978 0.000978 0.999999
-2.98618150 0.39470196 2.50000000 0.000978 0.000978 0.999999
-2.19863224 2.50405431 2.50000000 0.000978 0.000978 0.999999
-1.76717329 2.59608698 2.50000000 0.000978 0.000978 0.999999
-3.00105524 0.15373874 2.50000000 0.000978 0.000978 0.999999
-2.22528362 1.03533292 2.50000000 0.000978 0.000978 0.999999
-0.91753376 3.40490627 2.50000000 0.000978 0.000978 0.999999
0.27749735 3.51229811 2.50000000 0.000978 0.000978 0.999999
-0.01928496 3.04085422 2.50000000 0.000978 0.000978 0.999999
-2.35927820 2.33735919 2.50000000 0.000978 0.000978 0.999999
0.34914631 3.89999652 2.50000000 0.000978 0.000978 0.999999
-3.12102652 0.54268241 2.50000000 0.000978 0.000978 0.999999
-2.73784661 0.36259532 2.50000000 0.000978 0.000978 0.999999
-1.00527215 3.09436083 2.50000000 0.000978 0.000978 0.999999
-3.30811787 0.47566581 2.50000000 0.000978 0.000978 0.999999
-1.69750047 3.80663824 2.50000000 0.000978 0.000978 0.999999
-1.03582764 3.66139889 2.50000000 0.000978 0.000978 0.999999
-1.48278165 3.12972856 2.50000000 0.000978 0.000978 0.999999
0.91514760 3.99010897 2.50000000 0.000978 0.000978 0.999999
-2.32914591 1.39491248 2.50000000 0.000978 0.000978 0.999999
-1.21683288 3.04307079 2.50000000 0.000978 0.000978 0.999999
-1.31080282 3.60929632 2.50000000 0.000978 0.000978 0.999999
-3.18409920 0.51564336 2.50000000 0.000978 0.000978 0.999999
-3.32641792 0.06685662 2.50000000 0.000978 0.000978 0.999999
-2.11089134 1.91535258 2.50000000 0.000978 0.000978 0.999999
-1.73970342 3.61815882 2.50000000 0.000978 0.000978 0.999999
-2.74780011 0.65993738 2.50000000 0.000978 0.000978 0.999999
-1.16463232 3.23204660 2.50000000 0.000978 0.000978 0.999999
-2.35543108 1.91779709 2.50000000 0.000978 0.000978 0.999999
-2.79075837 0.48137021 2.50000000 0.000978 0.000978 0.999999
-0.87809426 3.95223761 2.50000000 0.000978 0.000978 0.999999
-2.62262511 1.06301522 2.50000000 0.000978 0.000978 0.999999
