//X Y Z Nx Ny Nz
0.77845240 1.76472342 3.94502735 0.503288 -0.654779 -0.563884
0.14711986 2.16714048 3.39009809 0.129807 -0.383838 -0.914231
0.15171054 2.23017907 3.36633086 0.109866 -0.345874 -0.931826
0.39002371 1.85197985 3.62875032 0.267785 -0.613212 -0.743143
0.40583503 1.77217197 3.70277381 0.286311 -0.641401 -0.711780
0.70251775 1.65651286 4.01676083 0.489850 -0.725642 -0.483208
0.01134124 1.99837017 3.46571064 0.051196 -0.499506 -0.864796
0.58656859 1.62591136 3.96376491 0.416975 -0.736711 -0.532343
0.04497181 1.86564767 3.55465865 0.032131 -0.590937 -0.806077
0.53403395 1.65870273 3.88631320 0.342914 -0.736210 -0.583442
0.66372067 1.60746312 4.05565643 0.418510 -0.776767 -0.470620
0.72350293 1.49369550 4.38211632 0.447676 -0.850738 -0.275375
0.12266414 1.77557003 3.63083982 0.110492 -0.634960 -0.764603
0.05901458 1.78329504 3.62026787 0.035226 -0.649575 -0.759481
0.19251862 1.67521250 3.73740292 0.130262 -0.723181 -0.678263
0.47728568 1.50801384 4.07341909 0.343212 -0.824026 -0.450763
0.24210523 1.59158850 3.84370089 0.188156 -0.769452 -0.610361
0.68918669 1.50736475 4.28467894 0.441197 -0.853185 -0.278246
0.34156913 1.52155995 3.97518253 0.207607 -0.838007 -0.504623
0.17228180 1.52634692 3.91561174 0.109582 -0.805064 -0.582978
0.54894978 1.43695164 4.29358053 0.343770 -0.887196 -0.307742
0.20620123 1.29015946 4.49464035 0.133788 -0.976528 -0.168798
0.06018127 1.32612991 4.30054808 0.049288 -0.956697 -0.286883
0.12693581 1.30298579 4.39026976 0.132007 -0.960645 -0.244409
0.12671672 1.28115225 4.49156475 0.044305 -0.978307 -0.202367
-0.42940557 -4.30534458 2.50227427 -0.080564 -0.857931 0.507409
-0.16213548 -4.30964613 2.52552223 -0.025961 -0.856721 0.515126
-0.08216016 -4.23196220 2.65573502 -0.020477 -0.850494 0.525586
-0.17397417 -4.15345812 2.77249455 -0.037516 -0.835081 0.548847
-0.03326209 -4.11967468 2.82877612 -0.020720 -0.819121 0.573247
-0.52310193 -4.25954056 2.56190991 -0.092889 -0.844573 0.527322
-0.37563956 -4.19717646 2.68590498 -0.081316 -0.831701 0.549237
-0.63537532 -4.24513626 2.55881429 -0.133129 -0.844128 0.519351
-0.21469498 -4.03780699 2.93619633 -0.035021 -0.802692 0.595365
-0.20006807 -3.92481613 3.08726549 -0.020898 -0.784355 0.619961
-0.38838309 -4.05742264 2.89175510 -0.094092 -0.814985 0.571792
-0.43381006 -4.03601980 2.91475105 -0.079252 -0.799726 0.595111
-0.26988158 -3.83131456 3.19737005 -0.035267 -0.766006 0.641865
-0.00537342 -3.64912486 3.41725922 -0.021005 -0.746394 0.665173
-0.64320469 -4.13445091 2.73383021 -0.152851 -0.826585 0.541658
-0.38702387 -3.80308080 3.21782303 -0.079635 -0.763045 0.641421
-0.05001695 -3.62164640 3.44469213 -0.035390 -0.726204 0.686567
-0.11480217 -3.47116017 3.59337378 -0.020999 -0.706951 0.706951
-0.99758512 -4.14037609 2.61466718 -0.201626 -0.826210 0.526046
-1.15209150 -4.09498644 2.62511420 -0.238615 -0.826687 0.509560
-0.67392653 -3.86881733 3.08966827 -0.138789 -0.777516 0.613357
-0.68291956 -3.97733402 2.94751000 -0.151492 -0.793458 0.589469
-0.39452684 -3.73749018 3.29380488 -0.095354 -0.743761 0.661610
-0.40175825 -3.57771802 3.46552324 -0.079898 -0.724890 0.684215
-0.21928006 -3.47769380 3.58204985 -0.035390 -0.686567 0.726204
-0.09393908 -3.27247262 3.77538657 -0.021005 -0.665173 0.746394
-0.94864309 -4.01019001 2.82769799 -0.210019 -0.801752 0.559540
-0.64303392 -3.77344775 3.21380234 -0.136560 -0.739828 0.658792
-0.37331617 -3.38420367 3.65757513 -0.079898 -0.684215 0.724890
-0.21523502 -3.19812441 3.83327508 -0.035267 -0.641865 0.766006
-0.13072729 -3.09410167 3.92133999 -0.020898 -0.619961 0.784355
-1.42514765 -3.93657756 2.73227167 -0.264351 -0.805566 0.530266
-1.46550143 -4.01471710 2.58909297 -0.288323 -0.805098 0.518351
-1.18252277 -3.93078279 2.85155320 -0.251749 -0.792773 0.555098
-0.90578473 -3.80887485 3.10633039 -0.195830 -0.750940 0.630666
-1.10703373 -3.75886393 3.10284543 -0.208388 -0.767177 0.606641
-0.62835443 -3.45518398 3.55567479 -0.136498 -0.700489 0.700489
-0.83468211 -3.56341124 3.40285802 -0.152710 -0.718192 0.678881
-0.49325860 -3.28803635 3.73010230 -0.095354 -0.661610 0.743761
-0.29590532 -3.21795607 3.81250906 -0.079635 -0.641421 0.763045
-0.28858319 -2.96468377 4.01324987 -0.035021 -0.595365 0.802692
-0.01676300 -2.80396652 4.13748550 -0.020720 -0.573247 0.819121
-1.37917137 -3.89624667 2.80954289 -0.266260 -0.773572 0.575059
-1.27941239 -3.82237911 2.95356655 -0.253184 -0.759551 0.599149
-0.88485920 -3.52544832 3.43075609 -0.196463 -0.713145 0.672924
-1.07701826 -3.65218163 3.23580527 -0.209403 -0.730582 0.649923
-0.60835493 -3.21059942 3.78275919 -0.136560 -0.658792 0.739828
-0.44195348 -3.07317996 3.91516662 -0.094875 -0.617417 0.780894
-0.39967608 -2.93783140 4.02224970 -0.079252 -0.595111 0.799726
-1.54883480 -3.82620978 2.81604528 -0.308730 -0.763026 0.567871
-1.66627955 -3.88017058 2.67246342 -0.321632 -0.776077 0.542454
-0.28010669 -2.80253077 4.12908363 -0.037516 -0.548847 0.835081
-1.18832767 -3.71134067 3.13085318 -0.265048 -0.738007 0.620561
-1.06142080 -3.43898511 3.46627259 -0.209744 -0.691378 0.691378
-1.06740689 -3.36259913 3.53976583 -0.196463 -0.672924 0.713145
-0.82068205 -3.12460113 3.81284857 -0.152185 -0.634356 0.757913
-0.63840902 -3.04252172 3.91239786 -0.138789 -0.613357 0.777516
-1.73924458 -3.81927228 2.71375680 -0.361844 -0.764253 0.533841
-0.38869035 -2.79627466 4.12333250 -0.081316 -0.549237 0.831701
-0.39617723 -2.87712669 4.06676435 -0.094092 -0.571792 0.814985
-1.50067663 -3.70209885 3.00309062 -0.307692 -0.729762 0.610551
-1.68163633 -3.74118471 2.85612273 -0.320573 -0.742634 0.587986
-0.20615250 -2.42047811 4.36738348 -0.036926 -0.499184 0.865709
-0.14477356 -2.37675810 4.39298964 -0.022841 -0.474297 0.880069
-1.31953442 -3.43107462 3.38512969 -0.251320 -0.684412 0.684412
-1.33640325 -3.53202081 3.27243567 -0.265294 -0.700566 0.662440
-0.91300184 -3.22433591 3.70798016 -0.195830 -0.630666 0.750940
-0.78125173 -2.90526628 3.98993921 -0.151492 -0.589469 0.793458
-1.84805763 -3.73803568 2.75353956 -0.374261 -0.743620 0.554038
-1.88902271 -3.65636325 2.83537698 -0.364572 -0.730780 0.577103
-0.36579126 -2.41378331 4.36074638 -0.080207 -0.499533 0.862574
-1.64933217 -3.54553747 3.11139727 -0.322020 -0.707150 0.629477
-1.51177168 -3.50919294 3.22077799 -0.308006 -0.691803 0.653101
-0.11310045 -2.07176471 4.54575300 -0.022413 -0.423212 0.905753
-0.95441288 -2.98143029 3.89516973 -0.194583 -0.586814 0.785994
-1.10472417 -3.11251879 3.75184417 -0.208388 -0.606641 0.767177
-2.13520265 -3.68571949 2.61332631 -0.427310 -0.737480 0.523000
-2.21043110 -3.67955732 2.55947733 -0.437580 -0.738107 0.513538
-0.68874294 -2.74372578 4.11956453 -0.152851 -0.541658 0.826585
-1.79627454 -3.52303576 3.05519104 -0.362541 -0.697195 0.618453
-1.91854239 -3.53057289 2.97078061 -0.375612 -0.710219 0.595403
-0.52870941 -2.28643155 4.41245937 -0.094530 -0.472650 0.876166
-0.43568143 -2.27350473 4.42850494 -0.078967 -0.447479 0.890801
-1.47830319 -3.22314477 3.52186942 -0.308006 -0.653101 0.691803
-0.25936994 -1.96803820 4.58614159 -0.035541 -0.396211 0.917471
-0.26733240 -1.83908784 4.64094257 -0.021901 -0.369746 0.928875
-1.33338809 -3.11703706 3.67082810 -0.265048 -0.620561 0.738007
-1.21322691 -3.07181168 3.75087333 -0.253184 -0.599149 0.759551
-1.00774264 -2.82665229 3.99550343 -0.210019 -0.559540 0.801752
-0.96911788 -2.74311423 4.06289387 -0.195511 -0.538035 0.819935
-2.14909792 -3.44484329 2.91357923 -0.416503 -0.695278 0.585759
-2.20773530 -3.47268867 2.83668089 -0.429093 -0.707424 0.561632
-0.80799758 -2.50722671 4.24652958 -0.151198 -0.494697 0.855812
-0.61218780 -2.35573030 4.36450720 -0.137370 -0.469950 0.871938
-1.86784983 -3.26038098 3.29445028 -0.363104 -0.658846 0.658846
-1.96876478 -3.39800453 3.09253287 -0.373904 -0.673687 0.637449
-0.43336105 -1.94402945 4.58279800 -0.080009 -0.394620 0.915355
-0.55967319 -2.18294549 4.46151781 -0.095652 -0.420036 0.902453
-1.45228171 -3.12622762 3.61924481 -0.307692 -0.610551 0.729762
-1.52609444 -3.16545963 3.55327916 -0.322020 -0.629477 0.707150
-0.19452801 -1.63671005 4.71764803 -0.037271 -0.340577 0.939478
-0.19916102 -1.52854204 4.75404692 -0.021311 -0.314651 0.948968
-1.29000473 -2.92281675 3.84250522 -0.266260 -0.575059 0.773572
-1.16128421 -2.80660915 3.96901035 -0.251749 -0.555098 0.792773
-2.35180640 -3.54170656 2.62590194 -0.481387 -0.704590 0.521363
-2.55934668 -3.46955299 2.52965450 -0.525604 -0.676736 0.515528
-2.50497031 -3.50679064 2.53204989 -0.478821 -0.705719 0.522199
-1.03515053 -2.53902435 4.17738295 -0.207697 -0.513937 0.832305
-2.01323318 -3.33910275 3.12614965 -0.417618 -0.660535 0.623931
-2.19431758 -3.39363527 2.94024658 -0.428099 -0.674630 0.601337
-0.84566778 -2.20769429 4.40294361 -0.151777 -0.443766 0.883196
-0.80135649 -2.07266831 4.47684574 -0.137575 -0.418398 0.897784
-1.83093512 -3.08438873 3.47896051 -0.362541 -0.618453 0.697195
-1.91402936 -3.19324756 3.33342099 -0.373904 -0.637449 0.673687
-0.50089389 -1.68974924 4.67668343 -0.080823 -0.340519 0.936758
-0.44578588 -1.82306778 4.63095045 -0.093492 -0.367193 0.925434
-1.58433092 -2.88579154 3.75972366 -0.320573 -0.587986 0.742634
-0.28712887 -1.38523293 4.79365444 -0.036292 -0.286584 0.957367
-0.00777600 -1.40617621 4.79723167 -0.020699 -0.259350 0.965562
-1.23243237 -2.61703229 4.07535696 -0.251845 -0.508325 0.823517
-1.40817666 -2.62340522 4.01375866 -0.264351 -0.530266 0.805566
-2.32951307 -3.32085156 2.91824102 -0.470553 -0.658105 0.587773
-2.33773255 -3.39112258 2.83017182 -0.480515 -0.671381 0.564228
-1.01930749 -2.20026278 4.36912394 -0.196367 -0.441457 0.875532
-2.16422582 -3.10097599 3.26758337 -0.417618 -0.623931 0.660535
-2.22595811 -3.14708734 3.18125439 -0.428675 -0.638842 0.638842
-0.58058149 -1.89849353 4.58723879 -0.137834 -0.366165 0.920285
-0.84307384 -1.95079088 4.52306986 -0.151463 -0.392106 0.907365
-1.96237016 -3.02484584 3.46206665 -0.375612 -0.595403 0.710219
-0.53359330 -1.65587890 4.68550730 -0.093842 -0.313246 0.945024
-0.34013468 -1.43797922 4.77359009 -0.078643 -0.284920 0.955320
-1.48943949 -2.59798336 4.00047445 -0.309381 -0.521981 0.794871
-1.69804478 -2.73577714 3.82270908 -0.321632 -0.542454 0.776077
-2.62646556 -3.22027349 2.77596092 -0.519544 -0.654053 0.549808
-2.57553554 -3.36111999 2.65458226 -0.528831 -0.666495 0.525473
-2.76476550 -3.31608510 2.52041149 -0.566981 -0.644373 0.513143
-0.13699500 -1.09868360 4.87299728 -0.037531 -0.231239 0.972173
-1.19076920 -2.28712058 4.28069687 -0.252188 -0.460052 0.851325
-1.33669889 -2.43146086 4.15573120 -0.264286 -0.480661 0.836133
-2.29299092 -3.14846087 3.13095403 -0.467540 -0.625063 0.625063
-2.36360335 -3.17212510 3.05358243 -0.478154 -0.639216 0.602306
-1.11016405 -1.99865985 4.44403934 -0.207883 -0.414293 0.886085
-0.87259561 -1.84526610 4.56343126 -0.195847 -0.387341 0.900895
-2.19572663 -3.03694463 3.30668855 -0.428099 -0.601337 0.674630
-2.06854653 -2.94126010 3.46987462 -0.416503 -0.585759 0.695278
-0.67442030 -1.64853203 4.66948795 -0.137077 -0.310799 0.940539
-0.83900833 -1.66793716 4.63553858 -0.150986 -0.336602 0.929464
-1.89340711 -2.70005703 3.75498533 -0.374261 -0.554038 0.743620
-1.71611559 -2.73579955 3.81484723 -0.361844 -0.533841 0.764253
-0.34386557 -1.06447768 4.87097979 -0.078677 -0.228538 0.970351
-0.54936218 -1.16219652 4.83084583 -0.093718 -0.258047 0.961576
-1.70406806 -2.55019403 3.94743252 -0.321672 -0.495977 0.806557
-1.45916057 -2.31647086 4.18179226 -0.309082 -0.475390 0.823695
-2.73042870 -3.04261589 2.87763238 -0.520782 -0.621904 0.584826
-2.63100576 -3.13834476 2.86398292 -0.528449 -0.633125 0.565592
-0.25983492 -0.89761931 4.90926504 -0.036105 -0.173539 0.984165
-0.04770100 -0.63440740 4.95723820 -0.021429 -0.145493 0.989127
-1.36473036 -2.16443157 4.29213381 -0.266540 -0.434079 0.860542
-2.39597034 -3.03047729 3.16961193 -0.478154 -0.602306 0.639216
-2.33681059 -2.94972134 3.28764105 -0.470553 -0.587773 0.658105
-1.01742792 -1.82340717 4.53968287 -0.209362 -0.362413 0.908198
-1.06906366 -1.68732536 4.58113480 -0.194500 -0.336470 0.921389
-2.05752683 -2.64466023 3.70823264 -0.416776 -0.541973 0.729769
-2.23451877 -2.83893800 3.45473742 -0.429093 -0.561632 0.707424
-0.68745118 -1.32132149 4.76974249 -0.138509 -0.257231 0.956372
-0.80941898 -1.42028475 4.72203016 -0.152668 -0.282368 0.947080
-1.85906267 -2.49310660 3.91176176 -0.373736 -0.509640 0.774976
-1.79889464 -2.47309566 3.95190883 -0.364613 -0.489899 0.791869
-3.05064368 -3.06720901 2.50658131 -0.594911 -0.615135 0.517387
-0.53963137 -0.95955098 4.87462807 -0.095601 -0.202376 0.974631
-1.70016587 -2.22095704 4.14197445 -0.320750 -0.449050 0.833950
-2.66873074 -3.04235959 2.93247747 -0.529052 -0.600043 0.600043
-0.16210392 -0.57840061 4.96049881 -0.036931 -0.115268 0.992648
-1.15822470 -1.68710935 4.56119347 -0.251685 -0.357658 0.899297
-2.43282461 -2.83138752 3.32228184 -0.480515 -0.564228 0.671381
-2.27146721 -2.82116485 3.44444513 -0.469564 -0.546432 0.693485
-0.95630145 -1.55948889 4.65075016 -0.210520 -0.306597 0.928267
-1.09436548 -1.38176632 4.67711115 -0.195132 -0.280935 0.939680
-2.14343524 -2.49405766 3.76284027 -0.417854 -0.499786 0.758691
-2.12960935 -2.55042005 3.73260570 -0.427003 -0.519328 0.740248
-0.83050138 -1.10029030 4.80349159 -0.150564 -0.226501 0.962303
-1.84015226 -2.27832723 4.04918671 -0.373669 -0.463477 0.803468
-1.81535900 -2.17710114 4.11517191 -0.363185 -0.442483 0.819942
-2.76998186 -2.89470577 2.98860312 -0.570558 -0.580716 0.580716
-0.52256042 -0.56874585 4.93819857 -0.079910 -0.114653 0.990186
-0.40265083 -0.72932929 4.92725801 -0.094322 -0.144467 0.985004
-2.53497648 -2.81736803 3.25831079 -0.519544 -0.549808 0.654053
-0.19092062 -0.36255339 4.98040342 -0.037342 -0.058681 0.997578
-0.04394351 -0.11854170 4.99559164 -0.021524 -0.029724 0.999326
-1.28135824 -1.63401175 4.54516888 -0.264991 -0.329408 0.906239
-2.41853070 -2.48531151 3.59876680 -0.470142 -0.506690 0.722656
-1.06026614 -1.29405057 4.70851517 -0.210240 -0.254212 0.944021
-0.94220620 -1.03093362 4.79882717 -0.194616 -0.226829 0.954292
-2.18592954 -2.33491564 3.83964992 -0.429082 -0.474764 0.768432
-3.00533247 -2.98580313 2.65446138 -0.622145 -0.578308 0.527727
-3.08204889 -2.81532049 2.74791789 -0.617045 -0.573091 0.539280
-0.71053159 -0.88270867 4.86685610 -0.150676 -0.170934 0.973693
-0.60355419 -0.83259159 4.89185810 -0.136835 -0.144232 0.980037
-1.90728927 -2.11706638 4.10523367 -0.375262 -0.416430 0.828109
-1.80154240 -2.02569604 4.19804859 -0.364860 -0.393047 0.844033
-2.96508765 -2.69414878 2.98983550 -0.577185 -0.560259 0.594111
-2.76259255 -2.84417057 3.04468226 -0.569905 -0.546230 0.613874
-0.47218430 -0.46611527 4.95257044 -0.095161 -0.085989 0.991741
-1.49191141 -1.66094804 4.47070026 -0.308711 -0.326607 0.893323
-1.59133172 -1.77391994 4.39205360 -0.319755 -0.350063 0.880462
-2.54764485 -2.59652233 3.42681074 -0.520487 -0.510445 0.684499
-2.59979057 -2.67452788 3.32607555 -0.530015 -0.526650 0.664623
-0.09762190 0.26110619 4.98938799 -0.030632 0.051758 0.998190
-1.17391801 -1.17856455 4.71330214 -0.251563 -0.251563 0.934576
-1.41064608 -1.33665299 4.60442972 -0.264963 -0.276421 0.923789
-2.28478098 -2.25637531 3.83030772 -0.469149 -0.462565 0.752285
-2.30009604 -2.42403865 3.71696830 -0.478716 -0.482029 0.733811
-0.99736571 -1.05236828 4.78243876 -0.209090 -0.198436 0.957551
-2.18864703 -2.16325402 3.93750596 -0.427921 -0.427921 0.796095
-2.14728260 -2.05756855 4.01631880 -0.417830 -0.408225 0.811647
-3.06447005 -2.73533630 2.84612012 -0.617045 -0.539280 0.573091
-0.82632256 -0.67167342 4.88344288 -0.152408 -0.115830 0.981507
-0.79927814 -0.41467172 4.91620350 -0.138247 -0.086257 0.986634
-1.93262982 -1.76835835 4.25613117 -0.375230 -0.365888 0.851662
-1.71726286 -1.85653257 4.31296110 -0.364457 -0.342928 0.865778
-2.91931415 -2.64878845 3.07205820 -0.578117 -0.524182 0.625311
-2.77616644 -2.63506818 3.21446943 -0.570236 -0.509680 0.644249
-0.41910601 -0.11961015 4.97800493 -0.095026 -0.029491 0.995038
-0.33408141 0.08185484 4.98595190 -0.081042 0.001052 0.996710
-1.47399986 -1.31881309 4.58953428 -0.307737 -0.272734 0.911545
-1.50000417 -1.48865819 4.52924967 -0.321371 -0.297675 0.898950
-2.61945343 -2.30466771 3.57762694 -0.520152 -0.470298 0.712925
-2.63568449 -2.39891076 3.50302291 -0.530255 -0.486764 0.694183
-0.22700003 0.34545213 4.98001575 -0.035137 0.058561 0.997665
-0.16094549 0.45659110 4.97412348 -0.027088 0.087767 0.995773
-1.30104434 -1.01497781 4.71680307 -0.252291 -0.195014 0.947797
-1.34268725 -1.18832707 4.66474342 -0.266232 -0.221628 0.938084
-2.44526243 -2.22805357 3.74604988 -0.480711 -0.438054 0.759622
-2.30056381 -2.18966031 3.85931659 -0.470620 -0.418510 0.776767
-3.35232878 -2.65110874 2.59061503 -0.663437 -0.532429 0.525710
-3.26153612 -2.66881204 2.68624616 -0.661557 -0.530256 0.530256
-0.99869764 -0.73159343 4.84124327 -0.209927 -0.142956 0.967209
-0.87133551 -0.48679602 4.89794350 -0.194353 -0.114104 0.974273
-2.11736536 -1.82773995 4.14101648 -0.416599 -0.360005 0.834771
-2.23550105 -1.84326673 4.07289553 -0.427649 -0.383135 0.818733
-3.12049794 -2.62584305 2.88812065 -0.621904 -0.520782 0.584826
-0.68148005 -0.08238806 4.94972944 -0.138836 -0.028219 0.989913
-0.78619111 -0.36593196 4.92161798 -0.152949 -0.057210 0.986577
-1.82242990 -1.60509288 4.36744547 -0.374094 -0.316071 0.871868
-2.81758165 -2.42632985 3.33938694 -0.570197 -0.469869 0.673869
-0.47724533 0.25029376 4.96832228 -0.080796 0.058660 0.995003
-0.43367991 0.20010206 4.97428131 -0.095026 0.029491 0.995038
-1.59180510 -1.26801443 4.56384945 -0.319622 -0.244417 0.915479
-1.58282804 -1.07620358 4.61593628 -0.307647 -0.219748 0.925777
-2.59179735 -2.27720261 3.61568785 -0.529212 -0.446264 0.721653
-0.19606626 0.50370640 4.96786499 -0.034618 0.115022 0.992760
-1.33991349 -0.81414449 4.74452019 -0.265963 -0.168758 0.949097
-1.15515161 -0.83370745 4.79239559 -0.251564 -0.140929 0.957525
-2.34800100 -1.80392039 4.02577591 -0.469694 -0.373511 0.799923
-2.49050021 -2.02095342 3.83433080 -0.480231 -0.392916 0.784216
-3.33024120 -2.55520940 2.71168232 -0.666345 -0.511927 0.542139
-3.27814603 -2.55317283 2.77715135 -0.660951 -0.499497 0.560042
-0.92263025 -0.19032525 4.90836048 -0.195803 -0.056459 0.979017
-2.05953288 -1.55008066 4.28082705 -0.415784 -0.310679 0.854753
-2.20392609 -1.66393161 4.16519260 -0.427258 -0.333355 0.840431
-3.10292840 -2.44072723 3.06385994 -0.623211 -0.485466 0.613132
-3.06185198 -2.41433811 3.12620592 -0.615284 -0.471103 0.632050
-0.77284127 0.02723115 4.93662024 -0.152643 0.001114 0.988281
-0.62291110 0.25990969 4.95271921 -0.138836 0.028219 0.989913
-1.75882566 -1.24710763 4.50831842 -0.362607 -0.242228 0.899912
-1.97579658 -1.42412221 4.36597347 -0.374557 -0.267114 0.887895
-2.81385684 -2.26946926 3.45120645 -0.578292 -0.448302 0.681618
-2.78208518 -2.24235463 3.49488974 -0.570108 -0.430490 0.699754
-0.53081501 0.58642751 4.93546534 -0.079910 0.114653 0.990186
-1.66436017 -0.89806592 4.62592554 -0.322091 -0.192692 0.926891
-1.48626196 -0.93813515 4.67917442 -0.306995 -0.163823 0.937505
-2.55966496 -1.84946239 3.87396049 -0.519578 -0.382761 0.763893
-2.63771248 -1.99331224 3.74706817 -0.530022 -0.402029 0.746625
-1.34065652 -0.51123172 4.78662539 -0.264584 -0.110787 0.957978
-1.25588715 -0.45558807 4.81498766 -0.252695 -0.085078 0.963798
-2.27892447 -1.66673660 4.12367582 -0.469352 -0.327124 0.820182
-2.46518445 -1.66076970 4.01813841 -0.480317 -0.346275 0.805847
-3.23430634 -2.31047940 3.03102827 -0.662063 -0.464282 0.588315
