//X Y Z Nx Ny Nz
0.89707005 1.18286192 4.76674032 0.094190 0.383584 0.918690
0.55920541 1.32553303 4.61089516 -0.211458 0.832139 0.512670
0.67544216 1.27166760 4.70722628 -0.113877 0.655163 0.746856
0.75035530 1.30129528 4.69279766 -0.113877 0.655163 0.746856
1.09776318 1.24944079 4.71354723 0.206979 0.279213 0.937657
0.98692352 1.32052195 4.69569635 0.001336 0.498295 0.867007
0.95549053 1.34653246 4.67983389 -0.043164 0.549999 0.834049
0.72014987 1.34324026 4.64545488 -0.189331 0.740394 0.644958
0.47387490 1.34578288 4.51295042 -0.289200 0.905769 0.309752
0.63314509 1.32101989 4.64517879 -0.225313 0.778496 0.585814
1.03134263 1.34449303 4.68161154 0.053003 0.447129 0.892898
1.28606761 1.39963412 4.62343168 0.229011 0.300132 0.925999
1.14951921 1.39845884 4.64730597 0.058706 0.449171 0.891515
1.22323143 1.39123189 4.63993931 0.173613 0.354284 0.918880
1.04252148 1.44032419 4.62372112 -0.048871 0.545956 0.836387
1.14591455 1.44003654 4.62651110 0.061650 0.453473 0.889135
0.73375255 1.41038477 4.56566334 -0.303355 0.786183 0.538416
0.75006586 1.43998265 4.53080511 -0.341698 0.808949 0.478377
0.72522962 1.45907247 4.47568083 -0.377483 0.829200 0.412231
1.43373632 1.60484159 4.51119280 0.198039 0.380177 0.903463
1.05775332 1.53928208 4.55125523 -0.168609 0.615195 0.770133
1.43142068 1.63089836 4.50074339 0.198039 0.380177 0.903463
0.87246507 1.51653969 4.49659872 -0.341331 0.758694 0.554866
0.95604169 1.54477191 4.50824499 -0.318205 0.715557 0.621872
1.37813425 1.62770498 4.51182461 0.134630 0.420897 0.897062
1.51680076 1.68776679 4.45446014 0.289297 0.355251 0.888878
1.44067836 1.66493225 4.48406458 0.202473 0.388922 0.898746
1.34547734 1.61311531 4.52336121 0.067594 0.462121 0.884237
0.85388023 1.54647672 4.43369722 -0.428426 0.793801 0.431660
0.76626199 1.51692438 4.38584518 -0.507018 0.811543 0.290397
0.88191336 1.57674456 4.40867710 -0.456085 0.769950 0.446277
0.97712654 1.59001136 4.46807241 -0.382940 0.721506 0.576876
0.92412156 1.60941803 4.39884472 -0.476152 0.749651 0.459676
1.21905911 1.72033072 4.44837189 -0.191287 0.589165 0.785044
1.43702602 1.82314968 4.40521526 0.073706 0.468658 0.880299
1.52651882 1.80752742 4.40021229 0.217153 0.412147 0.884861
1.54310608 1.82049704 4.39012814 0.217153 0.412147 0.884861
1.18406951 1.70907891 4.44699717 -0.254255 0.614318 0.746973
1.39551067 1.78304100 4.42869663 0.004008 0.498291 0.867000
1.49157548 1.84929216 4.38623667 0.145191 0.444199 0.884085
1.48357713 1.84312177 4.39051342 0.073790 0.471977 0.878517
1.13546622 1.75358474 4.38576841 -0.376847 0.650020 0.659894
1.11482775 1.74748373 4.38003922 -0.376847 0.650020 0.659894
1.08978748 1.74808478 4.36163139 -0.432039 0.662238 0.612195
1.33054543 1.88963473 4.35408163 -0.210019 0.559540 0.801752
1.06010830 1.77264988 4.30472374 -0.538868 0.676522 0.501936
1.52257657 2.00465894 4.29931498 0.076918 0.479686 0.874063
1.19258165 1.86655807 4.31421947 -0.401788 0.610122 0.682874
1.37720084 1.97052824 4.31064892 -0.213342 0.547936 0.808858
1.49791956 2.02103019 4.29128790 0.004008 0.498291 0.867000
1.53283095 2.06494617 4.26518440 0.079784 0.482906 0.872030
1.23571610 1.90319884 4.30773926 -0.412142 0.590902 0.693523
1.41344774 1.99735773 4.29966927 -0.145940 0.529218 0.835841
1.52239883 2.08973241 4.25160122 0.004017 0.499448 0.866335
1.38494098 2.04869747 4.26060200 -0.216273 0.538382 0.814476
1.65450668 2.21175766 4.16414881 0.231749 0.468043 0.852777
1.17954183 1.92157590 4.25360012 -0.534958 0.592335 0.602461
1.33838296 2.05865812 4.23851585 -0.289521 0.545818 0.786295
1.22677505 1.99979758 4.22011471 -0.484330 0.568125 0.665326
1.46506619 2.20371938 4.18086243 -0.148863 0.514387 0.844539
1.44424343 2.11669087 4.23023653 -0.148863 0.514387 0.844539
1.69837213 2.44966888 4.01327610 0.321523 0.486245 0.812520
1.50326252 2.27607775 4.14257479 -0.071608 0.504061 0.860694
1.45155203 2.27370071 4.13671827 -0.148199 0.506223 0.849574
1.63010311 2.37590694 4.07754183 0.157487 0.498955 0.852198
1.22493696 2.08572102 4.14788294 -0.561161 0.513976 0.648789
1.30878472 2.14546561 4.16393375 -0.436184 0.508607 0.742336
1.45996439 2.31748223 4.11250687 -0.148112 0.497128 0.854943
1.66074252 2.51297522 3.98806524 0.231475 0.513536 0.826257
1.29222965 2.18583298 4.12647915 -0.504903 0.498237 0.704864
1.16912913 2.07760000 4.09655285 -0.677880 0.487070 0.550673
1.42190921 2.35331464 4.08244705 -0.223719 0.491573 0.841609
1.64061129 2.59291935 3.94399047 0.231475 0.513536 0.826257
1.56588101 2.55975676 3.97836709 0.080564 0.507409 0.857931
1.21141827 2.21012664 4.04249001 -0.631678 0.435008 0.641678
1.34530818 2.42376781 4.01357794 -0.370148 0.440047 0.818138
1.31375587 2.37745166 4.02225351 -0.442760 0.436273 0.783345
1.51937985 2.61051321 3.95096540 0.004012 0.501454 0.865175
1.53575981 2.61191130 3.95008755 0.004012 0.501454 0.865175
1.43496060 2.65174341 3.92168903 -0.146434 0.468297 0.871352
1.50545919 2.76959419 3.85777783 0.077752 0.521643 0.849614
1.56303251 2.85081577 3.79496360 0.217306 0.559448 0.799872
1.51182711 2.89211941 3.77919579 0.146451 0.542902 0.826928
1.40482068 2.69920492 3.89169288 -0.143255 0.461599 0.875445
1.52346373 3.00552845 3.69282627 0.289002 0.592374 0.752044
1.51733232 2.97386122 3.71988034 0.278014 0.586212 0.760963
1.31244886 2.61170244 3.90497231 -0.364917 0.399373 0.841033
1.47817647 3.03929186 3.68280077 0.204260 0.585136 0.784789
1.41963363 2.99093652 3.72838163 0.072151 0.530524 0.844594
1.37080610 2.90266609 3.78081179 -0.067827 0.472017 0.878976
1.28916395 2.80257750 3.81268048 -0.278432 0.383784 0.880446
1.41655445 3.09683084 3.65554309 0.198123 0.591296 0.781739
1.32050979 2.97389865 3.73888350 -0.064838 0.467664 0.881525
1.40082073 3.19243503 3.58332729 0.258429 0.638937 0.724551
1.17524004 2.58288622 3.82955766 -0.613378 0.243155 0.751427
1.19873738 2.63703156 3.82989097 -0.544026 0.254087 0.799672
1.31772685 2.94012213 3.75585008 -0.132547 0.434696 0.890770
1.15935767 2.54691458 3.82620192 -0.668260 0.206215 0.714775
1.28408647 2.93962526 3.75103879 -0.199512 0.397568 0.895620
1.25616086 2.90005279 3.76183128 -0.273249 0.368812 0.888433
1.32662666 3.02958202 3.70907116 0.004012 0.501454 0.865175
1.23924398 2.85742784 3.77410913 -0.337114 0.331067 0.881334
1.28061223 3.17593980 3.62214231 0.066376 0.538065 0.840286
1.09588277 2.68031192 3.73757887 -0.645228 0.142883 0.750510
1.20806444 3.12203836 3.65301490 -0.059128 0.463401 0.884174
1.22912240 3.33990550 3.50953841 0.174991 0.619315 0.765394
1.13520229 2.77545667 3.74901938 -0.522534 0.201440 0.828481
1.19162822 3.24250507 3.58579469 0.060471 0.544238 0.836749
1.12033892 3.07378221 3.65808630 -0.245023 0.329113 0.911948
1.03147268 2.75633931 3.67321992 -0.651261 0.032352 0.758164
1.10001290 3.45179105 3.44369340 0.206698 0.672936 0.710235
1.06864285 3.44088721 3.45953584 0.155780 0.633707 0.757726
1.11429644 3.17396927 3.61748528 -0.112738 0.407806 0.906082
1.02603221 3.05066085 3.63443446 -0.346802 0.211535 0.913773
1.03159916 3.00693583 3.64572048 -0.401657 0.158662 0.901941
1.02751243 3.14979076 3.60914373 -0.225923 0.305493 0.925004
1.05050504 3.51176095 3.39933729 0.179255 0.684846 0.706296
0.99295664 3.02734494 3.62493658 -0.401657 0.158662 0.901941
0.99263006 2.86777782 3.63915539 -0.567572 0.015117 0.823185
1.05264020 3.47547221 3.43308663 0.139662 0.647253 0.749372
0.96852434 2.83798289 3.62065816 -0.610968 -0.037922 0.790747
0.98203033 3.31204653 3.54056740 -0.100676 0.398565 0.911597
0.95072019 3.27451611 3.55145311 -0.151480 0.343261 0.926944
0.95613712 3.21785855 3.57105780 -0.201861 0.285389 0.936913
1.01764202 3.42701077 3.47642016 0.049063 0.553709 0.831264
0.82357711 3.62615156 3.34035540 0.156379 0.702947 0.693838
0.91473907 3.57294512 3.37365603 0.156379 0.702947 0.693838
0.92347831 3.23420572 3.55901361 -0.201861 0.285389 0.936913
0.69783336 3.70198703 3.28669143 0.136419 0.724071 0.676100
0.88757432 3.52839708 3.41510010 0.079470 0.611198 0.787478
0.83229697 3.49742937 3.43887591 0.001335 0.503455 0.864020
0.78074694 3.56166863 3.39919209 0.040384 0.558418 0.828576
0.70791227 3.49802041 3.43571043 -0.036324 0.445303 0.894643
0.80534506 3.05973864 3.53125763 -0.468476 -0.082508 0.879615
0.75780451 3.03852034 3.50130224 -0.505180 -0.144965 0.850752
0.76000029 3.27050185 3.50944281 -0.264713 0.142333 0.953765
0.77837527 3.36321950 3.49313617 -0.153157 0.254374 0.954901
0.67917305 3.35080838 3.47812128 -0.190116 0.187494 0.963692
0.54085970 3.61212993 3.37270808 0.001335 0.503455 0.864020
0.74598038 3.13459516 3.50939822 -0.381120 -0.054446 0.922921
0.67618996 3.12327743 3.47619724 -0.448396 -0.183769 0.874740
0.40638623 3.75045395 3.27650619 0.061766 0.679427 0.731138
0.61957532 3.42197180 3.45259333 -0.125679 0.239698 0.962678
0.58024776 3.23475790 3.45494294 -0.326943 -0.086038 0.941119
0.43135259 3.65035844 3.35060430 0.001335 0.503455 0.864020
0.38522467 3.67482185 3.33641434 0.001335 0.503455 0.864020
0.48627108 3.42684031 3.43193102 -0.135693 0.163080 0.977237
0.36812720 3.60291219 3.37369657 -0.037869 0.369548 0.928440
0.54553616 3.26832843 3.44796133 -0.265169 -0.113644 0.957481
0.38988531 3.42882872 3.41780138 -0.140921 0.084079 0.986444
0.33584830 3.53906584 3.39407277 -0.078531 0.225621 0.971045
0.31734484 3.46389842 3.40638590 -0.114391 0.079727 0.990231
0.42644656 3.26567054 3.41486645 -0.252156 -0.197636 0.947289
0.40182954 3.36722088 3.42169690 -0.180949 -0.063512 0.981440
0.26866549 3.61094069 3.36706233 -0.024500 0.367497 0.929702
0.33558968 3.42369843 3.41162300 -0.133390 0.003307 0.991058
0.29990837 3.45942426 3.40485454 -0.094176 0.073752 0.992820
0.38755831 3.26011848 3.40408182 -0.219701 -0.208918 0.952935
0.31248713 3.34494638 3.40485477 -0.164508 -0.144416 0.975747
0.29236105 3.38685679 3.40532088 -0.149627 -0.071868 0.986127
0.32486233 3.36097646 3.40838933 -0.149627 -0.071868 0.986127
0.08250113 3.52198601 3.38580632 -0.021388 0.142965 0.989497
0.17132530 3.38047218 3.39228797 -0.089813 -0.082992 0.992495
0.03110076 3.39533520 3.38751030 -0.039860 -0.137800 0.989658
0.80252635 2.91308141 3.50772953 0.514433 0.142165 -0.845664
0.81218821 2.81618285 3.50538158 0.558160 0.052020 -0.828101
0.73327774 2.83556914 3.45912218 0.503909 0.054139 -0.862059
0.99962848 2.52630091 3.66881514 0.685335 -0.136467 -0.715327
1.05542040 2.51682854 3.72504115 0.693067 -0.162985 -0.702206
0.54592085 3.13545871 3.42129350 0.351668 0.234932 -0.906166
0.87848365 2.65477538 3.55262995 0.569754 -0.052052 -0.820165
0.58774257 2.90226841 3.39188409 0.417496 0.134448 -0.898677
0.97532767 2.58884931 3.63597775 0.624776 -0.113730 -0.772477
0.96470672 2.52051997 3.63956928 0.635273 -0.145677 -0.758423
0.74893326 2.75137472 3.46517277 0.504045 -0.017567 -0.863499
1.00129914 2.44982672 3.68901563 0.684050 -0.196105 -0.702580
1.15233338 2.33334470 3.89834285 0.746185 -0.275245 -0.606176
0.23154271 3.21967483 3.35807824 0.133273 0.342112 -0.930160
0.26592448 3.21909499 3.36429334 0.202954 0.295333 -0.933589
0.59815609 2.80259824 3.38975692 0.417579 0.058110 -0.906781
0.61959803 2.79040813 3.39916992 0.434922 0.019829 -0.900250
0.95115089 2.49248385 3.63419580 0.623740 -0.178429 -0.760994
0.39592832 3.10282779 3.36187291 0.266232 0.221628 -0.938084
1.00725865 2.39147997 3.71255493 0.685344 -0.254828 -0.682178
0.54966736 2.86285210 3.37379360 0.360467 0.059418 -0.930877
0.82891780 2.49603248 3.54092288 0.560102 -0.153841 -0.814014
1.14524961 2.30012298 3.90683508 0.745593 -0.314019 -0.587778
0.34228951 3.12094283 3.35183859 0.209870 0.223410 -0.951863
0.63458461 2.72489476 3.40619135 0.419080 -0.017079 -0.907789
1.03965795 2.27558160 3.79367518 0.686955 -0.308726 -0.657861
1.04598165 2.24512243 3.81629229 0.693779 -0.333079 -0.638537
0.12129192 3.24426150 3.35341358 0.044584 0.312089 -0.949006
0.20429765 3.16321087 3.33767152 0.130701 0.268003 -0.954511
0.58701336 2.57293391 3.39506006 0.418987 -0.095413 -0.902965
0.97700387 2.26361680 3.73589492 0.634410 -0.329374 -0.699311
0.47218156 2.77357721 3.34083176 0.285583 0.021017 -0.958124
0.15192753 3.08221531 3.31022811 0.108357 0.228188 -0.967569
0.10012233 3.13483953 3.31814718 0.042590 0.229984 -0.972262
0.23180798 2.98767304 3.30126190 0.129733 0.187672 -0.973627
0.89494544 2.29083109 3.65159225 0.570894 -0.316806 -0.757439
1.09210825 2.09785962 3.96944165 0.744242 -0.422230 -0.517519
0.26481867 2.87821746 3.29387927 0.189363 0.102726 -0.976519
0.29266360 2.84623933 3.29691744 0.208375 0.062147 -0.976073
0.61279655 2.42841077 3.43363762 0.433506 -0.205657 -0.877370
0.61935812 2.53067183 3.41621280 0.418052 -0.169246 -0.892518
0.40139019 2.74007559 3.31971931 0.267410 -0.018316 -0.963409
0.74113142 2.30003691 3.54110956 0.503496 -0.301466 -0.809697
0.12252153 2.91510105 3.27766490 0.110039 0.146316 -0.983099
0.80073643 2.19095707 3.62578344 0.559309 -0.351797 -0.750608
1.08481598 2.04593420 4.00478792 0.734885 -0.454142 -0.503685
0.27556655 2.80122447 3.29138112 0.187548 0.022133 -0.982006
0.28983617 2.73569131 3.29314995 0.208762 -0.020051 -0.977761
0.59687871 2.36966372 3.44222450 0.418568 -0.244540 -0.874643
0.45187545 2.59599447 3.34209681 0.267714 -0.099584 -0.958338
0.00823452 2.72063136 3.26470256 0.033416 -0.003038 -0.999437
0.21152663 2.81865311 3.28114033 0.130743 0.021232 -0.991189
0.14369243 2.86327243 3.27605700 0.107970 0.062509 -0.992187
0.54816407 2.35812426 3.42492318 0.361442 -0.249321 -0.898442
0.53908169 2.45124722 3.39725208 0.343152 -0.213931 -0.914593
0.29317382 2.59407163 3.30216765 0.209048 -0.101394 -0.972635
0.64539009 2.20551562 3.52532220 0.433625 -0.348477 -0.830983
0.96847934 2.02650237 3.87750578 0.634904 -0.493440 -0.594486
0.44923779 2.38660431 3.38022733 0.284968 -0.217586 -0.933515
0.74211764 2.12762380 3.61982155 0.489430 -0.404877 -0.772356
1.02199304 1.94916880 4.01473475 0.693136 -0.526115 -0.492711
1.02212679 1.96241510 4.00085783 0.684499 -0.510445 -0.520487
0.03136695 2.68462420 3.26604414 0.046863 -0.019787 -0.998705
0.16792768 2.64720345 3.27777314 0.130479 -0.061198 -0.989561
0.13672249 2.75737357 3.27064514 0.108483 -0.020820 -0.993880
0.52197570 2.32628584 3.42426300 0.344283 -0.290628 -0.892751
0.87335896 2.00455523 3.80026984 0.570359 -0.496330 -0.654483
0.82304704 2.05073047 3.72432518 0.559920 -0.473007 -0.680261
0.27581114 2.55459642 3.30356002 0.189668 -0.143842 -0.971254
0.35044441 2.43184376 3.34051442 0.210025 -0.183606 -0.960301
0.65155971 2.09535646 3.58302307 0.433833 -0.417706 -0.798318
0.62538606 2.18905187 3.52249479 0.418195 -0.386393 -0.822079
0.96829671 1.96230888 3.93371153 0.635344 -0.540969 -0.551081
0.73210019 2.00471997 3.68883276 0.505380 -0.492036 -0.708866
1.03353155 1.90405500 4.08370256 0.693872 -0.564083 -0.447606
0.07399277 2.54449296 3.28039002 0.031143 -0.162636 -0.986195
0.13351807 2.64031053 3.27408433 0.109056 -0.104366 -0.988542
0.08481741 2.57151008 3.27805495 0.048158 -0.104155 -0.993394
0.52766383 2.22122097 3.46436524 0.342928 -0.364457 -0.865778
0.96991175 1.91203249 3.98585963 0.623529 -0.569456 -0.535660
0.41348729 2.17040372 3.44469929 0.287272 -0.371498 -0.882872
0.69951916 1.92137265 3.72801518 0.490176 -0.526981 -0.694276
0.16556051 2.41477180 3.31216002 0.130517 -0.226144 -0.965310
0.05332006 2.40237665 3.30685878 0.030348 -0.241567 -0.969909
0.49357289 2.11528230 3.49863338 0.344325 -0.435516 -0.831725
0.87139672 1.86134696 3.92869401 0.569241 -0.599646 -0.562485
0.26329315 2.32583165 3.35019040 0.188017 -0.302219 -0.934512
0.59191287 1.98931766 3.61512756 0.419524 -0.518236 -0.745272
0.40797010 2.10052371 3.47588849 0.285395 -0.442748 -0.850014
0.72033924 1.88806510 3.77132940 0.489567 -0.583779 -0.647709
0.15410739 2.29317188 3.34415603 0.130850 -0.306215 -0.942927
0.03958258 2.26124525 3.34748936 0.031632 -0.317587 -0.947701
0.15432951 2.32026863 3.33600783 0.108136 -0.267082 -0.957587
0.57214248 1.98961401 3.60495543 0.360948 -0.532519 -0.765598
0.89276183 1.83209431 3.98261857 0.570236 -0.644249 -0.509680
0.45876408 1.96137273 3.57411933 0.287329 -0.513424 -0.808603
0.12818518 2.27944088 3.34527230 0.109866 -0.345874 -0.931826
0.09356380 2.27258849 3.34543252 0.050784 -0.347672 -0.936240
0.02645953 2.15268397 3.38934636 0.030166 -0.392157 -0.919404
0.54197568 1.88536704 3.66573310 0.361697 -0.594100 -0.718485
0.86183506 1.76156700 4.03786039 0.557819 -0.671728 -0.487463
0.85659844 1.71228099 4.10364437 0.572964 -0.683214 -0.452692
0.26620466 2.02524376 3.47839165 0.187803 -0.453982 -0.870994
0.65011358 1.74545431 3.86105919 0.435769 -0.656157 -0.616087
0.72264147 1.73617887 3.92921090 0.490066 -0.684085 -0.540243
0.75418144 1.71800876 3.98100185 0.503086 -0.700310 -0.506429
0.16010529 2.11781907 3.41447544 0.107696 -0.423792 -0.899334
0.03763398 2.09290600 3.41669703 0.049853 -0.424424 -0.904090
0.54260969 1.80129814 3.73786521 0.344527 -0.628640 -0.697218
0.82623976 1.68278956 4.11240101 0.558043 -0.710387 -0.428881
0.38658613 1.81925821 3.65459919 0.267785 -0.613212 -0.743143
0.69382173 1.65065384 4.01675034 0.489850 -0.725642 -0.483208
0.78218806 1.65730083 4.09985876 0.503960 -0.738591 -0.447781
0.11534000 1.96707821 3.48990536 0.051196 -0.499506 -0.864796
0.00777914 1.91420388 3.51822042 0.031683 -0.530352 -0.847185
0.53597569 1.69165516 3.84816933 0.362226 -0.706422 -0.608080
0.82495505 1.62657177 4.21315527 0.559893 -0.742716 -0.367277
0.31798977 1.83120883 3.62324452 0.208856 -0.623475 -0.753430
0.66667080 1.64547873 4.00080967 0.435138 -0.750408 -0.497536
0.59590101 1.62136567 3.97734356 0.416975 -0.736711 -0.532343
0.44883674 1.72050405 3.77124786 0.286523 -0.699499 -0.654680
0.75465125 1.61060488 4.14862967 0.489219 -0.764098 -0.420499
0.12528703 1.90080273 3.53480124 0.109465 -0.567761 -0.815883
0.08328840 1.92329741 3.51620626 0.049245 -0.569836 -0.820282
0.20388684 1.85125279 3.58205748 0.128881 -0.599962 -0.789579
0.50345457 1.65009809 3.87916422 0.342914 -0.736210 -0.583442
0.24306382 1.71749747 3.70296383 0.189100 -0.656470 -0.730266
0.68474275 1.58634937 4.11258173 0.435906 -0.789168 -0.432665
0.37734658 1.63580716 3.83489990 0.265320 -0.729234 -0.630732
0.21256769 1.79988027 3.62351871 0.110492 -0.634960 -0.764603
0.05535643 1.82674980 3.58404756 0.046887 -0.637942 -0.768656
0.26706845 1.63819826 3.79404902 0.209643 -0.740738 -0.638246
0.29709384 1.67267501 3.76532054 0.189270 -0.715535 -0.672449
0.62436563 1.51955378 4.17898655 0.417287 -0.813790 -0.404497
0.41767091 1.58620524 3.91709685 0.266392 -0.780261 -0.565886
0.01553193 1.70394778 3.69028521 0.041141 -0.702239 -0.710751
0.06235664 1.65488625 3.74198675 0.041041 -0.754305 -0.655240
0.51267529 1.52626073 4.06706953 0.343212 -0.824026 -0.450763
0.57176429 1.52161348 4.12240696 0.360475 -0.835862 -0.413996
0.61093622 1.47286284 4.27255535 0.419897 -0.844477 -0.332484
0.40347341 1.49291492 4.05441046 0.287136 -0.839679 -0.460970
0.37500662 1.49763405 4.03077650 0.265686 -0.825025 -0.498744
0.07172260 1.57437325 3.83661485 0.035042 -0.800349 -0.598510
0.16653810 1.60913002 3.80643821 0.107730 -0.754108 -0.647854
0.20179924 1.56886184 3.86358356 0.129452 -0.778202 -0.614527
0.11822269 1.58824766 3.82271838 0.044029 -0.757014 -0.651913
0.49496180 1.47077549 4.15938950 0.344604 -0.857647 -0.381692
0.55272186 1.43999553 4.28918314 0.360822 -0.867509 -0.342397
0.30744970 1.53973627 3.93485069 0.189050 -0.818208 -0.542951
0.38103795 1.46219909 4.09858656 0.266540 -0.863588 -0.427986
0.05289034 1.52975750 3.89562941 0.049328 -0.807569 -0.587707
0.47530431 1.38384366 4.36843491 0.298750 -0.927398 -0.225124
0.52956468 1.41097164 4.35014391 0.366360 -0.894392 -0.256600
0.55296379 1.43068409 4.31612110 0.343770 -0.887196 -0.307742
0.35828599 1.41825056 4.17341852 0.268065 -0.896019 -0.353965
0.37557432 1.37806654 4.28963137 0.287007 -0.905177 -0.313500
0.08947531 1.48774791 3.96056795 0.051373 -0.853901 -0.517894
0.02435980 1.43720627 4.04112387 0.031157 -0.879172 -0.475485
0.15536335 1.49264240 3.96293879 0.107989 -0.850950 -0.514026
0.22742769 1.43120778 4.08780003 0.131149 -0.869043 -0.477037
0.26722705 1.40730381 4.15458393 0.187089 -0.897736 -0.398833
0.35638165 1.38466108 4.25717974 0.209031 -0.909646 -0.358957
0.38814408 1.34259093 4.42465210 0.287250 -0.929671 -0.230649
0.09666250 1.38028038 4.16162395 0.033053 -0.910953 -0.411185
0.27187932 1.37005007 4.24596834 0.189487 -0.927783 -0.321425
0.33294967 1.35534334 4.32843161 0.210567 -0.935696 -0.283080
0.12196930 1.35779643 4.22198057 0.107920 -0.924833 -0.364742
0.23883960 1.34004259 4.31318474 0.131848 -0.936526 -0.324862
0.23878261 1.29941666 4.46691036 0.133788 -0.976528 -0.168798
0.24312067 1.31367052 4.41118479 0.187703 -0.952019 -0.241718
0.06110465 1.31446445 4.33950567 0.049288 -0.956697 -0.286883
0.14263235 1.28130078 4.49766588 0.112382 -0.971032 -0.210874
0.16293029 1.30335557 4.40796900 0.132007 -0.960645 -0.244409
0.06500602 1.28732347 4.44818354 0.044305 -0.978307 -0.202367
-0.07665509 0.83031338 4.92872524 -0.017010 0.155358 0.987712
-0.05953779 0.81009781 4.93221617 -0.017010 0.155358 0.987712
-0.03053229 3.89641428 3.13180494 -0.018104 0.775689 0.630856
-0.03993222 4.31135464 2.52935123 -0.025937 0.858646 0.511912
-0.28562772 -4.27435112 2.57746196 -0.080564 -0.857931 0.507409
-0.29418203 -4.28421593 2.55946183 -0.080564 -0.857931 0.507409
-0.27386251 -4.29456854 2.54470873 -0.025961 -0.856721 0.515126
-0.07345540 -4.24858141 2.62915230 -0.020477 -0.850494 0.525586
-0.14358401 -4.25053644 2.62306809 -0.020477 -0.850494 0.525586
-0.13144398 -4.24006271 2.64055324 -0.020477 -0.850494 0.525586
-0.17404005 -4.24695587 2.62760735 -0.020477 -0.850494 0.525586
-0.16085114 -4.18289566 2.72860551 -0.037516 -0.835081 0.548847
-0.06108323 -4.18489885 2.73216128 -0.037516 -0.835081 0.548847
-0.08850777 -4.15573692 2.77468514 -0.037516 -0.835081 0.548847
-0.05209234 -4.11042356 2.84127092 -0.020720 -0.819121 0.573247
-0.09108843 -4.05751801 2.91534472 -0.020720 -0.819121 0.573247
-0.18242979 -4.09587479 2.85709047 -0.020720 -0.819121 0.573247
-0.35215425 -4.24356651 2.61743212 -0.092889 -0.844573 0.527322
-0.51525271 -4.23481894 2.60295582 -0.092889 -0.844573 0.527322
-0.42117214 -4.22621441 2.63321280 -0.092889 -0.844573 0.527322
-0.40732101 -4.19146204 2.68996930 -0.081316 -0.831701 0.549237
-0.48306948 -4.14182186 2.75438905 -0.081316 -0.831701 0.549237
-0.44926685 -4.19072056 2.68497491 -0.081316 -0.831701 0.549237
-0.66112572 -4.26954126 2.51249862 -0.133129 -0.844128 0.519351
-0.59485668 -4.17262554 2.68715763 -0.133129 -0.844128 0.519351
-0.59101886 -4.19022846 2.65952229 -0.133129 -0.844128 0.519351
-0.16520913 -3.96586537 3.03584361 -0.035021 -0.802692 0.595365
-0.23836885 -4.02962685 2.94574285 -0.035021 -0.802692 0.595365
-0.13814870 -4.02357292 2.95997739 -0.035021 -0.802692 0.595365
-0.08977412 -3.94854617 3.06113434 -0.020898 -0.784355 0.619961
-0.16020936 -3.90266800 3.11667871 -0.020898 -0.784355 0.619961
