The time spent in the parallel computing activating process is 0.000233s.
-----
No.1	 toolpath 535.098155	[r = 600.000000] is calculated within 0.026740s.
-----
initial linear search begins: 
No.	x	f(x)
23	399.371305	0.098409
24	400.131650	0.099224
25	400.891995	0.100038
26	401.652340	0.100853
27	402.412684	0.101669
28	403.173029	0.102485
29	403.933374	0.103302
30	404.693719	0.104119
31	405.454064	0.104937
32	406.214409	0.105755
33	406.974753	0.106574
34	407.735098	0.107393
35	408.495443	0.108212
36	409.255788	0.109032
37	410.016133	0.109853
38	410.776478	0.110674
39	411.536822	0.111495
40	412.297167	0.112318
41	413.057512	0.113140
42	413.817857	0.113963
43	414.578202	0.114787
44	415.338547	0.080316
45	416.098892	-0.053231
bisection interval found by 1-dim search: [415.338547,416.098892]
No.45	 toolpath 351.185226	[r = 415.853116] is calculated within 11.400079s.
-----
initial linear search begins: 
No.	x	f(x)
0	377.802470	0.658317
1	378.563483	0.640546
2	379.324496	0.625969
3	380.085509	0.608064
4	380.846522	0.587508
5	381.607535	0.560998
6	382.368548	0.554414
7	383.129560	0.553271
8	383.890573	0.552129
9	384.651586	0.550986
10	385.412599	0.549844
11	386.173612	0.532713
12	386.934625	0.493909
13	387.695638	0.440502
14	388.456651	0.376403
15	389.217664	0.303741
16	389.978677	0.228243
17	390.739690	0.153376
18	391.500703	0.087399
19	392.261715	0.086490
20	393.022728	0.087299
21	393.783741	0.088108
22	394.544754	0.088918
23	395.305767	0.089728
24	396.066780	0.090539
25	396.827793	0.091350
26	397.588806	0.092161
27	398.349819	0.092973
28	399.110832	0.093786
29	399.871845	0.094599
30	400.632858	0.095412
31	401.393871	0.096226
32	402.154883	0.097041
33	402.915896	0.097855
34	403.676909	0.098671
35	404.437922	0.099487
36	405.198935	0.100303
37	405.959948	0.101120
38	406.720961	0.101937
39	407.481974	0.102754
40	408.242987	0.103573
41	409.004000	0.104392
42	409.765013	0.105211
43	410.526026	0.106031
44	411.287038	0.075093
45	412.048051	-0.054297
bisection interval found by 1-dim search: [411.287038,412.048051]
No.46	 toolpath 347.122280	[r = 411.791655] is calculated within 11.389021s.
-----
initial linear search begins: 
No.	x	f(x)
0	373.707844	0.580356
1	374.469520	0.572462
2	375.231197	0.571313
3	375.992873	0.570165
4	376.754549	0.569017
5	377.516225	0.567869
6	378.277902	0.566722
7	379.039578	0.565575
8	379.801254	0.556013
9	380.562930	0.540041
10	381.324607	0.517322
11	382.086283	0.486059
12	382.847959	0.443850
13	383.609635	0.388765
14	384.371311	0.323679
15	385.132988	0.251011
16	385.894664	0.173712
17	386.656340	0.098373
18	387.418016	0.077034
19	388.179693	0.077838
20	388.941369	0.078643
21	389.703045	0.079449
22	390.464721	0.080255
23	391.226397	0.081062
24	391.988074	0.081869
25	392.749750	0.082676
26	393.511426	0.083484
27	394.273102	0.084293
28	395.034779	0.085101
29	395.796455	0.085911
30	396.558131	0.086721
31	397.319807	0.087531
32	398.081483	0.088342
33	398.843160	0.089153
34	399.604836	0.089965
35	400.366512	0.090777
36	401.128188	0.091589
37	401.889865	0.092403
38	402.651541	0.093216
39	403.413217	0.094030
40	404.174893	0.094845
41	404.936569	0.095660
42	405.698246	0.096475
43	406.459922	0.097291
44	407.221598	0.070648
45	407.983274	-0.055508
bisection interval found by 1-dim search: [407.221598,407.983274]
No.47	 toolpath 343.042402	[r = 407.711778] is calculated within 11.340279s.
-----
initial linear search begins: 
No.	x	f(x)
0	369.595008	0.586034
1	370.357343	0.584881
2	371.119679	0.583728
3	371.882014	0.572204
4	372.644350	0.548849
5	373.406685	0.528581
6	374.169020	0.513035
7	374.931356	0.500383
8	375.693691	0.488048
9	376.456027	0.472982
10	377.218362	0.452664
11	377.980697	0.424258
12	378.743033	0.384353
13	379.505368	0.331523
14	380.267704	0.267305
15	381.030039	0.194903
16	381.792375	0.118752
17	382.554710	0.067593
18	383.317045	0.068394
19	384.079381	0.069195
20	384.841716	0.069997
21	385.604052	0.070799
22	386.366387	0.071601
23	387.128722	0.072404
24	387.891058	0.073208
25	388.653393	0.074012
26	389.415729	0.074816
27	390.178064	0.075621
28	390.940399	0.076426
29	391.702735	0.077232
30	392.465070	0.078038
31	393.227406	0.078845
32	393.989741	0.079652
33	394.752076	0.080460
34	395.514412	0.081268
35	396.276747	0.082076
36	397.039083	0.082885
37	397.801418	0.083695
38	398.563753	0.084505
39	399.326089	0.085315
40	400.088424	0.086126
41	400.850760	0.086937
42	401.613095	0.087749
43	402.375431	0.088561
44	403.137766	0.065495
45	403.900101	-0.056870
bisection interval found by 1-dim search: [403.137766,403.900101]
No.48	 toolpath 338.950060	[r = 403.617948] is calculated within 11.311171s.
-----
initial linear search begins: 
No.	x	f(x)
0	365.468464	0.598537
1	366.231453	0.591495
2	366.994443	0.556267
3	367.757433	0.514144
4	368.520422	0.477322
5	369.283412	0.449973
6	370.046402	0.431759
7	370.809391	0.419200
8	371.572381	0.408277
9	372.335371	0.396112
10	373.098360	0.379438
11	373.861350	0.355578
12	374.624340	0.319733
13	375.387330	0.270434
14	376.150319	0.208739
15	376.913309	0.136942
16	377.676299	0.060630
17	378.439288	0.058974
18	379.202278	0.059772
19	379.965268	0.060569
20	380.728257	0.061367
21	381.491247	0.062166
22	382.254237	0.062965
23	383.017226	0.063765
24	383.780216	0.064565
25	384.543206	0.065365
26	385.306195	0.066166
27	386.069185	0.066967
28	386.832175	0.067769
29	387.595165	0.068571
30	388.358154	0.069374
31	389.121144	0.070177
32	389.884134	0.070981
33	390.647123	0.071785
34	391.410113	0.072589
35	392.173103	0.073394
36	392.936092	0.074199
37	393.699082	0.075005
38	394.462072	0.075812
39	395.225061	0.076618
40	395.988051	0.077426
41	396.751041	0.078233
42	397.514030	0.079041
43	398.277020	0.079850
44	399.040010	0.060864
45	399.802999	-0.057352
bisection interval found by 1-dim search: [399.040010,399.802999]
No.49	 toolpath 334.843775	[r = 399.511663] is calculated within 11.325555s.
-----
initial linear search begins: 
No.	x	f(x)
0	361.329724	0.593915
1	362.093363	0.548341
2	362.857002	0.494844
3	363.620641	0.442023
4	364.384279	0.398747
5	365.147918	0.366290
6	365.911557	0.346340
7	366.675196	0.333878
8	367.438834	0.324748
9	368.202473	0.315469
10	368.966112	0.301883
11	369.729751	0.282205
12	370.493389	0.251768
13	371.257028	0.205149
14	372.020667	0.146142
15	372.784306	0.076738
16	373.547945	0.049579
17	374.311583	0.050372
18	375.075222	0.051166
19	375.838861	0.051960
20	376.602500	0.052756
21	377.366138	0.053551
22	378.129777	0.054346
23	378.893416	0.055143
24	379.657055	0.055939
25	380.420693	0.056736
26	381.184332	0.057534
27	381.947971	0.058331
28	382.711610	0.059130
29	383.475249	0.059928
30	384.238887	0.060727
31	385.002526	0.061527
32	385.766165	0.062327
33	386.529804	0.063127
34	387.293442	0.063929
35	388.057081	0.064730
36	388.820720	0.065532
37	389.584359	0.066334
38	390.347997	0.067137
39	391.111636	0.067940
40	391.875275	0.068744
41	392.638914	0.069548
42	393.402552	0.070353
43	394.166191	0.071158
44	394.929830	0.055192
45	395.693469	-0.059030
bisection interval found by 1-dim search: [394.929830,395.693469]
No.50	 toolpath 330.713117	[r = 395.381003] is calculated within 11.679655s.
-----
initial linear search begins: 
No.	x	f(x)
0	357.166780	0.029761
1	357.931065	0.029172
2	358.695349	0.029956
3	359.459634	0.030740
4	360.223918	0.031525
5	360.988203	0.032310
6	361.752487	0.257894
7	362.516772	0.245727
8	363.281056	0.237818
9	364.045341	0.231235
10	364.809625	0.221661
11	365.573910	0.204788
12	366.338194	0.178391
13	367.102478	0.137959
14	367.866763	0.082007
15	368.631047	0.040184
16	369.395332	0.040974
17	370.159616	0.041764
18	370.923901	0.042554
19	371.688185	0.043346
20	372.452470	0.044137
21	373.216754	0.044929
22	373.981039	0.045721
23	374.745323	0.046514
24	375.509607	0.047307
25	376.273892	0.048101
26	377.038176	0.048895
27	377.802461	0.049689
28	378.566745	0.050484
29	379.331030	0.051279
30	380.095314	0.052075
31	380.859599	0.052871
32	381.623883	0.053668
33	382.388168	0.054465
34	383.152452	0.055262
35	383.916736	0.056060
36	384.681021	0.056859
37	385.445305	0.057657
38	386.209590	0.058456
39	386.973874	0.059256
40	387.738159	0.060057
41	388.502443	0.060857
42	389.266728	0.061658
43	390.031012	0.062460
44	390.795297	0.049793
45	391.559581	-0.060874
bisection interval found by 1-dim search: [390.795297,391.559581]
No.51	 toolpath 326.561052	[r = 391.230431] is calculated within 11.280589s.
-----
initial linear search begins: 
No.	x	f(x)
0	352.984133	0.019836
1	353.749059	0.020617
2	354.513985	0.021397
3	355.278911	0.022178
4	356.043837	0.022960
5	356.808763	0.023742
6	357.573689	0.024524
7	358.338615	0.025307
8	359.103541	0.026090
9	359.868467	0.026874
10	360.633393	0.027658
11	361.398319	0.126032
12	362.163245	0.103365
13	362.928171	0.067325
14	363.693097	0.030797
15	364.458023	0.031583
16	365.222949	0.032370
17	365.987875	0.033157
18	366.752800	0.033944
19	367.517726	0.034732
20	368.282652	0.035520
21	369.047578	0.036308
22	369.812504	0.037097
23	370.577430	0.037887
24	371.342356	0.038676
25	372.107282	0.039467
26	372.872208	0.040257
27	373.637134	0.041048
28	374.402060	0.041840
29	375.166986	0.042631
30	375.931912	0.043424
31	376.696838	0.044217
32	377.461764	0.045010
33	378.226690	0.045804
34	378.991616	0.046598
35	379.756542	0.047392
36	380.521468	0.048187
37	381.286394	0.048982
38	382.051320	0.049778
39	382.816246	0.050575
40	383.581172	0.051371
41	384.346098	0.052168
42	385.111023	0.052966
43	385.875949	0.053764
44	386.640875	0.044177
45	387.405801	-0.062456
bisection interval found by 1-dim search: [386.640875,387.405801]
No.52	 toolpath 322.380104	[r = 387.049483] is calculated within 11.254463s.
-----
initial linear search begins: 
No.	x	f(x)
0	348.771244	0.011267
1	349.536809	0.012044
2	350.302374	0.012821
3	351.067939	0.013599
4	351.833504	0.014377
5	352.599068	0.015156
6	353.364633	0.015935
7	354.130198	0.016715
8	354.895763	0.017494
9	355.661327	0.018275
10	356.426892	0.019056
11	357.192457	0.019837
12	357.958022	0.020618
13	358.723587	0.021400
14	359.489151	0.022182
15	360.254716	0.022965
16	361.020281	0.023748
17	361.785846	0.024532
18	362.551410	0.025316
19	363.316975	0.026100
20	364.082540	0.026885
21	364.848105	0.027671
22	365.613670	0.028456
23	366.379234	0.029242
24	367.144799	0.030029
25	367.910364	0.030815
26	368.675929	0.031603
27	369.441493	0.032391
28	370.207058	0.033179
29	370.972623	0.033967
30	371.738188	0.034756
31	372.503753	0.035545
32	373.269317	0.036335
33	374.034882	0.037126
34	374.800447	0.037916
35	375.566012	0.038707
36	376.331576	0.039499
37	377.097141	0.040291
38	377.862706	0.041083
39	378.628271	0.041876
40	379.393836	0.042669
41	380.159400	0.043463
42	380.924965	0.044257
43	381.690530	0.045051
44	382.456095	0.037157
45	383.221659	-0.065063
bisection interval found by 1-dim search: [382.456095,383.221659]
No.53	 toolpath 318.171740	[r = 382.841120] is calculated within 11.248845s.
-----
initial linear search begins: 
No.	x	f(x)
0	344.531104	0.002683
1	345.297304	0.003457
2	346.063504	0.004232
3	346.829705	0.005006
4	347.595905	0.005781
5	348.362105	0.006557
6	349.128306	0.007333
7	349.894506	0.008109
8	350.660706	0.008886
9	351.426907	0.009663
10	352.193107	0.010440
11	352.959307	0.011219
12	353.725508	0.011997
13	354.491708	0.012775
14	355.257908	0.013555
15	356.024109	0.014334
16	356.790309	0.015114
17	357.556509	0.015895
18	358.322710	0.016675
19	359.088910	0.017456
20	359.855110	0.018238
21	360.621311	0.019020
22	361.387511	0.019802
23	362.153711	0.020585
24	362.919911	0.021368
25	363.686112	0.022152
26	364.452312	0.022936
27	365.218512	0.023720
28	365.984713	0.024505
29	366.750913	0.025290
30	367.517113	0.026076
31	368.283314	0.026862
32	369.049514	0.027648
33	369.815714	0.028435
34	370.581915	0.029222
35	371.348115	0.030010
36	372.114315	0.030798
37	372.880516	0.031587
38	373.646716	0.032376
39	374.412916	0.033165
40	375.179117	0.033955
41	375.945317	0.034746
42	376.711517	0.035536
43	377.477718	0.036327
44	378.243918	0.030616
45	379.010118	-0.067337
bisection interval found by 1-dim search: [378.243918,379.010118]
No.54	 toolpath 313.926960	[r = 378.596340] is calculated within 11.203139s.
-----
initial linear search begins: 
No.	x	f(x)
0	340.254650	-0.005932
1	339.487816	-0.006703
2	338.720982	-0.007472
3	337.954148	-0.008242
4	337.187315	-0.009012
5	336.420481	0.009214
bisection interval found by 1-dim search: [336.420481,337.187315]
No.55	 toolpath 282.478025	[r = 336.654874] is calculated within 8.552653s.
-----
initial linear search begins: 
No.	x	f(x)
0	298.020443	-0.709224
1	297.247754	-0.667301
2	296.475066	-0.623367
3	295.702377	-0.580529
4	294.929688	-0.541148
5	294.157000	-0.508094
6	293.384311	-0.481015
7	292.611622	-0.457387
8	291.838934	-0.434010
9	291.066245	-0.780499
10	290.293557	-0.785182
11	289.520868	-0.789860
12	288.748179	-0.794536
13	287.975491	-0.799208
14	287.202802	-0.791536
15	286.430113	-0.749175
16	285.657425	-0.706382
17	284.884736	-0.664774
18	284.112048	-0.628113
19	283.339359	-0.599799
20	282.566670	-0.575593
21	281.793982	-0.554902
22	281.021293	-0.533819
23	280.248604	-0.509745
24	279.475916	-0.481145
25	278.703227	-0.445075
26	277.930538	-0.399297
27	277.157850	-0.343548
28	276.385161	-0.281267
29	275.612473	-0.212741
30	274.839784	-0.142204
31	274.067095	-0.070049
32	273.294407	0.000052
bisection interval found by 1-dim search: [273.294407,274.067095]
No.56	 toolpath 241.364758	[r = 273.299689] is calculated within 29.891839s.
-----
initial linear search begins: 
No.	x	f(x)
0	234.291391	-0.198846
1	233.511225	-0.173306
2	232.731059	-0.144163
3	231.950893	-0.113263
4	231.170727	-0.080485
5	230.390561	-0.045539
6	229.610395	-0.008248
7	228.830229	0.030800
bisection interval found by 1-dim search: [228.830229,229.610395]
No.57	 toolpath 198.690492	[r = 229.440496] is calculated within 9.046940s.
-----
initial linear search begins: 
No.	x	f(x)
0	190.220470	-0.297564
1	189.436070	-0.286861
2	188.651669	-0.265968
3	187.867269	-0.235582
4	187.082868	-0.195172
5	186.298468	-0.148102
6	185.514067	-0.097061
7	184.729667	-0.045159
8	183.945266	0.006537
bisection interval found by 1-dim search: [183.945266,184.729667]
No.58	 toolpath 161.710677	[r = 184.047146] is calculated within 9.147411s.
-----
initial linear search begins: 
No.	x	f(x)
0	144.647787	0.174490
1	145.435774	0.149508
2	146.223761	0.124756
3	147.011748	0.099780
4	147.799736	0.074380
5	148.587723	0.047919
6	149.375710	0.020659
7	150.163697	-0.008017
bisection interval found by 1-dim search: [149.375710,150.163697]
No.59	 toolpath 128.428759	[r = 149.955158] is calculated within 6.232752s.
-----
initial linear search begins: 
No.	x	f(x)
0	110.447400	-0.413568
1	109.657244	-0.399638
2	108.867089	-0.385215
3	108.076934	-0.369767
4	107.286779	-0.351518
5	106.496624	-0.329082
6	105.706469	-0.321265
7	104.916313	-0.292527
8	104.126158	-0.258471
9	103.336003	-0.220428
10	102.545848	-0.177570
11	101.755693	-0.131587
12	100.965538	-0.082688
13	100.175383	-0.031788
14	99.385227	0.021322
bisection interval found by 1-dim search: [99.385227,100.175383]
No.60	 toolpath 88.376173	[r = 99.694653] is calculated within 13.132335s.
-----
initial linear search begins: 
No.	x	f(x)
0	60.067791	-0.036344
1	59.275253	0.004334
bisection interval found by 1-dim search: [59.275253,60.067791]
No.61	 toolpath 48.791950	[r = 59.361163] is calculated within 5.307607s.
-----
initial linear search begins: 
No.	x	f(x)
0	19.673543	-0.582178
1	18.879790	-0.549133
2	18.086038	-0.515142
3	17.292286	-0.481936
4	16.498533	-0.468921
5	15.704781	-0.435619
6	14.911028	-0.404128
7	14.117276	-0.374075
8	13.323524	-0.346691
9	12.529771	-0.320851
10	11.736019	-0.296314
11	10.942266	-0.271602
12	10.148514	-0.245176
13	9.354762	-0.214714
14	8.561009	-0.180969
15	7.767257	-0.143569
16	6.973504	-0.103555
17	6.179752	-0.063285
18	5.386000	-0.023951
19	4.592247	0.013349
bisection interval found by 1-dim search: [4.592247,5.386000]
No.62	 toolpath 8.094737	[r = 4.879827] is calculated within 16.691722s.
-----
initial linear search begins: 
No.	x	f(x)
0	-34.840901	0.073310
1	-34.046486	0.029102
2	-33.252072	-0.011938
bisection interval found by 1-dim search: [-34.046486,-33.252072]
No.63	 toolpath -28.555180	[r = -33.499550] is calculated within 5.405965s.
-----
-----
No.63	 toolpath point at [r = 0] is calculated within 2.889820s.
-----
The toolpath concentric optimization process causes 714.672460 seconds.
The time spent in the spiral toolpath generation process is 0.956071s.
close all; save data.mat
s6_post_process
s4_optim_2D_aspheric_actual_tip_multi_iter
