The time spent in the parallel computing activating process is 0.000233s.
-----
No.1	 toolpath 535.098155	[r = 600.000000] is calculated within 0.026740s.
-----
initial linear search begins: 
No.	x	f(x)
35	496.559905	0.312179
36	497.303980	0.274482
37	498.048054	0.173087
38	498.792129	0.215930
39	499.536203	0.246625
40	500.280278	0.246788
41	501.024353	0.245720
42	501.768427	0.245039
43	502.512502	0.202909
44	503.256576	0.098221
45	504.000651	-0.068650
bisection interval found by 1-dim search: [503.256576,504.000651]
No.23	 toolpath 439.057350	[r = 503.725256] is calculated within 11.370571s.
-----
initial linear search begins: 
No.	x	f(x)
0	466.480750	1.563206
1	467.225640	1.459602
2	467.970530	1.369703
3	468.715420	1.299641
4	469.460310	1.276816
5	470.205201	1.274025
6	470.950091	1.271233
7	471.694981	1.268440
8	472.439871	1.265646
9	473.184761	1.262852
10	473.929651	1.260058
11	474.674541	1.257263
12	475.419431	1.229728
13	476.164322	1.192965
14	476.909212	1.152808
15	477.654102	1.106238
16	478.398992	1.049844
17	479.143882	0.979503
18	479.888772	0.894423
19	480.633662	0.796220
20	481.378552	0.689438
21	482.123443	0.577527
22	482.868333	0.464761
23	483.613223	0.355353
24	484.358113	0.291389
25	485.103003	0.292299
26	485.847893	0.293211
27	486.592783	0.294122
28	487.337673	0.295035
29	488.082563	0.295948
30	488.827454	0.296863
31	489.572344	0.297777
32	490.317234	0.298693
33	491.062124	0.299609
34	491.807014	0.300526
35	492.551904	0.301664
36	493.296794	0.271657
37	494.041684	0.170529
38	494.786575	0.214996
39	495.531465	0.249903
40	496.276355	0.258281
41	497.021245	0.257211
42	497.766135	0.255194
43	498.511025	0.206301
44	499.255915	0.100508
45	500.000805	-0.065624
bisection interval found by 1-dim search: [499.255915,500.000805]
No.24	 toolpath 435.065933	[r = 499.735293] is calculated within 11.854225s.
-----
initial linear search begins: 
No.	x	f(x)
0	462.450433	1.516766
1	463.196131	1.412271
2	463.941828	1.322573
3	464.687525	1.309774
4	465.433222	1.306983
5	466.178919	1.304191
6	466.924617	1.301399
7	467.670314	1.298606
8	468.416011	1.295812
9	469.161708	1.293019
10	469.907405	1.274701
11	470.653103	1.230183
12	471.398800	1.188391
13	472.144497	1.149024
14	472.890194	1.108711
15	473.635891	1.064013
16	474.381588	1.010859
17	475.127286	0.942299
18	475.872983	0.858892
19	476.618680	0.763184
20	477.364377	0.658718
21	478.110074	0.549197
22	478.855772	0.439676
23	479.601469	0.332674
24	480.347166	0.286941
25	481.092863	0.285868
26	481.838560	0.284795
27	482.584258	0.284339
28	483.329955	0.285245
29	484.075652	0.286153
30	484.821349	0.287061
31	485.567046	0.287971
32	486.312743	0.288880
33	487.058441	0.289791
34	487.804138	0.290702
35	488.549835	0.291614
36	489.295532	0.268734
37	490.041229	0.172892
38	490.786927	0.213409
39	491.532624	0.250746
40	492.278321	0.269776
41	493.024018	0.268703
42	493.769715	0.262078
43	494.515413	0.208336
44	495.261110	0.102330
45	496.006807	-0.064090
bisection interval found by 1-dim search: [495.261110,496.006807]
No.25	 toolpath 431.077472	[r = 495.746832] is calculated within 11.530953s.
-----
initial linear search begins: 
No.	x	f(x)
0	458.421999	1.471464
1	459.168495	1.367033
2	459.914992	1.342679
3	460.661489	1.339889
4	461.407985	1.337098
5	462.154482	1.334306
6	462.900979	1.331514
7	463.647475	1.328720
8	464.393972	1.325927
9	465.140469	1.298138
10	465.886965	1.238825
11	466.633462	1.185517
12	467.379959	1.140128
13	468.126455	1.101031
14	468.872952	1.061842
15	469.619449	1.020656
16	470.365946	0.968202
17	471.112442	0.903773
18	471.858939	0.823187
19	472.605436	0.730312
20	473.351932	0.627724
21	474.098429	0.520716
22	474.844926	0.413076
23	475.591422	0.309563
24	476.337919	0.298487
25	477.084416	0.297411
26	477.830912	0.296336
27	478.577409	0.295260
28	479.323906	0.294184
29	480.070402	0.291018
30	480.816899	0.277338
31	481.563396	0.278241
32	482.309892	0.279145
33	483.056389	0.280050
34	483.802886	0.280956
35	484.549382	0.281862
36	485.295879	0.265373
37	486.042376	0.178602
38	486.788872	0.211814
39	487.535369	0.249762
40	488.281866	0.276151
41	489.028362	0.280205
42	489.774859	0.265195
43	490.521356	0.210095
44	491.267852	0.103850
45	492.014349	-0.062209
bisection interval found by 1-dim search: [491.267852,492.014349]
No.26	 toolpath 427.096398	[r = 491.764302] is calculated within 11.593833s.
-----
initial linear search begins: 
No.	x	f(x)
0	454.399915	1.426640
1	455.147203	1.375499
2	455.894491	1.372710
3	456.641778	1.369919
4	457.389066	1.367128
5	458.136354	1.364336
6	458.883641	1.361543
7	459.630929	1.358751
8	460.378217	1.335718
9	461.125505	1.265041
10	461.872792	1.194864
11	462.620080	1.136252
12	463.367368	1.089465
13	464.114656	1.051596
14	464.861943	1.013367
15	465.609231	0.973335
16	466.356519	0.925970
17	467.103807	0.864196
18	467.851094	0.787101
19	468.598382	0.696594
20	469.345670	0.597353
21	470.092957	0.492819
22	470.840245	0.388176
23	471.587533	0.311109
24	472.334821	0.310030
25	473.082108	0.308952
26	473.829396	0.307873
27	474.576684	0.306795
28	475.323972	0.305717
29	476.071259	0.289426
30	476.818547	0.267700
31	477.565835	0.268598
32	478.313123	0.269497
33	479.060410	0.270396
34	479.807698	0.271296
35	480.554986	0.272197
36	481.302274	0.261203
37	482.049561	0.184111
38	482.796849	0.210261
39	483.544137	0.248017
40	484.291424	0.273526
41	485.038712	0.277616
42	485.786000	0.265248
43	486.533288	0.210809
44	487.280575	0.105796
45	488.027863	-0.060006
bisection interval found by 1-dim search: [487.280575,488.027863]
No.27	 toolpath 423.118406	[r = 487.786308] is calculated within 11.578389s.
-----
initial linear search begins: 
No.	x	f(x)
0	450.382773	1.408256
1	451.130844	1.405467
2	451.878915	1.402677
3	452.626985	1.399886
4	453.375056	1.397095
5	454.123127	1.394303
6	454.871197	1.391511
7	455.619268	1.379640
8	456.367339	1.307668
9	457.115409	1.223233
10	457.863480	1.146214
11	458.611551	1.084776
12	459.359622	1.037690
13	460.107692	0.998836
14	460.855763	0.963427
15	461.603834	0.926285
16	462.351904	0.880813
17	463.099975	0.823536
18	463.848046	0.750088
19	464.596116	0.662572
20	465.344187	0.565972
21	466.092258	0.464720
22	466.840329	0.362910
23	467.588399	0.322660
24	468.336470	0.321579
25	469.084541	0.320498
26	469.832611	0.319416
27	470.580682	0.318335
28	471.328753	0.317254
29	472.076823	0.280290
30	472.824894	0.258140
31	473.572965	0.259033
32	474.321036	0.259926
33	475.069106	0.260820
34	475.817177	0.261715
35	476.565248	0.262610
36	477.313318	0.256129
37	478.061389	0.188777
38	478.809460	0.209073
39	479.557530	0.245816
40	480.305601	0.266985
41	481.053672	0.267996
42	481.801743	0.262051
43	482.549813	0.210720
44	483.297884	0.106998
45	484.045955	-0.058865
bisection interval found by 1-dim search: [483.297884,484.045955]
No.28	 toolpath 419.139167	[r = 483.807069] is calculated within 11.587241s.
-----
initial linear search begins: 
No.	x	f(x)
0	446.364732	1.438200
1	447.113578	1.435410
2	447.862425	1.432620
3	448.611272	1.429829
4	449.360119	1.427038
5	450.108965	1.424246
6	450.857812	1.421001
7	451.606659	1.358424
8	452.355506	1.268159
9	453.104352	1.176938
10	453.853199	1.096708
11	454.602046	1.032082
12	455.350893	0.984630
13	456.099739	0.945892
14	456.848586	0.912343
15	457.597433	0.878174
16	458.346280	0.835456
17	459.095126	0.783122
18	459.843973	0.711806
19	460.592820	0.628794
20	461.341667	0.534759
21	462.090513	0.436798
22	462.839360	0.339369
23	463.588207	0.334232
24	464.337054	0.333147
25	465.085900	0.332064
26	465.834747	0.330980
27	466.583594	0.329896
28	467.332441	0.321178
29	468.081287	0.265913
30	468.830134	0.248644
31	469.578981	0.249531
32	470.327827	0.250419
33	471.076674	0.251308
34	471.825521	0.252197
35	472.574368	0.253087
36	473.323214	0.251583
37	474.072061	0.193483
38	474.820908	0.208143
39	475.569755	0.242859
40	476.318601	0.257547
41	477.067448	0.258441
42	477.816295	0.256770
43	478.565142	0.209966
44	479.313988	0.107633
45	480.062835	-0.057448
bisection interval found by 1-dim search: [479.313988,480.062835]
No.29	 toolpath 415.164576	[r = 479.833940] is calculated within 11.704899s.
-----
initial linear search begins: 
No.	x	f(x)
0	442.353217	1.468069
1	443.102831	1.465280
2	443.852446	1.462489
3	444.602060	1.459699
4	445.351675	1.456907
5	446.101289	1.454115
6	446.850903	1.409535
7	447.600518	1.321405
8	448.350132	1.223915
9	449.099747	1.127756
10	449.849361	1.044848
11	450.598976	0.978276
12	451.348590	0.929634
13	452.098205	0.893384
14	452.847819	0.860784
15	453.597434	0.828175
16	454.347048	0.789460
17	455.096663	0.740489
18	455.846277	0.673514
19	456.595891	0.593184
20	457.345506	0.503794
21	458.095120	0.409678
22	458.844735	0.346892
23	459.594349	0.345805
24	460.343964	0.344718
25	461.093578	0.343631
26	461.843193	0.342545
27	462.592807	0.341458
28	463.342422	0.314154
29	464.092036	0.248036
30	464.841650	0.239225
31	465.591265	0.240107
32	466.340879	0.240990
33	467.090494	0.241874
34	467.840108	0.242758
35	468.589723	0.243643
36	469.339337	0.244458
37	470.088952	0.197544
38	470.838566	0.207331
39	471.588181	0.239472
40	472.337795	0.248077
41	473.087409	0.248966
42	473.837024	0.250071
43	474.586638	0.208299
44	475.336253	0.107956
45	476.085867	-0.056550
bisection interval found by 1-dim search: [475.336253,476.085867]
No.30	 toolpath 411.190301	[r = 475.858201] is calculated within 11.849845s.
-----
initial linear search begins: 
No.	x	f(x)
0	438.339423	1.497914
1	439.089799	1.495125
2	439.840174	1.492334
3	440.590550	1.489544
4	441.340925	1.486752
5	442.091301	1.456237
6	442.841676	1.374626
7	443.592052	1.277755
8	444.342428	1.175563
9	445.092803	1.077817
10	445.843179	0.991480
11	446.593554	0.924015
12	447.343930	0.875572
13	448.094305	0.839527
14	448.844681	0.808366
15	449.595057	0.778407
16	450.345432	0.742954
17	451.095808	0.696434
18	451.846183	0.635218
19	452.596559	0.558461
20	453.346934	0.472868
21	454.097310	0.383360
22	454.847685	0.358489
23	455.598061	0.357400
24	456.348437	0.356310
25	457.098812	0.355220
26	457.849188	0.354131
27	458.599563	0.349477
28	459.349939	0.300838
29	460.100314	0.228990
30	460.850690	0.229866
31	461.601066	0.230744
32	462.351441	0.231622
33	463.101817	0.232500
34	463.852192	0.233380
35	464.602568	0.234259
36	465.352943	0.235140
37	466.103319	0.201338
38	466.853694	0.207014
39	467.604070	0.235383
40	468.354446	0.238669
41	469.104821	0.239552
42	469.855197	0.240437
43	470.605572	0.206029
44	471.355948	0.108145
45	472.106323	-0.054715
bisection interval found by 1-dim search: [471.355948,472.106323]
No.31	 toolpath 407.216389	[r = 471.884288] is calculated within 11.568955s.
-----
initial linear search begins: 
No.	x	f(x)
0	434.327827	1.527718
1	435.078956	1.524929
2	435.830085	1.522139
3	436.581215	1.519348
4	437.332344	1.494025
5	438.083473	1.421888
6	438.834602	1.330439
7	439.585732	1.229680
8	440.336861	1.125520
9	441.087990	1.025943
10	441.839119	0.938318
11	442.590248	0.870034
12	443.341378	0.821020
13	444.092507	0.784388
14	444.843636	0.755665
15	445.594765	0.728023
16	446.345895	0.695805
17	447.097024	0.653032
18	447.848153	0.595805
19	448.599282	0.524088
20	449.350412	0.442458
21	450.101541	0.371194
22	450.852670	0.370102
23	451.603799	0.369009
24	452.354928	0.367916
25	453.106058	0.366824
26	453.857187	0.365732
27	454.608316	0.343952
28	455.359445	0.283026
29	456.110575	0.219701
30	456.861704	0.220572
31	457.612833	0.221445
32	458.363962	0.222318
33	459.115092	0.223192
34	459.866221	0.224066
35	460.617350	0.224941
36	461.368479	0.225817
37	462.119608	0.204504
38	462.870738	0.206524
39	463.621867	0.228333
40	464.372996	0.229326
41	465.124125	0.230204
42	465.875255	0.231084
43	466.626384	0.203602
44	467.377513	0.107834
45	468.128642	-0.054069
bisection interval found by 1-dim search: [467.377513,468.128642]
No.32	 toolpath 403.241420	[r = 467.909318] is calculated within 11.626820s.
-----
initial linear search begins: 
No.	x	f(x)
0	430.315517	1.557498
1	431.067393	1.554709
2	431.819269	1.551918
3	432.571145	1.520108
4	433.323021	1.455329
5	434.074897	1.374626
6	434.826773	1.280905
7	435.578649	1.178367
8	436.330525	1.073800
9	437.082401	0.973244
10	437.834277	0.884903
11	438.586153	0.815134
12	439.338029	0.764921
13	440.089905	0.729742
14	440.841781	0.702593
15	441.593657	0.678276
16	442.345533	0.647986
17	443.097409	0.610476
18	443.849286	0.556584
19	444.601162	0.490267
20	445.353038	0.412999
21	446.104914	0.382832
22	446.856790	0.381736
23	447.608666	0.380641
24	448.360542	0.379545
25	449.112418	0.378450
26	449.864294	0.374908
27	450.616170	0.329959
28	451.368046	0.261715
29	452.119922	0.210470
30	452.871798	0.211337
31	453.623674	0.212205
32	454.375550	0.213073
33	455.127426	0.213942
34	455.879302	0.214811
35	456.631178	0.215682
36	457.383054	0.216552
37	458.134930	0.206392
38	458.886806	0.206321
39	459.638682	0.219168
40	460.390558	0.220042
41	461.142434	0.220915
42	461.894310	0.221790
43	462.646186	0.199601
44	463.398062	0.108304
45	464.149938	-0.053127
bisection interval found by 1-dim search: [463.398062,464.149938]
No.33	 toolpath 399.265435	[r = 463.934802] is calculated within 11.633850s.
-----
initial linear search begins: 
No.	x	f(x)
0	426.304017	1.587248
1	427.056633	1.566765
2	427.809249	1.524516
3	428.561864	1.470984
4	429.314480	1.403449
5	430.067096	1.321189
6	430.819711	1.227434
7	431.572327	1.125020
8	432.324943	1.020690
9	433.077558	0.921244
10	433.830174	0.831570
11	434.582790	0.760110
12	435.335406	0.710100
13	436.088021	0.674890
14	436.840637	0.649147
15	437.593253	0.626070
16	438.345868	0.599813
17	439.098484	0.565035
18	439.851100	0.517845
19	440.603715	0.455472
20	441.356331	0.395588
21	442.108947	0.394490
22	442.861562	0.393391
23	443.614178	0.392292
24	444.366794	0.391194
25	445.119410	0.390096
26	445.872025	0.367256
27	446.624641	0.310109
28	447.377257	0.237953
29	448.129872	0.201297
30	448.882488	0.202160
31	449.635104	0.203023
32	450.387719	0.203886
33	451.140335	0.204751
34	451.892951	0.205615
35	452.645566	0.206481
36	453.398182	0.207347
37	454.150798	0.205913
38	454.903414	0.205551
39	455.656029	0.209949
40	456.408645	0.210817
41	457.161261	0.211686
42	457.913876	0.212556
43	458.666492	0.195071
44	459.419108	0.107443
45	460.171723	-0.052669
bisection interval found by 1-dim search: [459.419108,460.171723]
No.34	 toolpath 395.284068	[r = 459.951965] is calculated within 11.510777s.
-----
initial linear search begins: 
No.	x	f(x)
0	422.284473	1.546724
1	423.037822	1.508335
2	423.791172	1.464025
3	424.544522	1.410773
4	425.297872	1.345521
5	426.051222	1.264574
6	426.804572	1.171915
7	427.557922	1.070419
8	428.311271	0.967150
9	429.064621	0.867289
10	429.817971	0.778070
11	430.571321	0.705943
12	431.324671	0.654873
13	432.078021	0.620140
14	432.831371	0.595540
15	433.584720	0.575551
16	434.338070	0.551529
17	435.091420	0.520790
18	435.844770	0.478987
19	436.598120	0.421995
20	437.351470	0.407289
21	438.104820	0.406187
22	438.858169	0.405086
23	439.611519	0.403984
24	440.364869	0.402883
25	441.118219	0.394559
26	441.871569	0.349623
27	442.624919	0.286343
28	443.378269	0.211832
29	444.131618	0.192166
30	444.884968	0.193024
31	445.638318	0.193883
32	446.391668	0.194742
33	447.145018	0.195602
34	447.898368	0.196462
35	448.651718	0.197323
36	449.405067	0.198185
37	450.158417	0.199047
38	450.911767	0.199909
39	451.665117	0.200772
40	452.418467	0.201636
41	453.171817	0.202501
42	453.925167	0.203365
43	454.678516	0.190288
44	455.431866	0.106166
45	456.185216	-0.051285
bisection interval found by 1-dim search: [455.431866,456.185216]
No.35	 toolpath 391.303233	[r = 455.971129] is calculated within 11.727037s.
-----
initial linear search begins: 
No.	x	f(x)
0	418.267298	1.476699
1	419.021375	1.439591
2	419.775452	1.396279
3	420.529528	1.346325
4	421.283605	1.283533
5	422.037681	1.204622
6	422.791758	1.114487
7	423.545835	1.014768
8	424.299911	0.912787
9	425.053988	0.813846
10	425.808065	0.725908
11	426.562141	0.652562
12	427.316218	0.600970
13	428.070294	0.565617
14	428.824371	0.542363
15	429.578448	0.522902
16	430.332524	0.503464
17	431.086601	0.476390
18	431.840678	0.439224
19	432.594754	0.420112
20	433.348831	0.419007
21	434.102907	0.417902
22	434.856984	0.416798
23	435.611061	0.415693
24	436.365137	0.412794
25	437.119214	0.379381
26	437.873290	0.326098
27	438.627367	0.260233
28	439.381444	0.183985
29	440.135520	0.183096
30	440.889597	0.183949
31	441.643674	0.184803
32	442.397750	0.185658
33	443.151827	0.186513
34	443.905903	0.187369
35	444.659980	0.188225
36	445.414057	0.189082
37	446.168133	0.189940
38	446.922210	0.190798
39	447.676287	0.191656
40	448.430363	0.192516
41	449.184440	0.193376
42	449.938516	0.194236
43	450.692593	0.185623
44	451.446670	0.104821
45	452.200746	-0.051102
bisection interval found by 1-dim search: [451.446670,452.200746]
No.36	 toolpath 387.318557	[r = 451.986453] is calculated within 11.347857s.
-----
initial linear search begins: 
No.	x	f(x)
0	414.246599	1.400199
1	415.001397	1.364286
2	415.756194	1.324046
3	416.510991	1.276655
4	417.265788	1.217019
5	418.020585	1.142939
6	418.775382	1.055021
7	419.530179	0.958454
8	420.284976	0.858176
9	421.039773	0.760698
10	421.794570	0.673241
11	422.549367	0.600338
12	423.304164	0.547145
13	424.058961	0.512568
14	424.813758	0.488515
15	425.568556	0.472044
16	426.323353	0.454632
17	427.078150	0.434083
18	427.832947	0.432974
19	428.587744	0.431866
20	429.342541	0.430758
21	430.097338	0.429650
22	430.852135	0.428542
23	431.606932	0.424130
24	432.361729	0.396832
25	433.116526	0.354131
26	433.871323	0.297892
27	434.626120	0.230913
28	435.380917	0.173223
29	436.135715	0.174072
30	436.890512	0.174921
31	437.645309	0.175770
32	438.400106	0.176621
33	439.154903	0.177472
34	439.909700	0.178323
35	440.664497	0.179175
36	441.419294	0.180028
37	442.174091	0.180881
38	442.928888	0.181734
39	443.683685	0.182589
40	444.438482	0.183443
41	445.193279	0.184299
42	445.948077	0.185155
43	446.702874	0.178853
44	447.457671	0.103087
45	448.212468	-0.050699
bisection interval found by 1-dim search: [447.457671,448.212468]
No.37	 toolpath 383.330074	[r = 447.997970] is calculated within 11.362493s.
-----
initial linear search begins: 
No.	x	f(x)
0	410.222410	1.321177
1	410.977921	1.287494
2	411.733432	1.251338
3	412.488943	1.205420
4	413.244455	1.149928
5	413.999966	1.079533
6	414.755477	0.995378
7	415.510988	0.902204
8	416.266499	0.804467
9	417.022011	0.708744
10	417.777522	0.622519
11	418.533033	0.550931
12	419.288544	0.496549
13	420.044055	0.459694
14	420.799567	0.449213
15	421.555078	0.448101
16	422.310589	0.446989
17	423.066100	0.445877
18	423.821611	0.444765
19	424.577123	0.443654
20	425.332634	0.442264
21	426.088145	0.432667
22	426.843656	0.418164
23	427.599167	0.396296
24	428.354679	0.365517
25	429.110190	0.322410
26	429.865701	0.266389
27	430.621212	0.200351
28	431.376723	0.164249
29	432.132235	0.165094
30	432.887746	0.165938
31	433.643257	0.166784
32	434.398768	0.167630
33	435.154279	0.168477
34	435.909791	0.169324
35	436.665302	0.170171
36	437.420813	0.171020
37	438.176324	0.171868
38	438.931835	0.172718
39	439.687347	0.173567
40	440.442858	0.174418
41	441.198369	0.175269
42	441.953880	0.176120
43	442.709391	0.172407
44	443.464903	0.101139
45	444.220414	-0.050719
bisection interval found by 1-dim search: [443.464903,444.220414]
No.38	 toolpath 379.334867	[r = 444.002762] is calculated within 11.384657s.
-----
initial linear search begins: 
No.	x	f(x)
0	406.191786	1.241067
1	406.948005	1.209544
2	407.704225	1.174518
3	408.460444	1.132835
4	409.216664	1.081259
5	409.972883	1.015569
6	410.729103	0.936117
7	411.485322	0.845602
8	412.241542	0.749829
9	412.997761	0.657957
10	413.753981	0.574263
11	414.510200	0.503624
12	415.266420	0.463291
13	416.022640	0.462175
14	416.778859	0.461060
15	417.535079	0.459944
16	418.291298	0.458829
17	419.047518	0.457933
18	419.803737	0.439992
19	420.559957	0.417661
20	421.316176	0.400749
21	422.072396	0.388384
22	422.828615	0.374620
23	423.584835	0.356253
24	424.341054	0.327546
25	425.097274	0.286841
26	425.853493	0.232728
27	426.609713	0.167448
28	427.365932	0.155314
29	428.122152	0.156154
30	428.878371	0.156995
31	429.634591	0.157836
32	430.390810	0.158678
33	431.147030	0.159520
34	431.903249	0.160363
35	432.659469	0.161206
36	433.415688	0.162050
37	434.171908	0.162895
38	434.928127	0.163740
39	435.684347	0.164586
40	436.440566	0.165432
41	437.196786	0.166278
42	437.953005	0.167126
43	438.709225	0.165221
44	439.465444	0.098915
45	440.221664	-0.050861
bisection interval found by 1-dim search: [439.465444,440.221664]
No.39	 toolpath 375.335914	[r = 440.005285] is calculated within 11.402303s.
-----
initial linear search begins: 
No.	x	f(x)
0	402.159223	1.159040
1	402.916145	1.130110
2	403.673066	1.097139
3	404.429987	1.058952
4	405.186908	1.011872
5	405.943829	0.950483
6	406.700751	0.873524
7	407.457672	0.787410
8	408.214593	0.696756
9	408.971514	0.608358
10	409.728436	0.528055
11	410.485357	0.476298
12	411.242278	0.475178
13	411.999199	0.474059
14	412.756121	0.472940
15	413.513042	0.471822
16	414.269963	0.469219
17	415.026884	0.437356
18	415.783805	0.398937
19	416.540727	0.369086
20	417.297648	0.349699
21	418.054569	0.337403
22	418.811490	0.325316
23	419.568412	0.309822
24	420.325333	0.285582
25	421.082254	0.248597
26	421.839175	0.196784
27	422.596096	0.145589
28	423.353018	0.146424
29	424.109939	0.147260
30	424.866860	0.148097
31	425.623781	0.148934
32	426.380703	0.149772
33	427.137624	0.150610
34	427.894545	0.151449
35	428.651466	0.152288
36	429.408388	0.153128
37	430.165309	0.153968
38	430.922230	0.154809
39	431.679151	0.155650
40	432.436072	0.156492
41	433.192994	0.157335
42	433.949915	0.158178
43	434.706836	0.157605
44	435.463757	0.096420
45	436.220679	-0.051122
bisection interval found by 1-dim search: [435.463757,436.220679]
No.40	 toolpath 371.331770	[r = 435.999664] is calculated within 11.539227s.
-----
initial linear search begins: 
No.	x	f(x)
0	398.118795	1.076455
1	398.876413	1.048510
2	399.634030	1.019254
3	400.391647	0.984706
4	401.149265	0.940805
5	401.906882	0.883903
6	402.664499	0.812856
7	403.422117	0.731098
8	404.179734	0.645571
9	404.937352	0.562149
10	405.694969	0.489357
11	406.452586	0.488234
12	407.210204	0.487111
13	407.967821	0.485988
14	408.725438	0.484866
15	409.483056	0.483692
16	410.240673	0.450281
17	410.998290	0.399782
18	411.755908	0.351947
19	412.513525	0.317009
20	413.271143	0.295228
21	414.028760	0.282607
22	414.786377	0.273375
23	415.543995	0.261430
24	416.301612	0.241034
25	417.059229	0.207978
26	417.816847	0.159165
27	418.574464	0.136740
28	419.332082	0.137571
29	420.089699	0.138403
30	420.847316	0.139236
31	421.604934	0.140069
32	422.362551	0.140903
33	423.120168	0.141737
34	423.877786	0.142572
35	424.635403	0.143407
36	425.393020	0.144243
37	426.150638	0.145078
38	426.908255	0.145916
39	427.665873	0.146753
40	428.423490	0.147591
41	429.181107	0.148429
42	429.938725	0.149268
43	430.696342	0.149640
44	431.453959	0.093647
45	432.211577	-0.050204
bisection interval found by 1-dim search: [431.453959,432.211577]
No.41	 toolpath 367.319506	[r = 431.988879] is calculated within 11.427527s.
-----
initial linear search begins: 
No.	x	f(x)
0	394.073509	0.992003
1	394.831817	0.967127
2	395.590124	0.940980
3	396.348431	0.909390
4	397.106739	0.869656
5	397.865046	0.819225
6	398.623354	0.753161
7	399.381661	0.676039
8	400.139968	0.596382
9	400.898276	0.520352
10	401.656583	0.501343
11	402.414891	0.500216
12	403.173198	0.499090
13	403.931505	0.497964
14	404.689813	0.496837
15	405.448120	0.470542
16	406.206427	0.415830
17	406.964735	0.355933
18	407.723042	0.302011
19	408.481350	0.262906
20	409.239657	0.239604
21	409.997964	0.227228
22	410.756272	0.220016
23	411.514579	0.210780
24	412.272887	0.194323
25	413.031194	0.165180
26	413.789501	0.127100
27	414.547809	0.127927
28	415.306116	0.128755
29	416.064424	0.129583
30	416.822731	0.130411
31	417.581038	0.131241
32	418.339346	0.132070
33	419.097653	0.132900
34	419.855960	0.133731
35	420.614268	0.134562
36	421.372575	0.135394
37	422.130883	0.136226
38	422.889190	0.137059
39	423.647497	0.137892
40	424.405805	0.138726
41	425.164112	0.139560
42	425.922420	0.140395
43	426.680727	0.141839
44	427.439034	0.089991
45	428.197342	-0.052020
bisection interval found by 1-dim search: [427.439034,428.197342]
No.42	 toolpath 363.299144	[r = 427.967035] is calculated within 11.402639s.
-----
initial linear search begins: 
No.	x	f(x)
0	390.017421	0.908543
1	390.776413	0.885406
2	391.535406	0.862441
3	392.294398	0.833742
4	393.053390	0.798792
5	393.812382	0.751942
6	394.571375	0.693043
7	395.330367	0.623287
8	396.089359	0.551670
9	396.848352	0.514516
10	397.607344	0.513385
11	398.366336	0.512255
12	399.125329	0.511125
13	399.884321	0.509995
14	400.643313	0.492709
15	401.402305	0.439531
16	402.161298	0.374618
17	402.920290	0.308530
18	403.679282	0.250201
19	404.438275	0.208599
20	405.197267	0.182870
21	405.956259	0.170740
22	406.715251	0.165049
23	407.474244	0.158867
24	408.233236	0.146041
25	408.992228	0.120937
26	409.751221	0.118320
27	410.510213	0.119143
28	411.269205	0.119967
29	412.028197	0.120791
30	412.787190	0.121616
31	413.546182	0.122441
32	414.305174	0.123267
33	415.064167	0.124093
34	415.823159	0.124920
35	416.582151	0.125747
36	417.341143	0.126575
37	418.100136	0.127403
38	418.859128	0.128232
39	419.618120	0.129061
40	420.377113	0.129891
41	421.136105	0.130721
42	421.895097	0.131552
43	422.654089	0.132441
44	423.413082	0.087261
45	424.172074	-0.051235
bisection interval found by 1-dim search: [423.413082,424.172074]
No.43	 toolpath 359.270704	[r = 423.938595] is calculated within 11.684269s.
-----
initial linear search begins: 
No.	x	f(x)
0	385.955031	0.824715
1	386.714702	0.803275
2	387.474374	0.782264
3	388.234045	0.757847
4	388.993716	0.726931
5	389.753387	0.686982
6	390.513059	0.634017
7	391.272730	0.573679
8	392.032401	0.527747
9	392.792072	0.526613
10	393.551744	0.525479
11	394.311415	0.524345
12	395.071086	0.523211
13	395.830758	0.511450
14	396.590429	0.464007
15	397.350100	0.399552
16	398.109771	0.328625
17	398.869443	0.258799
18	399.629114	0.197108
19	400.388785	0.151609
20	401.148457	0.125803
21	401.908128	0.114547
22	402.667799	0.109096
23	403.427470	0.107117
24	404.187142	0.107936
25	404.946813	0.108754
26	405.706484	0.109573
27	406.466156	0.110392
28	407.225827	0.111212
29	407.985498	0.112033
30	408.745169	0.112854
31	409.504841	0.113675
32	410.264512	0.114497
33	411.024183	0.115319
34	411.783854	0.116142
35	412.543526	0.116966
36	413.303197	0.117789
37	414.062868	0.118614
38	414.822540	0.119439
39	415.582211	0.120264
40	416.341882	0.121090
41	417.101553	0.121916
42	417.861225	0.122743
43	418.620896	0.123571
44	419.380567	0.084268
45	420.140239	-0.052301
bisection interval found by 1-dim search: [419.380567,420.140239]
No.44	 toolpath 355.232725	[r = 419.900616] is calculated within 11.379403s.
-----
initial linear search begins: 
No.	x	f(x)
0	381.883374	0.740888
1	382.643719	0.721551
2	383.404064	0.703029
3	384.164408	0.682245
4	384.924753	0.656066
5	385.685098	0.622080
6	386.445443	0.578782
7	387.205788	0.541046
8	387.966133	0.539908
9	388.726477	0.538769
10	389.486822	0.537631
11	390.247167	0.536493
12	391.007512	0.526355
13	391.767857	0.483320
14	392.528202	0.423597
15	393.288546	0.354062
16	394.048891	0.280050
17	394.809236	0.206964
18	395.569581	0.142699
19	396.329926	0.095157
20	397.090271	0.095969
21	397.850615	0.096782
22	398.610960	0.097596
