The time spent in the parallel computing activating process is 0.000240s.
-----
No.1	 toolpath -517.894901	[r = -600.000000] is calculated within 0.028037s.
24	-583.154502	0.935462
25	-583.543349	0.874567
26	-583.932197	0.815647
27	-584.321044	0.757923
28	-584.709891	0.700634
29	-585.098738	0.643761
30	-585.487585	0.587282
31	-585.876432	0.531885
32	-586.265279	0.476124
33	-586.654126	0.421394
34	-587.042974	0.365559
35	-587.431821	0.310008
36	-587.820668	0.254057
37	-588.209515	0.197997
38	-588.598362	0.142252
39	-588.987209	0.086632
40	-589.376056	0.032954
41	-589.764904	0.026058
42	-590.153751	-0.025954
bisection interval found by 1-dim search: [-590.153751,-589.764904]
No.4	 toolpath -507.855748	[r = -589.961606] is calculated within 6.323763s.
-----
initial linear search begins: 
No.	x	f(x)
0	-570.497532	3.372218
1	-570.886814	3.245457
2	-571.276095	3.118133
3	-571.665377	2.989772
4	-572.054658	2.862790
5	-572.443940	2.735653
6	-572.833221	2.608564
7	-573.222502	2.484915
8	-573.611784	2.363552
9	-574.001065	2.244538
10	-574.390347	2.129916
11	-574.779628	2.018367
12	-575.168910	1.912460
13	-575.558191	1.810675
14	-575.947473	1.713389
15	-576.336754	1.621725
16	-576.726036	1.534189
17	-577.115317	1.451053
18	-577.504599	1.372596
19	-577.893880	1.297551
20	-578.283162	1.225646
21	-578.672443	1.157557
22	-579.061724	1.090871
23	-579.451006	1.026313
24	-579.840287	0.963070
25	-580.229569	0.901857
26	-580.618850	0.841876
27	-581.008132	0.782351
28	-581.397413	0.724002
29	-581.786695	0.666063
30	-582.175976	0.609244
31	-582.565258	0.552064
32	-582.954539	0.495957
33	-583.343821	0.439457
34	-583.733102	0.382552
35	-584.122384	0.325941
36	-584.511665	0.268928
37	-584.900946	0.211806
38	-585.290228	0.155002
39	-585.679509	0.098976
40	-586.068791	0.043581
41	-586.458072	-0.010562
bisection interval found by 1-dim search: [-586.458072,-586.068791]
No.5	 toolpath -504.617596	[r = -586.381280] is calculated within 5.495979s.
-----
initial linear search begins: 
No.	x	f(x)
0	-566.893831	3.432492
1	-567.283580	3.304574
2	-567.673329	3.176076
3	-568.063078	3.046517
4	-568.452827	2.918328
5	-568.842576	2.789952
6	-569.232325	2.661590
7	-569.622074	2.536683
8	-570.011823	2.414066
9	-570.401572	2.293796
10	-570.791321	2.176900
11	-571.181070	2.065144
12	-571.570819	1.957068
13	-571.960568	1.854101
14	-572.350317	1.756518
15	-572.740066	1.662803
16	-573.129815	1.574096
17	-573.519564	1.489794
18	-573.909313	1.410181
19	-574.299062	1.333980
20	-574.688811	1.260915
21	-575.078560	1.190895
22	-575.468309	1.123842
23	-575.858058	1.058130
24	-576.247807	0.993726
25	-576.637556	0.931363
26	-577.027305	0.869472
27	-577.417054	0.809550
28	-577.806803	0.750048
29	-578.196552	0.690952
30	-578.586301	0.632243
31	-578.976050	0.574646
32	-579.365799	0.516659
33	-579.755548	0.459008
34	-580.145297	0.401675
35	-580.535046	0.343914
36	-580.924795	0.285748
37	-581.314544	0.227467
38	-581.704293	0.168803
39	-582.094042	0.111633
40	-582.483791	0.055086
41	-582.873540	0.000404
42	-583.263289	-0.052999
bisection interval found by 1-dim search: [-583.263289,-582.873540]
No.6	 toolpath -501.112138	[r = -582.874301] is calculated within 5.537715s.
-----
initial linear search begins: 
No.	x	f(x)
0	-563.364118	3.491537
1	-563.754322	3.362487
2	-564.144525	3.232842
3	-564.534729	3.103516
4	-564.924933	2.972739
5	-565.315136	2.843149
6	-565.705340	2.714802
7	-566.095544	2.587397
8	-566.485747	2.463551
9	-566.875951	2.342051
10	-567.266155	2.224976
11	-567.656358	2.110968
12	-568.046562	2.001687
13	-568.436766	1.897530
14	-568.826969	1.797877
15	-569.217173	1.703880
16	-569.607377	1.614009
17	-569.997580	1.528551
18	-570.387784	1.446975
19	-570.777988	1.369643
20	-571.168191	1.296255
21	-571.558395	1.225100
22	-571.948598	1.156126
23	-572.338802	1.089286
24	-572.729006	1.023748
25	-573.119209	0.960262
26	-573.509413	0.897233
27	-573.899617	0.836192
28	-574.289820	0.774797
29	-574.680024	0.715335
30	-575.070228	0.655491
31	-575.460431	0.596774
32	-575.850635	0.537654
33	-576.240839	0.478875
34	-576.631042	0.419677
35	-577.021246	0.360793
36	-577.411450	0.301503
37	-577.801653	0.242099
38	-578.191857	0.183011
39	-578.582061	0.124010
40	-578.972264	0.067002
41	-579.362468	0.010535
42	-579.752672	-0.043410
bisection interval found by 1-dim search: [-579.752672,-579.362468]
No.7	 toolpath -497.674231	[r = -579.437917] is calculated within 5.558540s.
-----
initial linear search begins: 
No.	x	f(x)
0	-559.905617	3.549438
1	-560.296263	3.419280
2	-560.686909	3.288511
3	-561.077555	3.156629
4	-561.468201	3.026100
5	-561.858847	2.893984
6	-562.249493	2.764483
7	-562.640139	2.637132
8	-563.030785	2.510918
9	-563.421431	2.389371
10	-563.812077	2.270048
11	-564.202723	2.154893
12	-564.593369	2.044472
13	-564.984015	1.939184
14	-565.374661	1.838399
15	-565.765307	1.743286
16	-566.155953	1.652297
17	-566.546599	1.565724
18	-566.937245	1.483032
19	-567.327891	1.404594
20	-567.718537	1.329288
21	-568.109183	1.257035
22	-568.499829	1.186961
23	-568.890475	1.119023
24	-569.281121	1.052379
25	-569.671767	0.987799
26	-570.062413	0.923663
27	-570.453059	0.861531
28	-570.843705	0.799804
29	-571.234351	0.738471
30	-571.624997	0.677521
31	-572.015643	0.617710
32	-572.406289	0.557485
33	-572.796935	0.497605
34	-573.187581	0.438057
35	-573.578227	0.377317
36	-573.968873	0.316927
37	-574.359519	0.256422
38	-574.750165	0.196236
39	-575.140811	0.136127
40	-575.531457	0.077351
41	-575.922103	0.020453
42	-576.312749	-0.034592
bisection interval found by 1-dim search: [-576.312749,-575.922103]
No.8	 toolpath -494.301094	[r = -576.063255] is calculated within 5.570892s.
-----
initial linear search begins: 
No.	x	f(x)
0	-556.509386	3.606292
1	-556.900463	3.476519
2	-557.291541	3.343178
3	-557.682618	3.211600
4	-558.073695	3.078501
5	-558.464773	2.946553
6	-558.855850	2.814511
7	-559.246928	2.685969
8	-559.638005	2.559730
9	-560.029082	2.435836
10	-560.420160	2.315334
11	-560.811237	2.199008
12	-561.202314	2.088411
13	-561.593392	1.980996
14	-561.984469	1.879073
15	-562.375547	1.781949
16	-562.766624	1.689864
17	-563.157701	1.602198
18	-563.548779	1.519260
19	-563.939856	1.438892
20	-564.330933	1.362501
21	-564.722011	1.289167
22	-565.113088	1.218009
23	-565.504166	1.148989
24	-565.895243	1.081257
25	-566.286320	1.015599
26	-566.677398	0.950372
27	-567.068475	0.887167
28	-567.459552	0.823564
29	-567.850630	0.761940
30	-568.241707	0.699901
31	-568.632785	0.638232
32	-569.023862	0.577703
33	-569.414939	0.516740
34	-569.806017	0.455344
35	-570.197094	0.394282
36	-570.588172	0.332809
37	-570.979249	0.271217
38	-571.370326	0.209200
39	-571.761404	0.148723
40	-572.152481	0.088838
41	-572.543558	0.030175
42	-572.934636	-0.025947
bisection interval found by 1-dim search: [-572.934636,-572.543558]
No.9	 toolpath -490.992977	[r = -572.755137] is calculated within 5.531501s.
-----
initial linear search begins: 
No.	x	f(x)
0	-553.180270	3.551693
1	-553.571768	3.418446
2	-553.963265	3.283884
3	-554.354762	3.150503
4	-554.746260	3.016636
5	-555.137757	2.883766
6	-555.529254	2.753034
7	-555.920752	2.624650
8	-556.312249	2.605291
9	-556.703746	2.481417
10	-557.095244	2.359756
11	-557.486741	2.242282
12	-557.878238	2.129567
13	-558.269736	2.022013
14	-558.661233	1.918975
15	-559.052730	1.820745
16	-559.444228	1.727567
17	-559.835725	1.637949
18	-560.227222	1.553954
19	-560.618720	1.472515
20	-561.010217	1.395062
21	-561.401714	1.320669
22	-561.793212	1.248451
23	-562.184709	1.178373
24	-562.576206	1.109576
25	-562.967704	1.042041
26	-563.359201	0.976569
27	-563.750698	0.911500
28	-564.142196	0.847638
29	-564.533693	0.784159
30	-564.925191	0.721859
31	-565.316688	0.659123
32	-565.708185	0.596750
33	-566.099683	0.534731
34	-566.491180	0.473057
35	-566.882677	0.410155
36	-567.274175	0.347626
37	-567.665672	0.284978
38	-568.057169	0.222646
39	-568.448667	0.160366
40	-568.840164	0.099423
41	-569.231661	0.040366
42	-569.623159	-0.017482
bisection interval found by 1-dim search: [-569.623159,-569.231661]
No.10	 toolpath -487.739421	[r = -569.501580] is calculated within 5.622139s.
-----
initial linear search begins: 
No.	x	f(x)
0	-549.906201	0.435276
1	-550.298109	3.472261
2	-550.690016	3.336613
3	-551.081924	3.202135
4	-551.473831	3.067139
5	-551.865739	2.933112
6	-552.257646	2.801223
7	-552.649554	2.671687
8	-553.041462	2.544546
9	-553.433369	2.421964
10	-553.825277	2.302508
11	-554.217184	2.187906
12	-554.609092	2.077594
13	-555.001000	1.972893
14	-555.392907	1.873090
15	-555.784815	1.777535
16	-556.176722	1.763777
17	-556.568630	1.673978
18	-556.960538	1.588065
19	-557.352445	1.505575
20	-557.744353	1.427081
21	-558.136260	1.351649
22	-558.528168	1.278389
23	-558.920075	1.206428
24	-559.311983	1.137430
25	-559.703891	1.068847
26	-560.095798	1.002339
27	-560.487706	0.936225
28	-560.879613	0.871324
29	-561.271521	0.806801
30	-561.663429	0.742652
31	-562.055336	0.678873
32	-562.447244	0.616264
33	-562.839151	0.552401
34	-563.231059	0.489696
35	-563.622967	0.426541
36	-564.014874	0.362179
37	-564.406782	0.298494
38	-564.798689	0.235127
39	-565.190597	0.171803
40	-565.582504	0.109820
41	-565.974412	0.049730
42	-566.366320	-0.008524
bisection interval found by 1-dim search: [-566.366320,-565.974412]
No.11	 toolpath -484.540629	[r = -566.304319] is calculated within 5.624436s.
-----
initial linear search begins: 
No.	x	f(x)
0	-546.688916	0.486228
1	-547.081224	0.417789
2	-547.473533	0.348910
3	-547.865841	0.279828
4	-548.258149	0.211783
5	-548.650457	0.143612
6	-549.042765	0.075878
7	-549.435073	0.009941
8	-549.827381	-0.019262
bisection interval found by 1-dim search: [-549.827381,-549.435073]
No.12	 toolpath -481.010025	[r = -549.497137] is calculated within 3.149342s.
-----
initial linear search begins: 
No.	x	f(x)
0	-529.778658	0.689959
1	-530.173027	0.615570
2	-530.567397	0.540931
3	-530.961766	0.466477
4	-531.356136	0.392681
5	-531.750506	0.320052
6	-532.144875	0.248337
7	-532.539245	0.178231
8	-532.933614	0.111211
9	-533.327984	0.047312
10	-533.722353	-0.013144
bisection interval found by 1-dim search: [-533.722353,-533.327984]
No.13	 toolpath -465.500640	[r = -533.630693] is calculated within 3.409906s.
-----
initial linear search begins: 
No.	x	f(x)
0	-513.818226	0.871315
1	-514.214476	0.791444
2	-514.610725	0.784461
3	-515.006974	0.704954
4	-515.403224	0.626101
5	-515.799473	0.547529
6	-516.195722	0.470743
7	-516.591972	0.395531
8	-516.988221	0.323440
9	-517.384470	0.253749
10	-517.780720	0.188220
11	-518.176969	0.127320
12	-518.573218	0.110931
13	-518.969468	0.109485
14	-519.365717	0.108040
15	-519.761966	0.106595
16	-520.158216	0.105152
17	-520.554465	0.103709
18	-520.950714	0.102266
19	-521.346964	0.100825
20	-521.743213	0.099384
21	-522.139462	0.097944
22	-522.535712	0.096505
23	-522.931961	0.095066
24	-523.328211	0.093628
25	-523.724460	0.092192
26	-524.120709	0.090755
27	-524.516959	0.089320
28	-524.913208	0.086041
29	-525.309457	0.079485
30	-525.705707	0.070172
31	-526.101956	0.058433
32	-526.498205	0.044620
33	-526.894455	0.028868
34	-527.290704	0.011641
35	-527.686953	-0.007226
bisection interval found by 1-dim search: [-527.686953,-527.290704]
No.14	 toolpath -459.409084	[r = -527.539134] is calculated within 5.471889s.
-----
initial linear search begins: 
No.	x	f(x)
0	-507.691429	0.968260
1	-508.088383	0.886461
2	-508.485337	0.804795
3	-508.882291	0.723742
4	-509.279245	0.643819
5	-509.676199	0.564695
6	-510.073154	0.487075
7	-510.470108	0.412534
8	-510.867062	0.340298
9	-511.264016	0.272157
10	-511.660970	0.209152
11	-512.057924	0.155945
12	-512.454878	0.154416
13	-512.851832	0.152886
14	-513.248786	0.151358
15	-513.645740	0.149830
16	-514.042695	0.148303
17	-514.439649	0.146777
18	-514.836603	0.147147
19	-515.233557	0.145679
20	-515.630511	0.144211
21	-516.027465	0.142743
22	-516.424419	0.141277
23	-516.821373	0.139811
24	-517.218327	0.138345
25	-517.615281	0.136881
26	-518.012235	0.135417
27	-518.409190	0.133528
28	-518.806144	0.128386
29	-519.203098	0.119848
30	-519.600052	0.108621
31	-519.997006	0.094960
32	-520.393960	0.079226
33	-520.790914	0.061760
34	-521.187868	0.042403
35	-521.584822	0.021862
36	-521.981776	-0.000375
bisection interval found by 1-dim search: [-521.981776,-521.584822]
No.15	 toolpath -453.846301	[r = -521.976349] is calculated within 5.433867s.
-----
initial linear search begins: 
No.	x	f(x)
0	-502.096873	1.056749
1	-502.494462	0.974193
2	-502.892052	0.890749
3	-503.289641	0.806949
4	-503.687231	0.725264
5	-504.084820	0.644360
6	-504.482410	0.564946
7	-504.880000	0.487809
8	-505.277589	0.414574
9	-505.675179	0.344619
10	-506.072768	0.279803
11	-506.470358	0.220195
12	-506.867947	0.197748
13	-507.265537	0.196196
14	-507.663126	0.194646
15	-508.060716	0.193095
16	-508.458305	0.191546
17	-508.855895	0.189997
18	-509.253484	0.188448
19	-509.651074	0.186901
20	-510.048663	0.185353
21	-510.446253	0.183807
22	-510.843842	0.182261
23	-511.241432	0.180715
24	-511.639022	0.179171
25	-512.036611	0.177627
26	-512.434201	0.174851
27	-512.831790	0.168170
28	-513.229380	0.158185
29	-513.626969	0.145251
30	-514.024559	0.129967
31	-514.422148	0.112581
32	-514.819738	0.110768
33	-515.217327	0.091563
34	-515.614917	0.070701
35	-516.012506	0.048162
36	-516.410096	0.024449
37	-516.807685	-0.000780
bisection interval found by 1-dim search: [-516.807685,-516.410096]
No.16	 toolpath -448.665990	[r = -516.797590] is calculated within 5.463858s.
-----
initial linear search begins: 
No.	x	f(x)
0	-496.888883	1.139107
1	-497.287057	1.053917
2	-497.685231	0.968851
3	-498.083406	0.884396
4	-498.481580	0.800117
5	-498.879754	0.717591
6	-499.277928	0.636548
7	-499.676102	0.558609
8	-500.074276	0.482930
9	-500.472450	0.411350
10	-500.870625	0.344918
11	-501.268799	0.283679
12	-501.666973	0.238572
13	-502.065147	0.237001
14	-502.463321	0.235431
15	-502.861495	0.233862
16	-503.259669	0.232293
17	-503.657844	0.230724
18	-504.056018	0.229156
19	-504.454192	0.227589
20	-504.852366	0.226022
21	-505.250540	0.224456
22	-505.648714	0.222890
23	-506.046888	0.221325
24	-506.445063	0.219761
25	-506.843237	0.218187
26	-507.241411	0.213944
27	-507.639585	0.205635
28	-508.037759	0.194030
29	-508.435933	0.179458
30	-508.834107	0.162547
31	-509.232282	0.143536
32	-509.630456	0.122784
33	-510.028630	0.100066
34	-510.426804	0.075892
35	-510.824978	0.050533
36	-511.223152	0.023939
37	-511.621326	-0.003972
bisection interval found by 1-dim search: [-511.621326,-511.223152]
No.17	 toolpath -443.795886	[r = -511.567666] is calculated within 5.450523s.
-----
initial linear search begins: 
No.	x	f(x)
0	-491.629778	1.143109
1	-492.028536	1.056162
2	-492.427294	0.969782
3	-492.826051	0.962495
4	-493.224809	0.876544
5	-493.623567	0.792349
6	-494.022325	0.709623
7	-494.421082	0.630010
8	-494.819840	0.552631
9	-495.218598	0.479347
10	-495.617356	0.410562
11	-496.016114	0.348245
12	-496.414871	0.292733
13	-496.813629	0.278631
14	-497.212387	0.277043
15	-497.611145	0.275455
16	-498.009902	0.273868
17	-498.408660	0.272282
18	-498.807418	0.270695
19	-499.206176	0.269110
20	-499.604933	0.267525
21	-500.003691	0.265940
22	-500.402449	0.264356
23	-500.801207	0.262772
24	-501.199964	0.261189
25	-501.598722	0.259246
26	-501.997480	0.253425
27	-502.396238	0.243522
28	-502.794995	0.230163
29	-503.193753	0.214136
30	-503.592511	0.195617
31	-503.991269	0.174739
32	-504.390027	0.152358
33	-504.788784	0.127986
34	-505.187542	0.102481
35	-505.586300	0.075498
36	-505.985058	0.046934
37	-506.383815	0.017722
38	-506.782573	-0.012895
bisection interval found by 1-dim search: [-506.782573,-506.383815]
No.18	 toolpath -438.844902	[r = -506.616684] is calculated within 5.562239s.
-----
initial linear search begins: 
No.	x	f(x)
0	-486.651483	1.222749
1	-487.050787	1.133177
2	-487.450091	1.045234
3	-487.849395	0.958380
4	-488.248699	0.871248
5	-488.648003	0.787439
6	-489.047307	0.704862
7	-489.446611	0.626170
8	-489.845915	0.550632
9	-490.245219	0.480176
10	-490.644523	0.414767
11	-491.043827	0.356723
12	-491.443131	0.318191
13	-491.842435	0.316530
14	-492.241739	0.314869
15	-492.641043	0.313208
16	-493.040347	0.313594
17	-493.439651	0.311991
18	-493.838955	0.310389
19	-494.238259	0.308787
20	-494.637563	0.307186
21	-495.036867	0.305585
22	-495.436171	0.303985
23	-495.835475	0.302385
24	-496.234779	0.300785
25	-496.634083	0.298091
26	-497.033387	0.290688
27	-497.432691	0.279234
28	-497.831995	0.264492
29	-498.231299	0.246744
30	-498.630603	0.226676
31	-499.029907	0.204505
32	-499.429211	0.180308
33	-499.828515	0.154695
34	-500.227819	0.127329
35	-500.627123	0.098799
36	-501.026428	0.069028
37	-501.425732	0.037915
38	-501.825036	0.005738
39	-502.224340	-0.027181
bisection interval found by 1-dim search: [-502.224340,-501.825036]
No.19	 toolpath -434.127343	[r = -501.897565] is calculated within 5.662828s.
-----
initial linear search begins: 
No.	x	f(x)
0	-481.906613	1.297622
1	-482.306432	1.207610
2	-482.706251	1.118156
3	-483.106070	1.028770
4	-483.505889	0.941094
5	-483.905708	0.854804
6	-484.305527	0.771585
7	-484.705346	0.690484
8	-485.105165	0.613405
9	-485.504984	0.541408
10	-485.904804	0.474431
11	-486.304623	0.415326
12	-486.704442	0.364303
13	-487.104261	0.356098
14	-487.504080	0.354421
15	-487.903899	0.352746
16	-488.303718	0.351071
17	-488.703537	0.349396
18	-489.103356	0.347722
19	-489.503175	0.346048
20	-489.902994	0.344375
21	-490.302813	0.342702
22	-490.702632	0.341030
23	-491.102451	0.339358
24	-491.502270	0.335899
25	-491.902089	0.327384
26	-492.301908	0.314613
27	-492.701727	0.313370
28	-493.101546	0.297005
29	-493.501365	0.278006
30	-493.901184	0.256495
31	-494.301003	0.232585
32	-494.700823	0.207223
33	-495.100642	0.179822
34	-495.500461	0.151329
35	-495.900280	0.120970
36	-496.300099	0.089726
37	-496.699918	0.057130
38	-497.099737	0.023857
39	-497.499556	-0.010537
bisection interval found by 1-dim search: [-497.499556,-497.099737]
No.20	 toolpath -429.605172	[r = -497.376955] is calculated within 5.636134s.
-----
initial linear search begins: 
No.	x	f(x)
0	-477.361591	0.337901
1	-477.761898	0.316595
2	-478.162205	0.292544
3	-478.562513	0.266002
4	-478.962820	0.237391
5	-479.363127	0.207108
6	-479.763435	0.174766
7	-480.163742	0.141405
8	-480.564049	0.106555
9	-480.964356	0.070068
10	-481.364664	0.033066
11	-481.764971	0.470451
12	-482.165278	0.418015
13	-482.565586	0.394305
14	-482.965893	0.392614
15	-483.366200	0.390924
16	-483.766507	0.389234
17	-484.166815	0.387545
18	-484.567122	0.385856
19	-484.967429	0.384167
20	-485.367737	0.382479
21	-485.768044	0.380792
22	-486.168351	0.379105
23	-486.568658	0.377414
24	-486.968966	0.372674
25	-487.369273	0.362744
26	-487.769580	0.348716
27	-488.169888	0.331152
28	-488.570195	0.310679
29	-488.970502	0.287868
30	-489.370809	0.262922
31	-489.771117	0.235899
32	-490.171424	0.207103
33	-490.571731	0.177208
34	-490.972039	0.145783
35	-491.372346	0.112692
36	-491.772653	0.079002
37	-492.172960	0.043818
38	-492.573268	0.007880
39	-492.973575	0.004634
40	-493.373882	-0.031910
bisection interval found by 1-dim search: [-493.373882,-492.973575]
No.21	 toolpath -425.257302	[r = -493.027523] is calculated within 5.689846s.
-----
initial linear search begins: 
No.	x	f(x)
0	-472.988907	0.405959
1	-473.389679	0.383342
2	-473.790452	0.357978
3	-474.191224	0.330111
4	-474.591996	0.300174
5	-474.992769	0.268192
6	-475.393541	0.234880
7	-475.794313	0.199777
8	-476.195086	0.163575
9	-476.595858	0.126154
10	-476.996630	0.087372
11	-477.397403	0.047990
12	-477.798175	0.007057
13	-478.198947	-0.034151
bisection interval found by 1-dim search: [-478.198947,-477.798175]
No.22	 toolpath -420.952559	[r = -477.869406] is calculated within 3.725014s.
-----
initial linear search begins: 
No.	x	f(x)
0	-457.751556	0.616537
1	-458.153913	0.585964
2	-458.556270	0.553574
3	-458.958627	0.518360
4	-459.360984	0.481900
5	-459.763341	0.443753
6	-460.165698	0.403774
7	-460.568055	0.362735
8	-460.970412	0.319989
9	-461.372769	0.276842
10	-461.775126	0.232168
11	-462.177483	0.186375
12	-462.579840	0.140376
13	-462.982197	0.093641
14	-463.384554	0.047178
15	-463.786911	0.001584
16	-464.189268	-0.042450
bisection interval found by 1-dim search: [-464.189268,-463.786911]
No.23	 toolpath -407.300305	[r = -463.800271] is calculated within 4.074198s.
-----
initial linear search begins: 
No.	x	f(x)
0	-443.611360	0.802062
1	-444.015138	0.764875
2	-444.418916	0.725627
3	-444.822694	0.684275
4	-445.226472	0.641181
5	-445.630251	0.597232
6	-446.034029	0.551201
7	-446.437807	0.504484
8	-446.841585	0.456353
9	-447.245364	0.407189
10	-447.649142	0.357431
11	-448.052920	0.306445
12	-448.456698	0.255222
13	-448.860477	0.204278
14	-449.264255	0.204821
15	-449.668033	0.154848
16	-450.071811	0.106421
17	-450.475589	0.060709
18	-450.879368	0.018099
19	-451.283146	-0.019844
bisection interval found by 1-dim search: [-451.283146,-450.879368]
No.24	 toolpath -394.566310	[r = -451.066273] is calculated within 4.336009s.
-----
initial linear search begins: 
No.	x	f(x)
0	-430.815080	0.959133
1	-431.220104	0.915899
2	-431.625128	0.870527
3	-432.030152	0.823397
4	-432.435176	0.823362
5	-432.840199	0.775551
6	-433.245223	0.725583
7	-433.650247	0.674969
8	-434.055271	0.622906
9	-434.460295	0.569802
10	-434.865319	0.515541
11	-435.270343	0.460601
12	-435.675366	0.405430
13	-436.080390	0.350538
14	-436.485414	0.296516
15	-436.890438	0.244033
16	-437.295462	0.193852
17	-437.700486	0.147218
18	-438.105510	0.105279
19	-438.510533	0.068461
20	-438.915557	0.038141
21	-439.320581	0.032510
22	-439.725605	0.031341
23	-440.130629	0.030173
24	-440.535653	0.029006
25	-440.940676	0.027840
26	-441.345700	0.026674
27	-441.750724	0.025510
28	-442.155748	0.024346
29	-442.560772	0.023183
30	-442.965796	0.022022
31	-443.370820	0.020861
32	-443.775843	0.019086
33	-444.180867	0.013568
34	-444.585891	0.003162
35	-444.990915	-0.011827
bisection interval found by 1-dim search: [-444.990915,-444.585891]
No.25	 toolpath -388.592082	[r = -444.681610] is calculated within 5.399120s.
-----
initial linear search begins: 
No.	x	f(x)
0	-424.399913	1.058108
1	-424.805547	1.012945
2	-425.211180	0.965626
3	-425.616814	0.916540
4	-426.022448	0.866676
5	-426.428082	0.814614
6	-426.833716	0.761927
7	-427.239350	0.707773
8	-427.644984	0.652574
9	-428.050618	0.596205
10	-428.456252	0.539157
11	-428.861886	0.481877
12	-429.267520	0.424877
13	-429.673154	0.368741
14	-430.078788	0.314137
15	-430.484422	0.261820
16	-430.890056	0.213047
17	-431.295690	0.168617
18	-431.701324	0.130002
19	-432.106957	0.097525
20	-432.512591	0.097509
21	-432.918225	0.072241
22	-433.323859	0.068797
23	-433.729493	0.067594
24	-434.135127	0.066391
25	-434.540761	0.065191
26	-434.946395	0.063991
27	-435.352029	0.062792
28	-435.757663	0.061594
29	-436.163297	0.060397
30	-436.568931	0.059201
31	-436.974565	0.057984
32	-437.380199	0.054579
33	-437.785833	0.047102
34	-438.191467	0.034858
35	-438.597101	0.017751
36	-439.002735	-0.002995
bisection interval found by 1-dim search: [-439.002735,-438.597101]
No.26	 toolpath -382.856958	[r = -438.948069] is calculated within 5.624218s.
-----
initial linear search begins: 
No.	x	f(x)
0	-418.639387	1.146947
1	-419.045561	1.100058
2	-419.451734	1.050997
3	-419.857908	1.000160
4	-420.264082	0.947943
5	-420.670255	0.894741
6	-421.076429	0.839666
7	-421.482603	0.783748
8	-421.888776	0.726785
9	-422.294950	0.669272
10	-422.701124	0.610443
11	-423.107297	0.551383
