The time spent in the parallel computing activating process is 0.000197s.
-----
No.1	 toolpath 535.073516	[r = 600.000000] is calculated within 0.025376s.
-----
initial linear search begins: 
No.	x	f(x)0	568.344755	1.379614
No.23	 toolpath 462.277659	[r = 526.972419] is calculated within 11.342325s.
-----
initial linear search begins: 
No.	x	f(x)0	494.577362	1.554968
1	495.225263	1.503307
2	495.873164	1.445344
3	496.521065	1.377369
4	497.168966	1.323951
5	497.816868	1.321505
6	498.464769	1.319060
7	499.112670	1.316613
8	499.760571	1.314167
9	500.408472	1.311719
10	501.056373	1.309271
11	501.704274	1.306823
12	502.352176	1.304185
13	503.000077	1.255873
14	503.647978	1.178408
15	504.295879	1.088377
16	504.943780	0.990140
17	505.591681	0.887451
18	506.239583	0.783014
19	506.887484	0.681814
20	507.535385	0.583026
21	508.183286	0.537596
22	508.831187	0.538419
23	509.479088	0.539242
24	510.126989	0.540066
25	510.774891	0.540890
26	511.422792	0.541715
27	512.070693	0.542541
28	512.718594	0.543367
29	513.366495	0.544194
30	514.014396	0.545022
31	514.662297	0.545850
32	515.310199	0.546679
33	515.958100	0.539522
34	516.606001	0.480054
35	517.253902	0.378758
36	517.901803	0.406426
37	518.549704	0.408208
38	519.197606	0.407282
39	519.845507	0.406357
40	520.493408	0.405431
41	521.141309	0.404505
42	521.789210	0.385885
43	522.437111	0.304345
44	523.085012	0.170970
45	523.732914	-0.006918
No.24	 toolpath 459.016364	[r = 523.711125] is calculated within 11.065442s.
-----
initial linear search begins: 
No.	x	f(x)0	491.285631	1.517858
1	491.934141	1.469507
2	492.582651	1.414097
3	493.231161	1.351211
4	493.879671	1.348766
5	494.528181	1.346320
6	495.176690	1.343874
7	495.825200	1.341427
8	496.473710	1.338981
9	497.122220	1.336533
10	497.770730	1.334086
11	498.419240	1.331638
12	499.067750	1.305650
13	499.716260	1.239624
14	500.364769	1.159350
15	501.013279	1.067237
16	501.661789	0.968824
17	502.310299	0.866615
18	502.958809	0.763213
19	503.607319	0.660760
20	504.255829	0.564122
21	504.904339	0.529300
22	505.552849	0.530118
23	506.201358	0.530937
24	506.849868	0.531756
25	507.498378	0.532576
26	508.146888	0.533396
27	508.795398	0.534217
28	509.443908	0.535039
29	510.092418	0.535861
30	510.740928	0.536684
31	511.389437	0.537508
32	512.037947	0.538332
33	512.686457	0.533609
34	513.334967	0.479480
35	513.983477	0.375887
36	514.631987	0.408407
37	515.280497	0.417556
38	515.929007	0.416628
39	516.577516	0.415701
40	517.226026	0.414773
41	517.874536	0.413845
42	518.523046	0.391134
43	519.171556	0.307481
44	519.820066	0.173374
45	520.468576	-0.004667
No.25	 toolpath 455.756548	[r = 520.451309] is calculated within 11.305651s.
-----
initial linear search begins: 
No.	x	f(x)0	487.995609	1.481127
1	488.644723	1.435839
2	489.293837	1.382720
3	489.942951	1.375990
4	490.592065	1.373544
5	491.241179	1.371099
6	491.890293	1.368653
7	492.539407	1.366207
8	493.188521	1.363760
9	493.837635	1.361312
10	494.486749	1.358864
11	495.135863	1.344750
12	495.784977	1.290345
13	496.434091	1.219823
14	497.083205	1.137111
15	497.732319	1.045404
16	498.381433	0.946945
17	499.030547	0.844789
18	499.679661	0.741969
19	500.328775	0.640908
20	500.977889	0.545212
21	501.627003	0.521062
22	502.276117	0.521876
23	502.925231	0.522690
24	503.574345	0.523505
25	504.223459	0.524320
26	504.872573	0.525136
27	505.521687	0.525952
28	506.170801	0.526769
29	506.819915	0.527587
30	507.469029	0.528405
31	508.118143	0.529224
32	508.767257	0.530044
33	509.416371	0.527436
34	510.065485	0.478508
35	510.714599	0.373222
36	511.363713	0.408497
37	512.012827	0.426908
38	512.661941	0.425979
39	513.311055	0.425049
40	513.960169	0.424120
41	514.609283	0.423191
42	515.258397	0.395330
43	515.907511	0.310420
44	516.556625	0.175305
45	517.205739	-0.002466
No.26	 toolpath 452.501527	[r = 517.196289] is calculated within 11.050831s.
-----
initial linear search begins: 
No.	x	f(x)0	484.710645	1.444149
1	485.360358	1.405597
2	486.010071	1.403153
3	486.659783	1.400708
4	487.309496	1.398263
5	487.959209	1.395817
6	488.608922	1.393371
7	489.258635	1.390924
8	489.908348	1.388478
9	490.558061	1.386030
10	491.207774	1.373796
11	491.857487	1.328890
12	492.507199	1.268868
13	493.156912	1.196514
14	493.806625	1.114101
15	494.456338	1.021727
16	495.106051	0.924151
17	495.755764	0.822358
18	496.405477	0.720786
19	497.055190	0.621976
20	497.704902	0.526555
21	498.354615	0.512889
22	499.004328	0.513698
23	499.654041	0.514508
24	500.303754	0.515318
25	500.953467	0.516129
26	501.603180	0.516940
27	502.252893	0.517753
28	502.902606	0.518565
29	503.552318	0.519379
30	504.202031	0.520192
31	504.851744	0.521007
32	505.501457	0.521822
33	506.151170	0.522127
34	506.800883	0.477063
35	507.450596	0.373472
36	508.100309	0.407457
37	508.750022	0.434819
38	509.399734	0.435324
39	510.049447	0.434393
40	510.699160	0.433462
41	511.348873	0.432531
42	511.998586	0.399133
43	512.648299	0.311977
44	513.298012	0.177349
45	513.947725	-0.000319
No.27	 toolpath 449.250950	[r = 513.945712] is calculated within 11.302480s.
-----
initial linear search begins: 
No.	x	f(x)0	481.430378	1.432701
1	482.080684	1.430257
2	482.730991	1.427813
3	483.381298	1.425368
4	484.031604	1.422923
5	484.681911	1.420477
6	485.332218	1.418031
7	485.982525	1.415585
8	486.632831	1.413138
9	487.283138	1.392931
10	487.933445	1.353871
11	488.583751	1.304530
12	489.234058	1.243859
13	489.884365	1.172124
14	490.534671	1.089541
15	491.184978	0.997816
16	491.835285	0.900660
17	492.485591	0.800316
18	493.135898	0.699168
19	493.786205	0.601150
20	494.436511	0.508187
21	495.086818	0.504778
22	495.737125	0.505583
23	496.387431	0.506389
24	497.037738	0.507195
25	497.688045	0.508001
26	498.338351	0.508808
27	498.988658	0.509616
28	499.638965	0.510424
29	500.289271	0.511233
30	500.939578	0.512043
31	501.589885	0.512853
32	502.240191	0.513663
33	502.890498	0.514653
34	503.540805	0.475703
35	504.191111	0.378155
36	504.841418	0.406380
37	505.491725	0.437367
38	506.142031	0.444667
39	506.792338	0.443734
40	507.442645	0.442801
41	508.092951	0.441755
42	508.743258	0.402809
43	509.393565	0.314528
44	510.043871	0.179310
45	510.694178	0.000243
46	511.344485	-0.205172
No.28	 toolpath 446.004318	[r = 510.699079] is calculated within 11.008211s.
-----
initial linear search begins: 
No.	x	f(x)0	478.154306	1.457307
1	478.805201	1.454864
2	479.456097	1.452420
3	480.106992	1.449975
4	480.757888	1.447530
5	481.408783	1.445084
6	482.059679	1.442638
7	482.710574	1.431680
8	483.361470	1.401647
9	484.012365	1.366168
10	484.663261	1.325018
11	485.314156	1.276667
12	485.965052	1.216129
13	486.615947	1.144400
14	487.266843	1.062678
15	487.917738	0.973237
16	488.568633	0.876912
17	489.219529	0.778684
18	489.870424	0.678109
19	490.521320	0.581921
20	491.172215	0.495928
21	491.823111	0.496728
22	492.474006	0.497529
23	493.124902	0.498330
24	493.775797	0.499132
25	494.426693	0.499934
26	495.077588	0.500737
27	495.728484	0.501540
28	496.379379	0.502344
29	497.030275	0.503149
30	497.681170	0.503954
31	498.332066	0.504760
32	498.982961	0.505566
33	499.633856	0.506251
34	500.284752	0.474851
35	500.935647	0.382303
36	501.586543	0.405254
37	502.237438	0.438588
38	502.888334	0.454008
39	503.539229	0.453073
40	504.190125	0.452138
41	504.841020	0.449496
42	505.491916	0.405557
43	506.142811	0.316899
44	506.793707	0.181187
45	507.444602	0.002272
46	508.095498	-0.203180
No.29	 toolpath 442.759580	[r = 507.454341] is calculated within 11.023551s.
-----
initial linear search begins: 
No.	x	f(x)0	474.880358	1.481876
1	475.531837	1.479432
2	476.183317	1.476988
3	476.834797	1.474543
4	477.486276	1.472098
5	478.137756	1.466415
6	478.789236	1.435913
7	479.440715	1.402535
8	480.092195	1.368817
9	480.743675	1.333421
10	481.395154	1.293005
11	482.046634	1.244549
12	482.698114	1.186473
13	483.349593	1.116600
14	484.001073	1.036126
15	484.652553	0.947769
16	485.304032	0.852882
17	485.955512	0.755165
18	486.606992	0.658142
19	487.258471	0.563074
20	487.909951	0.487935
21	488.561431	0.488731
22	489.212910	0.489528
23	489.864390	0.490325
24	490.515870	0.491122
25	491.167349	0.491921
26	491.818829	0.492719
27	492.470309	0.493519
28	493.121788	0.494318
29	493.773268	0.495119
30	494.424748	0.495920
31	495.076227	0.496721
32	495.727707	0.497523
33	496.379187	0.498333
34	497.030666	0.471631
35	497.682146	0.386172
36	498.333626	0.403629
37	498.985105	0.438513
38	499.636585	0.462073
39	500.288065	0.462416
40	500.939544	0.461479
41	501.591024	0.455444
42	502.242504	0.407830
43	502.893983	0.318109
44	503.545463	0.182976
45	504.196943	0.004252
46	504.848422	-0.201915
No.30	 toolpath 439.516714	[r = 504.211474] is calculated within 11.062694s.
-----
initial linear search begins: 
No.	x	f(x)0	471.608510	1.506407
1	472.260569	1.503963
2	472.912628	1.501519
3	473.564688	1.499074
4	474.216747	1.482360
5	474.868806	1.441766
6	475.520865	1.401973
7	476.172925	1.365998
8	476.824984	1.332466
9	477.477043	1.296485
10	478.129103	1.257708
11	478.781162	1.211708
12	479.433221	1.156350
13	480.085280	1.087134
14	480.737340	1.008526
15	481.389399	0.921397
16	482.041458	0.828566
17	482.693518	0.733315
18	483.345577	0.636311
19	483.997636	0.542628
20	484.649695	0.489597
21	485.301755	0.488659
22	485.953814	0.487720
23	486.605873	0.486781
24	487.257933	0.485842
25	487.909992	0.484903
26	488.562051	0.484755
27	489.214111	0.485550
28	489.866170	0.486346
29	490.518229	0.487142
30	491.170288	0.487939
31	491.822348	0.488737
32	492.474407	0.489534
33	493.126466	0.490333
34	493.778526	0.469011
35	494.430585	0.389804
36	495.082644	0.402563
37	495.734703	0.437878
38	496.386763	0.465056
39	497.038822	0.471763
40	497.690881	0.470825
41	498.342941	0.459302
42	498.995000	0.409397
43	499.647059	0.319911
44	500.299118	0.183972
45	500.951178	0.006183
46	501.603237	-0.201167
No.31	 toolpath 436.275695	[r = 500.970456] is calculated within 11.257097s.
-----
initial linear search begins: 
No.	x	f(x)0	468.338738	1.530901
1	468.991372	1.528457
2	469.644007	1.526013
3	470.296641	1.506592
4	470.949275	1.455538
5	471.601910	1.406283
6	472.254544	1.364163
7	472.907178	1.326405
8	473.559813	1.292480
9	474.212447	1.258424
10	474.865081	1.221103
11	475.517716	1.177833
12	476.170350	1.123289
13	476.822985	1.057760
14	477.475619	0.980562
15	478.128253	0.895300
16	478.780888	0.803961
17	479.433522	0.709715
18	480.086156	0.615350
19	480.738791	0.523669
20	481.391425	0.498985
21	482.044059	0.498045
22	482.696694	0.497104
23	483.349328	0.496163
24	484.001962	0.495222
25	484.654597	0.494282
26	485.307231	0.491875
27	485.959866	0.477634
28	486.612500	0.478425
29	487.265134	0.479218
30	487.917769	0.480011
31	488.570403	0.480804
32	489.223037	0.481598
33	489.875672	0.482392
34	490.528306	0.465949
35	491.180940	0.393348
36	491.833575	0.401213
37	492.486209	0.436842
38	493.138843	0.465132
39	493.791478	0.480942
40	494.444112	0.480175
41	495.096747	0.461094
42	495.749381	0.411046
43	496.402015	0.321677
44	497.054650	0.186024
45	497.707284	0.006637
46	498.359918	-0.199198
No.32	 toolpath 433.038533	[r = 497.733293] is calculated within 10.795828s.
-----
initial linear search begins: 
No.	x	f(x)0	465.073066	1.555342
1	465.726271	1.552898
2	466.379476	1.540312
3	467.032680	1.483233
4	467.685885	1.421745
5	468.339089	1.367983
6	468.992294	1.322905
7	469.645498	1.286241
8	470.298703	1.252144
9	470.951907	1.219705
10	471.605112	1.183547
11	472.258316	1.142089
12	472.911521	1.090639
13	473.564725	1.026840
14	474.217930	0.952074
15	474.871135	0.868622
16	475.524339	0.779085
17	476.177544	0.687875
18	476.830748	0.594485
19	477.483953	0.509315
20	478.137157	0.508373
21	478.790362	0.507430
22	479.443566	0.506487
23	480.096771	0.505545
24	480.749975	0.504602
25	481.403180	0.503660
26	482.056384	0.491431
27	482.709589	0.469773
28	483.362794	0.470561
29	484.015998	0.471349
30	484.669203	0.472138
31	485.322407	0.472928
32	485.975612	0.473718
33	486.628816	0.474508
34	487.282021	0.462589
35	487.935225	0.396667
36	488.588430	0.400066
37	489.241634	0.435437
38	489.894839	0.463509
39	490.548044	0.479403
40	491.201248	0.480101
41	491.854453	0.461424
42	492.507657	0.411403
43	493.160862	0.322329
44	493.814066	0.186666
45	494.467271	0.008310
46	495.120475	-0.198117
No.33	 toolpath 429.803175	[r = 494.497935] is calculated within 10.862426s.
-----
initial linear search begins: 
No.	x	f(x)0	461.809424	1.579748
1	462.463194	1.575454
2	463.116965	1.522522
3	463.770735	1.451888
4	464.424505	1.384142
5	465.078275	1.326931
6	465.732046	1.280672
7	466.385816	1.243347
8	467.039586	1.210288
9	467.693356	1.178863
10	468.347126	1.145092
11	469.000897	1.105449
12	469.654667	1.056561
13	470.308437	0.995495
14	470.962207	0.923028
15	471.615977	0.841432
16	472.269748	0.754911
17	472.923518	0.664294
18	473.577288	0.574375
19	474.231058	0.518710
20	474.884829	0.517766
21	475.538599	0.516821
22	476.192369	0.515876
23	476.846139	0.514932
24	477.499909	0.513987
25	478.153680	0.513043
26	478.807450	0.485123
27	479.461220	0.461962
28	480.114990	0.462746
29	480.768761	0.463531
30	481.422531	0.464316
31	482.076301	0.465102
32	482.730071	0.465888
33	483.383841	0.466674
34	484.037612	0.458579
35	484.691382	0.399726
36	485.345152	0.399253
37	485.998922	0.433925
38	486.652693	0.461216
39	487.306463	0.471405
40	487.960233	0.472195
41	488.614003	0.459779
42	489.267773	0.411455
43	489.921544	0.323541
44	490.575314	0.188530
45	491.229084	0.010082
46	491.882854	-0.196102
No.34	 toolpath 426.569601	[r = 491.264361] is calculated within 10.867665s.
-----
initial linear search begins: 
No.	x	f(x)0	458.547791	1.604116
1	459.202122	1.566066
2	459.856453	1.493447
3	460.510785	1.416510
4	461.165116	1.344668
5	461.819448	1.284927
6	462.473779	1.237613
7	463.128110	1.200096
8	463.782442	1.168111
9	464.436773	1.138803
10	465.091105	1.105985
11	465.745436	1.068320
12	466.399768	1.022251
13	467.054099	0.963715
14	467.708430	0.893734
15	468.362762	0.814627
16	469.017093	0.730586
17	469.671425	0.641837
18	470.325756	0.554920
19	470.980087	0.528111
20	471.634419	0.527164
21	472.288750	0.526217
22	472.943082	0.525271
23	473.597413	0.524324
24	474.251745	0.523378
25	474.906076	0.518433
26	475.560407	0.475464
27	476.214739	0.454200
28	476.869070	0.454981
29	477.523402	0.455762
30	478.177733	0.456543
31	478.832064	0.457325
32	479.486396	0.458107
33	480.140727	0.458890
34	480.795059	0.454271
35	481.449390	0.402808
36	482.103722	0.398309
37	482.758053	0.432536
38	483.412384	0.457669
39	484.066716	0.463598
40	484.721047	0.464384
41	485.375379	0.456963
42	486.029710	0.411070
43	486.684042	0.324071
44	487.338373	0.189229
45	487.992704	0.011807
46	488.647036	-0.195198
No.35	 toolpath 423.335475	[r = 488.030237] is calculated within 10.925793s.
-----
initial linear search begins: 
No.	x	f(x)0	455.285810	1.610106
1	455.940698	1.541139
2	456.595587	1.459896
3	457.250475	1.378376
4	457.905364	1.303748
5	458.560252	1.242602
6	459.215141	1.194202
7	459.870029	1.157010
8	460.524918	1.125542
9	461.179807	1.096935
10	461.834695	1.066594
11	462.489584	1.031389
12	463.144472	0.987015
13	463.799361	0.931465
14	464.454249	0.864177
15	465.109138	0.787430
16	465.764026	0.705727
17	466.418915	0.619712
18	467.073804	0.538473
19	467.728692	0.537524
20	468.383581	0.536575
21	469.038469	0.535627
22	469.693358	0.534678
23	470.348246	0.533730
24	471.003135	0.532781
25	471.658023	0.515522
26	472.312912	0.462984
27	472.967801	0.446481
28	473.622689	0.447257
29	474.277578	0.448034
30	474.932466	0.448812
31	475.587355	0.449590
32	476.242243	0.450369
33	476.897132	0.451148
34	477.552020	0.449256
35	478.206909	0.405401
36	478.861797	0.398008
37	479.516686	0.430745
38	480.171575	0.453749
39	480.826463	0.455833
40	481.481352	0.456616
41	482.136240	0.453012
42	482.791129	0.410245
43	483.446017	0.324624
44	484.100906	0.190487
45	484.755794	0.012419
46	485.410683	-0.194634
No.36	 toolpath 420.102984	[r = 484.797746] is calculated within 11.253275s.
-----
initial linear search begins: 
No.	x	f(x)0	452.025683	1.589085
1	452.681124	1.509470
2	453.336566	1.423152
3	453.992007	1.339100
4	454.647448	1.262244
5	455.302889	1.198708
6	455.958331	1.149973
7	456.613772	1.113105
8	457.269213	1.082608
9	457.924654	1.054449
10	458.580096	1.026094
11	459.235537	0.992978
12	459.890978	0.951712
13	460.546420	0.899694
14	461.201861	0.834212
15	461.857302	0.761340
16	462.512743	0.680358
17	463.168185	0.597901
18	463.823626	0.547895
19	464.479067	0.546944
20	465.134508	0.545994
21	465.789950	0.545043
22	466.445391	0.544092
23	467.100832	0.543142
24	467.756273	0.541895
25	468.411715	0.507363
26	469.067156	0.448106
27	469.722597	0.438808
28	470.378038	0.439581
29	471.033480	0.440354
30	471.688921	0.441129
31	472.344362	0.441903
32	472.999803	0.442678
33	473.655245	0.443453
34	474.310686	0.444000
35	474.966127	0.407646
36	475.621568	0.397915
37	476.277010	0.428832
38	476.932451	0.447576
39	477.587892	0.448116
40	478.243334	0.448896
41	478.898775	0.447580
42	479.554216	0.408986
43	480.209657	0.324963
44	480.865099	0.191649
45	481.520540	0.013747
46	482.175981	-0.192473
No.37	 toolpath 416.872153	[r = 481.566914] is calculated within 10.905323s.
-----
initial linear search begins: 
No.	x	f(x)0	448.767436	1.558970
1	449.423426	1.473186
2	450.079415	1.384278
3	450.735405	1.297846
4	451.391394	1.220261
5	452.047384	1.154926
6	452.703373	1.105455
7	453.359363	1.068046
8	454.015352	1.038570
9	454.671342	1.012578
10	455.327332	0.985420
11	455.983321	0.954506
12	456.639311	0.915935
13	457.295300	0.866049
14	457.951290	0.804344
15	458.607279	0.733067
16	459.263269	0.655996
17	459.919258	0.577143
18	460.575248	0.557324
19	461.231238	0.556371
20	461.887227	0.555418
21	462.543217	0.554466
22	463.199206	0.553513
23	463.855196	0.552561
24	464.511185	0.542579
25	465.167175	0.495745
26	465.823164	0.432099
27	466.479154	0.431181
28	467.135144	0.431951
29	467.791133	0.432720
30	468.447123	0.433491
31	469.103112	0.434262
32	469.759102	0.435033
33	470.415091	0.435805
34	471.071081	0.436655
35	471.727070	0.409069
36	472.383060	0.398124
37	473.039050	0.427182
38	473.695039	0.439672
39	474.351029	0.440446
40	475.007018	0.441222
41	475.663008	0.441361
42	476.318997	0.406827
43	476.974987	0.324903
44	477.630976	0.192355
45	478.286966	0.015067
46	478.942955	-0.191857
No.38	 toolpath 413.643002	[r = 478.337764] is calculated within 10.940633s.
-----
initial linear search begins: 
No.	x	f(x)0	445.511092	1.522706
1	446.167625	1.434375
2	446.824159	1.343907
3	447.480692	1.256240
4	448.137226	1.177730
5	448.793759	1.111113
6	449.450293	1.060807
7	450.106826	1.023332
8	450.763359	0.995659
9	451.419893	0.969452
10	452.076426	0.944487
11	452.732960	0.915863
12	453.389493	0.879689
13	454.046027	0.834192
14	454.702560	0.774300
15	455.359094	0.705901
16	456.015627	0.632085
17	456.672160	0.567715
18	457.328694	0.566760
19	457.985227	0.565805
20	458.641761	0.564850
21	459.298294	0.563896
22	459.954828	0.562941
23	460.611361	0.562052
24	461.267895	0.535600
25	461.924428	0.481312
26	462.580961	0.422834
27	463.237495	0.423599
28	463.894028	0.424365
29	464.550562	0.425132
30	465.207095	0.425899
31	465.863629	0.426666
32	466.520162	0.427434
33	467.176696	0.428202
34	467.833229	0.428971
35	468.489762	0.410287
36	469.146296	0.398391
37	469.802829	0.424544
38	470.459363	0.432051
39	471.115896	0.432823
40	471.772430	0.433594
41	472.428963	0.435121
42	473.085497	0.405184
43	473.742030	0.324298
44	474.398563	0.192403
45	475.055097	0.016261
46	475.711630	-0.191262
No.39	 toolpath 410.412758	[r = 475.107519] is calculated within 10.927304s.
-----
initial linear search begins: 
No.	x	f(x)0	442.253848	1.483255
1	442.910921	1.393598
2	443.567995	1.301984
3	444.225068	1.213868
4	444.882142	1.133973
5	445.539215	1.067446
6	446.196289	1.015998
7	446.853362	0.978670
8	447.510435	0.950224
9	448.167509	0.926499
10	448.824582	0.903324
11	449.481656	0.876784
12	450.138729	0.843239
13	450.795802	0.800728
14	451.452876	0.744145
15	452.109949	0.679179
16	452.767023	0.609573
17	453.424096	0.577168
18	454.081169	0.576211
19	454.738243	0.575255
20	455.395316	0.574298
21	456.052390	0.573341
22	456.709463	0.572384
23	457.366537	0.565930
24	458.023610	0.524077
25	458.680683	0.464305
26	459.337757	0.415293
27	459.994830	0.416055
28	460.651904	0.416818
29	461.308977	0.417581
30	461.966050	0.418344
31	462.623124	0.419108
32	463.280197	0.419873
33	463.937271	0.420638
34	464.594344	0.421403
35	465.251417	0.411101
36	465.908491	0.399300
37	466.565564	0.421227
38	467.222638	0.424470
39	467.879711	0.425237
40	468.536785	0.426006
41	469.193858	0.426895
42	469.850931	0.401832
43	470.508005	0.324684
44	471.165078	0.193686
45	471.822152	0.017442
46	472.479225	-0.189302
No.40	 toolpath 407.184187	[r = 471.878949] is calculated within 10.926714s.
-----
initial linear search begins: 
No.	x	f(x)0	438.998499	1.441701
1	439.656108	1.350943
2	440.313717	1.259204
3	440.971326	1.171213
4	441.628935	1.090336
5	442.286544	1.022919
6	442.944153	0.972764
7	443.601762	0.934629
8	444.259371	0.906243
9	444.916980	0.884281
10	445.574589	0.862542
11	446.232198	0.838072
12	446.889807	0.806670
13	447.547416	0.766249
14	448.205025	0.714911
15	448.862634	0.652517
16	449.520243	0.587589
17	450.177852	0.586630
18	450.835461	0.585671
19	451.493070	0.584712
20	452.150679	0.583753
21	452.808288	0.582794
22	453.465897	0.581835
23	454.123506	0.559372
24	454.781115	0.509041
25	455.438724	0.445701
26	456.096333	0.407796
27	456.753942	0.408555
28	457.411551	0.409314
29	458.069160	0.410074
30	458.726769	0.410834
31	459.384378	0.411595
32	460.041987	0.412356
33	460.699596	0.413117
34	461.357205	0.413879
35	462.014814	0.410262
36	462.672423	0.400250
37	463.330032	0.416143
38	463.987641	0.416932
39	464.645250	0.417696
40	465.302859	0.418461
41	465.960468	0.419226
42	466.618077	0.398577
43	467.275686	0.323371
44	467.933295	0.194075
45	468.590904	0.017853
46	469.248513	-0.188521
No.41	 toolpath 403.957273	[r = 468.652034] is calculated within 10.953754s.
-----
initial linear search begins: 
No.	x	f(x)0	435.745022	1.397818
1	436.403162	1.307750
2	437.061302	1.216209
3	437.719442	1.127713
4	438.377582	1.048319
5	439.035723	0.979000
6	439.693863	0.926730
7	440.352003	0.890238
8	441.010143	0.861567
9	441.668284	0.839937
10	442.326424	0.820126
11	442.984564	0.797971
12	443.642704	0.769876
13	444.300845	0.733795
14	444.958985	0.684301
15	445.617125	0.627240
16	446.275265	0.597060
17	446.933406	0.596099
18	447.591546	0.595138
19	448.249686	0.594177
20	448.907826	0.593216
21	449.565967	0.592255
22	450.224107	0.585990
23	450.882247	0.546718
24	451.540387	0.491054
25	452.198528	0.425719
26	452.856668	0.400342
27	453.514808	0.401097
28	454.172948	0.401853
29	454.831089	0.402609
30	455.489229	0.403367
31	456.147369	0.404124
32	456.805509	0.404882
33	457.463650	0.405640
34	458.121790	0.406398
35	458.779930	0.406998
36	459.438070	0.401209
37	460.096211	0.408677
38	460.754351	0.409438
39	461.412491	0.410198
40	462.070631	0.410960
41	462.728772	0.411722
42	463.386912	0.394947
43	464.045052	0.322233
44	464.703192	0.194637
45	465.361333	0.019237
46	466.019473	-0.187997
No.42	 toolpath 400.729576	[r = 465.424338] is calculated within 11.006999s.
-----
initial linear search begins: 
No.	x	f(x)0	432.490961	1.352807
1	433.149629	1.263984
2	433.808296	1.172308
3	434.466964	1.084090
4	435.125631	1.003904
5	435.784299	0.935452
6	436.442966	0.882273
7	437.101634	0.844856
8	437.760301	0.817278
9	438.418969	0.796739
10	439.077636	0.778191
11	439.736304	0.758624
12	440.394971	0.732947
13	441.053639	0.699395
14	441.712307	0.654934
15	442.370974	0.607511
16	443.029642	0.606548
17	443.688309	0.605584
18	444.346977	0.604621
19	445.005644	0.603657
20	445.664312	0.602694
21	446.322979	0.601729
22	446.981647	0.576973
23	447.640314	0.530044
24	448.298982	0.471564
25	448.957650	0.404118
26	449.616317	0.392924
27	450.274985	0.393676
28	450.933652	0.394429
29	451.592320	0.395182
30	452.250987	0.395936
31	452.909655	0.396689
32	453.568322	0.397444
33	454.226990	0.398199
34	454.885657	0.398954
35	455.544325	0.399710
36	456.202992	0.400466
37	456.861660	0.401223
38	457.520328	0.401981
39	458.178995	0.402738
40	458.837663	0.403496
41	459.496330	0.404255
42	460.154998	0.390971
43	460.813665	0.321246
44	461.472333	0.194227
45	462.131000	0.019195
46	462.789668	-0.186496
No.43	 toolpath 397.503644	[r = 462.198406] is calculated within 10.869103s.
-----
initial linear search begins: 
No.	x	f(x)0	429.238881	1.306370
1	429.898072	1.218361
2	430.557262	1.128180
3	431.216453	1.041094
4	431.875643	0.961011
5	432.534834	0.892326
6	433.194024	0.838444
7	433.853215	0.800975
8	434.512405	0.773099
9	435.171596	0.753152
10	435.830786	0.737034
11	436.489977	0.718861
12	437.149167	0.696401
13	437.808357	0.665815
14	438.467548	0.625450
15	439.126738	0.617009
16	439.785929	0.616043
17	440.445119	0.615077
18	441.104310	0.614112
19	441.763500	0.613146
20	442.422691	0.612181
21	443.081881	0.599465
22	443.741072	0.561174
23	444.400262	0.510484
24	445.059453	0.449613
25	445.718643	0.384798
26	446.377834	0.385547
27	447.037024	0.386296
28	447.696215	0.387046
29	448.355405	0.387796
30	449.014596	0.388546
31	449.673786	0.389297
32	450.332977	0.390049
33	450.992167	0.390800
34	451.651358	0.391553
35	452.310548	0.392305
36	452.969739	0.393058
37	453.628929	0.393812
38	454.288120	0.394565
39	454.947310	0.395320
40	455.606501	0.396075
41	456.265691	0.396830
42	456.924882	0.386644
43	457.584072	0.320064
44	458.243263	0.194631
45	458.902453	0.020188
46	459.561644	-0.185416
No.44	 toolpath 394.276297	[r = 458.971058] is calculated within 10.886305s.
-----
initial linear search begins: 
No.	x	f(x)0	425.985576	1.259564
1	426.645286	1.172947
2	427.304996	1.084954
3	427.964705	0.997872
4	428.624415	0.918584
5	429.284125	0.849599
6	429.943834	0.795256
7	430.603544	0.756251
8	431.263253	0.729173
9	431.922963	0.709886
10	432.582673	0.695059
11	433.242382	0.678726
12	433.902092	0.658826
13	434.561802	0.632506
14	435.221511	0.627492
15	435.881221	0.626525
16	436.540930	0.625557
17	437.200640	0.624589
18	437.860350	0.623621
19	438.520059	0.622653
20	439.179769	0.614316
21	439.839478	0.583974
22	440.499188	0.541091
23	441.158898	0.488086
24	441.818607	0.426573
25	442.478317	0.377459
26	443.138027	0.378205
27	443.797736	0.378950
28	444.457446	0.379697
29	445.117155	0.380444
30	445.776865	0.381191
31	446.436575	0.381939
32	447.096284	0.382687
33	447.755994	0.383436
34	448.415704	0.384185
35	449.075413	0.384934
36	449.735123	0.385684
37	450.394832	0.386434
38	451.054542	0.387185
39	451.714252	0.387936
40	452.373961	0.388688
41	453.033671	0.389440
42	453.693381	0.381962
43	454.353090	0.318614
44	455.012800	0.194607
45	455.672509	0.021421
46	456.332219	-0.184968
No.45	 toolpath 391.050542	[r = 455.745304] is calculated within 10.878800s.
-----
initial linear search begins: 
No.	x	f(x)0	422.734081	1.211996
1	423.394305	1.126943
2	424.054530	1.039763
3	424.714754	0.955058
4	425.374979	0.876548
5	426.035203	0.808182
6	426.695428	0.753195
7	427.355652	0.713329
8	428.015877	0.686240
9	428.676101	0.667057
10	429.336325	0.652590
11	429.996550	0.639932
12	430.656774	0.638961
