The time spent in the parallel computing activating process is 0.000197s.
-----
No.1	 toolpath 535.073516	[r = 600.000000] is calculated within 0.025376s.
-----
initial linear search begins: 
No.	x	f(x)0	568.344755	1.379614
13	431.316999	0.637991
14	431.977223	0.637020
15	432.637448	0.636050
16	433.297672	0.635080
17	433.957897	0.634110
18	434.618121	0.633140
19	435.278346	0.620010
20	435.938570	0.595563
21	436.598794	0.561139
22	437.259019	0.516806
23	437.919243	0.463729
24	438.579468	0.402462
25	439.239692	0.370159
26	439.899917	0.370901
27	440.560141	0.371645
28	441.220366	0.372388
29	441.880590	0.373132
30	442.540815	0.373876
31	443.201039	0.374620
32	443.861264	0.375366
33	444.521488	0.376111
34	445.181712	0.376857
35	445.841937	0.377603
36	446.502161	0.378350
37	447.162386	0.379097
38	447.822610	0.379845
39	448.482835	0.380593
40	449.143059	0.381342
41	449.803284	0.382091
42	450.463508	0.376951
43	451.123733	0.316968
44	451.783957	0.194152
45	452.444181	0.022014
46	453.104406	-0.183973
No.46	 toolpath 387.825008	[r = 452.519770] is calculated within 10.880034s.
-----
initial linear search begins: 
No.	x	f(x)0	419.483009	1.163909
1	420.143744	1.081324
2	420.804479	0.995971
3	421.465215	0.912908
4	422.125950	0.835453
5	422.786685	0.768467
6	423.447420	0.713051
7	424.108155	0.672292
8	424.768891	0.652400
9	425.429626	0.651426
10	426.090361	0.650453
11	426.751096	0.649481
12	427.411832	0.648508
13	428.072567	0.647535
14	428.733302	0.646562
15	429.394037	0.644177
16	430.054772	0.634873
17	430.715508	0.624323
18	431.376243	0.610973
19	432.036978	0.592986
20	432.697713	0.568372
21	433.358449	0.534754
22	434.019184	0.490604
23	434.679919	0.437985
24	435.340654	0.376769
25	436.001390	0.362895
26	436.662125	0.363635
27	437.322860	0.364375
28	437.983595	0.365115
29	438.644330	0.365856
30	439.305066	0.366597
31	439.965801	0.367339
32	440.626536	0.368081
33	441.287271	0.368823
34	441.948007	0.369566
35	442.608742	0.370309
36	443.269477	0.371053
37	443.930212	0.371797
38	444.590948	0.372542
39	445.251683	0.373287
40	445.912418	0.374032
41	446.573153	0.374778
42	447.233888	0.371764
43	447.894624	0.315104
44	448.555359	0.194621
45	449.216094	0.022849
46	449.876829	-0.182554
No.47	 toolpath 384.597090	[r = 449.291852] is calculated within 11.213426s.
-----
initial linear search begins: 
No.	x	f(x)0	416.229735	1.115435
1	416.890977	1.035259
2	417.552219	0.952470
3	418.213462	0.871704
4	418.874704	0.795568
5	419.535946	0.729533
6	420.197189	0.675193
7	420.858431	0.662954
8	421.519673	0.661978
9	422.180916	0.661002
10	422.842158	0.660027
11	423.503400	0.659052
12	424.164643	0.658076
13	424.825885	0.649448
14	425.487127	0.629154
15	426.148370	0.611425
16	426.809612	0.598229
17	427.470855	0.586895
18	428.132097	0.575099
19	428.793339	0.559175
20	429.454582	0.536526
21	430.115824	0.504931
22	430.777066	0.462605
23	431.438309	0.410473
24	432.099551	0.354925
25	432.760793	0.355661
26	433.422036	0.356397
27	434.083278	0.357135
28	434.744520	0.357872
29	435.405763	0.358609
30	436.067005	0.359348
31	436.728248	0.360087
32	437.389490	0.360825
33	438.050732	0.361565
34	438.711975	0.362305
35	439.373217	0.363045
36	440.034459	0.363786
37	440.695702	0.364527
38	441.356944	0.365269
39	442.018186	0.366011
40	442.679429	0.366753
41	443.340671	0.367496
42	444.001913	0.365572
43	444.663156	0.313029
44	445.324398	0.194440
45	445.985641	0.023158
46	446.646883	-0.182183
No.48	 toolpath 381.370721	[r = 446.065483] is calculated within 10.892725s.
-----
initial linear search begins: 
No.	x	f(x)0	412.978221	1.067025
1	413.639967	0.990279
2	414.301712	0.909723
3	414.963457	0.830962
4	415.625202	0.757636
5	416.286947	0.694478
6	416.948693	0.673524
7	417.610438	0.672546
8	418.272183	0.671567
9	418.933928	0.670590
10	419.595674	0.669612
11	420.257419	0.668634
12	420.919164	0.653135
13	421.580909	0.621756
14	422.242654	0.592984
15	422.904400	0.571497
16	423.566145	0.556705
17	424.227890	0.545845
18	424.889635	0.535595
19	425.551381	0.522546
20	426.213126	0.502240
21	426.874871	0.473654
22	427.536616	0.432610
23	428.198362	0.383049
24	428.860107	0.347731
25	429.521852	0.348464
26	430.183597	0.349198
27	430.845342	0.349932
28	431.507088	0.350667
29	432.168833	0.351402
30	432.830578	0.352137
31	433.492323	0.352873
32	434.154069	0.353609
33	434.815814	0.354345
34	435.477559	0.355082
35	436.139304	0.355820
36	436.801049	0.356557
37	437.462795	0.357295
38	438.124540	0.358034
39	438.786285	0.358773
40	439.448030	0.359512
41	440.109776	0.360252
42	440.771521	0.359467
43	441.433266	0.310189
44	442.095011	0.194284
45	442.756757	0.022922
46	443.418502	-0.181724
No.49	 toolpath 378.140582	[r = 442.835344] is calculated within 10.850619s.
-----
initial linear search begins: 
No.	x	f(x)0	409.723110	1.018571
1	410.385355	0.944182
2	411.047600	0.867315
3	411.709844	0.792811
4	412.372089	0.722832
5	413.034334	0.684126
6	413.696578	0.683146
7	414.358823	0.682165
8	415.021068	0.681185
9	415.683312	0.680204
10	416.345557	0.679224
11	417.007802	0.665859
12	417.670046	0.628490
13	418.332291	0.587395
14	418.994536	0.553202
15	419.656780	0.529164
16	420.319025	0.513762
17	420.981270	0.503108
18	421.643515	0.494953
19	422.305759	0.483699
20	422.968004	0.465974
21	423.630249	0.439720
22	424.292493	0.402088
23	424.954738	0.352937
24	425.616983	0.340563
25	426.279227	0.341294
26	426.941472	0.342024
27	427.603717	0.342756
28	428.265961	0.343487
29	428.928206	0.344219
30	429.590451	0.344952
31	430.252695	0.345685
32	430.914940	0.346417
33	431.577185	0.347151
34	432.239429	0.347885
35	432.901674	0.348620
36	433.563919	0.349355
37	434.226163	0.350090
38	434.888408	0.350825
39	435.550653	0.351562
40	436.212897	0.352298
41	436.875142	0.353035
42	437.537387	0.353071
43	438.199631	0.307521
44	438.861876	0.193204
45	439.524121	0.023601
46	440.186365	-0.181514
No.50	 toolpath 374.912222	[r = 439.606983] is calculated within 10.879712s.
-----
initial linear search begins: 
No.	x	f(x)0	406.469990	0.971078
1	407.132730	0.899764
2	407.795470	0.826704
3	408.458210	0.755542
4	409.120950	0.694746
5	409.783689	0.693762
6	410.446429	0.692779
7	411.109169	0.691796
8	411.771909	0.690813
9	412.434649	0.689830
10	413.097389	0.682168
11	413.760129	0.644834
12	414.422868	0.597301
13	415.085608	0.550821
14	415.748348	0.512002
15	416.411088	0.485425
16	417.073828	0.468980
17	417.736568	0.458972
18	418.399308	0.451620
19	419.062047	0.442994
20	419.724787	0.428049
21	420.387527	0.404579
22	421.050267	0.369275
23	421.713007	0.332705
24	422.375747	0.333433
25	423.038486	0.334160
26	423.701226	0.334888
27	424.363966	0.335616
28	425.026706	0.336345
29	425.689446	0.337075
30	426.352186	0.337804
31	427.014926	0.338534
32	427.677665	0.339264
33	428.340405	0.339995
34	429.003145	0.340726
35	429.665885	0.341458
36	430.328625	0.342189
37	430.991365	0.342922
38	431.654105	0.343655
39	432.316844	0.344388
40	432.979584	0.345122
41	433.642324	0.345855
42	434.305064	0.347504
43	434.967804	0.304676
44	435.630544	0.192980
45	436.293284	0.024467
46	436.956023	-0.179766
No.51	 toolpath 371.683047	[r = 436.377809] is calculated within 10.849250s.
-----
initial linear search begins: 
No.	x	f(x)0	403.216251	0.922557
1	403.879482	0.856610
2	404.542713	0.787865
3	405.205944	0.722378
4	405.869176	0.704405
5	406.532407	0.703418
6	407.195638	0.702433
7	407.858869	0.701447
8	408.522100	0.700461
9	409.185331	0.697800
10	409.848563	0.665971
11	410.511794	0.616659
12	411.175025	0.562000
13	411.838256	0.511011
14	412.501487	0.469469
15	413.164718	0.440916
16	413.827950	0.423701
17	414.491181	0.414132
18	415.154412	0.408108
19	415.817643	0.401151
20	416.480874	0.389347
21	417.144105	0.368494
22	417.807337	0.336524
23	418.470568	0.325608
24	419.133799	0.326333
25	419.797030	0.327058
26	420.460261	0.327783
27	421.123492	0.328508
28	421.786724	0.329234
29	422.449955	0.329961
30	423.113186	0.330688
31	423.776417	0.331415
32	424.439648	0.332142
33	425.102879	0.332870
34	425.766111	0.333598
35	426.429342	0.334327
36	427.092573	0.335056
37	427.755804	0.335786
38	428.419035	0.336516
39	429.082266	0.337246
40	429.745498	0.337977
41	430.408729	0.338708
42	431.071960	0.339922
43	431.735191	0.301649
44	432.398422	0.192314
45	433.061653	0.024797
46	433.724885	-0.179389
No.52	 toolpath 368.452687	[r = 433.147447] is calculated within 10.861256s.
-----
initial linear search begins: 
No.	x	f(x)0	399.961514	0.876208
1	400.625232	0.814479
2	401.288951	0.752110
3	401.952670	0.715073
4	402.616388	0.714085
5	403.280107	0.713096
6	403.943826	0.712108
7	404.607544	0.711119
8	405.271263	0.710131
9	405.934982	0.687257
10	406.598700	0.639994
11	407.262419	0.583792
12	407.926138	0.525182
13	408.589856	0.470962
14	409.253575	0.427005
15	409.917294	0.395871
16	410.581012	0.377923
17	411.244731	0.368694
18	411.908450	0.364381
19	412.572168	0.358816
20	413.235887	0.349313
21	413.899606	0.331487
22	414.563324	0.317820
23	415.227043	0.318541
24	415.890762	0.319262
25	416.554480	0.319985
26	417.218199	0.320707
27	417.881918	0.321430
28	418.545636	0.322153
29	419.209355	0.322877
30	419.873074	0.323601
31	420.536792	0.324325
32	421.200511	0.325050
33	421.864230	0.325775
34	422.527948	0.326501
35	423.191667	0.327227
36	423.855386	0.327953
37	424.519104	0.328680
38	425.182823	0.329407
39	425.846542	0.330134
40	426.510260	0.330862
41	427.173979	0.331591
42	427.837698	0.332319
43	428.501416	0.298440
44	429.165135	0.191166
45	429.828854	0.024507
46	430.492572	-0.179148
No.53	 toolpath 365.221176	[r = 429.915937] is calculated within 11.027427s.
-----
initial linear search begins: 
No.	x	f(x)0	396.705819	0.830722
1	397.370021	0.775603
2	398.034223	0.725770
3	398.698426	0.724778
4	399.362628	0.723787
5	400.026830	0.722796
6	400.691033	0.721804
7	401.355235	0.720813
8	402.019438	0.706748
9	402.683640	0.663558
10	403.347842	0.608156
11	404.012045	0.547159
12	404.676247	0.485682
13	405.340449	0.428846
14	406.004652	0.382309
15	406.668854	0.350779
16	407.333057	0.331546
17	407.997259	0.323165
18	408.661461	0.319593
19	409.325664	0.315819
20	409.989866	0.309394
21	410.654068	0.310066
22	411.318271	0.310784
23	411.982473	0.311503
24	412.646676	0.312222
25	413.310878	0.312941
26	413.975080	0.313661
27	414.639283	0.314381
28	415.303485	0.315101
29	415.967688	0.315823
30	416.631890	0.316544
31	417.296092	0.317265
32	417.960295	0.317988
33	418.624497	0.318710
34	419.288699	0.319433
35	419.952902	0.320156
36	420.617104	0.320880
37	421.281307	0.321604
38	421.945509	0.322328
39	422.609711	0.323053
40	423.273914	0.323778
41	423.938116	0.324504
42	424.602318	0.326226
43	425.266521	0.295049
44	425.930723	0.190618
45	426.594926	0.025355
46	427.259128	-0.177947
No.54	 toolpath 361.985821	[r = 426.680581] is calculated within 10.548003s.
-----
initial linear search begins: 
No.	x	f(x)0	393.446448	0.787858
1	394.111130	0.739091
2	394.775813	0.735509
3	395.440496	0.734514
4	396.105178	0.733520
5	396.769861	0.732526
6	397.434544	0.731532
7	398.099226	0.721883
8	398.763909	0.684594
9	399.428592	0.632613
10	400.093274	0.572498
11	400.757957	0.508503
12	401.422640	0.445603
13	402.087322	0.386100
14	402.752005	0.337760
15	403.416688	0.304042
16	404.081370	0.299483
17	404.746053	0.300197
18	405.410736	0.300911
19	406.075418	0.301625
20	406.740101	0.302340
21	407.404784	0.303056
22	408.069467	0.303771
23	408.734149	0.304487
24	409.398832	0.305204
25	410.063515	0.305921
26	410.728197	0.306638
27	411.392880	0.307355
28	412.057563	0.308073
29	412.722245	0.308791
30	413.386928	0.309510
31	414.051611	0.310229
32	414.716293	0.310948
33	415.380976	0.311668
34	416.045659	0.312388
35	416.710341	0.313109
36	417.375024	0.313830
37	418.039707	0.314551
38	418.704389	0.315272
39	419.369072	0.315995
40	420.033755	0.316717
41	420.698437	0.317440
42	421.363120	0.318163
43	422.027803	0.291201
44	422.692485	0.189540
45	423.357168	0.024793
46	424.021851	-0.178006
No.55	 toolpath 358.749492	[r = 423.444253] is calculated within 10.531381s.
-----
initial linear search begins: 
No.	x	f(x)0	390.186295	0.747265
1	390.851454	0.746268
2	391.516613	0.745270
3	392.181773	0.744273
4	392.846932	0.743276
5	393.512091	0.742279
6	394.177250	0.733128
7	394.842409	0.700002
8	395.507568	0.652696
9	396.172728	0.596652
10	396.837887	0.534141
11	397.503046	0.468286
12	398.168205	0.403186
13	398.833364	0.343053
14	399.498523	0.292711
15	400.163682	0.291804
16	400.828842	0.292515
17	401.494001	0.293226
18	402.159160	0.293937
19	402.824319	0.294649
20	403.489478	0.295362
21	404.154637	0.296074
22	404.819796	0.296788
23	405.484956	0.297501
24	406.150115	0.298215
25	406.815274	0.298929
26	407.480433	0.299643
27	408.145592	0.300358
28	408.810751	0.301074
29	409.475910	0.301789
30	410.141070	0.302505
31	410.806229	0.303222
32	411.471388	0.303938
33	412.136547	0.304655
34	412.801706	0.305373
35	413.466865	0.306091
36	414.132025	0.306809
37	414.797184	0.307528
38	415.462343	0.308246
39	416.127502	0.308966
40	416.792661	0.309686
41	417.457820	0.310406
42	418.122979	0.311126
43	418.788139	0.287488
44	419.453298	0.188196
45	420.118457	0.025140
46	420.783616	-0.177059
No.56	 toolpath 355.511721	[r = 420.206482] is calculated within 10.551836s.
-----
initial linear search begins: 
No.	x	f(x)0	386.924888	0.757058
1	387.590520	0.756057
2	388.256152	0.755057
3	388.921784	0.754057
4	389.587416	0.752954
5	390.253048	0.736842
6	390.918680	0.706434
7	391.584312	0.665258
8	392.249943	0.615718
9	392.915575	0.557308
10	393.581207	0.493090
11	394.246839	0.426398
12	394.912471	0.360953
13	395.578103	0.299077
14	396.243735	0.284157
15	396.909366	0.284865
16	397.574998	0.285573
17	398.240630	0.286282
18	398.906262	0.286991
19	399.571894	0.287700
20	400.237526	0.288410
21	400.903158	0.289120
22	401.568790	0.289831
23	402.234421	0.290542
24	402.900053	0.291253
25	403.565685	0.291964
26	404.231317	0.292676
27	404.896949	0.293388
28	405.562581	0.294101
29	406.228213	0.294814
30	406.893844	0.295528
31	407.559476	0.296242
32	408.225108	0.296956
33	408.890740	0.297670
34	409.556372	0.298385
35	410.222004	0.299100
36	410.887636	0.299816
37	411.553268	0.300532
38	412.218899	0.301248
39	412.884531	0.301965
40	413.550163	0.302682
41	414.215795	0.303400
42	414.881427	0.304117
43	415.547059	0.283586
44	416.212691	0.186364
45	416.878322	0.025426
46	417.543954	-0.176371
No.57	 toolpath 352.273252	[r = 416.968012] is calculated within 10.561153s.
-----
initial linear search begins: 
No.	x	f(x)0	383.662976	0.766874
1	384.329077	0.764440
2	384.995177	0.754882
3	385.661278	0.741208
4	386.327379	0.722872
5	386.993480	0.698238
6	387.659580	0.665664
7	388.325681	0.623760
8	388.991782	0.573452
9	389.657882	0.514799
10	390.323983	0.450458
11	390.990084	0.383313
12	391.656185	0.316552
13	392.322285	0.276543
14	392.988386	0.277249
15	393.654487	0.277954
16	394.320588	0.278660
17	394.986688	0.279366
18	395.652789	0.280073
19	396.318890	0.280780
20	396.984990	0.281487
21	397.651091	0.282194
22	398.317192	0.282902
23	398.983293	0.283611
24	399.649393	0.284319
25	400.315494	0.285028
26	400.981595	0.285738
27	401.647695	0.286448
28	402.313796	0.287158
29	402.979897	0.287868
30	403.645998	0.288579
31	404.312098	0.289290
32	404.978199	0.290002
33	405.644300	0.290714
34	406.310401	0.291426
35	406.976501	0.292139
36	407.642602	0.292852
37	408.308703	0.293565
38	408.974803	0.294279
39	409.640904	0.294993
40	410.307005	0.295708
41	410.973106	0.296423
42	411.639206	0.297138
43	412.305307	0.279495
44	412.971408	0.185380
45	413.637509	0.024692
46	414.303609	-0.176521
No.58	 toolpath 349.033012	[r = 413.727773] is calculated within 10.668026s.
-----
initial linear search begins: 
No.	x	f(x)0	380.399479	0.724097
1	381.066045	0.712769
2	381.732611	0.701601
3	382.399177	0.689141
4	383.065743	0.671361
5	383.732309	0.649199
6	384.398875	0.618028
7	385.065440	0.578013
8	385.732006	0.528183
9	386.398572	0.470346
10	387.065138	0.406244
11	387.731704	0.339208
12	388.398270	0.272304
13	389.064836	0.269663
14	389.731402	0.270366
15	390.397968	0.271069
16	391.064533	0.271772
17	391.731099	0.272476
18	392.397665	0.273180
19	393.064231	0.273884
20	393.730797	0.274589
21	394.397363	0.275294
22	395.063929	0.276000
23	395.730495	0.276706
24	396.397060	0.277412
25	397.063626	0.278118
26	397.730192	0.278826
27	398.396758	0.279533
28	399.063324	0.280240
29	399.729890	0.280948
30	400.396456	0.281657
31	401.063022	0.282365
32	401.729588	0.283074
33	402.396153	0.283784
34	403.062719	0.284493
35	403.729285	0.285204
36	404.395851	0.285914
37	405.062417	0.286625
38	405.728983	0.287336
39	406.395549	0.288048
40	407.062115	0.288760
41	407.728680	0.289472
42	408.395246	0.290185
43	409.061812	0.275221
44	409.728378	0.184056
45	410.394944	0.025331
46	411.061510	-0.176702
No.59	 toolpath 345.788855	[r = 410.483617] is calculated within 10.587932s.
-----
initial linear search begins: 
No.	x	f(x)0	377.132234	0.660324
1	377.799262	0.649639
2	378.466290	0.639613
3	379.133317	0.628634
4	379.800345	0.614025
5	380.467373	0.593670
6	381.134400	0.566536
7	381.801428	0.528351
8	382.468455	0.480481
9	383.135483	0.423713
10	383.802511	0.360875
11	384.469538	0.293555
12	385.136566	0.262103
13	385.803594	0.262803
14	386.470621	0.263503
15	387.137649	0.264204
16	387.804677	0.264905
17	388.471704	0.265606
18	389.138732	0.266308
19	389.805760	0.267010
20	390.472787	0.267712
21	391.139815	0.268415
22	391.806843	0.269118
23	392.473870	0.269822
24	393.140898	0.270525
25	393.807925	0.271229
26	394.474953	0.271934
27	395.141981	0.272639
28	395.809008	0.273344
29	396.476036	0.274049
30	397.143064	0.274755
31	397.810091	0.275461
32	398.477119	0.276168
33	399.144147	0.276875
34	399.811174	0.277582
35	400.478202	0.278290
36	401.145230	0.278998
37	401.812257	0.279706
38	402.479285	0.280414
39	403.146312	0.281124
40	403.813340	0.281833
41	404.480368	0.282543
42	405.147395	0.283253
43	405.814423	0.270769
44	406.481451	0.182156
45	407.148478	0.024621
46	407.815506	-0.175042
No.60	 toolpath 342.540766	[r = 407.235527] is calculated within 10.570963s.
-----
initial linear search begins: 
No.	x	f(x)0	373.861226	0.593613
1	374.528712	0.583825
2	375.196198	0.574887
3	375.863684	0.565026
4	376.531170	0.552688
5	377.198656	0.535437
6	377.866142	0.511382
7	378.533628	0.476830
8	379.201114	0.431438
9	379.868600	0.375859
10	380.536086	0.313783
11	381.203572	0.254568
12	381.871058	0.255266
13	382.538544	0.255963
14	383.206030	0.256661
15	383.873516	0.257360
16	384.541002	0.258058
17	385.208488	0.258757
18	385.875974	0.259456
19	386.543460	0.260156
20	387.210946	0.260856
21	387.878432	0.261556
22	388.545918	0.262257
23	389.213404	0.262958
24	389.880890	0.263659
25	390.548376	0.264361
26	391.215862	0.265063
27	391.883348	0.265765
28	392.550834	0.266468
29	393.218320	0.267171
30	393.885806	0.267874
31	394.553292	0.268578
32	395.220778	0.269282
33	395.888264	0.269987
34	396.555750	0.270692
35	397.223236	0.271396
36	397.890722	0.272102
37	398.558208	0.272808
38	399.225694	0.273514
39	399.893181	0.274221
40	400.560667	0.274928
41	401.228153	0.275635
42	401.895639	0.276342
43	402.563125	0.265884
44	403.230611	0.180818
45	403.898097	0.024640
46	404.565583	-0.175208
No.61	 toolpath 339.291923	[r = 403.986685] is calculated within 10.564372s.
-----
initial linear search begins: 
No.	x	f(x)0	370.589659	0.525179
1	371.257599	0.515968
2	371.925540	0.507293
3	372.593480	0.499645
4	373.261421	0.490021
5	373.929362	0.476270
6	374.597302	0.453952
7	375.265243	0.422355
8	375.933183	0.379405
9	376.601124	0.326414
10	377.269064	0.265717
11	377.937005	0.247760
12	378.604945	0.248455
13	379.272886	0.249150
14	379.940826	0.249846
15	380.608767	0.250542
16	381.276707	0.251238
17	381.944648	0.251934
18	382.612588	0.252631
19	383.280529	0.253328
20	383.948469	0.254026
21	384.616410	0.254724
22	385.284351	0.255422
23	385.952291	0.256121
24	386.620232	0.256820
25	387.288172	0.257519
26	387.956113	0.258219
27	388.624053	0.258919
28	389.291994	0.259619
29	389.959934	0.260319
30	390.627875	0.261021
31	391.295815	0.261722
32	391.963756	0.262423
33	392.631696	0.263126
34	393.299637	0.263828
35	393.967577	0.264531
36	394.635518	0.265234
37	395.303458	0.265937
38	395.971399	0.266641
39	396.639339	0.267345
40	397.307280	0.268049
41	397.975221	0.268754
42	398.643161	0.269459
43	399.311102	0.261336
44	399.979042	0.179494
45	400.646983	0.023383
46	401.314923	-0.175229
No.62	 toolpath 336.041260	[r = 400.736022] is calculated within 10.612296s.
-----
initial linear search begins: 
No.	x	f(x)0	367.316454	0.455292
1	367.984845	0.445510
2	368.653237	0.438929
3	369.321628	0.433178
4	369.990019	0.425238
5	370.658411	0.413051
6	371.326802	0.395429
7	371.995193	0.366424
8	372.663585	0.327229
9	373.331976	0.275983
10	374.000367	0.240283
11	374.668759	0.240975
12	375.337150	0.241668
13	376.005542	0.242360
14	376.673933	0.243054
15	377.342324	0.243748
16	378.010716	0.244441
17	378.679107	0.245136
18	379.347498	0.245830
19	380.015890	0.246525
20	380.684281	0.247220
21	381.352672	0.247916
22	382.021064	0.248612
23	382.689455	0.249308
24	383.357846	0.250005
25	384.026238	0.250702
26	384.694629	0.251399
27	385.363020	0.252097
28	386.031412	0.252795
29	386.699803	0.253492
30	387.368195	0.254191
31	388.036586	0.254890
32	388.704977	0.255589
33	389.373369	0.256289
34	390.041760	0.256989
35	390.710151	0.257689
36	391.378543	0.258390
37	392.046934	0.259091
38	392.715325	0.259792
39	393.383717	0.260494
40	394.052108	0.261196
41	394.720499	0.261898
42	395.388891	0.262601
43	396.057282	0.256357
44	396.725673	0.177213
45	397.394065	0.023765
46	398.062456	-0.175278
No.63	 toolpath 332.786620	[r = 397.481380] is calculated within 10.580163s.
-----
initial linear search begins: 
No.	x	f(x)0	364.039441	0.226636
1	364.708280	0.227323
2	365.377119	0.228010
3	366.045958	0.228698
4	366.714797	0.359421
5	367.383635	0.350715
6	368.052474	0.333889
7	368.721313	0.309203
8	369.390152	0.272953
9	370.058990	0.232829
10	370.727829	0.233519
11	371.396668	0.234209
12	372.065507	0.234900
13	372.734346	0.235590
14	373.403184	0.236281
15	374.072023	0.236973
16	374.740862	0.237664
17	375.409701	0.238356
18	376.078539	0.239049
19	376.747378	0.239741
20	377.416217	0.240434
21	378.085056	0.241127
22	378.753895	0.241821
23	379.422733	0.242515
24	380.091572	0.243209
25	380.760411	0.243904
26	381.429250	0.244598
27	382.098088	0.245294
28	382.766927	0.245989
29	383.435766	0.246685
30	384.104605	0.247382
31	384.773444	0.248078
32	385.442282	0.248775
33	386.111121	0.249472
34	386.779960	0.250170
35	387.448799	0.250868
36	388.117637	0.251566
37	388.786476	0.252265
38	389.455315	0.252964
39	390.124154	0.253662
40	390.792993	0.254362
41	391.461831	0.255062
42	392.130670	0.255762
43	392.799509	0.250619
44	393.468348	0.174845
45	394.137186	0.023196
46	394.806025	-0.174261
No.64	 toolpath 329.527986	[r = 394.222746] is calculated within 10.955186s.
-----
initial linear search begins: 
No.	x	f(x)0	360.758606	0.219914
1	361.427889	0.220599
2	362.097172	0.221283
3	362.766455	0.221969
4	363.435737	0.222654
5	364.105020	0.223340
6	364.774303	0.224026
7	365.443586	0.224713
8	366.112869	0.225400
9	366.782151	0.226087
10	367.451434	0.226774
11	368.120717	0.227462
12	368.790000	0.228150
13	369.459283	0.228839
14	370.128565	0.229527
15	370.797848	0.230216
16	371.467131	0.230906
17	372.136414	0.231596
18	372.805697	0.232286
19	373.474979	0.232976
20	374.144262	0.233667
21	374.813545	0.234358
22	375.482828	0.235049
23	376.152111	0.235740
24	376.821393	0.236432
25	377.490676	0.237125
26	378.159959	0.237817
27	378.829242	0.238510
28	379.498525	0.239204
29	380.167807	0.239897
30	380.837090	0.240591
31	381.506373	0.241285
32	382.175656	0.241980
33	382.844939	0.242675
34	383.514221	0.243370
35	384.183504	0.244065
36	384.852787	0.244761
37	385.522070	0.245458
38	386.191353	0.246154
39	386.860635	0.246851
40	387.529918	0.247548
41	388.199201	0.248246
42	388.868484	0.248944
43	389.537767	0.245249
44	390.207049	0.172640
45	390.876332	0.022716
46	391.545615	-0.174003
No.65	 toolpath 326.265340	[r = 390.960102] is calculated within 10.516540s.
-----
initial linear search begins: 
No.	x	f(x)0	357.473931	0.213209
1	358.143654	0.213892
2	358.813378	0.214574
3	359.483101	0.215258
4	360.152825	0.215941
5	360.822548	0.216625
6	361.492271	0.217309
7	362.161995	0.217993
8	362.831718	0.218678
9	363.501442	0.219362
10	364.171165	0.220048
11	364.840889	0.220733
12	365.510612	0.221419
13	366.180335	0.222105
14	366.850059	0.222792
15	367.519782	0.223479
16	368.189506	0.224166
17	368.859229	0.224853
18	369.528952	0.225541
19	370.198676	0.226229
20	370.868399	0.226918
21	371.538123	0.227606
22	372.207846	0.228295
23	372.877570	0.228985
24	373.547293	0.229675
25	374.217016	0.230364
26	374.886740	0.231055
27	375.556463	0.231745
28	376.226187	0.232436
29	376.895910	0.233127
30	377.565633	0.233819
31	378.235357	0.234511
32	378.905080	0.235203
33	379.574804	0.235896
34	380.244527	0.236589
35	380.914251	0.237282
36	381.583974	0.237976
37	382.253697	0.238670
38	382.923421	0.239364
39	383.593144	0.240058
40	384.262868	0.240754
41	384.932591	0.241449
42	385.602314	0.242144
43	386.272038	0.240424
44	386.941761	0.170699
45	387.611485	0.022742
46	388.281208	-0.174152
No.66	 toolpath 323.001334	[r = 387.696095] is calculated within 10.491185s.
-----
initial linear search begins: 
No.	x	f(x)0	354.188082	0.206528
1	354.858242	0.207208
2	355.528402	0.207889
3	356.198562	0.208570
4	356.868723	0.209251
5	357.538883	0.209932
6	358.209043	0.210614
7	358.879203	0.211296
8	359.549364	0.211979
9	360.219524	0.212662
10	360.889684	0.213345
11	361.559845	0.214028
12	362.230005	0.214712
13	362.900165	0.215396
14	363.570325	0.216080
15	364.240486	0.216764
16	364.910646	0.217450
17	365.580806	0.218135
18	366.250966	0.218820
19	366.921127	0.219506
20	367.591287	0.220193
21	368.261447	0.220879
22	368.931607	0.221565
23	369.601768	0.222253
24	370.271928	0.222940
25	370.942088	0.223628
26	371.612249	0.224316
27	372.282409	0.225005
28	372.952569	0.225693
29	373.622729	0.226382
30	374.292890	0.227072
31	374.963050	0.227761
32	375.633210	0.228451
33	376.303370	0.229142
34	376.973531	0.229832
35	377.643691	0.230523
36	378.313851	0.231215
37	378.984011	0.231906
38	379.654172	0.232598
39	380.324332	0.233290
40	380.994492	0.233983
41	381.664653	0.234676
42	382.334813	0.235369
43	383.004973	0.233829
44	383.675133	0.167894
45	384.345294	0.021496
46	385.015454	-0.174330
No.67	 toolpath 319.732974	[r = 384.427735] is calculated within 10.429720s.
-----
initial linear search begins: 
No.	x	f(x)0	350.898048	0.199863
1	351.568641	0.200541
2	352.239235	0.201220
3	352.909829	0.201899
4	353.580423	0.202578
5	354.251016	0.203257
6	354.921610	0.203937
7	355.592204	0.204617
8	356.262798	0.205297
9	356.933391	0.205978
10	357.603985	0.206659
11	358.274579	0.207340
12	358.945173	0.208021
13	359.615766	0.208703
14	360.286360	0.209385
15	360.956954	0.210068
16	361.627547	0.210751
17	362.298141	0.211434
18	362.968735	0.212117
19	363.639329	0.212801
20	364.309922	0.213485
21	364.980516	0.214169
22	365.651110	0.214853
23	366.321704	0.215539
24	366.992297	0.216224
25	367.662891	0.216909
26	368.333485	0.217595
