The time spent in the parallel computing activating process is 0.000211s.
-----
No.1	 toolpath -521.207649	[r = -600.000000] is calculated within 0.048873s.
17	-526.745030	1.111099
18	-527.470353	1.011311
19	-528.195675	0.910140
20	-528.920998	0.821262
21	-529.646320	0.716461
22	-530.371642	0.600505
23	-531.096965	0.513920
24	-531.822287	0.454918
25	-532.547610	0.369558
26	-533.272932	0.256756
27	-533.998255	0.164583
28	-534.723577	0.096266
29	-535.448899	0.036685
30	-536.174222	0.000511
31	-536.899544	0.001119
32	-537.624867	0.003015
33	-538.350189	0.004912
34	-539.075511	0.006809
35	-539.800834	0.008707
36	-540.526156	0.010605
37	-541.251479	0.012504
38	-541.976801	-0.359764
bisection interval found by 1-dim search: [-541.976801,-541.251479]
No.5	 toolpath -470.428207	[r = -541.447684] is calculated within 9.921537s.
-----
initial linear search begins: 
No.	x	f(x)
0	-505.079963	1.918503
1	-505.807318	1.653715
2	-506.534672	1.643723
3	-507.262026	1.622129
4	-507.989381	1.542035
5	-508.716735	1.399795
6	-509.444090	1.282561
7	-510.171444	1.171521
8	-510.898798	1.063812
9	-511.626153	0.964304
10	-512.353507	0.841062
11	-513.080862	0.721772
12	-513.808216	0.636590
13	-514.535571	0.566548
14	-515.262925	0.456680
15	-515.990279	0.337486
16	-516.717634	0.243424
17	-517.444988	0.169880
18	-518.172343	1.185679
19	-518.899697	1.078946
20	-519.627052	0.984187
21	-520.354406	0.874578
22	-521.081760	0.752937
23	-521.809115	0.660312
24	-522.536469	0.595829
25	-523.263824	0.505486
26	-523.991178	0.387270
27	-524.718532	0.289394
28	-525.445887	0.215186
29	-526.173241	0.150248
30	-526.900596	0.070687
31	-527.627950	-0.047212
bisection interval found by 1-dim search: [-527.627950,-526.900596]
No.6	 toolpath -456.656809	[r = -527.338855] is calculated within 9.871921s.
-----
initial linear search begins: 
No.	x	f(x)
0	-490.819726	2.348506
1	-491.550108	2.052554
2	-492.280491	2.035560
3	-493.010873	2.008029
4	-493.741256	1.923296
5	-494.471639	1.773201
6	-495.202021	1.646374
7	-495.932404	1.527316
8	-496.662786	1.410880
9	-497.393169	1.303121
10	-498.123551	1.172425
11	-498.853934	1.044005
12	-499.584317	0.949267
13	-500.314699	0.871529
14	-501.045082	0.754630
15	-501.775464	0.626306
16	-502.505847	0.523547
17	-503.236230	0.441258
18	-503.966612	0.362196
19	-504.696995	0.258646
20	-505.427377	0.084807
21	-506.157760	-0.134303
bisection interval found by 1-dim search: [-506.157760,-505.427377]
No.7	 toolpath -443.252072	[r = -505.687719] is calculated within 8.848177s.
-----
initial linear search begins: 
No.	x	f(x)
0	-468.945164	3.010951
1	-469.680015	2.670518
2	-470.414866	2.635229
3	-471.149717	2.597835
4	-471.884568	2.506755
5	-472.619419	2.345750
6	-473.354270	2.203555
7	-474.089121	2.071665
8	-474.823972	1.941904
9	-475.558824	1.821640
10	-476.293675	1.679815
11	-477.028526	1.537335
12	-477.763377	1.427849
13	-478.498228	1.337929
14	-479.233079	1.210525
15	-479.967930	1.068992
16	-480.702781	0.951827
17	-481.437632	0.856646
18	-482.172483	0.765006
19	-482.907335	0.650339
20	-483.642186	0.467223
21	-484.377037	0.222510
22	-485.111888	0.127705
23	-485.846739	0.113650
24	-486.581590	0.050746
25	-487.316441	0.027531
26	-488.051292	0.023308
27	-488.786143	0.019084
28	-489.520995	0.014860
29	-490.255846	0.010635
30	-490.990697	0.006146
31	-491.725548	-0.119639
bisection interval found by 1-dim search: [-491.725548,-490.990697]
No.8	 toolpath -428.670593	[r = -491.107670] is calculated within 9.608515s.
-----
initial linear search begins: 
No.	x	f(x)
0	-454.220660	3.457070
1	-454.958401	3.087334
2	-455.696141	3.037674
3	-456.433881	2.993788
4	-457.171621	2.898744
5	-457.909361	2.730292
6	-458.647102	2.577834
7	-459.384842	2.438353
8	-460.122582	2.298979
9	-460.860322	2.170631
10	-461.598062	2.020934
11	-462.335803	1.868366
12	-463.073543	1.749662
13	-463.811283	1.651347
14	-464.549023	1.516535
15	-465.286763	1.366196
16	-466.024504	1.239913
17	-466.762244	1.135564
18	-467.499984	1.035760
19	-468.237724	0.913858
20	-468.975464	0.724002
21	-469.713205	0.469243
22	-470.450945	0.362164
23	-471.188685	0.340675
24	-471.926425	0.270104
25	-472.664165	0.195650
26	-473.401905	0.191423
27	-474.139646	0.187197
28	-474.877386	0.182969
29	-475.615126	0.178741
30	-476.352866	0.173997
31	-477.090606	0.041553
32	-477.828347	-0.082080
bisection interval found by 1-dim search: [-477.828347,-477.090606]
No.9	 toolpath -414.817068	[r = -477.254148] is calculated within 9.636108s.
-----
initial linear search begins: 
No.	x	f(x)
0	-440.234298	3.882821
1	-440.974695	3.484765
2	-441.715092	3.419226
3	-442.455489	3.369092
4	-443.195886	3.270485
5	-443.936283	3.096808
6	-444.676680	2.934224
7	-445.417077	2.786303
8	-446.157474	2.637735
9	-446.897871	2.501658
10	-447.638268	2.345295
11	-448.378665	2.183575
12	-449.119062	2.054906
13	-449.859459	1.948978
14	-450.599856	1.808090
15	-451.340253	1.648031
16	-452.080650	1.513105
17	-452.821047	1.400448
18	-453.561444	1.292936
19	-454.301841	1.163702
20	-455.042238	0.968605
21	-455.782635	0.704227
22	-456.523032	0.584773
23	-457.263429	0.555785
24	-458.003826	0.477975
25	-458.744223	0.375175
26	-459.484620	0.350649
27	-460.225017	0.346419
28	-460.965414	0.342188
29	-461.705811	0.337957
30	-462.446208	0.333037
31	-463.186605	0.195289
32	-463.927002	0.061310
33	-464.667399	-0.006140
bisection interval found by 1-dim search: [-464.667399,-463.927002]
No.10	 toolpath -402.194887	[r = -464.630524] is calculated within 9.664805s.
-----
initial linear search begins: 
No.	x	f(x)
0	-427.493333	4.271979
1	-428.236077	3.848774
2	-428.978821	3.766257
3	-429.721565	3.710915
4	-430.464309	3.609737
5	-431.207053	3.431164
6	-431.949796	3.258417
7	-432.692540	3.103393
8	-433.435284	2.947008
9	-434.178028	2.803169
10	-434.920772	2.640927
11	-435.663515	2.470864
12	-436.406259	2.332872
13	-437.149003	2.219421
14	-437.891747	2.073014
15	-438.634491	1.906009
16	-439.377234	1.762397
17	-440.119978	1.641582
18	-440.862722	1.526522
19	-441.605466	1.391129
20	-442.348210	1.191480
21	-443.090954	0.919440
22	-443.833697	0.787234
23	-444.576441	0.751361
24	-445.319185	0.667491
25	-446.061929	0.556891
26	-446.804673	0.495303
27	-447.547416	0.491071
28	-448.290160	0.486838
29	-449.032904	0.482605
30	-449.775648	0.477669
31	-450.518392	0.336330
32	-451.261135	0.191962
33	-452.003879	0.118386
34	-452.746623	-0.079495
bisection interval found by 1-dim search: [-452.746623,-452.003879]
No.11	 toolpath -389.983862	[r = -452.420947] is calculated within 9.747958s.
-----
initial linear search begins: 
No.	x	f(x)
0	-415.173595	4.645993
1	-415.918542	4.203470
2	-416.663489	4.101330
3	-417.408436	4.040621
4	-418.153383	3.936029
5	-418.898330	3.753640
6	-419.643278	3.571769
7	-420.388225	3.409110
8	-421.133172	3.245988
9	-421.878119	3.094475
10	-422.623066	2.925835
11	-423.368013	2.747878
12	-424.112960	2.601458
13	-424.857907	2.481142
14	-425.602854	2.329706
15	-426.347801	2.154667
16	-427.092748	2.002683
17	-427.837695	1.874516
18	-428.582642	1.752655
19	-429.327589	1.611490
20	-430.072536	1.406770
21	-430.817483	1.126435
22	-431.562430	0.982531
23	-432.307377	0.940134
24	-433.052324	0.850520
25	-433.797271	0.732362
26	-434.542218	0.655623
27	-435.287165	0.630611
28	-436.032112	0.626377
29	-436.777059	0.622142
30	-437.522007	0.616951
31	-438.266954	0.471596
32	-439.011901	0.318135
33	-439.756848	0.237928
34	-440.501795	0.008193
35	-441.246742	0.005165
36	-441.991689	-0.012592
bisection interval found by 1-dim search: [-441.991689,-441.246742]
No.12	 toolpath -379.411287	[r = -441.848374] is calculated within 9.952224s.
-----
initial linear search begins: 
No.	x	f(x)
0	-404.508253	4.970218
1	-405.255055	4.512472
2	-406.001858	4.391254
3	-406.748660	4.326104
4	-407.495463	4.218962
5	-408.242265	4.033014
6	-408.989068	3.843083
7	-409.735870	3.675204
8	-410.482672	3.504894
9	-411.229475	3.347237
10	-411.976277	3.173124
11	-412.723080	2.988297
12	-413.469882	2.834387
13	-414.216684	2.707477
14	-414.963487	2.551764
15	-415.710289	2.369693
16	-416.457092	2.210991
17	-417.203894	2.075835
18	-417.950697	1.948085
19	-418.697499	1.801894
20	-419.444301	1.592543
21	-420.191104	1.306173
22	-420.937906	1.151684
23	-421.684709	1.103418
24	-422.431511	1.008548
25	-423.178313	0.883886
26	-423.925116	0.801116
27	-424.671918	0.751134
28	-425.418721	0.746898
29	-426.165523	0.742662
30	-426.912325	0.737416
31	-427.659128	0.588931
32	-428.405930	0.427365
33	-429.152733	0.342055
34	-429.899535	0.104760
35	-430.646338	0.091282
36	-431.393140	0.072313
37	-432.139942	0.006286
38	-432.886745	0.005644
39	-433.633547	0.005003
40	-434.380350	0.004362
41	-435.127152	0.003720
42	-435.873954	0.003079
43	-436.620757	0.002438
44	-437.367559	0.001797
45	-438.114362	0.001156
46	-438.861164	0.000515
47	-439.607967	-0.000173
bisection interval found by 1-dim search: [-439.607967,-438.861164]
No.13	 toolpath -377.024288	[r = -439.461377] is calculated within 10.365208s.
-----
initial linear search begins: 
No.	x	f(x)
0	-402.100647	5.042930
1	-402.847862	4.582870
2	-403.595076	4.456535
3	-404.342291	4.390483
4	-405.089505	4.283327
5	-405.836720	4.096512
6	-406.583935	3.904882
7	-407.331149	3.734861
8	-408.078364	3.563119
9	-408.825578	3.404071
10	-409.572793	3.228880
11	-410.320008	3.042520
12	-411.067222	2.886925
13	-411.814437	2.758640
14	-412.561651	2.602006
15	-413.308866	2.418517
16	-414.056081	2.258259
17	-414.803295	2.121627
18	-415.550510	1.992555
19	-416.297725	1.844566
20	-417.044939	1.635456
21	-417.792154	1.346571
22	-418.539368	1.189812
23	-419.286583	1.140276
24	-420.033798	1.044239
25	-420.781012	0.918494
26	-421.528227	0.834090
27	-422.275441	0.778305
28	-423.022656	0.774069
29	-423.769871	0.769833
30	-424.517085	0.764623
31	-425.264300	0.615755
32	-426.011514	0.451726
33	-426.758729	0.365760
34	-427.505944	0.127402
35	-428.253158	0.110705
36	-429.000373	0.091693
37	-429.747587	0.010399
38	-430.494802	0.009757
39	-431.242017	0.009114
40	-431.989231	0.008471
41	-432.736446	0.007829
42	-433.483661	0.007186
43	-434.230875	0.006544
44	-434.978090	0.005901
45	-435.725304	0.005259
46	-436.472519	0.004617
47	-437.219734	0.003889
48	-437.966948	-0.100058
bisection interval found by 1-dim search: [-437.966948,-437.219734]
No.14	 toolpath -374.922017	[r = -437.357647] is calculated within 10.422392s.
-----
initial linear search begins: 
No.	x	f(x)
0	-399.978855	5.109250
1	-400.726431	4.645513
2	-401.474006	4.514321
3	-402.221582	4.447292
4	-402.969158	4.339534
5	-403.716734	4.152772
6	-404.464310	3.958810
7	-405.211886	3.787592
8	-405.959461	3.614581
9	-406.707037	3.454300
10	-407.454613	3.279058
11	-408.202189	3.091238
12	-408.949765	2.933345
13	-409.697341	2.803843
14	-410.444917	2.646448
15	-411.192492	2.461708
16	-411.940068	2.300055
17	-412.687644	2.161508
18	-413.435220	2.031262
19	-414.182796	1.883001
20	-414.930372	1.672355
21	-415.677948	1.383492
22	-416.425523	1.223427
23	-417.173099	1.172777
24	-417.920675	1.075736
25	-418.668251	0.948676
26	-419.415827	0.863193
27	-420.163403	0.802232
28	-420.910978	0.797997
29	-421.658554	0.793761
30	-422.406130	0.788598
31	-423.153706	0.639516
32	-423.901282	0.473595
33	-424.648858	0.386022
34	-425.396434	0.147470
35	-426.144009	0.127811
36	-426.891585	0.108383
37	-427.639161	0.014029
38	-428.386737	0.013384
39	-429.134313	0.012741
40	-429.881889	0.012097
41	-430.629465	0.011453
42	-431.377040	0.010809
43	-432.124616	0.010166
44	-432.872192	0.009523
45	-433.619768	0.008879
46	-434.367344	0.008236
47	-435.114920	0.007494
48	-435.862495	-0.096605
bisection interval found by 1-dim search: [-435.862495,-435.114920]
No.15	 toolpath -372.878595	[r = -435.315685] is calculated within 10.429049s.
-----
initial linear search begins: 
No.	x	f(x)
0	-397.919452	5.170374
1	-398.667376	4.705462
2	-399.415301	4.570218
3	-400.163226	4.502020
4	-400.911150	4.394154
5	-401.659075	4.206573
6	-402.407000	4.011227
7	-403.154924	3.838844
8	-403.902849	3.664601
9	-404.650774	3.503119
10	-405.398698	3.326133
11	-406.146623	3.137073
12	-406.894547	2.977854
13	-407.642472	2.847182
14	-408.390397	2.688850
15	-409.138321	2.502925
16	-409.886246	2.340019
17	-410.634171	2.200248
18	-411.382095	2.068863
19	-412.130020	1.919603
20	-412.877945	1.708214
21	-413.625869	1.417021
22	-414.373794	1.256078
23	-415.121719	1.204348
24	-415.869643	1.106338
25	-416.617568	0.977995
26	-417.365493	0.890952
27	-418.113417	0.825464
28	-418.861342	0.821228
29	-419.609267	0.816991
30	-420.357191	0.811735
31	-421.105116	0.661501
32	-421.853041	0.494421
33	-422.600965	0.406394
34	-423.348890	0.165988
35	-424.096815	0.144420
36	-424.844739	0.125019
37	-425.592664	0.017558
38	-426.340589	0.016913
39	-427.088513	0.016268
40	-427.836438	0.015623
41	-428.584363	0.014978
42	-429.332287	0.014334
43	-430.080212	0.013689
44	-430.828137	0.013044
45	-431.576061	0.012400
46	-432.323986	0.011756
47	-433.071911	0.010968
48	-433.819835	-0.095361
bisection interval found by 1-dim search: [-433.819835,-433.071911]
No.16	 toolpath -370.876581	[r = -433.313671] is calculated within 10.426078s.
-----
initial linear search begins: 
No.	x	f(x)
0	-395.900426	5.231989
1	-396.648691	4.764343
2	-397.396956	4.624995
3	-398.145221	4.556115
4	-398.893486	4.447699
5	-399.641751	4.259326
6	-400.390016	4.062621
7	-401.138280	3.889096
8	-401.886545	3.713646
9	-402.634810	3.550984
10	-403.383075	3.373142
11	-404.131340	3.182779
12	-404.879605	3.022086
13	-405.627870	2.890248
14	-406.376135	2.731214
15	-407.124400	2.544102
16	-407.872665	2.379186
17	-408.620930	2.238827
18	-409.369194	2.106336
19	-410.117459	1.955479
20	-410.865724	1.743369
21	-411.613989	1.451072
22	-412.362254	1.288078
23	-413.110519	1.234932
24	-413.858784	1.136333
25	-414.607049	1.006731
26	-415.355314	0.918665
27	-416.103579	0.848221
28	-416.851843	0.843984
29	-417.600108	0.839748
30	-418.348373	0.834546
31	-419.096638	0.684165
32	-419.844903	0.515256
33	-420.593168	0.425665
34	-421.341433	0.184127
35	-422.089698	0.160694
36	-422.837963	0.140893
37	-423.586228	0.021021
38	-424.334493	0.020374
39	-425.082757	0.019729
40	-425.831022	0.019083
41	-426.579287	0.018437
42	-427.327552	0.017791
43	-428.075817	0.017146
44	-428.824082	0.016500
45	-429.572347	0.015854
46	-430.320612	0.015209
47	-431.068877	0.014369
48	-431.817142	-0.092019
bisection interval found by 1-dim search: [-431.817142,-431.068877]
No.17	 toolpath -368.911655	[r = -431.347284] is calculated within 10.386111s.
-----
initial linear search begins: 
No.	x	f(x)
0	-393.917413	5.292504
1	-394.666010	4.823481
2	-395.414608	4.678771
3	-396.163205	4.609231
4	-396.911802	4.500283
5	-397.660400	4.312073
6	-398.408997	4.113920
7	-399.157595	3.939263
8	-399.906192	3.761820
9	-400.654790	3.597995
10	-401.403387	3.419320
11	-402.151984	3.227680
12	-402.900582	3.065533
13	-403.649179	2.932545
14	-404.397777	2.772830
15	-405.146374	2.584558
16	-405.894972	2.418322
17	-406.643569	2.276110
18	-407.392166	2.142523
19	-408.140764	1.991480
20	-408.889361	1.779079
21	-409.637959	1.485743
22	-410.386556	1.319497
23	-411.135153	1.265663
24	-411.883751	1.165787
25	-412.632348	1.034945
26	-413.380946	0.945878
27	-414.129543	0.870556
28	-414.878141	0.866320
29	-415.626738	0.862083
30	-416.375335	0.856935
31	-417.123933	0.706436
32	-417.872530	0.535722
33	-418.621128	0.445283
34	-419.369725	0.202941
35	-420.118323	0.176667
36	-420.866920	0.156909
37	-421.615517	0.024425
38	-422.364115	0.023778
39	-423.112712	0.023130
40	-423.861310	0.022484
41	-424.609907	0.021837
42	-425.358505	0.021190
43	-426.107102	0.020543
44	-426.855699	0.019897
45	-427.604297	0.019250
46	-428.352894	0.018604
47	-429.101492	0.017747
48	-429.850089	-0.088717
bisection interval found by 1-dim search: [-429.850089,-429.101492]
No.18	 toolpath -366.973636	[r = -429.410727] is calculated within 10.834410s.
-----
initial linear search begins: 
No.	x	f(x)
0	-391.964563	5.350495
1	-392.713486	4.879494
2	-393.462410	4.731763
3	-394.211333	4.661584
4	-394.960256	4.552114
5	-395.709179	4.363160
6	-396.458103	4.162869
7	-397.207026	3.987113
8	-397.955949	3.809314
9	-398.704873	3.643595
10	-399.453796	3.464848
11	-400.202719	3.271152
12	-400.951642	3.107740
13	-401.700566	2.973639
14	-402.449489	2.813047
15	-403.198412	2.623658
16	-403.947335	2.456224
17	-404.696259	2.312853
18	-405.445182	2.178185
19	-406.194105	2.026201
20	-406.943029	1.813113
21	-407.691952	1.517499
22	-408.440875	1.350461
23	-409.189798	1.295235
24	-409.938722	1.194263
25	-410.687645	1.062751
26	-411.436568	0.972170
27	-412.185491	0.892559
28	-412.934415	0.888323
29	-413.683338	0.884085
30	-414.432261	0.878851
31	-415.181185	0.727258
32	-415.930108	0.555449
33	-416.679031	0.463914
34	-417.427954	0.220478
35	-418.176878	0.192405
36	-418.925801	0.172257
37	-419.674724	0.027783
38	-420.423647	0.027135
39	-421.172571	0.026487
40	-421.921494	0.025839
41	-422.670417	0.025191
42	-423.419341	0.024544
43	-424.168264	0.023896
44	-424.917187	0.023248
45	-425.666110	0.022601
46	-426.415034	0.021954
47	-427.163957	0.021036
48	-427.912880	-0.086523
bisection interval found by 1-dim search: [-427.912880,-427.163957]
No.19	 toolpath -365.062565	[r = -427.499656] is calculated within 10.306635s.
-----
initial linear search begins: 
No.	x	f(x)
0	-390.037493	5.409341
1	-390.786736	4.937309
2	-391.535980	4.784030
3	-392.285223	4.712746
4	-393.034466	4.603250
5	-393.783709	4.413570
6	-394.532953	4.211977
7	-395.282196	4.035127
8	-396.031439	3.856180
9	-396.780682	3.689320
10	-397.529926	3.508889
11	-398.279169	3.314838
12	-399.028412	3.150002
13	-399.777655	3.014777
14	-400.526899	2.852715
15	-401.276142	2.662227
16	-402.025385	2.493612
17	-402.774628	2.349722
18	-403.523872	2.213361
19	-404.273115	2.060451
20	-405.022358	1.846691
21	-405.771601	1.550042
22	-406.520845	1.381006
23	-407.270088	1.324759
24	-408.019331	1.222897
25	-408.768574	1.090180
26	-409.517818	0.998628
27	-410.267061	0.914255
28	-411.016304	0.910019
29	-411.765547	0.905782
30	-412.514791	0.900605
31	-413.264034	0.747787
32	-414.013277	0.575356
33	-414.762521	0.482996
34	-415.511764	0.238797
35	-416.261007	0.207925
36	-417.010250	0.187389
37	-417.759494	0.031100
38	-418.508737	0.030451
39	-419.257980	0.029802
40	-420.007223	0.029153
41	-420.756467	0.028504
42	-421.505710	0.027855
43	-422.254953	0.027207
44	-423.004196	0.026558
45	-423.753440	0.025910
46	-424.502683	0.025261
47	-425.251926	0.024278
48	-426.001169	-0.084361
bisection interval found by 1-dim search: [-426.001169,-425.251926]
No.20	 toolpath -363.177018	[r = -425.614109] is calculated within 10.345278s.
-----
initial linear search begins: 
No.	x	f(x)
0	-388.136237	5.234151
1	-388.885795	4.875978
2	-389.635352	4.802345
3	-390.384910	4.763700
4	-391.134467	4.652941
5	-391.884025	4.464266
6	-392.633582	4.260444
7	-393.383139	4.082512
8	-394.132697	3.902435
9	-394.882254	3.734446
10	-395.631812	3.553229
11	-396.381369	3.357959
12	-397.130927	3.191714
13	-397.880484	3.054763
14	-398.630041	2.892675
15	-399.379599	2.701081
16	-400.129156	2.531196
17	-400.878714	2.385484
18	-401.628271	2.248707
19	-402.377829	2.094243
20	-403.127386	1.879824
21	-403.876943	1.582162
22	-404.626501	1.411142
23	-405.376058	1.565673
24	-406.125616	1.251150
25	-406.875173	1.117241
26	-407.624731	1.024194
27	-408.374288	0.935654
28	-409.123846	0.931417
29	-409.873403	0.927180
30	-410.622960	0.921917
31	-411.372518	0.769182
32	-412.122075	0.594539
33	-412.871633	0.501114
34	-413.621190	0.255851
35	-414.370748	0.223233
36	-415.120305	0.202759
37	-415.869862	0.034376
38	-416.619420	0.033726
39	-417.368977	0.033076
40	-418.118535	0.032426
41	-418.868092	0.031777
42	-419.617650	0.031127
43	-420.367207	0.030477
44	-421.116765	0.029827
45	-421.866322	0.029178
46	-422.615879	0.028529
47	-423.365437	0.027527
48	-424.114994	-0.082230
bisection interval found by 1-dim search: [-424.114994,-423.365437]
No.21	 toolpath -361.314104	[r = -423.749731] is calculated within 10.370245s.
-----
initial linear search begins: 
No.	x	f(x)
0	-386.256402	5.294870
1	-387.006268	4.928799
2	-387.756135	4.853526
3	-388.506001	4.765566
4	-389.255868	4.617163
5	-390.005735	4.513455
6	-390.755601	4.309201
7	-391.505468	4.130186
8	-392.255334	3.948164
9	-393.005201	3.779057
10	-393.755068	3.597067
11	-394.504934	3.400596
12	-395.254801	3.232954
13	-396.004667	3.095509
14	-396.754534	2.932183
15	-397.504401	2.739503
16	-398.254267	2.567656
17	-399.004134	2.421464
18	-399.754000	2.283011
19	-400.503867	2.128431
20	-401.253734	1.913766
21	-402.003600	1.615172
22	-402.753467	1.440928
23	-403.503333	1.541486
24	-404.253200	1.279646
25	-405.003067	1.143987
26	-405.752933	1.049996
27	-406.502800	0.956793
28	-407.252666	0.952557
29	-408.002533	0.948320
30	-408.752400	0.943119
31	-409.502266	0.790341
32	-410.252133	0.613961
33	-411.001999	0.519730
34	-411.751866	0.273740
35	-412.501732	0.238358
36	-413.251599	0.217952
37	-414.001466	0.037618
38	-414.751332	0.036967
39	-415.501199	0.036316
40	-416.251065	0.035665
41	-417.000932	0.035014
42	-417.750799	0.034364
43	-418.500665	0.033713
44	-419.250532	0.033062
45	-420.000398	0.032412
46	-420.750265	0.031762
47	-421.500132	0.030742
48	-422.249998	-0.079038
bisection interval found by 1-dim search: [-422.249998,-421.500132]
No.22	 toolpath -359.466532	[r = -421.903624] is calculated within 10.354399s.
-----
initial linear search begins: 
No.	x	f(x)
0	-384.395061	5.351012
1	-385.145232	4.980714
2	-385.895404	4.903862
3	-386.645575	4.815110
4	-387.395746	4.666852
5	-388.145918	4.452576
6	-388.896089	4.264799
7	-389.646260	4.082797
8	-390.396431	3.993491
9	-391.146603	3.823272
10	-391.896774	3.640520
11	-392.646945	3.442862
12	-393.397116	3.273180
13	-394.147288	3.134667
14	-394.897459	2.970513
15	-395.647630	2.776777
16	-396.397801	2.603782
17	-397.147973	2.456490
18	-397.898144	2.317002
19	-398.648315	2.160735
20	-399.398486	1.945030
21	-400.148658	1.646656
22	-400.898829	1.470111
23	-401.649000	1.517524
24	-402.399171	1.522368
25	-403.149343	1.170490
26	-403.899514	1.075565
27	-404.649685	0.977736
28	-405.399857	0.973499
29	-406.150028	0.969262
30	-406.900199	0.963975
31	-407.650370	0.810156
32	-408.400542	0.632735
33	-409.150713	0.538179
34	-409.900884	0.290430
35	-410.651055	0.253342
36	-411.401227	0.232560
37	-412.151398	0.040834
38	-412.901569	0.040181
39	-413.651740	0.039530
40	-414.401912	0.038878
41	-415.152083	0.038226
42	-415.902254	0.037574
43	-416.652425	0.036923
44	-417.402597	0.036272
45	-418.152768	0.035620
46	-418.902939	0.034969
47	-419.653111	0.033815
48	-420.403282	-0.076951
bisection interval found by 1-dim search: [-420.403282,-419.653111]
No.23	 toolpath -357.637257	[r = -420.074349] is calculated within 10.360809s.
-----
initial linear search begins: 
No.	x	f(x)
0	-382.550763	5.408706
1	-383.301235	5.032623
2	-384.051707	4.954088
3	-384.802179	4.864800
4	-385.552650	4.716073
5	-386.303122	4.500778
6	-387.053594	4.311806
7	-387.804065	4.128789
8	-388.554537	3.950613
9	-389.305009	3.777776
10	-390.055481	3.683570
11	-390.805952	3.483907
12	-391.556424	3.313673
13	-392.306896	3.173446
14	-393.057367	3.009308
15	-393.807839	2.813693
16	-394.558311	2.640276
17	-395.308783	2.491178
18	-396.059254	2.350665
19	-396.809726	2.194310
20	-397.560198	1.977178
21	-398.310669	1.677849
22	-399.061141	1.499339
23	-399.811613	1.493798
24	-400.562085	1.498643
25	-401.312556	1.196739
