The time spent in the parallel computing activating process is 0.000477s.
-----
No.1	 toolpath -2118.237076	[r = -2200.000000] is calculated within 0.032668s.
18	-2174.606441	2.263226
19	-2175.111932	2.109451
20	-2175.617422	1.962184
21	-2176.122913	1.822512
22	-2176.628404	1.691097
23	-2177.133894	1.567455
24	-2177.639385	1.451974
25	-2178.144876	1.343359
26	-2178.650366	1.241377
27	-2179.155857	1.145330
28	-2179.661347	1.052540
29	-2180.166838	0.963749
30	-2180.672329	0.878051
31	-2181.177819	0.794566
32	-2181.683310	0.712439
33	-2182.188801	0.631636
34	-2182.694291	0.552126
35	-2183.199782	0.473084
36	-2183.705273	0.394494
37	-2184.210763	0.315551
38	-2184.716254	0.236248
39	-2185.221744	0.157366
40	-2185.727235	0.076981
41	-2186.232726	-0.002440
bisection interval found by 1-dim search: [-2186.232726,-2185.727235]
No.4	 toolpath -2104.452031	[r = -2186.213967] is calculated within 6.609017s.
-----
initial linear search begins: 
No.	x	f(x)
0	-2160.929743	4.867815
1	-2161.435428	4.770711
2	-2161.941112	4.671882
3	-2162.446796	4.568463
4	-2162.952481	4.456132
5	-2163.458165	4.334726
6	-2163.963850	4.202286
7	-2164.469534	4.061844
8	-2164.975219	3.913927
9	-2165.480903	3.760206
10	-2165.986588	3.602352
11	-2166.492272	3.440568
12	-2166.997957	3.275058
13	-2167.503641	3.106188
14	-2168.009326	2.937490
15	-2168.515010	2.769880
16	-2169.020695	2.602194
17	-2169.526379	2.439274
18	-2170.032064	2.278962
19	-2170.537748	2.124695
20	-2171.043433	1.977949
21	-2171.549117	1.837735
22	-2172.054802	1.705789
23	-2172.560486	1.581623
24	-2173.066171	1.465628
25	-2173.571855	1.356505
26	-2174.077540	1.254023
27	-2174.583224	1.156643
28	-2175.088909	1.064189
29	-2175.594593	0.974901
30	-2176.100278	0.887886
31	-2176.605962	0.803911
32	-2177.111647	0.721292
33	-2177.617331	0.639997
34	-2178.123016	0.559996
35	-2178.628700	0.480463
36	-2179.134385	0.401381
37	-2179.640069	0.321945
38	-2180.145753	0.242148
39	-2180.651438	0.162778
40	-2181.157122	0.081899
41	-2181.662807	0.001988
42	-2182.168491	-0.077407
bisection interval found by 1-dim search: [-2182.168491,-2181.662807]
No.5	 toolpath -2099.909760	[r = -2181.673671] is calculated within 6.648637s.
-----
initial linear search begins: 
No.	x	f(x)
0	-2156.379837	4.892237
1	-2156.885714	4.794646
2	-2157.391591	4.696194
3	-2157.897467	4.592359
4	-2158.403344	4.479640
5	-2158.909221	4.356710
6	-2159.415097	4.223780
7	-2159.920974	4.082850
8	-2160.426851	3.935824
9	-2160.932727	3.781660
10	-2161.438604	3.621893
11	-2161.944481	3.459623
12	-2162.450357	3.293625
13	-2162.956234	3.125717
14	-2163.462111	2.956496
15	-2163.967988	2.786981
16	-2164.473864	2.620094
17	-2164.979741	2.455399
18	-2165.485618	2.294597
19	-2165.991494	2.140916
20	-2166.497371	1.992609
21	-2167.003248	1.851907
22	-2167.509124	1.719472
23	-2168.015001	1.594817
24	-2168.520878	1.478335
25	-2169.026754	1.368723
26	-2169.532631	1.264904
27	-2170.038508	1.167883
28	-2170.544384	1.074942
29	-2171.050261	0.985165
30	-2171.556138	0.897659
31	-2172.062014	0.813197
32	-2172.567891	0.730089
33	-2173.073768	0.648305
34	-2173.579644	0.567817
35	-2174.085521	0.487795
36	-2174.591398	0.407428
37	-2175.097274	0.328298
38	-2175.603151	0.248011
39	-2176.109028	0.167371
40	-2176.614904	0.086786
41	-2177.120781	0.005636
42	-2177.626658	-0.073497
bisection interval found by 1-dim search: [-2177.626658,-2177.120781]
No.6	 toolpath -2095.395403	[r = -2177.157339] is calculated within 6.654656s.
-----
initial linear search begins: 
No.	x	f(x)
0	-2151.853969	4.918161
1	-2152.360037	4.820094
2	-2152.866104	4.720366
3	-2153.372171	4.616119
4	-2153.878239	4.503015
5	-2154.384306	4.379710
6	-2154.890374	4.247632
7	-2155.396441	4.105048
8	-2155.902508	3.957600
9	-2156.408576	3.802997
10	-2156.914643	3.642773
11	-2157.420710	3.480035
12	-2157.926778	3.313551
13	-2158.432845	3.145141
14	-2158.938913	2.975400
15	-2159.444980	2.805344
16	-2159.951047	2.637898
17	-2160.457115	2.472640
18	-2160.963182	2.312423
19	-2161.469250	2.157051
20	-2161.975317	2.008200
21	-2162.481384	1.866962
22	-2162.987452	1.734002
23	-2163.493519	1.608830
24	-2163.999587	1.490963
25	-2164.505654	1.380865
26	-2165.011721	1.277410
27	-2165.517789	1.179899
28	-2166.023856	1.085628
29	-2166.529923	0.995365
30	-2167.035991	0.908201
31	-2167.542058	0.822426
32	-2168.048126	0.738831
33	-2168.554193	0.656561
34	-2169.060260	0.575589
35	-2169.566328	0.495082
36	-2170.072395	0.415027
37	-2170.578463	0.334612
38	-2171.084530	0.254631
39	-2171.590597	0.173501
40	-2172.096665	0.091643
41	-2172.602732	0.010761
42	-2173.108800	-0.069612
bisection interval found by 1-dim search: [-2173.108800,-2172.602732]
No.7	 toolpath -2090.908997	[r = -2172.670933] is calculated within 6.665300s.
-----
initial linear search begins: 
No.	x	f(x)
0	-2147.358114	4.943102
1	-2147.864370	4.844558
2	-2148.370627	4.744385
3	-2148.876883	4.639727
4	-2149.383139	4.526243
5	-2149.889396	4.402565
6	-2150.395652	4.268852
7	-2150.901909	4.127109
8	-2151.408165	3.979244
9	-2151.914421	3.824203
10	-2152.420678	3.663527
11	-2152.926934	3.500324
12	-2153.433190	3.333358
13	-2153.939447	3.162987
14	-2154.445703	2.992763
15	-2154.951960	2.823597
16	-2155.458216	2.654298
17	-2155.964472	2.489778
18	-2156.470729	2.327860
19	-2156.976985	2.172005
20	-2157.483241	2.022672
21	-2157.989498	1.880951
22	-2158.495754	1.747510
23	-2159.002011	1.621855
24	-2159.508267	1.504384
25	-2160.014523	1.393789
26	-2160.520780	1.289844
27	-2161.027036	1.190997
28	-2161.533292	1.096241
29	-2162.039549	1.005495
30	-2162.545805	0.917851
31	-2163.052062	0.832420
32	-2163.558318	0.748339
33	-2164.064574	0.665581
34	-2164.570831	0.583307
35	-2165.077087	0.502318
36	-2165.583343	0.421781
37	-2166.089600	0.340883
38	-2166.595856	0.260422
39	-2167.102113	0.178808
40	-2167.608369	0.096466
41	-2168.114625	0.015103
42	-2168.620882	-0.065753
bisection interval found by 1-dim search: [-2168.620882,-2168.114625]
No.8	 toolpath -2086.444647	[r = -2168.206582] is calculated within 6.697961s.
-----
initial linear search begins: 
No.	x	f(x)
0	-2142.884383	4.967919
1	-2143.390827	4.868900
2	-2143.897271	4.768285
3	-2144.403715	4.663220
4	-2144.910159	4.549357
5	-2145.416603	4.425310
6	-2145.923047	4.291210
7	-2146.429491	4.149065
8	-2146.935935	3.999393
9	-2147.442379	3.843873
10	-2147.948823	3.684184
11	-2148.455267	3.519035
12	-2148.961711	3.351590
13	-2149.468155	3.182203
14	-2149.974599	3.011464
15	-2150.481043	2.840390
16	-2150.987487	2.671911
17	-2151.493931	2.505612
18	-2152.000375	2.344366
19	-2152.506819	2.187965
20	-2153.013263	2.038093
21	-2153.519707	1.895844
22	-2154.026151	1.761883
23	-2154.532595	1.635717
24	-2155.039039	1.516861
25	-2155.545483	1.405786
26	-2156.051927	1.301362
27	-2156.558371	1.202034
28	-2157.064815	1.107646
29	-2157.571259	1.016415
30	-2158.077703	0.927449
31	-2158.584147	0.841540
32	-2159.090591	0.756979
33	-2159.597034	0.673741
34	-2160.103478	0.591805
35	-2160.609922	0.509515
36	-2161.116366	0.428500
37	-2161.622810	0.347928
38	-2162.129254	0.266182
39	-2162.635698	0.184088
40	-2163.142142	0.102050
41	-2163.648586	0.019423
42	-2164.155030	-0.061916
bisection interval found by 1-dim search: [-2164.155030,-2163.648586]
No.9	 toolpath -2082.006338	[r = -2163.770252] is calculated within 6.745383s.
-----
initial linear search begins: 
No.	x	f(x)
0	-2138.438754	4.991746
1	-2138.945384	4.892252
2	-2139.452014	4.792041
3	-2139.958644	4.685619
4	-2140.465274	4.572333
5	-2140.971904	4.446756
6	-2141.478534	4.313437
7	-2141.985164	4.169559
8	-2142.491794	4.020806
9	-2142.998424	3.864855
10	-2143.505054	3.703249
11	-2144.011684	3.539111
12	-2144.518314	3.371189
13	-2145.024944	3.199839
14	-2145.531574	3.028624
15	-2146.038204	2.858453
16	-2146.544834	2.688118
17	-2147.051463	2.521343
18	-2147.558093	2.359622
19	-2148.064723	2.202745
20	-2148.571353	2.052396
21	-2149.077983	1.909670
22	-2149.584613	1.775234
23	-2150.091243	1.648591
24	-2150.597873	1.529256
25	-2151.104503	1.417705
26	-2151.611133	1.312806
27	-2152.117763	1.213000
28	-2152.624393	1.118136
29	-2153.131023	1.026430
30	-2153.637653	0.936984
31	-2154.144283	0.850601
32	-2154.650913	0.765562
33	-2155.157543	0.681848
34	-2155.664172	0.598611
35	-2156.170802	0.516665
36	-2156.677432	0.435174
37	-2157.184062	0.353316
38	-2157.690692	0.271904
39	-2158.197322	0.189332
40	-2158.703952	0.106029
41	-2159.210582	0.023714
42	-2159.717212	-0.058103
bisection interval found by 1-dim search: [-2159.717212,-2159.210582]
No.10	 toolpath -2077.592127	[r = -2159.354061] is calculated within 6.874024s.
-----
initial linear search begins: 
No.	x	f(x)
0	-2134.013330	5.017130
1	-2134.520145	4.917170
2	-2135.026959	4.815679
3	-2135.533774	4.709807
4	-2136.040589	4.595195
5	-2136.547403	4.470420
6	-2137.054218	4.335556
7	-2137.561033	4.192616
8	-2138.067847	4.042116
9	-2138.574662	3.885738
10	-2139.081476	3.723688
11	-2139.588291	3.559093
12	-2140.095106	3.390698
13	-2140.601920	3.220328
14	-2141.108735	3.047129
15	-2141.615550	2.876432
16	-2142.122364	2.705546
17	-2142.629179	2.539451
18	-2143.135993	2.375953
19	-2143.642808	2.218537
20	-2144.149623	2.067655
21	-2144.656437	1.924406
22	-2145.163252	1.789457
23	-2145.670066	1.662309
24	-2146.176881	1.542475
25	-2146.683696	1.430436
26	-2147.190510	1.325055
27	-2147.697325	1.224769
28	-2148.204140	1.128569
29	-2148.710954	1.036389
30	-2149.217769	0.947315
31	-2149.724583	0.859612
32	-2150.231398	0.774099
33	-2150.738213	0.689910
34	-2151.245027	0.607026
35	-2151.751842	0.524603
36	-2152.258657	0.442634
37	-2152.765471	0.360296
38	-2153.272286	0.277595
39	-2153.779100	0.194549
40	-2154.285915	0.111565
41	-2154.792730	0.027982
42	-2155.299544	-0.053567
bisection interval found by 1-dim search: [-2155.299544,-2154.792730]
No.11	 toolpath -2073.206003	[r = -2154.967937] is calculated within 6.774314s.
-----
initial linear search begins: 
No.	x	f(x)
0	-2129.618057	4.975602
1	-2130.125054	4.874894
2	-2130.632052	4.770204
3	-2131.139050	4.657887
4	-2131.646047	4.617910
5	-2132.153045	4.492775
6	-2132.660043	4.357535
7	-2133.167040	4.214202
8	-2133.674038	4.063293
9	-2134.181035	3.906491
10	-2134.688033	3.743999
11	-2135.195031	3.578953
12	-2135.702028	3.408590
13	-2136.209026	3.237751
14	-2136.716023	3.065522
15	-2137.223021	2.892913
16	-2137.730019	2.722868
17	-2138.237016	2.554992
18	-2138.744014	2.392185
19	-2139.251011	2.234232
20	-2139.758009	2.082821
21	-2140.265007	1.939052
22	-2140.772004	1.802644
23	-2141.279002	1.675025
24	-2141.785999	1.555614
25	-2142.292997	1.442209
26	-2142.799995	1.336359
27	-2143.306992	1.235602
28	-2143.813990	1.139792
29	-2144.320987	1.046278
30	-2144.827985	0.956736
31	-2145.334983	0.868559
32	-2145.841980	0.782576
33	-2146.348978	0.697916
34	-2146.855975	0.614563
35	-2147.362973	0.531669
36	-2147.869971	0.449230
37	-2148.376968	0.366420
38	-2148.883966	0.283246
39	-2149.390963	0.199728
40	-2149.897961	0.116276
41	-2150.404959	0.032220
42	-2150.911956	-0.049797
bisection interval found by 1-dim search: [-2150.911956,-2150.404959]
No.12	 toolpath -2068.842061	[r = -2150.603995] is calculated within 6.754432s.
-----
initial linear search begins: 
No.	x	f(x)
0	-2125.245033	4.999861
1	-2125.752213	4.898712
2	-2126.259392	4.793612
3	-2126.766571	4.680916
4	-2127.273750	4.558495
5	-2127.780930	4.426414
6	-2128.288109	4.285618
7	-2128.795288	4.136655
8	-2129.302467	3.981212
9	-2129.809647	3.820976
10	-2130.316826	3.654637
11	-2130.824005	3.486854
12	-2131.331184	3.314932
13	-2131.838363	3.256560
14	-2132.345543	3.083828
15	-2132.852722	2.910695
16	-2133.359901	2.740108
17	-2133.867080	2.571686
18	-2134.374260	2.407173
19	-2134.881439	2.248752
20	-2135.388618	2.096873
21	-2135.895797	1.952636
22	-2136.402976	1.816710
23	-2136.910156	1.688593
24	-2137.417335	1.567794
25	-2137.924514	1.454802
26	-2138.431693	1.347601
27	-2138.938873	1.246374
28	-2139.446052	1.150098
29	-2139.953231	1.056975
30	-2140.460410	0.966104
31	-2140.967589	0.878310
32	-2141.474769	0.791854
33	-2141.981948	0.706721
34	-2142.489127	0.622057
35	-2142.996306	0.538696
36	-2143.503486	0.455790
37	-2144.010665	0.372509
38	-2144.517844	0.288865
39	-2145.025023	0.205697
40	-2145.532203	0.120962
41	-2146.039382	0.036434
42	-2146.546561	-0.046048
bisection interval found by 1-dim search: [-2146.546561,-2146.039382]
No.13	 toolpath -2064.500330	[r = -2146.262263] is calculated within 6.740640s.
-----
initial linear search begins: 
No.	x	f(x)
0	-2120.894289	5.023997
1	-2121.401648	4.922409
2	-2121.909008	4.816902
3	-2122.416367	4.703829
4	-2122.923726	4.581054
5	-2123.431086	4.448609
6	-2123.938445	4.307433
7	-2124.445805	4.158072
8	-2124.953164	4.002215
9	-2125.460524	3.840071
10	-2125.967883	3.674765
11	-2126.475243	3.505018
12	-2126.982602	3.334124
13	-2127.489962	3.161061
14	-2127.997321	2.988125
15	-2128.504681	2.815238
16	-2129.012040	2.645347
17	-2129.519400	2.479286
18	-2130.026759	2.318232
19	-2130.534119	2.162906
20	-2131.041478	2.015653
21	-2131.548838	1.967141
22	-2132.056197	1.829754
23	-2132.563557	1.701171
24	-2133.070916	1.579906
25	-2133.578276	1.466449
26	-2134.085635	1.359661
27	-2134.592995	1.257963
28	-2135.100354	1.160348
29	-2135.607714	1.066759
30	-2136.115073	0.975421
31	-2136.622433	0.887163
32	-2137.129792	0.800242
33	-2137.637152	0.714643
34	-2138.144511	0.629510
35	-2138.651871	0.545683
36	-2139.159230	0.462313
37	-2139.666590	0.378566
38	-2140.173949	0.295281
39	-2140.681309	0.210823
40	-2141.188668	0.125621
41	-2141.696028	0.041413
42	-2142.203387	-0.042320
bisection interval found by 1-dim search: [-2142.203387,-2141.696028]
No.14	 toolpath -2060.180838	[r = -2141.942771] is calculated within 6.767401s.
-----
initial linear search begins: 
No.	x	f(x)
0	-2116.565850	5.048008
1	-2117.073389	4.945985
2	-2117.580927	4.840073
3	-2118.088465	4.726626
4	-2118.596004	4.603501
5	-2119.103542	4.470694
6	-2119.611081	4.327812
7	-2120.118619	4.177988
8	-2120.626158	4.021668
9	-2121.133696	3.860544
10	-2121.641234	3.694797
11	-2122.148773	3.524590
12	-2122.656311	3.353224
13	-2123.163850	3.179671
14	-2123.671388	3.004801
15	-2124.178926	2.832804
16	-2124.686465	2.662371
17	-2125.194003	2.495772
18	-2125.701542	2.334187
19	-2126.209080	2.178334
20	-2126.716619	2.030567
21	-2127.224157	1.889636
22	-2127.731695	1.758048
23	-2128.239234	1.633335
24	-2128.746772	1.516889
25	-2129.254311	1.407475
26	-2129.761849	1.303309
27	-2130.269387	1.204125
28	-2130.776926	1.108985
29	-2131.284464	1.016102
30	-2131.792003	0.985552
31	-2132.299541	0.895967
32	-2132.807080	0.808582
33	-2133.314618	0.722521
34	-2133.822156	0.637771
35	-2134.329695	0.552632
36	-2134.837233	0.468799
37	-2135.344772	0.384588
38	-2135.852310	0.300843
39	-2136.359848	0.215922
40	-2136.867387	0.130254
41	-2137.374925	0.045586
42	-2137.882464	-0.038612
bisection interval found by 1-dim search: [-2137.882464,-2137.374925]
No.15	 toolpath -2055.883614	[r = -2137.645546] is calculated within 6.729737s.
-----
initial linear search begins: 
No.	x	f(x)
0	-2112.259747	5.071897
1	-2112.767463	4.969439
2	-2113.275179	4.862181
3	-2113.782895	4.749307
4	-2114.290611	4.625834
5	-2114.798327	4.492668
6	-2115.306043	4.349407
7	-2115.813759	4.199191
8	-2116.321475	4.042464
9	-2116.829191	3.880917
10	-2117.336907	3.713222
11	-2117.844623	3.544069
12	-2118.352339	3.370729
13	-2118.860055	3.196715
14	-2119.367771	3.022810
15	-2119.875487	2.848928
16	-2120.383203	2.678035
17	-2120.890919	2.510976
18	-2121.398635	2.348930
19	-2121.906351	2.193689
20	-2122.414067	2.044390
21	-2122.921783	1.903972
22	-2123.429499	1.770949
23	-2123.937215	1.646690
24	-2124.444931	1.529767
25	-2124.952647	1.418995
26	-2125.460362	1.314368
27	-2125.968078	1.214723
28	-2126.475794	1.119123
29	-2126.983510	1.026650
30	-2127.491226	0.935533
31	-2127.998942	0.847492
32	-2128.506658	0.759915
33	-2129.014374	0.674516
34	-2129.522090	0.589570
35	-2130.029806	0.504233
36	-2130.537522	0.420206
37	-2131.045238	0.335803
38	-2131.552954	0.306374
39	-2132.060670	0.220992
40	-2132.568386	0.134861
41	-2133.076102	0.049735
42	-2133.583818	-0.034925
bisection interval found by 1-dim search: [-2133.583818,-2133.076102]
No.16	 toolpath -2051.608685	[r = -2133.370617] is calculated within 6.735774s.
-----
initial linear search begins: 
No.	x	f(x)
0	-2107.976006	1.365338
1	-2108.483898	1.261796
2	-2108.991790	4.885111
3	-2109.499682	4.771871
4	-2110.007575	4.648053
5	-2110.515467	4.514532
6	-2111.023359	4.370895
7	-2111.531251	4.220290
8	-2112.039143	4.063157
9	-2112.547036	3.899698
10	-2113.054928	3.733057
11	-2113.562820	3.563454
12	-2114.070712	3.389643
13	-2114.578605	3.215143
14	-2115.086497	3.040733
15	-2115.594389	2.866323
16	-2116.102281	2.694892
17	-2116.610174	2.527301
18	-2117.118066	2.364728
19	-2117.625958	2.207893
20	-2118.133850	2.059157
21	-2118.641743	1.917260
22	-2119.149635	1.784723
23	-2119.657527	1.659062
24	-2120.165419	1.541682
25	-2120.673311	1.430450
26	-2121.181204	1.326254
27	-2121.689096	1.226146
28	-2122.196988	1.129204
29	-2122.704880	1.036274
30	-2123.212773	0.945569
31	-2123.720665	0.856200
32	-2124.228557	0.769026
33	-2124.736449	0.682306
34	-2125.244342	0.596903
35	-2125.752234	0.511956
36	-2126.260126	0.426622
37	-2126.768018	0.341763
38	-2127.275911	0.255704
39	-2127.783803	0.169501
40	-2128.291695	0.083146
41	-2128.799587	-0.002319
bisection interval found by 1-dim search: [-2128.799587,-2128.291695]
No.17	 toolpath -2047.360127	[r = -2128.788675] is calculated within 6.675878s.
-----
initial linear search begins: 
No.	x	f(x)
0	-2103.384642	1.390775
1	-2103.892722	1.285841
2	-2104.400803	1.185875
3	-2104.908884	1.089052
4	-2105.416964	0.995350
5	-2105.925045	0.903864
6	-2106.433126	0.813702
7	-2106.941207	0.724863
8	-2107.449287	0.637344
9	-2107.957368	0.550276
10	-2108.465449	0.462807
11	-2108.973529	3.582596
12	-2109.481610	3.409806
13	-2109.989691	3.234786
14	-2110.497771	3.058404
15	-2111.005852	2.884869
16	-2111.513933	2.712867
17	-2112.022013	2.543500
18	-2112.530094	2.380437
19	-2113.038175	2.224189
20	-2113.546255	2.073885
21	-2114.054336	1.932478
22	-2114.562417	1.798469
23	-2115.070497	1.673239
24	-2115.578578	1.554446
25	-2116.086659	1.443620
26	-2116.594739	1.338038
27	-2117.102820	1.237439
28	-2117.610901	1.140889
29	-2118.118981	1.046585
30	-2118.627062	0.955390
31	-2119.135143	0.865528
32	-2119.643223	0.777865
33	-2120.151304	0.690653
34	-2120.659385	0.604760
35	-2121.167465	0.519323
36	-2121.675546	0.433496
37	-2122.183627	0.348147
38	-2122.691707	0.261595
39	-2123.199788	0.174901
40	-2123.707869	0.088054
41	-2124.215949	0.002099
42	-2124.724030	-0.081810
bisection interval found by 1-dim search: [-2124.724030,-2124.215949]
No.18	 toolpath -2042.800302	[r = -2124.228850] is calculated within 6.799853s.
-----
initial linear search begins: 
No.	x	f(x)
0	-2098.815463	1.415184
1	-2099.323731	1.310662
2	-2099.831999	1.210205
3	-2100.340267	1.112890
4	-2100.848534	1.017807
5	-2101.356802	0.925834
6	-2101.865070	0.835184
7	-2102.373337	0.745857
8	-2102.881605	0.657852
9	-2103.389873	0.570296
10	-2103.898141	0.482335
11	-2104.406408	0.395717
12	-2104.914676	0.307865
13	-2105.422944	0.219694
14	-2105.931212	0.130852
15	-2106.439479	0.042317
16	-2106.947747	-0.044813
bisection interval found by 1-dim search: [-2106.947747,-2106.439479]
No.19	 toolpath -2038.195808	[r = -2106.684679] is calculated within 5.410045s.
-----
initial linear search begins: 
No.	x	f(x)
0	-2081.235525	1.509930
1	-2081.744508	1.403537
2	-2082.253491	1.300288
3	-2082.762474	1.201096
4	-2083.271457	1.105035
5	-2083.780441	1.011191
6	-2084.289424	0.918660
7	-2084.798407	0.827452
8	-2085.307390	0.736680
9	-2085.816373	0.647252
10	-2086.325356	0.558287
11	-2086.834339	0.468923
12	-2087.343322	0.379191
13	-2087.852305	0.289147
14	-2088.361288	0.198426
15	-2088.870271	0.108010
16	-2089.379254	0.019004
17	-2089.888237	-0.067374
bisection interval found by 1-dim search: [-2089.888237,-2089.379254]
No.20	 toolpath -2021.000728	[r = -2089.489600] is calculated within 5.203897s.
-----
initial linear search begins: 
No.	x	f(x)
0	-2064.005727	1.603624
1	-2064.515405	1.494463
2	-2065.025082	1.390298
3	-2065.534760	1.289264
4	-2066.044437	1.190441
5	-2066.554115	1.094766
6	-2067.063792	1.000397
7	-2067.573469	0.907350
8	-2068.083147	0.814727
9	-2068.592824	0.723463
10	-2069.102502	0.631761
11	-2069.612179	0.541458
12	-2070.121857	0.449882
13	-2070.631534	0.357998
14	-2071.141212	0.265424
15	-2071.650889	0.173146
16	-2072.160567	0.082271
17	-2072.670244	-0.006749
bisection interval found by 1-dim search: [-2072.670244,-2072.160567]
No.21	 toolpath -2004.144538	[r = -2072.631421] is calculated within 5.203879s.
-----
initial linear search begins: 
No.	x	f(x)
0	-2047.113830	1.617406
1	-2047.624182	1.509428
2	-2048.134534	1.405523
3	-2048.644886	1.304758
4	-2049.155238	1.206207
5	-2049.665589	1.176627
6	-2050.175941	1.080459
7	-2050.686293	0.985613
8	-2051.196645	0.891179
9	-2051.706997	0.798118
10	-2052.217348	0.705525
11	-2052.727700	0.612515
12	-2053.238052	0.519134
13	-2053.748404	0.424545
14	-2054.258756	0.331063
15	-2054.769108	0.236960
16	-2055.279459	0.144255
17	-2055.789811	0.053386
18	-2056.300163	-0.034132
bisection interval found by 1-dim search: [-2056.300163,-2055.789811]
No.22	 toolpath -1987.610935	[r = -2056.099810] is calculated within 5.323181s.
-----
initial linear search begins: 
No.	x	f(x)
0	-2030.549463	1.706433
1	-2031.060470	1.596690
2	-2031.571477	1.491024
3	-2032.082484	1.388502
4	-2032.593491	1.287231
5	-2033.104498	1.189163
6	-2033.615505	1.091451
7	-2034.126511	0.996036
8	-2034.637518	0.900097
9	-2035.148525	0.805567
10	-2035.659532	0.710599
11	-2036.170539	0.615245
12	-2036.681546	0.520488
13	-2037.192553	0.423868
14	-2037.703560	0.328133
15	-2038.214567	0.232571
16	-2038.725574	0.140127
17	-2039.236581	0.049684
18	-2039.747588	-0.036246
bisection interval found by 1-dim search: [-2039.747588,-2039.236581]
No.23	 toolpath -1971.395194	[r = -2039.527017] is calculated within 5.331347s.
-----
initial linear search begins: 
No.	x	f(x)
0	-2013.944136	1.795569
1	-2014.455794	1.685044
2	-2014.967451	1.576634
3	-2015.479109	1.472355
4	-2015.990767	1.370284
5	-2016.502424	1.269484
6	-2017.014082	1.169998
7	-2017.525739	1.072830
8	-2018.037397	0.975113
9	-2018.549055	0.878824
10	-2019.060712	0.782086
11	-2019.572370	0.684958
12	-2020.084027	0.587505
13	-2020.595685	0.490043
14	-2021.107343	0.391622
15	-2021.619000	0.295164
16	-2022.130658	0.200097
17	-2022.642315	0.107886
18	-2023.153973	0.020193
19	-2023.665631	-0.061116
bisection interval found by 1-dim search: [-2023.665631,-2023.153973]
