The time spent in the parallel computing activating process is 0.000477s.
-----
No.1	 toolpath -2118.237076	[r = -2200.000000] is calculated within 0.032668s.
3	-1773.065297	0.533366
4	-1773.585774	0.532195
5	-1774.106251	0.531024
6	-1774.626728	0.529853
7	-1775.147205	0.528648
8	-1775.667683	0.522360
9	-1776.188160	0.506659
10	-1776.708637	0.482430
11	-1777.229114	0.451621
12	-1777.749592	0.415743
13	-1778.270069	0.375461
14	-1778.790546	0.331816
15	-1779.311023	0.284836
16	-1779.831500	0.235250
17	-1780.351978	0.183290
18	-1780.872455	0.129156
19	-1781.392932	0.072580
20	-1781.913409	0.014937
21	-1782.433887	-0.044349
bisection interval found by 1-dim search: [-1782.433887,-1781.913409]
No.47	 toolpath -1725.543794	[r = -1782.044037] is calculated within 5.683330s.
-----
initial linear search begins: 
No.	x	f(x)
0	-1755.994090	0.690443
1	-1756.515089	0.637354
2	-1757.036088	0.604952
3	-1757.557087	0.603283
4	-1758.078086	0.602106
5	-1758.599085	0.600930
6	-1759.120084	0.599753
7	-1759.641083	0.598243
8	-1760.162082	0.590403
9	-1760.683081	0.573176
10	-1761.204080	0.547403
11	-1761.725078	0.515037
12	-1762.246077	0.477598
13	-1762.767076	0.435740
14	-1763.288075	0.390074
15	-1763.809074	0.341474
16	-1764.330073	0.290272
17	-1764.851072	0.236697
18	-1765.372071	0.180947
19	-1765.893070	0.123262
20	-1766.414069	0.063490
21	-1766.935068	0.002585
22	-1767.456067	-0.058438
bisection interval found by 1-dim search: [-1767.456067,-1766.935068]
No.48	 toolpath -1710.459756	[r = -1766.959998] is calculated within 5.988004s.
-----
initial linear search begins: 
No.	x	f(x)
0	-1740.884881	0.769620
1	-1741.406384	0.714789
2	-1741.927886	0.680677
3	-1742.449388	0.671664
4	-1742.970891	0.670481
5	-1743.492393	0.669299
6	-1744.013895	0.668116
7	-1744.535398	0.665988
8	-1745.056900	0.656643
9	-1745.578402	0.637746
10	-1746.099905	0.610400
11	-1746.621407	0.576457
12	-1747.142909	0.537447
13	-1747.664412	0.494014
14	-1748.185914	0.447227
15	-1748.707416	0.397080
16	-1749.228919	0.344328
17	-1749.750421	0.289196
18	-1750.271923	0.231346
19	-1750.793426	0.172090
20	-1751.314928	0.111264
21	-1751.836431	0.048767
22	-1752.357933	-0.014337
bisection interval found by 1-dim search: [-1752.357933,-1751.836431]
No.49	 toolpath -1695.742084	[r = -1752.242326] is calculated within 6.046013s.
-----
initial linear search begins: 
No.	x	f(x)
0	-1726.142879	0.846824
1	-1726.664868	0.790290
2	-1727.186857	0.754507
3	-1727.708846	0.738672
4	-1728.230835	0.737483
5	-1728.752824	0.736294
6	-1729.274813	0.735105
7	-1729.796802	0.731999
8	-1730.318791	0.721228
9	-1730.840780	0.700880
10	-1731.362769	0.672076
11	-1731.884758	0.636660
12	-1732.406747	0.596174
13	-1732.928736	0.551250
14	-1733.450725	0.502496
15	-1733.972714	0.450813
16	-1734.494702	0.396528
17	-1735.016691	0.339865
18	-1735.538680	0.281018
19	-1736.060669	0.220230
20	-1736.582658	0.157329
21	-1737.104647	0.093297
22	-1737.626636	0.029147
23	-1738.148625	-0.034365
bisection interval found by 1-dim search: [-1738.148625,-1737.626636]
No.50	 toolpath -1681.363431	[r = -1737.863672] is calculated within 5.893146s.
-----
initial linear search begins: 
No.	x	f(x)
0	-1711.740674	0.875643
1	-1712.263134	0.833734
2	-1712.785594	0.810678
3	-1713.308054	0.804107
4	-1713.830514	0.802888
5	-1714.352974	0.801670
6	-1714.875434	0.798508
7	-1715.397894	0.788059
8	-1715.920354	0.768435
9	-1716.442814	0.739660
10	-1716.965274	0.704008
11	-1717.487734	0.662909
12	-1718.010193	0.617502
13	-1718.532653	0.568070
14	-1719.055113	0.515533
15	-1719.577573	0.460223
16	-1720.100033	0.402365
17	-1720.622493	0.342147
18	-1721.144953	0.280365
19	-1721.667413	0.266690
20	-1722.189873	0.202287
21	-1722.712333	0.136756
22	-1723.234793	0.071112
23	-1723.757253	0.006572
24	-1724.279713	-0.055849
bisection interval found by 1-dim search: [-1724.279713,-1723.757253]
No.51	 toolpath -1667.308544	[r = -1723.809805] is calculated within 6.026961s.
-----
initial linear search begins: 
No.	x	f(x)
0	-1697.663996	0.948802
1	-1698.186912	0.905630
2	-1698.709828	0.881000
3	-1699.232744	0.870633
4	-1699.755660	0.868744
5	-1700.278577	0.867452
6	-1700.801493	0.862936
7	-1701.324409	0.851092
8	-1701.847325	0.829896
9	-1702.370241	0.799939
10	-1702.893158	0.762891
11	-1703.416074	0.720387
12	-1703.938990	0.673110
13	-1704.461906	0.622213
14	-1704.984822	0.568213
15	-1705.507738	0.511442
16	-1706.030655	0.452121
17	-1706.553571	0.390436
18	-1707.076487	0.327198
19	-1707.599403	0.261610
20	-1708.122319	0.195244
21	-1708.645236	0.127435
22	-1709.168152	0.061009
23	-1709.691068	-0.003191
bisection interval found by 1-dim search: [-1709.691068,-1709.168152]
No.52	 toolpath -1653.575216	[r = -1709.665024] is calculated within 5.909408s.
-----
initial linear search begins: 
No.	x	f(x)
0	-1683.496463	1.023072
1	-1684.019834	0.977931
2	-1684.543205	0.951823
3	-1685.066576	0.939813
4	-1685.589947	0.935929
5	-1686.113319	0.933673
6	-1686.636690	0.927731
7	-1687.160061	0.914485
8	-1687.683432	0.891903
9	-1688.206804	0.860564
10	-1688.730175	0.822114
11	-1689.253546	0.777773
12	-1689.776917	0.729491
13	-1690.300289	0.677159
14	-1690.823660	0.621721
15	-1691.347031	0.563504
16	-1691.870402	0.502727
17	-1692.393774	0.439575
18	-1692.917145	0.374873
19	-1693.440516	0.307801
20	-1693.963887	0.239394
21	-1694.487258	0.170644
22	-1695.010630	0.102720
23	-1695.534001	0.036544
24	-1696.057372	-0.024847
bisection interval found by 1-dim search: [-1696.057372,-1695.534001]
No.53	 toolpath -1639.749322	[r = -1695.840153] is calculated within 5.971113s.
-----
initial linear search begins: 
No.	x	f(x)
0	-1669.649553	1.095284
1	-1670.173365	1.048556
2	-1670.697177	1.020908
3	-1671.220989	1.007386
4	-1671.744801	1.002036
5	-1672.268613	0.998356
6	-1672.792425	0.991022
7	-1673.316237	0.976410
8	-1673.840049	0.952479
9	-1674.363861	0.919484
10	-1674.887673	0.879598
11	-1675.411485	0.834247
12	-1675.935297	0.784096
13	-1676.459109	0.730852
14	-1676.982921	0.673452
15	-1677.506733	0.613801
16	-1678.030545	0.551587
17	-1678.554357	0.486996
18	-1679.078169	0.420865
19	-1679.601981	0.352351
20	-1680.125793	0.282506
21	-1680.649605	0.212323
22	-1681.173417	0.142967
23	-1681.697229	0.075347
24	-1682.221041	0.012524
25	-1682.744853	-0.044310
bisection interval found by 1-dim search: [-1682.744853,-1682.221041]
No.54	 toolpath -1626.240190	[r = -1682.331021] is calculated within 6.112017s.
-----
initial linear search begins: 
No.	x	f(x)
0	-1656.119078	1.126911
1	-1656.643317	1.093565
2	-1657.167556	1.075848
3	-1657.691795	1.073366
4	-1658.216033	1.066586
5	-1658.740272	1.061516
6	-1659.264511	1.052826
7	-1659.788750	1.036883
8	-1660.312989	1.011638
9	-1660.837228	0.977322
10	-1661.361467	0.936104
11	-1661.885705	0.889410
12	-1662.409944	0.837900
13	-1662.934183	0.782765
14	-1663.458422	0.724522
15	-1663.982661	0.663493
16	-1664.506900	0.599894
17	-1665.031139	0.533904
18	-1665.555377	0.465761
19	-1666.079616	0.396446
20	-1666.603855	0.325180
21	-1667.128094	0.253572
22	-1667.652333	0.182256
23	-1668.176572	0.113715
24	-1668.700811	0.049006
25	-1669.225049	-0.009232
bisection interval found by 1-dim search: [-1669.225049,-1668.700811]
No.55	 toolpath -1613.049746	[r = -1669.139554] is calculated within 6.042429s.
-----
initial linear search begins: 
No.	x	f(x)
0	-1642.906950	1.195618
1	-1643.431602	1.160783
2	-1643.956254	1.141620
3	-1644.480906	1.132094
4	-1645.005558	1.125738
5	-1645.530210	1.116882
6	-1646.054862	1.101351
7	-1646.579514	1.076926
8	-1647.104166	1.043282
9	-1647.628818	1.002195
10	-1648.153471	0.955197
11	-1648.678123	0.903518
12	-1649.202775	0.847442
13	-1649.727427	0.788559
14	-1650.252079	0.726698
15	-1650.776731	0.662072
16	-1651.301383	0.595486
17	-1651.826035	0.526536
18	-1652.350687	0.455556
19	-1652.875339	0.383619
20	-1653.399991	0.310489
21	-1653.924643	0.237355
22	-1654.449295	0.166683
23	-1654.973948	0.099457
24	-1655.498600	0.038295
25	-1656.023252	-0.014788
bisection interval found by 1-dim search: [-1656.023252,-1655.498600]
No.56	 toolpath -1600.182147	[r = -1655.865958] is calculated within 6.034430s.
-----
initial linear search begins: 
No.	x	f(x)
0	-1629.612746	1.264708
1	-1630.137810	1.228540
2	-1630.662874	1.207759
3	-1631.187939	1.196818
4	-1631.713003	1.189088
5	-1632.238067	1.178896
6	-1632.763131	1.162049
7	-1633.288196	1.136338
8	-1633.813260	1.101412
9	-1634.338324	1.058626
10	-1634.863388	1.010252
11	-1635.388453	0.957198
12	-1635.913517	0.900294
13	-1636.438581	0.840073
14	-1636.963645	0.776863
15	-1637.488710	0.710875
16	-1638.013774	0.642285
17	-1638.538838	0.572600
18	-1639.063902	0.500230
19	-1639.588967	0.426293
20	-1640.114031	0.351788
21	-1640.639095	0.277830
22	-1641.164159	0.205226
23	-1641.689224	0.137091
24	-1642.214288	0.074497
25	-1642.739352	0.019630
26	-1643.264416	-0.024880
bisection interval found by 1-dim search: [-1643.264416,-1642.739352]
No.57	 toolpath -1587.269362	[r = -1642.953172] is calculated within 6.137578s.
-----
initial linear search begins: 
No.	x	f(x)
0	-1616.680084	1.332179
1	-1617.205546	1.294264
2	-1617.731008	1.272152
3	-1618.256470	1.259796
4	-1618.781931	1.250732
5	-1619.307393	1.239189
6	-1619.832855	1.221225
7	-1620.358317	1.194108
8	-1620.883779	1.157941
9	-1621.409240	1.113884
10	-1621.934702	1.064236
11	-1622.460164	1.009898
12	-1622.985626	0.951703
13	-1623.511087	0.889578
14	-1624.036549	0.825032
15	-1624.562011	0.757705
16	-1625.087473	0.688424
17	-1625.612934	0.616758
18	-1626.138396	0.543047
19	-1626.663858	0.468396
20	-1627.189320	0.392530
21	-1627.714781	0.316636
22	-1628.240243	0.243218
23	-1628.765705	0.173223
24	-1629.291167	0.109294
25	-1629.816628	0.053085
26	-1630.342090	0.007241
27	-1630.867552	-0.027034
bisection interval found by 1-dim search: [-1630.867552,-1630.342090]
No.58	 toolpath -1574.755264	[r = -1630.439075] is calculated within 6.485520s.
-----
initial linear search begins: 
No.	x	f(x)
0	-1604.146888	1.397258
1	-1604.672732	1.357925
2	-1605.198575	1.334439
3	-1605.724419	1.320749
4	-1606.250263	1.310392
5	-1606.776107	1.297588
6	-1607.301950	1.278400
7	-1607.827794	1.250072
8	-1608.353638	1.212706
9	-1608.879481	1.167424
10	-1609.405325	1.116544
11	-1609.931169	1.060966
12	-1610.457013	1.000939
13	-1610.982856	0.938127
14	-1611.508700	0.872314
15	-1612.034544	0.803707
16	-1612.560388	0.733144
17	-1613.086231	0.660181
18	-1613.612075	0.585161
19	-1614.137919	0.508567
20	-1614.663763	0.431407
21	-1615.189606	0.354792
22	-1615.715450	0.279502
23	-1616.241294	0.208699
24	-1616.767138	0.142987
25	-1617.292981	0.085842
26	-1617.818825	0.038344
27	-1618.344669	0.002773
28	-1618.870513	-0.020131
bisection interval found by 1-dim search: [-1618.870513,-1618.344669]
No.59	 toolpath -1562.710670	[r = -1618.395507] is calculated within 6.440674s.
-----
initial linear search begins: 
No.	x	f(x)
0	-1592.085090	1.427316
1	-1592.611298	1.399152
2	-1593.137507	1.382360
3	-1593.663715	1.379380
4	-1594.189923	1.367781
5	-1594.716132	1.353765
6	-1595.242340	1.333229
7	-1595.768548	1.303915
8	-1596.294757	1.265043
9	-1596.820965	1.218945
10	-1597.347173	1.166387
11	-1597.873382	1.109565
12	-1598.399590	1.048879
13	-1598.925799	0.984232
14	-1599.452007	0.917176
15	-1599.978215	0.847322
16	-1600.504424	0.775518
17	-1601.030632	0.701308
18	-1601.556840	0.625039
19	-1602.083049	0.547845
20	-1602.609257	0.468792
21	-1603.135465	0.390936
22	-1603.661674	0.314943
23	-1604.187882	0.242353
24	-1604.714090	0.175389
25	-1605.240299	0.117003
26	-1605.766507	0.068255
27	-1606.292715	0.031438
28	-1606.818924	0.007288
29	-1607.345132	-0.006281
bisection interval found by 1-dim search: [-1607.345132,-1606.818924]
No.60	 toolpath -1551.376122	[r = -1607.059931] is calculated within 6.425547s.
-----
initial linear search begins: 
No.	x	f(x)
0	-1580.732491	1.486129
1	-1581.259039	1.456703
2	-1581.785588	1.438770
3	-1582.312137	1.425674
4	-1582.838686	1.411474
5	-1583.365235	1.391637
6	-1583.891783	1.363511
7	-1584.418332	1.325622
8	-1584.944881	1.279704
9	-1585.471430	1.227687
10	-1585.997979	1.170552
11	-1586.524527	1.109197
12	-1587.051076	1.044834
13	-1587.577625	0.976584
14	-1588.104174	0.906631
15	-1588.630723	0.833850
16	-1589.157272	0.759112
17	-1589.683820	0.682036
18	-1590.210369	0.603114
19	-1590.736918	0.524038
20	-1591.263467	0.443960
21	-1591.790016	0.366063
22	-1592.316564	0.291193
23	-1592.843113	0.221998
24	-1593.369662	0.159659
25	-1593.896211	0.146307
26	-1594.422760	0.096687
27	-1594.949308	0.058613
28	-1595.475857	0.033208
29	-1596.002406	0.018338
30	-1596.528955	0.010853
31	-1597.055504	0.007730
32	-1597.582053	0.006316
33	-1598.108601	0.004200
34	-1598.635150	-0.000843
bisection interval found by 1-dim search: [-1598.635150,-1598.108601]
No.61	 toolpath -1542.888093	[r = -1598.572931] is calculated within 6.758532s.
-----
initial linear search begins: 
No.	x	f(x)
0	-1572.232830	1.530205
1	-1572.759632	1.499811
2	-1573.286434	1.480868
3	-1573.813236	1.466893
4	-1574.340038	1.451925
5	-1574.866840	1.431273
6	-1575.393642	1.402102
7	-1575.920444	1.363334
8	-1576.447246	1.316539
9	-1576.974048	1.263645
10	-1577.500850	1.205633
11	-1578.027652	1.144004
12	-1578.554454	1.078164
13	-1579.081256	1.009699
14	-1579.608058	0.938208
15	-1580.134860	0.864549
16	-1580.661662	0.788937
17	-1581.188464	0.710982
18	-1581.715266	0.631850
19	-1582.242069	0.551233
20	-1582.768871	0.470273
21	-1583.295673	0.391501
22	-1583.822475	0.315754
23	-1584.349277	0.245685
24	-1584.876079	0.182465
25	-1585.402881	0.129356
26	-1585.929683	0.087514
27	-1586.456485	0.058154
28	-1586.983287	0.040223
29	-1587.510089	0.030327
30	-1588.036891	0.025492
31	-1588.563693	0.022991
32	-1589.090495	0.020321
33	-1589.617297	0.015241
34	-1590.144099	0.005815
35	-1590.670901	-0.009768
bisection interval found by 1-dim search: [-1590.670901,-1590.144099]
No.62	 toolpath -1535.085052	[r = -1590.366858] is calculated within 6.834260s.
-----
initial linear search begins: 
No.	x	f(x)
0	-1564.014585	1.572810
1	-1564.541631	1.541477
2	-1565.068676	1.521636
3	-1565.595722	1.506891
4	-1566.122767	1.491024
5	-1566.649813	1.469587
6	-1567.176858	1.439654
7	-1567.703904	1.400133
8	-1568.230949	1.352571
9	-1568.757994	1.298899
10	-1569.285040	1.240095
11	-1569.812085	1.177058
12	-1570.339131	1.111017
13	-1570.866176	1.041059
14	-1571.393222	0.969412
15	-1571.920267	0.894917
16	-1572.447313	0.817755
17	-1572.974358	0.739647
18	-1573.501403	0.658975
19	-1574.028449	0.577510
20	-1574.555494	0.496318
21	-1575.082540	0.416662
22	-1575.609585	0.340018
23	-1576.136631	0.268573
24	-1576.663676	0.204911
25	-1577.190722	0.150548
26	-1577.717767	0.107861
27	-1578.244812	0.077650
28	-1578.771858	0.058873
29	-1579.298903	0.048130
30	-1579.825949	0.042471
31	-1580.352994	0.039097
32	-1580.880040	0.035578
33	-1581.407085	0.029707
34	-1581.934131	0.019378
35	-1582.461176	0.002948
36	-1582.988222	-0.021222
bisection interval found by 1-dim search: [-1582.988222,-1582.461176]
No.63	 toolpath -1527.256060	[r = -1582.537865] is calculated within 6.938908s.
-----
initial linear search begins: 
No.	x	f(x)
0	-1556.174044	1.613460
1	-1556.701321	1.581227
2	-1557.228597	1.560527
3	-1557.755873	1.544879
4	-1558.283150	1.528324
5	-1558.810426	1.506142
6	-1559.337703	1.475487
7	-1559.864979	1.435254
8	-1560.392256	1.386965
9	-1560.919532	1.332554
10	-1561.446808	1.272998
11	-1561.974085	1.209198
12	-1562.501361	1.141734
13	-1563.028638	1.071646
14	-1563.555914	0.998513
15	-1564.083191	0.923210
16	-1564.610467	0.845947
17	-1565.137743	0.766324
18	-1565.665020	0.685526
19	-1566.192296	0.603227
20	-1566.719573	0.520569
21	-1567.246849	0.440107
22	-1567.774125	0.362654
23	-1568.301402	0.290399
24	-1568.828678	0.225930
25	-1569.355955	0.171097
26	-1569.883231	0.127263
27	-1570.410508	0.096414
28	-1570.937784	0.076659
29	-1571.465060	0.065106
30	-1571.992337	0.058642
31	-1572.519613	0.054481
32	-1573.046890	0.050164
33	-1573.574166	0.043452
34	-1574.101443	0.032419
35	-1574.628719	0.015074
36	-1575.155995	-0.009905
bisection interval found by 1-dim search: [-1575.155995,-1574.628719]
No.64	 toolpath -1519.685215	[r = -1574.967020] is calculated within 6.924745s.
-----
initial linear search begins: 
No.	x	f(x)
0	-1548.592090	1.652767
1	-1549.119589	1.619660
2	-1549.647087	1.598128
3	-1550.174586	1.581690
4	-1550.702085	1.564262
5	-1551.229583	1.541300
6	-1551.757082	1.509864
7	-1552.284580	1.468849
8	-1552.812079	1.419779
9	-1553.339578	1.364589
10	-1553.867076	1.304251
11	-1554.394575	1.239669
12	-1554.922073	1.172085
13	-1555.449572	1.100555
14	-1555.977071	1.026640
15	-1556.504569	0.950556
16	-1557.032068	0.872514
17	-1557.559566	0.792108
18	-1558.087065	0.710532
19	-1558.614564	0.627452
20	-1559.142062	0.544642
21	-1559.669561	0.462767
22	-1560.197060	0.384533
23	-1560.724558	0.311982
24	-1561.252057	0.246246
25	-1561.779555	0.190635
26	-1562.307054	0.146279
27	-1562.834553	0.114390
28	-1563.362051	0.093960
29	-1563.889550	0.081579
30	-1564.417048	0.074273
31	-1564.944547	0.069331
32	-1565.472046	0.064233
33	-1565.999544	0.056738
34	-1566.527043	0.044925
35	-1567.054541	0.026794
36	-1567.582040	0.001034
37	-1568.109539	-0.032688
bisection interval found by 1-dim search: [-1568.109539,-1567.582040]
No.65	 toolpath -1512.321356	[r = -1567.603160] is calculated within 7.021662s.
-----
initial linear search begins: 
No.	x	f(x)
0	-1541.217481	1.690996
1	-1541.745194	1.657037
2	-1542.272908	1.634694
3	-1542.800622	1.617489
4	-1543.328335	1.599331
5	-1543.856049	1.575673
6	-1544.383762	1.543565
7	-1544.911476	1.501888
8	-1545.439189	1.452142
9	-1545.966903	1.396262
10	-1546.494617	1.335222
11	-1547.022330	1.269926
12	-1547.550044	1.200954
13	-1548.077757	1.129357
14	-1548.605471	1.054700
15	-1549.133185	0.977867
16	-1549.660898	0.899069
17	-1550.188612	0.817891
18	-1550.716325	0.734842
19	-1551.244039	0.651002
20	-1551.771753	0.567435
21	-1552.299466	0.485396
22	-1552.827180	0.406353
23	-1553.354893	0.332497
24	-1553.882607	0.266424
25	-1554.410321	0.209630
26	-1554.938034	0.164516
27	-1555.465748	0.131866
28	-1555.993461	0.110678
29	-1556.521175	0.097537
30	-1557.048889	0.089469
31	-1557.576602	0.083769
32	-1558.104316	0.077911
33	-1558.632029	0.069653
34	-1559.159743	0.057084
35	-1559.687457	0.038368
36	-1560.215170	0.011921
37	-1560.742884	-0.022813
bisection interval found by 1-dim search: [-1560.742884,-1560.215170]
No.66	 toolpath -1505.127651	[r = -1560.409455] is calculated within 7.010583s.
-----
initial linear search begins: 
No.	x	f(x)
0	-1534.013327	1.728339
1	-1534.541250	1.693545
2	-1535.069172	1.670410
3	-1535.597095	1.652454
4	-1536.125017	1.633585
5	-1536.652940	1.609250
6	-1537.180863	1.576489
7	-1537.708785	1.534169
8	-1538.236708	1.483764
9	-1538.764630	1.426676
10	-1539.292553	1.364895
11	-1539.820475	1.298857
12	-1540.348398	1.229141
13	-1540.876320	1.156805
14	-1541.404243	1.081405
15	-1541.932166	1.003830
16	-1542.460088	0.924293
17	-1542.988011	0.842372
18	-1543.515933	0.759283
19	-1544.043856	0.674676
20	-1544.571778	0.589690
21	-1545.099701	0.506911
22	-1545.627624	0.427127
23	-1546.155546	0.352527
24	-1546.683469	0.285715
25	-1547.211391	0.228177
26	-1547.739314	0.182324
27	-1548.267236	0.148929
28	-1548.795159	0.127001
29	-1549.323081	0.113119
30	-1549.851004	0.104307
31	-1550.378927	0.097866
32	-1550.906849	0.091266
33	-1551.434772	0.082264
34	-1551.962694	0.068955
35	-1552.490617	0.049499
36	-1553.018539	0.022311
37	-1553.546462	-0.012847
bisection interval found by 1-dim search: [-1553.546462,-1553.018539]
No.67	 toolpath -1498.081638	[r = -1553.364473] is calculated within 7.813459s.
-----
initial linear search begins: 
No.	x	f(x)
0	-1526.958163	1.736806
1	-1527.486289	1.710638
2	-1528.014415	1.691155
3	-1528.542542	1.672234
4	-1529.070668	1.648867
5	-1529.598794	1.641928
6	-1530.126920	1.608441
7	-1530.655046	1.565396
8	-1531.183173	1.514266
9	-1531.711299	1.456448
10	-1532.239425	1.393941
11	-1532.767551	1.327177
12	-1533.295677	1.257418
13	-1533.823804	1.183674
14	-1534.351930	1.108277
15	-1534.880056	1.029247
16	-1535.408182	0.948986
17	-1535.936308	0.866337
18	-1536.464435	0.782526
19	-1536.992561	0.697192
20	-1537.520687	0.612127
21	-1538.048813	0.527974
22	-1538.576939	0.447463
23	-1539.105066	0.372136
24	-1539.633192	0.304599
25	-1540.161318	0.246334
26	-1540.689444	0.199756
27	-1541.217570	0.165634
28	-1541.745697	0.142982
29	-1542.273823	0.128373
30	-1542.801949	0.118832
31	-1543.330075	0.111667
32	-1543.858201	0.104340
33	-1544.386328	0.094610
34	-1544.914454	0.080577
35	-1545.442580	0.060396
36	-1545.970706	0.032482
37	-1546.498832	-0.003732
bisection interval found by 1-dim search: [-1546.498832,-1545.970706]
No.68	 toolpath -1491.168032	[r = -1546.449836] is calculated within 6.972172s.
-----
initial linear search begins: 
No.	x	f(x)
0	-1520.033581	1.772614
1	-1520.561907	1.745675
2	-1521.090232	1.725458
3	-1521.618557	1.705846
4	-1522.146882	1.681826
5	-1522.675207	1.649746
6	-1523.203532	1.608367
7	-1523.731857	1.558099
8	-1524.260182	1.501505
9	-1524.788507	1.439282
10	-1525.316832	1.373049
11	-1525.845158	1.302872
12	-1526.373483	1.229115
13	-1526.901808	1.153473
14	-1527.430133	1.074700
15	-1527.958458	0.993713
16	-1528.486783	0.911538
17	-1529.015108	0.826418
18	-1529.543433	0.805324
19	-1530.071758	0.719277
20	-1530.600083	0.633502
21	-1531.128409	0.549250
22	-1531.656734	0.467977
23	-1532.185059	0.391879
24	-1532.713384	0.323565
25	-1533.241709	0.264511
26	-1533.770034	0.217140
27	-1534.298359	0.182219
28	-1534.826684	0.158657
29	-1535.355009	0.143335
30	-1535.883334	0.133140
31	-1536.411660	0.125257
32	-1536.939985	0.117229
33	-1537.468310	0.106813
34	-1537.996635	0.091977
35	-1538.524960	0.071084
36	-1539.053285	0.042458
37	-1539.581610	0.005863
38	-1540.109935	-0.037224
bisection interval found by 1-dim search: [-1540.109935,-1539.581610]
No.69	 toolpath -1484.376682	[r = -1539.659517] is calculated within 7.061101s.
-----
initial linear search begins: 
No.	x	f(x)
0	-1513.233543	1.807781
1	-1513.762063	1.779945
2	-1514.290582	1.759144
3	-1514.819102	1.738854
4	-1515.347621	1.713998
5	-1515.876141	1.681496
6	-1516.404660	1.639140
7	-1516.933180	1.588638
8	-1517.461699	1.530880
9	-1517.990219	1.467956
10	-1518.518738	1.401027
11	-1519.047258	1.330150
12	-1519.575777	1.256411
13	-1520.104297	1.179354
14	-1520.632816	1.099880
15	-1521.161335	1.018946
16	-1521.689855	0.935323
17	-1522.218374	0.849499
18	-1522.746894	0.763356
19	-1523.275413	0.676488
20	-1523.803933	0.590829
21	-1524.332452	0.507788
22	-1524.860972	0.429522
23	-1525.389491	0.358169
24	-1525.918011	0.295770
25	-1526.446530	0.244809
26	-1526.975050	0.205902
27	-1527.503569	0.179225
28	-1528.032089	0.161521
29	-1528.560608	0.149560
30	-1529.089128	0.140573
31	-1529.617647	0.138493
32	-1530.146167	0.129753
33	-1530.674686	0.118707
34	-1531.203206	0.103168
35	-1531.731725	0.081577
36	-1532.260245	0.052252
37	-1532.788764	0.014958
38	-1533.317284	-0.028830
bisection interval found by 1-dim search: [-1533.317284,-1532.788764]
No.70	 toolpath -1477.695349	[r = -1532.978185] is calculated within 7.132629s.
-----
initial linear search begins: 
No.	x	f(x)
0	-1506.542692	1.842376
1	-1507.071402	1.813788
2	-1507.600112	1.792282
3	-1508.128822	1.771326
4	-1508.657532	1.745838
5	-1509.186242	1.712450
6	-1509.714951	1.669787
7	-1510.243661	1.618216
8	-1510.772371	1.560315
9	-1511.301081	1.496763
10	-1511.829791	1.428541
11	-1512.358501	1.356977
12	-1512.887211	1.282552
13	-1513.415920	1.204805
14	-1513.944630	1.125401
15	-1514.473340	1.043025
16	-1515.002050	0.958713
17	-1515.530760	0.872932
18	-1516.059470	0.785370
19	-1516.588179	0.697815
20	-1517.116889	0.611469
21	-1517.645599	0.527740
22	-1518.174309	0.448786
23	-1518.703019	0.376745
24	-1519.231729	0.314053
25	-1519.760439	0.262011
26	-1520.289148	0.222640
27	-1520.817858	0.195204
28	-1521.346568	0.176657
29	-1521.875278	0.164010
30	-1522.403988	0.154334
31	-1522.932698	0.145091
32	-1523.461407	0.134055
33	-1523.990117	0.119105
34	-1524.518827	0.098382
35	-1525.047537	0.070484
36	-1525.576247	0.034137
37	-1526.104957	-0.008869
bisection interval found by 1-dim search: [-1526.104957,-1525.576247]
No.71	 toolpath -1471.116796	[r = -1526.000144] is calculated within 7.324407s.
-----
initial linear search begins: 
No.	x	f(x)
0	-1499.554759	1.878488
1	-1500.083667	1.849117
2	-1500.612574	1.826876
3	-1501.141482	1.805225
4	-1501.670390	1.779074
5	-1502.199297	1.745050
6	-1502.728205	1.701772
7	-1503.257113	1.649571
8	-1503.786021	1.591028
9	-1504.314928	1.526818
10	-1504.843836	1.457925
11	-1505.372744	1.385682
12	-1505.901651	1.310573
13	-1506.430559	1.232127
14	-1506.959467	1.151256
15	-1507.488374	1.068928
16	-1508.017282	0.983888
17	-1508.546190	0.896632
18	-1509.075098	0.809065
19	-1509.604005	0.720760
20	-1510.132913	0.633658
21	-1510.661821	0.549163
22	-1511.190728	0.469435
23	-1511.719636	0.396611
24	-1512.248544	0.332728
25	-1512.777451	0.279967
26	-1513.306359	0.239880
27	-1513.835267	0.211725
28	-1514.364175	0.192570
29	-1514.893082	0.179093
30	-1515.421990	0.168699
31	-1515.950898	0.158812
32	-1516.479805	0.147084
33	-1517.008713	0.131456
34	-1517.537621	0.110069
35	-1518.066529	0.081258
36	-1518.595436	0.044191
37	-1519.124344	0.000467
38	-1519.653252	-0.048359
bisection interval found by 1-dim search: [-1519.653252,-1519.124344]
No.72	 toolpath -1464.249777	[r = -1519.133125] is calculated within 7.085151s.
-----
initial linear search begins: 
No.	x	f(x)
0	-1492.678052	1.914024
1	-1493.207153	1.883881
2	-1493.736254	1.860917
3	-1494.265356	1.838582
4	-1494.794457	1.811780
5	-1495.323559	1.777133
6	-1495.852660	1.733253
7	-1496.381762	1.680433
8	-1496.910863	1.620702
9	-1497.439965	1.555786
10	-1497.969066	1.486853
11	-1498.498168	1.413944
12	-1499.027269	1.337422
13	-1499.556371	1.258268
14	-1500.085472	1.177461
