X                ,Y                    ,Slice
0.871181614525112,                     ,Slice 2
1.74236322905022 ,                     ,Slice 2
2.61354484357535 ,                     ,Slice 2
3.48472645810046 ,                     ,Slice 2
4.35590807262557 ,                     ,Slice 2
5.2270896871507  ,                     ,Slice 2
6.09827130167581 ,                     ,Slice 2
6.96945291620092 ,                     ,Slice 2
7.84063453072604 ,                     ,Slice 2
8.71181614525115 ,                     ,Slice 2
9.58299775977627 ,                     ,Slice 2
10.4541793743014 ,                     ,Slice 2
11.3253609888265 ,                     ,Slice 2
12.1965426033516 ,                     ,Slice 2
13.0677242178767 ,                     ,Slice 2
13.9389058324018 ,                     ,Slice 2
14.810087446927  ,                     ,Slice 2
15.6812690614521 ,                     ,Slice 2
16.5524506759772 ,                     ,Slice 2
17.4236322905023 ,                     ,Slice 2
18.2948139050274 ,                     ,Slice 2
19.1659955195525 ,                     ,Slice 2
20.0371771340777 ,                     ,Slice 2
20.9083587486028 ,                     ,Slice 2
21.7795403631279 ,                     ,Slice 2
22.650721977653  ,                     ,Slice 2
23.5219035921781 ,                     ,Slice 2
24.3930852067032 ,                     ,Slice 2
25.2642668212283 ,                     ,Slice 2
26.1354484357535 ,                     ,Slice 2
27.0066300502786 ,                     ,Slice 2
27.8778116648037 ,                     ,Slice 2
28.7489932793288 ,                     ,Slice 2
29.6201748938539 ,                     ,Slice 2
30.491356508379  ,                     ,Slice 2
31.3625381229042 ,                     ,Slice 2
32.2337197374293 ,                     ,Slice 2
33.1049013519544 ,                     ,Slice 2
33.9760829664795 ,                     ,Slice 2
34.8472645810046 ,                     ,Slice 2
35.7184461955297 ,                     ,Slice 2
36.5896278100549 ,                     ,Slice 2
37.46080942458   ,                     ,Slice 2
38.3319910391051 ,                     ,Slice 2
39.2031726536302 ,                     ,Slice 2
40.0743542681553 ,                     ,Slice 2
40.9455358826804 ,                     ,Slice 2
41.8167174972056 ,                     ,Slice 2
42.6878991117307 ,                     ,Slice 2
43.5590807262558 ,                     ,Slice 2
44.4302623407809 ,                     ,Slice 2
45.301443955306  ,                     ,Slice 2
46.1726255698311 ,                     ,Slice 2
47.0438071843563 ,                     ,Slice 2
47.9149887988814 ,                     ,Slice 2
48.7861704134065 ,                     ,Slice 2
49.6573520279316 ,                     ,Slice 2
50.5285336424567 ,                     ,Slice 2
51.3997152569818 ,                     ,Slice 2
52.270896871507  ,                     ,Slice 2
53.1420784860321 ,                     ,Slice 2
54.0132601005572 ,                     ,Slice 2
54.8844417150823 ,                     ,Slice 2
55.7556233296074 ,                     ,Slice 2
56.6268049441325 ,                     ,Slice 2
57.4979865586577 ,                     ,Slice 2
58.3691681731828 ,                     ,Slice 2
59.2403497877079 ,                     ,Slice 2
60.111531402233  ,                     ,Slice 2
60.9827130167581 ,                     ,Slice 2
61.8538946312832 ,                     ,Slice 2
62.7250762458084 ,                     ,Slice 2
63.5962578603335 ,                     ,Slice 2
64.4674394748586 ,                     ,Slice 2
65.3386210893837 ,                     ,Slice 2
66.2098027039088 ,                     ,Slice 2
67.0809843184339 ,                     ,Slice 2
67.9521659329591 ,-0.478396641399497   ,Slice 2
68.8233475474842 ,-0.343521558125056   ,Slice 2
69.6945291620093 ,-0.248563843310583   ,Slice 2
70.5657107765344 ,-0.225935883095144   ,Slice 2
